p	r	C_pr
59	3	10
59	4	50
59	5	70
59	6	50
59	7	70
59	8	90
60	1	70
60	2	20
60	3	20
60	4	70
60	5	50
60	6	70
60	7	70
60	8	50
61	1	100
61	2	70
61	3	80
61	4	70
61	5	50
61	6	20
61	7	20
61	8	70
62	1	80
62	2	80
62	3	60
62	4	50
62	5	80
62	6	0
62	7	10
62	8	100
63	1	70
63	2	70
63	3	50
63	4	50
63	5	50
63	6	0
63	7	40
63	8	70
64	1	100
64	2	20
64	3	10
64	4	50
64	5	50
64	6	50
64	7	50
64	8	90
65	1	100
65	2	80
65	3	80
65	4	70
65	5	60
65	6	20
65	7	50
65	8	80
66	1	80
66	2	10
66	3	10
66	4	60
66	5	80
66	6	50
66	7	80
66	8	100
67	1	70
67	2	20
67	3	0
67	4	50
67	5	70
67	6	50
67	7	70
67	8	90
68	1	100
68	2	30
68	3	10
68	4	50
68	5	60
68	6	50
68	7	80
68	8	100
69	1	60
69	2	10
69	3	10
69	4	50
69	5	60
69	6	50
69	7	80
69	8	60
70	1	80
70	2	20
70	3	30
70	4	70
70	5	50
70	6	70
70	7	70
70	8	50
71	1	50
71	2	50
71	3	50
71	4	50
71	5	70
71	6	0
71	7	20
71	8	70
72	1	80
72	2	70
72	3	80
72	4	70
72	5	50
72	6	20
72	7	20
72	8	50
73	1	120
73	2	50
73	3	30
73	4	80
73	5	60
73	6	70
73	7	100
73	8	100
74	1	80
74	2	80
74	3	80
74	4	70
74	5	60
74	6	20
74	7	50
74	8	60
75	1	100
75	2	30
75	3	30
75	4	70
75	5	60
75	6	70
75	7	120
75	8	80
76	1	60
76	2	60
76	3	60
76	4	60
76	5	60
76	6	0
76	7	50
76	8	60
77	1	120
77	2	90
77	3	80
77	4	70
77	5	50
77	6	20
77	7	40
77	8	90
78	1	80
78	2	50
78	3	60
78	4	50
78	5	70
78	6	0
78	7	20
78	8	90
79	1	80
79	2	50
79	3	60
79	4	50
79	5	70
79	6	0
79	7	40
79	8	90
80	1	80
80	2	70
80	3	80
80	4	70
80	5	50
80	6	20
80	7	20
80	8	50
81	1	90
81	2	90
81	3	70
81	4	70
81	5	50
81	6	20
81	7	40
81	8	70
82	1	100
82	2	30
82	3	10
82	4	60
82	5	60
82	6	50
82	7	60
82	8	100
83	1	70
83	2	20
83	3	0
83	4	50
83	5	50
83	6	50
83	7	50
83	8	70
84	1	110
84	2	40
84	3	20
84	4	70
84	5	50
84	6	70
84	7	90
84	8	90
85	1	70
85	2	70
85	3	50
85	4	50
85	5	70
85	6	0
85	7	20
85	8	90
86	1	60
86	2	50
86	3	60
86	4	50
86	5	50
86	6	0
86	7	0
86	8	50
87	1	100
87	2	30
87	3	30
87	4	70
87	5	60
87	6	70
87	7	100
87	8	80
88	1	100
88	2	70
88	3	80
88	4	70
88	5	50
88	6	20
88	7	60
88	8	70
89	1	90
89	2	20
89	3	0
89	4	50
89	5	50
89	6	50
89	7	70
89	8	90
90	1	70
90	2	50
90	3	50
90	4	50
90	5	70
90	6	0
90	7	40
90	8	90
91	1	70
91	2	20
91	3	0
91	4	50
91	5	70
91	6	50
91	7	90
91	8	90
92	1	50
92	2	50
92	3	50
92	4	50
92	5	70
92	6	0
92	7	40
92	8	70
93	1	90
93	2	20
93	3	0
93	4	50
93	5	50
93	6	50
93	7	50
93	8	90
94	1	80
94	2	30
94	3	30
94	4	70
94	5	60
94	6	70
94	7	100
94	8	60
95	1	60
95	2	50
95	3	60
95	4	50
95	5	50
95	6	0
95	7	40
95	8	50
96	1	100
96	2	20
96	3	10
96	4	50
96	5	50
96	6	50
96	7	90
96	8	90
97	1	80
97	2	70
97	3	80
97	4	70
97	5	50
97	6	20
97	7	60
97	8	50
98	1	70
98	2	70
98	3	70
98	4	70
98	5	50
98	6	20
98	7	40
98	8	50
99	1	80
99	2	0
99	3	10
99	4	50
99	5	70
99	6	50
99	7	90
99	8	90
100	1	60
100	2	60
100	3	60
100	4	50
100	5	80
100	6	0
100	7	50
100	8	80
