p	d	Pr(p,d)
92	2	1.00
92	3	1.00
92	4	0.70
92	5	0.05
93	1	1.00
93	2	1.00
93	3	1.00
93	4	1.00
93	5	1.00
93	6	1.00
93	7	1.00
93	8	1.00
93	9	0.56
93	10	0.13
94	1	1.00
94	2	1.00
94	3	1.00
94	4	1.00
94	5	1.00
94	6	1.00
94	7	0.39
94	8	0.03
95	1	1.00
95	2	1.00
95	3	1.00
95	4	1.00
95	5	1.00
95	6	1.00
95	7	1.00
95	8	1.00
95	9	1.00
95	10	1.00
95	11	0.33
95	12	0.23
96	1	1.00
96	2	1.00
96	3	0.24
96	4	0.11
97	1	1.00
97	2	1.00
97	3	1.00
97	4	1.00
97	5	1.00
97	6	1.00
97	7	1.00
97	8	0.32
97	9	0.21
98	1	1.00
98	2	0.90
98	3	0.34
99	1	1.00
99	2	1.00
99	3	0.25
99	4	0.23
100	1	1.00
100	2	1.00
100	3	0.73
100	4	0.61
101	1	1.00
101	2	1.00
101	3	1.00
101	4	1.00
101	5	0.91
101	6	0.43
102	1	1.00
102	2	1.00
102	3	0.68
102	4	0.58
103	1	1.00
103	2	1.00
103	3	1.00
103	4	0.97
103	5	0.38
104	1	1.00
104	2	0.64
104	3	0.32
105	1	1.00
105	2	1.00
105	3	1.00
105	4	1.00
105	5	1.00
105	6	1.00
105	7	1.00
105	8	1.00
105	9	1.00
105	10	1.00
105	11	0.37
105	12	0.34
106	1	1.00
106	2	1.00
106	3	1.00
106	4	1.00
106	5	1.00
106	6	0.53
106	7	0.09
107	1	1.00
107	2	1.00
107	3	0.34
107	4	0.14
108	1	1.00
108	2	1.00
108	3	1.00
108	4	1.00
108	5	1.00
108	6	0.77
108	7	0.06
109	1	1.00
109	2	0.80
109	3	0.68
110	1	1.00
110	2	1.00
110	3	1.00
110	4	0.86
110	5	0.33
111	1	1.00
111	2	1.00
111	3	1.00
111	4	1.00
111	5	1.00
111	6	1.00
111	7	0.92
111	8	0.51
112	1	1.00
112	2	1.00
112	3	0.05
112	4	0.03
113	1	1.00
113	2	0.06
113	3	0.04
114	1	1.00
114	2	1.00
114	3	1.00
114	4	0.88
114	5	0.71
115	1	1.00
115	2	1.00
115	3	1.00
115	4	1.00
115	5	1.00
115	6	0.23
115	7	0.22
116	1	1.00
116	2	1.00
116	3	1.00
116	4	1.00
116	5	0.39
117	1	1.00
117	2	1.00
117	3	1.00
117	4	1.00
117	5	0.10
117	6	0.04
118	1	1.00
118	2	1.00
118	3	1.00
118	4	0.09
118	5	0.02
119	1	1.00
119	2	1.00
119	3	1.00
119	4	1.00
119	5	0.45
119	6	0.22
120	1	1.00
120	2	0.07
120	3	0.01
121	1	1.00
121	2	1.00
121	3	1.00
121	4	1.00
121	5	0.70
121	6	0.43
122	1	1.00
122	2	1.00
122	3	1.00
122	4	0.85
122	5	0.49
123	1	1.00
123	2	0.99
123	3	0.14
124	1	1.00
124	2	1.00
124	3	1.00
124	4	0.38
124	5	0.19
125	1	1.00
125	2	1.00
125	3	1.00
125	4	0.67
125	5	0.16
126	1	1.00
126	2	1.00
126	3	0.41
126	4	0.34
127	1	1.00
127	2	1.00
127	3	1.00
127	4	1.00
127	5	1.00
127	6	1.00
127	7	1.00
127	8	0.59
127	9	0.37
128	1	1.00
128	2	1.00
128	3	1.00
128	4	1.00
128	5	0.02
128	6	0.00
129	1	1.00
129	2	1.00
129	3	1.00
129	4	1.00
129	5	1.00
129	6	1.00
129	7	1.00
129	8	1.00
129	9	0.89
129	10	0.09
130	1	1.00
130	2	1.00
130	3	0.94
130	4	0.32
131	1	1.00
131	2	1.00
131	3	0.67
131	4	0.24
132	1	1.00
132	2	1.00
132	3	1.00
132	4	1.00
132	5	1.00
132	6	0.07
132	7	0.02
133	1	1.00
133	2	1.00
133	3	0.71
133	4	0.05
134	1	1.00
134	2	1.00
134	3	1.00
134	4	1.00
134	5	0.39
134	6	0.08
135	1	1.00
135	2	1.00
135	3	1.00
135	4	0.61
135	5	0.32
136	1	1.00
136	2	1.00
136	3	1.00
136	4	1.00
136	5	1.00
136	6	0.80
136	7	0.68
137	1	1.00
137	2	1.00
137	3	1.00
137	4	1.00
137	5	0.87
137	6	0.37
138	1	1.00
138	2	1.00
138	3	1.00
138	4	1.00
138	5	0.71
138	6	0.42
139	1	1.00
139	2	1.00
139	3	1.00
139	4	1.00
139	5	0.87
139	6	0.32
140	1	1.00
140	2	1.00
140	3	1.00
140	4	1.00
140	5	0.14
140	6	0.08
141	1	1.00
141	2	1.00
141	3	1.00
141	4	0.86
141	5	0.21
142	1	1.00
142	2	1.00
142	3	0.64
142	4	0.57
143	1	1.00
143	2	1.00
143	3	0.64
143	4	0.30
144	1	1.00
144	2	1.00
144	3	1.00
144	4	0.73
144	5	0.53
145	1	1.00
145	2	1.00
145	3	1.00
145	4	1.00
145	5	1.00
145	6	1.00
145	7	1.00
145	8	0.39
145	9	0.05
146	1	1.00
146	2	1.00
146	3	1.00
146	4	1.00
146	5	1.00
146	6	1.00
146	7	0.27
146	8	0.06
147	1	1.00
147	2	1.00
147	3	0.33
147	4	0.04
148	1	1.00
148	2	1.00
148	3	0.71
148	4	0.61
149	1	1.00
149	2	1.00
149	3	0.17
149	4	0.05
150	1	1.00
150	2	1.00
150	3	1.00
150	4	0.53
150	5	0.39
151	1	1.00
151	2	0.10
151	3	0.09
152	1	1.00
152	2	1.00
152	3	1.00
152	4	1.00
152	5	1.00
152	6	1.00
152	7	1.00
152	8	1.00
152	9	1.00
152	10	1.00
152	11	0.81
152	12	0.57
153	1	1.00
153	2	1.00
153	3	1.00
153	4	1.00
153	5	1.00
153	6	1.00
153	7	0.17
153	8	0.11
154	1	1.00
154	2	1.00
154	3	1.00
154	4	1.00
154	5	0.03
154	6	0.02
155	1	1.00
155	2	1.00
155	3	0.76
155	4	0.66
156	1	1.00
156	2	1.00
156	3	0.76
156	4	0.68
157	1	1.00
157	2	1.00
157	3	1.00
157	4	1.00
157	5	1.00
157	6	1.00
157	7	0.51
157	8	0.07
158	1	1.00
158	2	1.00
158	3	1.00
158	4	1.00
158	5	0.96
158	6	0.69
159	1	1.00
159	2	1.00
159	3	1.00
159	4	0.70
159	5	0.27
160	1	1.00
160	2	1.00
160	3	0.64
160	4	0.36
161	1	1.00
161	2	1.00
161	3	0.85
161	4	0.72
162	1	1.00
162	2	1.00
162	3	1.00
162	4	0.06
162	5	0.04
163	1	1.00
163	2	1.00
163	3	1.00
163	4	1.00
163	5	1.00
163	6	1.00
163	7	1.00
163	8	1.00
163	9	0.48
163	10	0.26
164	1	1.00
164	2	1.00
164	3	1.00
164	4	1.00
164	5	1.00
164	6	1.00
164	7	1.00
164	8	1.00
164	9	1.00
164	10	1.00
164	11	0.27
164	12	0.15
165	1	1.00
165	2	1.00
165	3	1.00
165	4	1.00
165	5	1.00
165	6	0.09
165	7	0.09
166	1	1.00
166	2	1.00
166	3	1.00
166	4	0.36
166	5	0.08
167	1	1.00
167	2	0.13
167	3	0.12
168	1	1.00
168	2	1.00
168	3	1.00
168	4	1.00
168	5	1.00
168	6	1.00
168	7	1.00
168	8	1.00
168	9	1.00
168	10	1.00
168	11	0.98
168	12	0.93
169	1	1.00
169	2	1.00
169	3	1.00
169	4	1.00
169	5	1.00
169	6	1.00
169	7	1.00
169	8	1.00
169	9	0.64
169	10	0.60
170	1	1.00
170	2	1.00
170	3	1.00
170	4	1.00
170	5	1.00
170	6	0.13
170	7	0.00
171	1	1.00
171	2	1.00
171	3	0.98
171	4	0.59
172	1	1.00
172	2	1.00
172	3	0.26
172	4	0.03
173	1	1.00
173	2	1.00
173	3	1.00
173	4	0.57
173	5	0.28
174	1	1.00
174	2	1.00
174	3	0.82
174	4	0.26
175	1	1.00
175	2	1.00
175	3	1.00
175	4	0.77
175	5	0.09
176	1	1.00
176	2	1.00
176	3	1.00
176	4	1.00
176	5	1.00
176	6	0.64
176	7	0.00
177	1	1.00
177	2	1.00
177	3	1.00
177	4	1.00
177	5	1.00
177	6	0.25
177	7	0.18
178	1	1.00
178	2	1.00
178	3	1.00
178	4	1.00
178	5	1.00
178	6	1.00
178	7	0.02
178	8	0.02
179	1	1.00
179	2	1.00
179	3	1.00
179	4	1.00
179	5	1.00
179	6	1.00
179	7	0.29
179	8	0.23
180	1	1.00
180	2	1.00
180	3	1.00
180	4	1.00
180	5	1.00
180	6	0.05
180	7	0.01
181	1	1.00
181	2	1.00
181	3	1.00
181	4	1.00
181	5	1.00
181	6	0.91
181	7	0.15
182	1	1.00
182	2	1.00
182	3	0.81
182	4	0.45
183	1	1.00
183	2	0.25
183	3	0.14
184	1	1.00
184	2	0.55
184	3	0.28
185	1	1.00
185	2	0.88
185	3	0.47
186	1	1.00
186	2	1.00
186	3	1.00
186	4	1.00
186	5	1.00
186	6	1.00
186	7	1.00
186	8	0.25
186	9	0.06
187	1	1.00
187	2	1.00
187	3	0.15
187	4	0.14
188	1	1.00
188	2	1.00
188	3	1.00
188	4	1.00
188	5	1.00
188	6	1.00
188	7	0.17
188	8	0.00
189	1	1.00
189	2	1.00
189	3	0.12
190	1	1.00
190	2	1.00
190	3	1.00
190	4	1.00
190	5	1.00
190	6	1.00
190	7	0.92
190	8	0.89
191	1	1.00
191	2	1.00
191	3	1.00
191	4	1.00
191	5	1.00
191	6	0.49
191	7	0.26
192	1	1.00
192	2	0.88
192	3	0.50
193	1	1.00
193	2	1.00
193	3	1.00
193	4	1.00
193	5	1.00
193	6	0.10
193	7	0.01
194	1	1.00
194	2	1.00
194	3	1.00
194	4	0.08
194	5	0.07
195	1	1.00
195	2	0.28
195	3	0.09
196	1	1.00
196	2	1.00
196	3	0.96
196	4	0.73
197	1	1.00
197	2	1.00
197	3	0.33
197	4	0.05
198	1	1.00
198	2	1.00
198	3	0.18
198	4	0.09
199	1	1.00
199	2	1.00
199	3	1.00
199	4	0.03
199	5	0.00
200	1	1.00
200	2	0.69
200	3	0.43
201	1	1.00
201	2	1.00
201	3	1.00
201	4	1.00
201	5	0.24
201	6	0.16
202	1	1.00
202	2	1.00
202	3	1.00
202	4	1.00
202	5	1.00
202	6	1.00
202	7	1.00
202	8	0.90
202	9	0.49
203	1	1.00
203	2	0.12
203	3	0.07
204	1	1.00
204	2	1.00
204	3	1.00
204	4	1.00
204	5	1.00
204	6	1.00
204	7	1.00
204	8	1.00
204	9	1.00
204	10	1.00
204	11	0.62
204	12	0.38
205	1	1.00
205	2	1.00
205	3	0.83
205	4	0.00
206	1	1.00
206	2	1.00
206	3	1.00
206	4	0.74
206	5	0.35
207	1	1.00
207	2	1.00
207	3	1.00
207	4	1.00
207	5	1.00
207	6	1.00
207	7	0.55
207	8	0.55
208	1	1.00
208	2	1.00
208	3	1.00
208	4	1.00
208	5	0.68
208	6	0.06
209	1	1.00
209	2	1.00
209	3	0.29
209	4	0.08
210	1	1.00
210	2	1.00
210	3	1.00
210	4	0.89
210	5	0.41
211	1	1.00
211	2	0.95
211	3	0.10
212	1	1.00
212	2	1.00
212	3	1.00
212	4	0.70
212	5	0.70
213	1	1.00
213	2	1.00
213	3	1.00
213	4	0.44
213	5	0.15
214	1	1.00
214	2	1.00
214	3	0.24
214	4	0.17
215	1	1.00
215	2	1.00
215	3	0.13
215	4	0.13
216	1	1.00
216	2	0.87
216	3	0.86
217	1	1.00
217	2	1.00
217	3	1.00
217	4	0.05
217	5	0.04
218	1	1.00
218	2	0.49
218	3	0.41
219	1	1.00
219	2	1.00
219	3	1.00
219	4	1.00
219	5	1.00
219	6	1.00
219	7	1.00
219	8	1.00
219	9	0.15
219	10	0.01
220	1	1.00
220	2	1.00
220	3	1.00
220	4	0.45
220	5	0.11
221	1	1.00
221	2	1.00
221	3	1.00
221	4	1.00
221	5	1.00
221	6	0.46
221	7	0.38
222	1	1.00
222	2	0.13
222	3	0.11
223	1	1.00
223	2	0.52
223	3	0.48
224	1	1.00
224	2	1.00
224	3	0.14
224	4	0.03
225	1	1.00
225	2	1.00
225	3	0.25
225	4	0.24
226	1	1.00
226	2	1.00
226	3	1.00
226	4	0.55
226	5	0.49
227	1	1.00
227	2	1.00
227	3	1.00
227	4	0.99
227	5	0.48
228	1	1.00
228	2	1.00
228	3	1.00
228	4	0.93
228	5	0.25
229	1	1.00
229	2	1.00
229	3	0.15
229	4	0.03
230	1	1.00
230	2	1.00
230	3	1.00
230	4	1.00
230	5	1.00
230	6	1.00
230	7	1.00
230	8	1.00
230	9	1.00
230	10	0.52
230	11	0.14
231	1	1.00
231	2	1.00
231	3	1.00
231	4	0.40
231	5	0.23
232	1	1.00
232	2	1.00
232	3	1.00
232	4	1.00
232	5	1.00
232	6	0.07
232	7	0.05
233	1	1.00
233	2	0.77
233	3	0.30
234	1	1.00
234	2	1.00
234	3	0.81
234	4	0.57
235	1	1.00
235	2	1.00
235	3	1.00
235	4	1.00
235	5	1.00
235	6	1.00
235	7	0.05
235	8	0.01
236	1	1.00
236	2	1.00
236	3	0.43
236	4	0.18
237	1	1.00
237	2	1.00
237	3	1.00
237	4	0.33
237	5	0.31
238	1	1.00
238	2	1.00
238	3	0.28
238	4	0.10
239	1	1.00
239	2	1.00
239	3	0.13
239	4	0.11
240	1	1.00
240	2	1.00
240	3	0.26
240	4	0.10
241	1	1.00
241	2	1.00
241	3	1.00
241	4	0.33
241	5	0.12
242	1	1.00
242	2	1.00
242	3	1.00
242	4	1.00
242	5	1.00
242	6	1.00
242	7	1.00
242	8	0.33
242	9	0.10
243	1	1.00
243	2	1.00
243	3	1.00
243	4	1.00
243	5	1.00
243	6	1.00
243	7	1.00
243	8	1.00
243	9	0.50
243	10	0.16
244	1	1.00
244	2	0.11
244	3	0.06
245	1	1.00
245	2	1.00
245	3	1.00
245	4	1.00
245	5	1.00
245	6	1.00
245	7	1.00
245	8	1.00
245	9	1.00
245	10	1.00
245	11	0.43
245	12	0.12
246	1	1.00
246	2	0.18
246	3	0.15
247	1	1.00
247	2	1.00
247	3	1.00
247	4	1.00
247	5	0.42
247	6	0.01
248	1	1.00
248	2	0.03
248	3	0.01
249	1	1.00
249	2	1.00
249	3	1.00
249	4	1.00
249	5	1.00
249	6	1.00
249	7	1.00
249	8	1.00
249	9	0.89
249	10	0.13
250	1	1.00
250	2	1.00
250	3	1.00
250	4	0.51
250	5	0.01
