p	r	C_pr
90	3	80
90	4	70
90	5	70
90	6	50
90	7	70
90	8	20
91	1	60
91	2	50
91	3	80
91	4	90
91	5	70
91	6	50
91	7	70
91	8	20
92	1	80
92	2	70
92	3	60
92	4	70
92	5	70
92	6	70
92	7	90
92	8	0
93	1	80
93	2	70
93	3	60
93	4	70
93	5	110
93	6	70
93	7	90
93	8	0
94	1	20
94	2	70
94	3	50
94	4	20
94	5	20
94	6	70
94	7	70
94	8	50
95	1	60
95	2	50
95	3	80
95	4	70
95	5	70
95	6	50
95	7	70
95	8	20
96	1	10
96	2	50
96	3	60
96	4	20
96	5	0
96	6	50
96	7	70
96	8	50
97	1	10
97	2	60
97	3	60
97	4	20
97	5	10
97	6	60
97	7	80
97	8	50
98	1	10
98	2	60
98	3	60
98	4	0
98	5	30
98	6	60
98	7	80
98	8	50
99	1	80
99	2	70
99	3	60
99	4	70
99	5	70
99	6	70
99	7	90
99	8	0
100	1	30
100	2	80
100	3	60
100	4	20
100	5	50
100	6	80
100	7	100
100	8	50
