p	r	R_p
8	19	1
8	20	0
8	21	1
8	22	1
8	23	1
8	24	0
8	25	1
8	26	1
8	27	1
8	28	0
8	29	1
8	30	0
8	31	1
8	32	0
8	33	1
8	34	1
8	35	0
8	36	1
8	37	1
8	38	1
8	39	1
8	40	0
9	1	1
9	2	0
9	3	0
9	4	0
9	5	1
9	6	1
9	7	1
9	8	1
9	9	0
9	10	0
9	11	1
9	12	1
9	13	0
9	14	1
9	15	0
9	16	1
9	17	1
9	18	1
9	19	1
9	20	0
9	21	1
9	22	1
9	23	0
9	24	0
9	25	0
9	26	0
9	27	1
9	28	0
9	29	0
9	30	0
9	31	1
9	32	0
9	33	0
9	34	1
9	35	0
9	36	1
9	37	1
9	38	1
9	39	1
9	40	0
10	1	1
10	2	1
10	3	0
10	4	0
10	5	1
10	6	1
10	7	0
10	8	1
10	9	0
10	10	0
10	11	1
10	12	1
10	13	0
10	14	1
10	15	1
10	16	0
10	17	1
10	18	0
10	19	1
10	20	0
10	21	0
10	22	0
10	23	0
10	24	0
10	25	1
10	26	1
10	27	0
10	28	0
10	29	0
10	30	0
10	31	1
10	32	0
10	33	0
10	34	0
10	35	0
10	36	1
10	37	1
10	38	1
10	39	1
10	40	0
11	1	1
11	2	0
11	3	1
11	4	1
11	5	0
11	6	1
11	7	0
11	8	0
11	9	1
11	10	1
11	11	0
11	12	0
11	13	1
11	14	1
11	15	0
11	16	1
11	17	1
11	18	1
11	19	0
11	20	1
11	21	0
11	22	1
11	23	0
11	24	1
11	25	0
11	26	0
11	27	1
11	28	1
11	29	0
11	30	1
11	31	1
11	32	1
11	33	0
11	34	1
11	35	1
11	36	0
11	37	1
11	38	0
11	39	1
11	40	1
12	1	1
12	2	0
12	3	0
12	4	0
12	5	1
12	6	1
12	7	1
12	8	1
12	9	0
12	10	0
12	11	1
12	12	1
12	13	0
12	14	1
12	15	0
12	16	0
12	17	1
12	18	1
12	19	1
12	20	0
12	21	0
12	22	1
12	23	0
12	24	0
12	25	0
12	26	0
12	27	1
12	28	0
12	29	0
12	30	0
12	31	1
12	32	0
12	33	0
12	34	0
12	35	0
12	36	1
12	37	0
12	38	0
12	39	0
12	40	0
13	1	0
13	2	0
13	3	0
13	4	0
13	5	1
13	6	0
13	7	1
13	8	1
13	9	0
13	10	0
13	11	1
13	12	1
13	13	0
13	14	0
13	15	0
13	16	0
13	17	0
13	18	0
13	19	1
13	20	0
13	21	1
13	22	0
13	23	0
13	24	0
13	25	0
13	26	0
13	27	0
13	28	0
13	29	0
13	30	0
13	31	0
13	32	0
13	33	0
13	34	0
13	35	0
13	36	1
13	37	0
13	38	1
13	39	0
13	40	0
14	1	1
14	2	1
14	3	1
14	4	0
14	5	1
14	6	1
14	7	1
14	8	1
14	9	0
14	10	1
14	11	1
14	12	1
14	13	1
14	14	1
14	15	1
14	16	1
14	17	1
14	18	1
14	19	1
14	20	0
14	21	1
14	22	1
14	23	1
14	24	1
14	25	1
14	26	1
14	27	1
14	28	1
14	29	1
14	30	1
14	31	1
14	32	0
14	33	1
14	34	1
14	35	1
14	36	1
14	37	1
14	38	1
14	39	1
14	40	1
15	1	1
15	2	1
15	3	1
15	4	0
15	5	0
15	6	1
15	7	0
15	8	0
15	9	0
15	10	1
15	11	0
15	12	0
15	13	1
15	14	1
15	15	1
15	16	1
15	17	1
15	18	1
15	19	0
15	20	0
15	21	0
15	22	1
15	23	1
15	24	1
15	25	1
15	26	1
15	27	1
15	28	1
15	29	1
15	30	1
15	31	1
15	32	0
15	33	1
15	34	1
15	35	1
15	36	0
15	37	1
15	38	0
15	39	1
15	40	1
16	1	1
16	2	1
16	3	1
16	4	0
16	5	1
16	6	1
16	7	1
16	8	1
16	9	0
16	10	1
16	11	1
16	12	1
16	13	1
16	14	1
16	15	1
16	16	1
16	17	1
16	18	1
16	19	1
16	20	0
16	21	1
16	22	1
16	23	1
16	24	1
16	25	1
16	26	1
16	27	1
16	28	1
16	29	1
16	30	1
16	31	1
16	32	0
16	33	1
16	34	1
16	35	1
16	36	1
16	37	1
16	38	1
16	39	1
16	40	1
17	1	1
17	2	0
17	3	0
17	4	0
17	5	0
17	6	0
17	7	0
17	8	0
17	9	0
17	10	0
17	11	0
17	12	1
17	13	0
17	14	1
17	15	0
17	16	1
17	17	1
17	18	1
17	19	1
17	20	0
17	21	0
17	22	1
17	23	0
17	24	0
17	25	0
17	26	0
17	27	1
17	28	0
17	29	0
17	30	0
17	31	1
17	32	0
17	33	0
17	34	1
17	35	0
17	36	0
17	37	1
17	38	1
17	39	0
17	40	0
18	1	1
18	2	0
18	3	0
18	4	0
18	5	1
18	6	1
18	7	1
18	8	1
18	9	0
18	10	0
18	11	1
18	12	1
18	13	0
18	14	1
18	15	0
18	16	1
18	17	1
18	18	1
18	19	1
18	20	0
18	21	1
18	22	1
18	23	0
18	24	0
18	25	0
18	26	0
18	27	1
18	28	0
18	29	0
18	30	0
18	31	1
18	32	0
18	33	0
18	34	1
18	35	0
18	36	1
18	37	1
18	38	1
18	39	1
18	40	0
19	1	1
19	2	0
19	3	0
19	4	0
19	5	0
19	6	1
19	7	0
19	8	0
19	9	0
19	10	0
19	11	0
19	12	0
19	13	0
19	14	1
19	15	0
19	16	1
19	17	1
19	18	1
19	19	0
19	20	0
19	21	0
19	22	1
19	23	0
19	24	0
19	25	0
19	26	0
19	27	1
19	28	0
19	29	0
19	30	0
19	31	1
19	32	0
19	33	0
19	34	1
19	35	0
19	36	0
19	37	1
19	38	0
19	39	1
19	40	0
20	1	1
20	2	1
20	3	0
20	4	0
20	5	1
20	6	1
20	7	1
20	8	1
20	9	0
20	10	0
20	11	1
20	12	1
20	13	0
20	14	1
20	15	1
20	16	1
20	17	1
20	18	1
20	19	1
20	20	0
20	21	1
20	22	1
20	23	1
20	24	0
20	25	1
20	26	1
20	27	1
20	28	0
20	29	1
20	30	0
20	31	1
20	32	0
20	33	1
20	34	1
20	35	0
20	36	1
20	37	1
20	38	1
20	39	1
20	40	0
21	1	1
21	2	0
21	3	1
21	4	1
21	5	1
21	6	1
21	7	1
21	8	1
21	9	1
21	10	1
21	11	1
21	12	1
21	13	1
21	14	1
21	15	0
21	16	1
21	17	1
21	18	1
21	19	1
21	20	1
21	21	1
21	22	1
21	23	0
21	24	1
21	25	0
21	26	0
21	27	1
21	28	1
21	29	0
21	30	1
21	31	1
21	32	1
21	33	0
21	34	1
21	35	1
21	36	1
21	37	1
21	38	1
21	39	1
21	40	1
22	1	1
22	2	0
22	3	0
22	4	0
22	5	0
22	6	0
22	7	0
22	8	0
22	9	0
22	10	0
22	11	0
22	12	0
22	13	0
22	14	1
22	15	0
22	16	1
22	17	1
22	18	1
22	19	0
22	20	0
22	21	0
22	22	1
22	23	0
22	24	0
22	25	0
22	26	0
22	27	1
22	28	0
22	29	0
22	30	0
22	31	1
22	32	0
22	33	0
22	34	1
22	35	0
22	36	0
22	37	1
22	38	0
22	39	0
22	40	0
23	1	1
23	2	1
23	3	0
23	4	0
23	5	1
23	6	1
23	7	1
23	8	1
23	9	0
23	10	0
23	11	1
23	12	1
23	13	0
23	14	1
23	15	1
23	16	1
23	17	1
23	18	1
23	19	1
23	20	0
23	21	1
23	22	1
23	23	1
23	24	0
23	25	1
23	26	1
23	27	1
23	28	0
23	29	1
23	30	0
23	31	1
23	32	0
23	33	1
23	34	1
23	35	0
23	36	1
23	37	1
23	38	1
23	39	1
23	40	0
24	1	1
24	2	0
24	3	0
24	4	0
24	5	1
24	6	0
24	7	1
24	8	0
24	9	0
24	10	0
24	11	1
24	12	1
24	13	0
24	14	1
24	15	0
24	16	1
24	17	1
24	18	1
24	19	1
24	20	0
24	21	1
24	22	0
24	23	0
24	24	0
24	25	0
24	26	0
24	27	1
24	28	0
24	29	0
24	30	0
24	31	1
24	32	0
24	33	0
24	34	0
24	35	0
24	36	1
24	37	1
24	38	1
24	39	1
24	40	0
25	1	1
25	2	1
25	3	0
25	4	1
25	5	1
25	6	1
25	7	0
25	8	1
25	9	1
25	10	0
25	11	1
25	12	1
25	13	1
25	14	1
25	15	1
25	16	0
25	17	1
25	18	0
25	19	1
25	20	1
25	21	0
25	22	0
25	23	0
25	24	1
25	25	1
25	26	1
25	27	0
25	28	1
25	29	0
25	30	1
25	31	1
25	32	1
25	33	0
25	34	0
25	35	1
25	36	1
25	37	1
25	38	1
25	39	1
25	40	0
26	1	1
26	2	0
26	3	0
26	4	0
26	5	0
26	6	0
26	7	1
26	8	1
26	9	0
26	10	0
26	11	0
26	12	1
26	13	0
26	14	1
26	15	0
26	16	1
26	17	1
26	18	1
26	19	1
26	20	0
26	21	1
26	22	1
26	23	0
26	24	0
26	25	0
26	26	0
26	27	1
26	28	0
26	29	0
26	30	0
26	31	1
26	32	0
26	33	0
26	34	1
26	35	0
26	36	1
26	37	1
26	38	1
26	39	0
26	40	0
27	1	1
27	2	0
27	3	0
27	4	0
27	5	1
27	6	1
27	7	1
27	8	1
27	9	0
27	10	0
27	11	1
27	12	1
27	13	0
27	14	1
27	15	0
27	16	1
27	17	1
27	18	1
27	19	1
27	20	0
27	21	1
27	22	1
27	23	0
27	24	0
27	25	0
27	26	0
27	27	1
27	28	0
27	29	0
27	30	0
27	31	1
27	32	0
27	33	0
27	34	1
27	35	0
27	36	1
27	37	1
27	38	1
27	39	1
27	40	0
28	1	1
28	2	1
28	3	0
28	4	0
28	5	1
28	6	1
28	7	1
28	8	1
28	9	0
28	10	0
28	11	1
28	12	1
28	13	0
28	14	1
28	15	1
28	16	1
28	17	1
28	18	1
28	19	1
28	20	0
28	21	1
28	22	1
28	23	1
28	24	0
28	25	1
28	26	1
28	27	1
28	28	0
28	29	1
28	30	0
28	31	1
28	32	0
28	33	1
28	34	1
28	35	0
28	36	1
28	37	1
28	38	1
28	39	1
28	40	0
29	1	1
29	2	0
29	3	0
29	4	0
29	5	1
29	6	1
29	7	1
29	8	1
29	9	0
29	10	0
29	11	1
29	12	1
29	13	0
29	14	1
29	15	0
29	16	1
29	17	1
29	18	1
29	19	1
29	20	0
29	21	1
29	22	1
29	23	0
29	24	0
29	25	0
29	26	0
29	27	1
29	28	0
29	29	0
29	30	0
29	31	1
29	32	0
29	33	0
29	34	1
29	35	0
29	36	1
29	37	1
29	38	1
29	39	1
29	40	0
30	1	1
30	2	0
30	3	0
30	4	0
30	5	1
30	6	1
30	7	0
30	8	0
30	9	0
30	10	0
30	11	1
30	12	1
30	13	0
30	14	1
30	15	0
30	16	1
30	17	1
30	18	1
30	19	1
30	20	0
30	21	0
30	22	1
30	23	0
30	24	0
30	25	0
30	26	0
30	27	1
30	28	0
30	29	0
30	30	0
30	31	1
30	32	0
30	33	0
30	34	1
30	35	0
30	36	0
30	37	1
30	38	1
30	39	1
30	40	0
31	1	1
31	2	1
31	3	1
31	4	0
31	5	0
31	6	1
31	7	0
31	8	0
31	9	0
31	10	1
31	11	0
31	12	0
31	13	1
31	14	1
31	15	1
31	16	1
31	17	1
31	18	1
31	19	0
31	20	0
31	21	0
31	22	1
31	23	1
31	24	1
31	25	1
31	26	1
31	27	1
31	28	1
31	29	1
31	30	1
31	31	1
31	32	0
31	33	1
31	34	1
31	35	1
31	36	0
31	37	1
31	38	0
31	39	1
31	40	1
32	1	1
32	2	1
32	3	1
32	4	0
32	5	1
32	6	1
32	7	1
32	8	1
32	9	0
32	10	1
32	11	1
32	12	1
32	13	1
32	14	1
32	15	1
32	16	1
32	17	1
32	18	1
32	19	1
32	20	0
32	21	1
32	22	1
32	23	1
32	24	1
32	25	1
32	26	1
32	27	1
32	28	1
32	29	1
32	30	1
32	31	1
32	32	0
32	33	1
32	34	1
32	35	1
32	36	1
32	37	1
32	38	1
32	39	1
32	40	1
33	1	1
33	2	1
33	3	0
33	4	0
33	5	1
33	6	1
33	7	1
33	8	1
33	9	0
33	10	0
33	11	1
33	12	1
33	13	0
33	14	1
33	15	1
33	16	1
33	17	1
33	18	1
33	19	1
33	20	0
33	21	1
33	22	1
33	23	1
33	24	0
33	25	1
33	26	1
33	27	1
33	28	0
33	29	1
33	30	0
33	31	1
33	32	0
33	33	1
33	34	1
33	35	0
33	36	1
33	37	1
33	38	1
33	39	1
33	40	0
34	1	1
34	2	1
34	3	1
34	4	0
34	5	1
34	6	1
34	7	1
34	8	1
34	9	0
34	10	1
34	11	1
34	12	1
34	13	1
34	14	1
34	15	1
34	16	1
34	17	1
34	18	1
34	19	1
34	20	0
34	21	1
34	22	1
34	23	1
34	24	1
34	25	1
34	26	1
34	27	1
34	28	1
34	29	1
34	30	1
34	31	1
34	32	0
34	33	1
34	34	1
34	35	1
34	36	1
34	37	1
34	38	1
34	39	1
34	40	1
35	1	1
35	2	0
35	3	0
35	4	0
35	5	1
35	6	1
35	7	1
35	8	1
35	9	0
35	10	0
35	11	1
35	12	1
35	13	0
35	14	1
35	15	0
35	16	1
35	17	1
35	18	1
35	19	1
35	20	0
35	21	1
35	22	1
35	23	0
35	24	0
35	25	0
35	26	0
35	27	1
35	28	0
35	29	0
35	30	0
35	31	1
35	32	0
35	33	0
35	34	1
35	35	0
35	36	1
35	37	1
35	38	1
35	39	1
35	40	0
36	1	0
36	2	0
36	3	1
36	4	0
36	5	1
36	6	0
36	7	1
36	8	1
36	9	0
36	10	1
36	11	1
36	12	1
36	13	1
36	14	0
36	15	0
36	16	0
36	17	0
36	18	0
36	19	1
36	20	0
36	21	1
36	22	0
36	23	0
36	24	1
36	25	0
36	26	0
36	27	0
36	28	1
36	29	0
36	30	1
36	31	0
36	32	0
36	33	0
36	34	0
36	35	1
36	36	1
36	37	0
36	38	1
36	39	0
36	40	1
37	1	1
37	2	0
37	3	0
37	4	0
37	5	1
37	6	1
37	7	0
37	8	0
37	9	0
37	10	0
37	11	1
37	12	1
37	13	0
37	14	1
37	15	0
37	16	1
37	17	1
37	18	1
37	19	1
37	20	0
37	21	0
37	22	1
37	23	0
37	24	0
37	25	0
37	26	0
37	27	1
37	28	0
37	29	0
37	30	0
37	31	1
37	32	0
37	33	0
37	34	1
37	35	0
37	36	0
37	37	1
37	38	1
37	39	1
37	40	0
38	1	1
38	2	1
38	3	0
38	4	0
38	5	1
38	6	0
38	7	1
38	8	0
38	9	0
38	10	0
38	11	1
38	12	1
38	13	0
38	14	1
38	15	1
38	16	1
38	17	1
38	18	1
38	19	1
38	20	0
38	21	1
38	22	0
38	23	1
38	24	0
38	25	1
38	26	0
38	27	1
38	28	0
38	29	1
38	30	0
38	31	1
38	32	0
38	33	1
38	34	0
38	35	0
38	36	1
38	37	1
38	38	1
38	39	1
38	40	0
39	1	1
39	2	1
39	3	0
39	4	1
39	5	1
39	6	1
39	7	0
39	8	1
39	9	1
39	10	0
39	11	1
39	12	1
39	13	1
39	14	1
39	15	1
39	16	0
39	17	1
39	18	0
39	19	1
39	20	1
39	21	0
39	22	0
39	23	0
39	24	1
39	25	1
39	26	1
39	27	0
39	28	1
39	29	0
39	30	1
39	31	1
39	32	1
39	33	0
39	34	0
39	35	1
39	36	1
39	37	1
39	38	1
39	39	1
39	40	0
40	1	1
40	2	1
40	3	0
40	4	0
40	5	0
40	6	0
40	7	1
40	8	1
40	9	0
40	10	1
40	11	0
40	12	1
40	13	0
40	14	1
40	15	1
40	16	1
40	17	1
40	18	1
40	19	1
40	20	1
40	21	1
40	22	1
40	23	1
40	24	1
40	25	1
40	26	0
40	27	1
40	28	1
40	29	0
40	30	1
40	31	1
40	32	0
40	33	0
40	34	1
40	35	1
40	36	1
40	37	1
40	38	1
40	39	0
40	40	1
41	1	1
41	2	0
41	3	1
41	4	1
41	5	0
41	6	1
41	7	1
41	8	1
41	9	1
41	10	1
41	11	0
41	12	0
41	13	1
41	14	1
41	15	0
41	16	1
41	17	1
41	18	1
41	19	0
41	20	1
41	21	1
41	22	1
41	23	0
41	24	1
41	25	0
41	26	0
41	27	1
41	28	1
41	29	0
41	30	1
41	31	1
41	32	1
41	33	0
41	34	1
41	35	1
41	36	1
41	37	1
41	38	0
41	39	1
41	40	1
42	1	1
42	2	0
42	3	0
42	4	0
42	5	1
42	6	0
42	7	1
42	8	0
42	9	0
42	10	0
42	11	1
42	12	1
42	13	0
42	14	1
42	15	0
42	16	1
42	17	1
42	18	1
42	19	1
42	20	0
42	21	1
42	22	0
42	23	0
42	24	0
42	25	0
42	26	0
42	27	1
42	28	0
42	29	0
42	30	0
42	31	1
42	32	0
42	33	0
42	34	0
42	35	0
42	36	1
42	37	1
42	38	1
42	39	1
42	40	0
43	1	1
43	2	1
43	3	0
43	4	0
43	5	1
43	6	1
43	7	1
43	8	1
43	9	0
43	10	0
43	11	1
43	12	1
43	13	0
43	14	1
43	15	1
43	16	1
43	17	1
43	18	1
43	19	1
43	20	0
43	21	1
43	22	1
43	23	1
43	24	0
43	25	1
43	26	1
43	27	1
43	28	0
43	29	1
43	30	0
43	31	1
43	32	0
43	33	1
43	34	1
43	35	0
43	36	1
43	37	1
43	38	1
43	39	1
43	40	0
44	1	1
44	2	0
44	3	0
44	4	0
44	5	0
44	6	0
44	7	0
44	8	0
44	9	0
44	10	0
44	11	0
44	12	0
44	13	0
44	14	1
44	15	0
44	16	0
44	17	1
44	18	0
44	19	0
44	20	0
44	21	0
44	22	0
44	23	0
44	24	0
44	25	0
44	26	0
44	27	0
44	28	0
44	29	0
44	30	0
44	31	1
44	32	0
44	33	0
44	34	0
44	35	0
44	36	0
44	37	1
44	38	0
44	39	1
44	40	0
45	1	1
45	2	1
45	3	0
45	4	0
45	5	1
45	6	1
45	7	1
45	8	1
45	9	0
45	10	0
45	11	1
45	12	1
45	13	0
45	14	1
45	15	1
45	16	1
45	17	1
45	18	1
45	19	1
45	20	0
45	21	1
45	22	1
45	23	1
45	24	0
45	25	1
45	26	1
45	27	1
45	28	0
45	29	1
45	30	0
45	31	1
45	32	0
45	33	1
45	34	1
45	35	0
45	36	1
45	37	1
45	38	1
45	39	1
45	40	0
46	1	1
46	2	0
46	3	0
46	4	1
46	5	1
46	6	1
46	7	0
46	8	1
46	9	1
46	10	0
46	11	1
46	12	1
46	13	1
46	14	1
46	15	0
46	16	0
46	17	1
46	18	0
46	19	1
46	20	1
46	21	0
46	22	0
46	23	0
46	24	1
46	25	0
46	26	0
46	27	0
46	28	1
46	29	0
46	30	1
46	31	1
46	32	1
46	33	0
46	34	0
46	35	1
46	36	1
46	37	1
46	38	1
46	39	1
46	40	0
47	1	1
47	2	1
47	3	0
47	4	0
47	5	1
47	6	1
47	7	1
47	8	1
47	9	0
47	10	0
47	11	1
47	12	1
47	13	0
47	14	1
47	15	1
47	16	1
47	17	1
47	18	1
47	19	1
47	20	0
47	21	1
47	22	1
47	23	1
47	24	0
47	25	1
47	26	1
47	27	1
47	28	0
47	29	1
47	30	0
47	31	1
47	32	0
47	33	1
47	34	1
47	35	0
47	36	1
47	37	1
47	38	1
47	39	1
47	40	0
48	1	1
48	2	0
48	3	0
48	4	0
48	5	0
48	6	1
48	7	1
48	8	1
48	9	0
48	10	0
48	11	0
48	12	0
48	13	0
48	14	1
48	15	0
48	16	1
48	17	1
48	18	1
48	19	0
48	20	0
48	21	1
48	22	1
48	23	0
48	24	0
48	25	0
48	26	0
48	27	1
48	28	0
48	29	0
48	30	0
48	31	1
48	32	0
48	33	0
48	34	1
48	35	0
48	36	1
48	37	1
48	38	0
48	39	1
48	40	0
49	1	1
49	2	0
49	3	1
49	4	0
49	5	0
49	6	1
49	7	1
49	8	1
49	9	0
49	10	1
49	11	0
49	12	1
49	13	0
49	14	1
49	15	0
49	16	0
49	17	1
49	18	1
49	19	1
49	20	0
49	21	0
49	22	0
49	23	1
49	24	0
49	25	1
49	26	0
49	27	1
49	28	0
49	29	1
49	30	1
49	31	1
49	32	0
49	33	1
49	34	1
49	35	1
49	36	1
49	37	1
49	38	1
49	39	1
49	40	1
50	1	0
50	2	0
50	3	0
50	4	0
50	5	1
50	6	0
50	7	1
50	8	1
50	9	0
50	10	0
50	11	1
50	12	1
50	13	0
50	14	0
50	15	0
50	16	0
50	17	0
50	18	0
50	19	1
50	20	0
50	21	1
50	22	0
50	23	0
50	24	0
50	25	0
50	26	0
50	27	0
50	28	0
50	29	0
50	30	0
50	31	0
50	32	0
50	33	0
50	34	0
50	35	0
50	36	1
50	37	0
50	38	1
50	39	0
50	40	0
51	1	1
51	2	1
51	3	1
51	4	0
51	5	1
51	6	1
51	7	1
51	8	1
51	9	0
51	10	1
51	11	1
51	12	1
51	13	1
51	14	1
51	15	1
51	16	1
51	17	1
51	18	1
51	19	1
51	20	0
51	21	1
51	22	1
51	23	1
51	24	1
51	25	1
51	26	1
51	27	1
51	28	1
51	29	1
51	30	1
51	31	1
51	32	0
51	33	1
51	34	1
51	35	1
51	36	1
51	37	1
51	38	1
51	39	1
51	40	1
52	1	1
52	2	1
52	3	0
52	4	0
52	5	1
52	6	1
52	7	1
52	8	1
52	9	0
52	10	0
52	11	1
52	12	1
52	13	0
52	14	1
52	15	1
52	16	1
52	17	1
52	18	1
52	19	1
52	20	0
52	21	1
52	22	1
52	23	1
52	24	0
52	25	1
52	26	1
52	27	1
52	28	0
52	29	1
52	30	0
52	31	1
52	32	0
52	33	1
52	34	1
52	35	0
52	36	1
52	37	1
52	38	1
52	39	1
52	40	0
53	1	1
53	2	0
53	3	0
53	4	0
53	5	1
53	6	1
53	7	0
53	8	0
53	9	0
53	10	0
53	11	1
53	12	1
53	13	0
53	14	1
53	15	0
53	16	1
53	17	1
53	18	1
53	19	1
53	20	0
53	21	0
53	22	1
53	23	0
53	24	0
53	25	0
53	26	0
53	27	1
53	28	0
53	29	0
53	30	0
53	31	1
53	32	0
53	33	0
53	34	1
53	35	0
53	36	0
53	37	1
53	38	1
53	39	1
53	40	0
54	1	1
54	2	0
54	3	0
54	4	0
54	5	0
54	6	1
54	7	1
54	8	1
54	9	0
54	10	0
54	11	0
54	12	0
54	13	0
54	14	1
54	15	0
54	16	1
54	17	1
54	18	1
54	19	0
54	20	0
54	21	1
54	22	1
54	23	0
54	24	0
54	25	0
54	26	0
54	27	1
54	28	0
54	29	0
54	30	0
54	31	1
54	32	0
54	33	0
54	34	1
54	35	0
54	36	1
54	37	1
54	38	0
54	39	1
54	40	0
55	1	1
55	2	0
55	3	0
55	4	0
55	5	0
55	6	1
55	7	0
55	8	0
55	9	0
55	10	0
55	11	0
55	12	0
55	13	0
55	14	1
55	15	0
55	16	1
55	17	1
55	18	1
55	19	0
55	20	0
55	21	0
55	22	1
55	23	0
55	24	0
55	25	0
55	26	0
55	27	1
55	28	0
55	29	0
55	30	0
55	31	1
55	32	0
55	33	0
55	34	1
55	35	0
55	36	0
55	37	1
55	38	0
55	39	1
55	40	0
56	1	1
56	2	0
56	3	0
56	4	0
56	5	0
56	6	1
56	7	1
56	8	1
56	9	0
56	10	0
56	11	0
56	12	0
56	13	0
56	14	1
56	15	0
56	16	1
56	17	1
56	18	1
56	19	0
56	20	0
56	21	1
56	22	1
56	23	0
56	24	0
56	25	0
56	26	0
56	27	1
56	28	0
56	29	0
56	30	0
56	31	1
56	32	0
56	33	0
56	34	1
56	35	0
56	36	1
56	37	1
56	38	0
56	39	1
56	40	0
57	1	1
57	2	0
57	3	0
57	4	0
57	5	1
57	6	1
57	7	1
57	8	1
57	9	0
57	10	0
57	11	1
57	12	1
57	13	0
57	14	1
57	15	0
57	16	1
57	17	1
57	18	1
57	19	1
57	20	0
57	21	1
57	22	1
57	23	0
57	24	0
57	25	0
57	26	0
57	27	1
57	28	0
57	29	0
57	30	0
57	31	1
57	32	0
57	33	0
57	34	1
57	35	0
57	36	1
57	37	1
57	38	1
57	39	1
57	40	0
58	1	1
58	2	1
58	3	0
58	4	0
58	5	1
58	6	1
58	7	1
58	8	1
58	9	0
58	10	0
58	11	1
58	12	1
58	13	0
58	14	1
58	15	1
58	16	1
58	17	1
58	18	1
58	19	1
58	20	0
58	21	1
58	22	1
58	23	1
58	24	0
58	25	1
58	26	1
58	27	1
58	28	0
58	29	1
58	30	0
58	31	1
58	32	0
58	33	1
58	34	1
58	35	0
58	36	1
58	37	1
58	38	1
58	39	1
58	40	0
59	1	1
59	2	1
59	3	0
59	4	0
59	5	0
59	6	1
59	7	0
59	8	0
59	9	0
59	10	0
