p	r	C_pr
55	1	80
55	2	50
55	3	50
55	4	60
55	5	80
55	6	10
55	7	10
55	8	60
56	1	80
56	2	70
56	3	50
56	4	10
56	5	80
56	6	60
56	7	50
56	8	80
57	1	50
57	2	70
57	3	50
57	4	50
57	5	70
57	6	30
57	7	40
57	8	80
58	1	70
58	2	50
58	3	50
58	4	0
58	5	90
58	6	80
58	7	90
58	8	80
59	1	50
59	2	90
59	3	70
59	4	20
59	5	70
59	6	90
59	7	110
59	8	50
60	1	60
60	2	70
60	3	50
60	4	10
60	5	80
60	6	60
60	7	70
60	8	100
61	1	60
61	2	70
61	3	50
61	4	10
61	5	80
61	6	80
61	7	100
61	8	100
62	1	50
62	2	70
62	3	50
62	4	0
62	5	50
62	6	70
62	7	70
62	8	70
63	1	50
63	2	70
63	3	70
63	4	20
63	5	50
63	6	90
63	7	90
63	8	50
64	1	70
64	2	50
64	3	50
64	4	0
64	5	90
64	6	50
64	7	70
64	8	70
65	1	70
65	2	50
65	3	50
65	4	50
65	5	90
65	6	10
65	7	20
65	8	80
66	1	60
66	2	50
66	3	50
66	4	60
66	5	80
66	6	10
66	7	30
66	8	80
67	1	60
67	2	70
67	3	70
67	4	80
67	5	80
67	6	50
67	7	70
67	8	60
68	1	80
68	2	50
68	3	50
68	4	10
68	5	100
68	6	80
68	7	100
68	8	80
69	1	50
69	2	70
69	3	50
69	4	50
69	5	50
69	6	20
69	7	20
69	8	90
70	1	50
70	2	50
70	3	50
70	4	0
70	5	50
70	6	70
70	7	70
70	8	90
71	1	80
71	2	50
71	3	50
71	4	60
71	5	80
71	6	30
71	7	30
71	8	60
72	1	50
72	2	50
72	3	50
72	4	50
72	5	70
72	6	20
72	7	40
72	8	70
73	1	60
73	2	50
73	3	50
73	4	60
73	5	80
73	6	10
73	7	20
73	8	100
74	1	50
74	2	90
74	3	70
74	4	70
74	5	70
74	6	20
74	7	40
74	8	50
75	1	60
75	2	70
75	3	70
75	4	80
75	5	80
75	6	30
75	7	40
75	8	60
76	1	60
76	2	70
76	3	70
76	4	30
76	5	80
76	6	80
76	7	100
76	8	80
77	1	50
77	2	50
77	3	50
77	4	0
77	5	50
77	6	60
77	7	50
77	8	100
78	1	70
78	2	70
78	3	50
78	4	0
78	5	90
78	6	50
78	7	70
78	8	70
79	1	60
79	2	50
79	3	50
79	4	10
79	5	80
79	6	60
79	7	80
79	8	80
80	1	50
80	2	70
80	3	50
80	4	0
80	5	70
80	6	60
80	7	70
80	8	100
81	1	60
81	2	90
81	3	70
81	4	30
81	5	60
81	6	80
81	7	70
81	8	80
82	1	70
82	2	70
82	3	50
82	4	50
82	5	90
82	6	10
82	7	20
82	8	80
83	1	50
83	2	90
83	3	70
83	4	20
83	5	70
83	6	70
83	7	90
83	8	70
84	1	50
84	2	50
84	3	50
84	4	0
84	5	50
84	6	60
84	7	50
84	8	80
85	1	80
85	2	70
85	3	50
85	4	10
85	5	100
85	6	80
85	7	90
85	8	60
86	1	50
86	2	70
86	3	50
86	4	50
86	5	50
86	6	30
86	7	20
86	8	80
87	1	50
87	2	50
87	3	50
87	4	0
87	5	50
87	6	50
87	7	50
87	8	90
88	1	50
88	2	50
88	3	50
88	4	0
88	5	70
88	6	70
88	7	90
88	8	90
89	1	70
89	2	50
89	3	50
89	4	50
89	5	70
89	6	30
89	7	20
89	8	80
90	1	50
90	2	90
90	3	70
90	4	70
90	5	50
90	6	20
90	7	20
90	8	50
91	1	80
91	2	50
91	3	50
91	4	60
91	5	80
91	6	10
91	7	10
91	8	60
92	1	70
92	2	50
92	3	50
92	4	50
92	5	70
92	6	20
92	7	20
92	8	70
93	1	80
93	2	70
93	3	50
93	4	60
93	5	100
93	6	30
93	7	40
93	8	80
94	1	60
94	2	70
94	3	50
94	4	10
94	5	80
94	6	60
94	7	80
94	8	100
95	1	70
95	2	70
95	3	50
95	4	0
95	5	90
95	6	80
95	7	90
95	8	60
96	1	80
96	2	50
96	3	50
96	4	60
96	5	80
96	6	10
96	7	10
96	8	60
97	1	50
97	2	50
97	3	50
97	4	50
97	5	70
97	6	30
97	7	40
97	8	100
98	1	50
98	2	50
98	3	50
98	4	0
98	5	50
98	6	80
98	7	70
98	8	100
99	1	50
99	2	90
99	3	70
99	4	70
99	5	50
99	6	20
99	7	20
99	8	70
100	1	80
100	2	70
100	3	50
100	4	60
100	5	100
100	6	10
100	7	20
100	8	60
