p	Fe	Ma
659	0	1
660	1	0
661	1	0
662	0	1
663	0	1
664	1	0
665	0	1
666	0	1
667	1	0
668	0	1
669	1	0
670	0	1
671	1	0
672	0	1
673	0	1
674	0	1
675	1	0
676	1	0
677	1	0
678	0	1
679	0	1
680	1	0
681	0	1
682	1	0
683	1	0
684	0	1
685	0	1
686	0	1
687	0	1
688	1	0
689	1	0
690	1	0
691	0	1
692	1	0
693	1	0
694	1	0
695	0	1
696	0	1
697	0	1
698	1	0
699	0	1
700	0	1
701	0	1
702	0	1
703	0	1
704	0	1
705	1	0
706	0	1
707	1	0
708	1	0
709	0	1
710	0	1
711	0	1
712	1	0
713	0	1
714	1	0
715	1	0
716	0	1
717	1	0
718	0	1
719	0	1
720	1	0
721	1	0
722	1	0
723	0	1
724	0	1
725	1	0
726	0	1
727	0	1
728	0	1
729	0	1
730	1	0
731	1	0
732	0	1
733	0	1
734	1	0
735	1	0
736	1	0
737	0	1
738	0	1
739	1	0
740	0	1
741	0	1
742	0	1
743	1	0
744	0	1
745	0	1
746	1	0
747	1	0
748	0	1
749	1	0
750	1	0
751	0	1
752	0	1
753	1	0
754	1	0
755	0	1
756	1	0
757	0	1
758	1	0
759	0	1
760	1	0
761	1	0
762	0	1
763	1	0
764	0	1
765	1	0
766	0	1
767	0	1
768	1	0
769	1	0
770	0	1
771	1	0
772	1	0
773	0	1
774	0	1
775	1	0
776	0	1
777	1	0
778	1	0
779	0	1
780	1	0
781	0	1
782	1	0
783	1	0
784	0	1
785	0	1
786	0	1
787	1	0
788	1	0
789	0	1
790	0	1
791	1	0
792	1	0
793	1	0
794	1	0
795	0	1
796	1	0
797	1	0
798	0	1
799	1	0
800	1	0
801	1	0
802	1	0
803	1	0
804	1	0
805	0	1
806	0	1
807	1	0
808	0	1
809	0	1
810	1	0
811	1	0
812	0	1
813	0	1
814	0	1
815	1	0
816	0	1
817	1	0
818	0	1
819	0	1
820	1	0
821	0	1
822	0	1
823	1	0
824	1	0
825	1	0
826	1	0
827	1	0
828	0	1
829	0	1
830	1	0
831	0	1
832	0	1
833	0	1
834	0	1
835	0	1
836	1	0
837	1	0
838	1	0
839	1	0
840	0	1
841	0	1
842	1	0
843	1	0
844	0	1
845	1	0
846	0	1
847	1	0
848	0	1
849	0	1
850	1	0
851	1	0
852	0	1
853	0	1
854	1	0
855	1	0
856	1	0
857	0	1
858	1	0
859	1	0
860	0	1
861	0	1
862	1	0
863	0	1
864	1	0
865	1	0
866	1	0
867	0	1
868	1	0
869	0	1
870	1	0
871	1	0
872	1	0
873	1	0
874	0	1
875	0	1
876	1	0
877	1	0
878	1	0
879	1	0
880	0	1
881	0	1
882	1	0
883	1	0
884	1	0
885	1	0
886	1	0
887	1	0
888	1	0
889	1	0
890	0	1
891	0	1
892	0	1
893	0	1
894	0	1
895	0	1
896	1	0
897	0	1
898	0	1
899	0	1
900	0	1
901	1	0
902	1	0
903	0	1
904	0	1
905	1	0
906	0	1
907	1	0
908	0	1
909	1	0
910	1	0
911	0	1
912	0	1
913	1	0
914	0	1
915	0	1
916	0	1
917	1	0
918	1	0
919	0	1
920	1	0
921	0	1
922	1	0
923	1	0
924	1	0
925	1	0
926	0	1
927	1	0
928	0	1
929	0	1
930	0	1
931	0	1
932	0	1
933	1	0
934	0	1
935	0	1
936	0	1
937	1	0
938	1	0
939	0	1
940	1	0
941	0	1
942	0	1
943	0	1
944	0	1
945	0	1
946	0	1
947	1	0
948	1	0
949	1	0
950	1	0
951	1	0
952	0	1
953	1	0
954	0	1
955	0	1
956	1	0
957	1	0
958	0	1
959	1	0
960	1	0
961	0	1
962	1	0
963	0	1
964	0	1
965	1	0
966	1	0
967	1	0
968	1	0
969	0	1
970	1	0
971	1	0
972	0	1
973	1	0
974	0	1
975	0	1
976	1	0
977	0	1
978	1	0
979	0	1
980	0	1
981	1	0
982	0	1
983	1	0
984	0	1
985	1	0
986	0	1
987	0	1
988	0	1
989	1	0
990	0	1
991	0	1
992	1	0
993	1	0
994	1	0
995	0	1
996	0	1
997	0	1
998	0	1
999	0	1
1000	1	0
