p	r	C_pr
56	5	70
56	6	50
56	7	50
56	8	60
57	1	50
57	2	80
57	3	100
57	4	40
57	5	50
57	6	70
57	7	70
57	8	50
58	1	60
58	2	60
58	3	60
58	4	10
58	5	80
58	6	60
58	7	50
58	8	60
59	1	80
59	2	80
59	3	100
59	4	50
59	5	60
59	6	80
59	7	70
59	8	60
60	1	80
60	2	60
60	3	100
60	4	100
60	5	70
60	6	0
60	7	50
60	8	60
61	1	90
61	2	60
61	3	80
61	4	70
61	5	50
61	6	0
61	7	50
61	8	70
62	1	90
62	2	50
62	3	70
62	4	70
62	5	50
62	6	0
62	7	50
62	8	70
63	1	100
63	2	60
63	3	100
63	4	100
63	5	50
63	6	0
63	7	50
63	8	80
64	1	70
64	2	50
64	3	70
64	4	70
64	5	70
64	6	0
64	7	50
64	8	50
65	1	60
65	2	60
65	3	60
65	4	10
65	5	70
65	6	50
65	7	50
65	8	60
66	1	70
66	2	60
66	3	100
66	4	40
66	5	70
66	6	50
66	7	50
66	8	50
67	1	90
67	2	60
67	3	80
67	4	20
67	5	50
67	6	50
67	7	50
67	8	70
68	1	50
68	2	50
68	3	70
68	4	20
68	5	70
68	6	50
68	7	50
68	8	50
69	1	70
69	2	60
69	3	100
69	4	40
69	5	70
69	6	50
69	7	50
69	8	50
70	1	50
70	2	70
70	3	90
70	4	90
70	5	50
70	6	20
70	7	70
70	8	50
71	1	80
71	2	60
71	3	60
71	4	60
71	5	60
71	6	10
71	7	50
71	8	80
72	1	50
72	2	80
72	3	80
72	4	20
72	5	50
72	6	70
72	7	70
72	8	50
73	1	80
73	2	60
73	3	80
73	4	80
73	5	80
73	6	10
73	7	50
73	8	60
74	1	70
74	2	70
74	3	110
74	4	110
74	5	50
74	6	20
74	7	70
74	8	50
75	1	80
75	2	60
75	3	60
75	4	10
75	5	60
75	6	60
75	7	50
75	8	80
76	1	80
76	2	60
76	3	100
76	4	50
76	5	70
76	6	50
76	7	50
76	8	60
77	1	70
77	2	50
77	3	50
77	4	0
77	5	50
77	6	50
77	7	50
77	8	70
78	1	100
78	2	60
78	3	100
78	4	50
78	5	60
78	6	60
78	7	50
78	8	80
79	1	90
79	2	50
79	3	70
79	4	70
79	5	50
79	6	0
79	7	50
79	8	70
80	1	100
80	2	60
80	3	80
80	4	80
80	5	60
80	6	10
80	7	50
80	8	80
81	1	70
81	2	70
81	3	90
81	4	90
81	5	50
81	6	20
81	7	70
81	8	50
82	1	70
82	2	50
82	3	70
82	4	20
82	5	50
82	6	50
82	7	50
82	8	70
83	1	60
83	2	80
83	3	100
83	4	50
83	5	50
83	6	70
83	7	70
83	8	60
84	1	70
84	2	50
84	3	70
84	4	70
84	5	50
84	6	0
84	7	50
84	8	70
85	1	90
85	2	50
85	3	90
85	4	90
85	5	50
85	6	0
85	7	50
85	8	70
86	1	100
86	2	60
86	3	100
86	4	100
86	5	50
86	6	0
86	7	50
86	8	80
87	1	90
87	2	50
87	3	70
87	4	70
87	5	50
87	6	0
87	7	50
87	8	70
88	1	80
88	2	60
88	3	60
88	4	10
88	5	50
88	6	50
88	7	50
88	8	80
89	1	50
89	2	80
89	3	80
89	4	20
89	5	50
89	6	70
89	7	70
89	8	50
90	1	90
90	2	60
90	3	100
90	4	40
90	5	50
90	6	50
90	7	50
90	8	70
91	1	80
91	2	60
91	3	100
91	4	50
91	5	70
91	6	50
91	7	50
91	8	60
92	1	90
92	2	50
92	3	90
92	4	40
92	5	50
92	6	50
92	7	50
92	8	70
93	1	80
93	2	60
93	3	100
93	4	100
93	5	80
93	6	10
93	7	50
93	8	60
94	1	60
94	2	60
94	3	60
94	4	60
94	5	80
94	6	10
94	7	50
94	8	60
95	1	70
95	2	60
95	3	80
95	4	70
95	5	50
95	6	0
95	7	50
95	8	70
96	1	90
96	2	50
96	3	70
96	4	70
96	5	50
96	6	0
96	7	50
96	8	70
97	1	50
97	2	60
97	3	60
97	4	50
97	5	70
97	6	0
97	7	50
97	8	50
98	1	100
98	2	60
98	3	80
98	4	80
98	5	60
98	6	10
98	7	50
98	8	80
99	1	50
99	2	80
99	3	100
99	4	40
99	5	50
99	6	70
99	7	70
99	8	50
100	1	90
100	2	50
100	3	70
100	4	20
100	5	50
100	6	50
100	7	50
100	8	70
101	1	70
101	2	60
101	3	60
101	4	50
101	5	50
101	6	0
101	7	50
101	8	70
102	1	70
102	2	50
102	3	90
102	4	90
102	5	70
102	6	0
102	7	50
102	8	50
103	1	100
103	2	60
103	3	100
103	4	50
103	5	60
103	6	60
103	7	50
103	8	80
104	1	100
104	2	60
104	3	80
104	4	30
104	5	60
104	6	60
104	7	50
104	8	80
105	1	90
105	2	50
105	3	90
105	4	90
105	5	50
105	6	0
105	7	50
105	8	70
106	1	60
106	2	60
106	3	60
106	4	60
106	5	70
106	6	0
106	7	50
106	8	60
107	1	70
107	2	70
107	3	110
107	4	110
107	5	50
107	6	20
107	7	70
107	8	50
108	1	90
108	2	60
108	3	100
108	4	90
108	5	50
108	6	0
108	7	50
108	8	70
109	1	80
109	2	60
109	3	80
109	4	80
109	5	70
109	6	0
109	7	50
109	8	60
110	1	80
110	2	80
110	3	120
110	4	70
110	5	60
110	6	80
110	7	70
110	8	60
111	1	80
111	2	60
111	3	80
111	4	80
111	5	60
111	6	10
111	7	50
111	8	80
112	1	50
112	2	80
112	3	100
112	4	40
112	5	50
112	6	70
112	7	70
112	8	50
113	1	70
113	2	50
113	3	90
113	4	90
113	5	70
113	6	0
113	7	50
113	8	50
114	1	80
114	2	80
114	3	100
114	4	100
114	5	60
114	6	30
114	7	70
114	8	60
115	1	60
115	2	80
115	3	100
115	4	50
115	5	50
115	6	70
115	7	70
115	8	60
116	1	70
116	2	80
116	3	100
116	4	40
116	5	50
116	6	70
116	7	70
116	8	50
117	1	60
117	2	80
117	3	100
117	4	100
117	5	50
117	6	20
117	7	70
117	8	60
118	1	80
118	2	60
118	3	80
118	4	30
118	5	50
118	6	50
118	7	50
118	8	80
119	1	50
119	2	70
119	3	70
119	4	20
119	5	50
119	6	70
119	7	70
119	8	50
120	1	90
120	2	50
120	3	70
120	4	20
120	5	50
120	6	50
120	7	50
120	8	70
121	1	90
121	2	60
121	3	100
121	4	90
121	5	50
121	6	0
121	7	50
121	8	70
122	1	80
122	2	60
122	3	60
122	4	60
122	5	60
122	6	10
122	7	50
122	8	80
123	1	60
123	2	80
123	3	100
123	4	100
123	5	50
123	6	20
123	7	70
123	8	60
124	1	70
124	2	70
124	3	90
124	4	90
124	5	50
124	6	20
124	7	70
124	8	50
125	1	60
125	2	60
125	3	60
125	4	10
125	5	80
125	6	60
125	7	50
125	8	60
126	1	80
126	2	60
126	3	60
126	4	10
126	5	50
126	6	50
126	7	50
126	8	80
127	1	50
127	2	70
127	3	70
127	4	20
127	5	50
127	6	70
127	7	70
127	8	50
128	1	90
128	2	60
128	3	100
128	4	90
128	5	50
128	6	0
128	7	50
128	8	70
129	1	70
129	2	60
129	3	80
129	4	20
129	5	50
129	6	50
129	7	50
129	8	70
130	1	70
130	2	80
130	3	100
130	4	90
130	5	50
130	6	20
130	7	70
130	8	50
131	1	70
131	2	80
131	3	120
131	4	110
131	5	50
131	6	20
131	7	70
131	8	50
132	1	90
132	2	50
132	3	70
132	4	20
132	5	50
132	6	50
132	7	50
132	8	70
133	1	70
133	2	60
133	3	80
133	4	70
133	5	70
133	6	0
133	7	50
133	8	50
134	1	80
134	2	80
134	3	120
134	4	120
134	5	50
134	6	20
134	7	70
134	8	60
135	1	80
135	2	80
135	3	100
135	4	50
135	5	50
135	6	70
135	7	70
135	8	60
136	1	80
136	2	60
136	3	100
136	4	100
136	5	70
136	6	0
136	7	50
136	8	60
137	1	80
137	2	60
137	3	100
137	4	100
137	5	80
137	6	10
137	7	50
137	8	60
138	1	70
138	2	60
138	3	60
138	4	50
138	5	50
138	6	0
138	7	50
138	8	70
139	1	80
139	2	80
139	3	100
139	4	100
139	5	60
139	6	30
139	7	70
139	8	60
140	1	80
140	2	80
140	3	120
140	4	120
140	5	50
140	6	20
140	7	70
140	8	60
141	1	60
141	2	60
141	3	80
141	4	30
141	5	80
141	6	60
141	7	50
141	8	60
142	1	60
142	2	60
142	3	80
142	4	30
142	5	70
142	6	50
142	7	50
142	8	60
143	1	80
143	2	60
143	3	60
143	4	10
143	5	60
143	6	60
143	7	50
143	8	80
144	1	90
144	2	50
144	3	90
144	4	90
144	5	50
144	6	0
144	7	50
144	8	70
145	1	50
145	2	60
145	3	80
145	4	70
145	5	70
145	6	0
145	7	50
145	8	50
146	1	80
146	2	60
146	3	80
146	4	30
146	5	50
146	6	50
146	7	50
146	8	80
147	1	80
147	2	80
147	3	120
147	4	70
147	5	50
147	6	70
147	7	70
147	8	60
148	1	70
148	2	50
148	3	70
148	4	20
148	5	70
148	6	50
148	7	50
148	8	50
149	1	80
149	2	60
149	3	60
149	4	10
149	5	50
149	6	50
149	7	50
149	8	80
150	1	90
150	2	60
150	3	100
150	4	40
150	5	50
150	6	50
150	7	50
150	8	70
151	1	80
151	2	60
151	3	80
151	4	80
151	5	50
151	6	0
151	7	50
151	8	80
152	1	80
152	2	60
152	3	100
152	4	50
152	5	70
152	6	50
152	7	50
152	8	60
153	1	80
153	2	60
153	3	100
153	4	100
153	5	80
153	6	10
153	7	50
153	8	60
154	1	60
154	2	80
154	3	100
154	4	50
154	5	60
154	6	80
154	7	70
154	8	60
155	1	90
155	2	60
155	3	100
155	4	90
155	5	50
155	6	0
155	7	50
155	8	70
156	1	80
156	2	60
156	3	80
156	4	80
156	5	80
156	6	10
156	7	50
156	8	60
157	1	50
157	2	70
157	3	70
157	4	70
157	5	50
157	6	20
157	7	70
157	8	50
158	1	80
158	2	60
158	3	60
158	4	60
158	5	60
158	6	10
158	7	50
158	8	80
159	1	80
159	2	80
159	3	100
159	4	50
159	5	60
159	6	80
159	7	70
159	8	60
160	1	50
160	2	80
160	3	80
160	4	20
160	5	50
160	6	70
160	7	70
160	8	50
161	1	80
161	2	80
161	3	100
161	4	50
161	5	50
161	6	70
161	7	70
161	8	60
162	1	80
162	2	80
162	3	100
162	4	100
162	5	50
162	6	20
162	7	70
162	8	60
163	1	70
163	2	60
163	3	80
163	4	70
163	5	50
163	6	0
163	7	50
163	8	70
164	1	80
164	2	60
164	3	100
164	4	100
164	5	80
164	6	10
164	7	50
164	8	60
165	1	80
165	2	60
165	3	100
165	4	100
165	5	80
165	6	10
165	7	50
165	8	60
166	1	70
166	2	60
166	3	100
166	4	90
166	5	70
166	6	0
166	7	50
166	8	50
167	1	70
167	2	60
167	3	80
167	4	20
167	5	50
167	6	50
167	7	50
167	8	70
168	1	60
168	2	80
168	3	100
168	4	100
168	5	60
168	6	30
168	7	70
168	8	60
169	1	60
169	2	60
169	3	60
169	4	10
169	5	80
169	6	60
169	7	50
169	8	60
170	1	50
170	2	70
170	3	90
170	4	40
170	5	50
170	6	70
170	7	70
170	8	50
171	1	90
171	2	50
171	3	90
171	4	90
171	5	50
171	6	0
171	7	50
171	8	70
172	1	80
172	2	60
172	3	60
172	4	60
172	5	50
172	6	0
172	7	50
172	8	80
173	1	60
173	2	60
173	3	60
173	4	60
173	5	80
173	6	10
173	7	50
173	8	60
174	1	70
174	2	70
174	3	110
174	4	110
174	5	50
174	6	20
174	7	70
174	8	50
175	1	50
175	2	60
175	3	80
175	4	20
175	5	70
175	6	50
175	7	50
175	8	50
176	1	50
176	2	50
176	3	50
176	4	50
176	5	70
176	6	0
176	7	50
176	8	50
177	1	70
177	2	60
177	3	80
177	4	70
177	5	50
177	6	0
177	7	50
177	8	70
178	1	60
178	2	80
178	3	100
178	4	100
178	5	50
178	6	20
178	7	70
178	8	60
179	1	60
179	2	60
179	3	80
179	4	30
179	5	80
179	6	60
179	7	50
179	8	60
180	1	50
180	2	50
180	3	50
180	4	50
180	5	70
180	6	0
180	7	50
180	8	50
181	1	80
181	2	80
181	3	120
181	4	120
181	5	60
181	6	30
181	7	70
181	8	60
182	1	80
182	2	80
182	3	120
182	4	70
182	5	60
182	6	80
182	7	70
182	8	60
183	1	50
183	2	50
183	3	50
183	4	0
183	5	70
183	6	50
183	7	50
183	8	50
184	1	80
184	2	60
184	3	100
184	4	50
184	5	70
184	6	50
184	7	50
184	8	60
185	1	80
185	2	60
185	3	60
185	4	10
185	5	60
185	6	60
185	7	50
185	8	80
186	1	70
186	2	60
186	3	100
186	4	40
186	5	70
186	6	50
186	7	50
186	8	50
187	1	100
187	2	60
187	3	80
187	4	30
187	5	60
187	6	60
187	7	50
187	8	80
188	1	80
188	2	80
188	3	120
188	4	70
188	5	50
188	6	70
188	7	70
188	8	60
189	1	50
189	2	80
189	3	80
189	4	70
189	5	50
189	6	20
189	7	70
189	8	50
190	1	90
190	2	60
190	3	80
190	4	70
190	5	50
190	6	0
190	7	50
190	8	70
191	1	100
191	2	60
191	3	80
191	4	80
191	5	60
191	6	10
191	7	50
191	8	80
192	1	70
192	2	50
192	3	90
192	4	40
192	5	70
192	6	50
192	7	50
192	8	50
193	1	70
193	2	50
193	3	70
193	4	70
193	5	70
193	6	0
193	7	50
193	8	50
194	1	80
194	2	80
194	3	100
194	4	50
194	5	60
194	6	80
194	7	70
194	8	60
195	1	80
195	2	80
195	3	100
195	4	100
195	5	50
195	6	20
195	7	70
195	8	60
196	1	80
196	2	80
196	3	120
196	4	70
196	5	50
196	6	70
196	7	70
196	8	60
197	1	60
197	2	60
197	3	80
197	4	30
197	5	80
197	6	60
197	7	50
197	8	60
198	1	70
198	2	50
198	3	50
198	4	50
198	5	50
198	6	0
198	7	50
198	8	70
199	1	100
199	2	60
199	3	80
199	4	80
199	5	50
199	6	0
199	7	50
199	8	80
200	1	80
200	2	60
200	3	80
200	4	30
200	5	80
200	6	60
200	7	50
200	8	60
