p	Fe	Ma
964	0	1
965	1	0
966	0	1
967	0	1
968	0	1
969	1	0
970	0	1
971	0	1
972	0	1
973	0	1
974	0	1
975	0	1
976	1	0
977	1	0
978	0	1
979	1	0
980	1	0
981	0	1
982	0	1
983	0	1
984	0	1
985	1	0
986	1	0
987	1	0
988	0	1
989	1	0
990	0	1
991	0	1
992	1	0
993	1	0
994	1	0
995	0	1
996	0	1
997	1	0
998	0	1
999	1	0
1000	0	1
