p	ad_min	ad_max
247	30	34
248	13	13
249	33	47
250	16	30
251	34	34
252	31	31
253	3	3
254	3	3
255	51	52
256	30	30
257	12	12
258	22	22
259	55	55
260	7	7
261	32	32
262	10	52
263	38	39
264	8	8
265	44	44
266	52	54
267	9	30
268	41	47
269	14	14
270	28	28
271	51	51
272	55	55
273	3	3
274	7	7
275	55	55
276	43	49
277	9	9
278	31	31
279	29	29
280	54	54
281	15	15
282	27	33
283	18	18
284	45	45
285	52	52
286	27	27
287	43	43
288	2	2
289	15	51
290	18	18
291	9	9
292	16	16
293	48	48
294	20	20
295	22	23
296	51	52
297	22	22
298	44	44
299	13	13
300	3	3
301	23	33
302	28	28
303	17	23
304	41	41
305	32	32
306	37	37
307	38	42
308	32	32
309	2	2
310	41	41
311	26	33
312	53	53
313	6	21
314	6	17
315	46	46
316	2	2
317	47	48
318	33	33
319	29	45
320	7	44
321	49	49
322	19	25
323	51	52
324	20	20
325	52	53
326	5	5
327	49	49
328	14	14
329	7	12
330	26	33
331	21	21
332	39	52
333	28	28
334	18	33
335	33	33
336	0	17
337	36	52
338	40	40
339	6	41
340	0	0
341	8	8
342	22	43
343	38	51
344	9	9
345	23	36
346	4	39
347	50	50
348	17	17
349	24	46
350	42	45
351	11	32
352	49	49
353	15	46
354	49	49
355	2	34
356	28	28
357	24	24
358	29	35
359	44	49
360	14	14
361	16	42
362	15	17
363	25	34
364	35	35
365	36	46
366	14	39
367	39	44
368	10	10
369	13	29
370	50	50
371	41	42
372	9	9
373	48	48
374	47	47
375	8	8
376	42	42
377	25	44
378	30	30
379	12	12
380	51	51
381	30	37
382	18	18
383	40	41
384	19	55
385	42	50
386	10	10
387	14	14
388	27	27
389	33	51
390	42	42
391	42	42
392	12	12
393	26	43
394	10	10
395	29	29
396	46	46
397	45	45
398	36	46
399	42	42
400	30	30
401	42	44
402	48	48
403	28	40
404	53	53
405	40	40
406	47	47
407	30	50
408	17	17
409	11	11
410	52	53
411	17	17
412	11	39
413	47	50
414	28	33
415	34	48
416	14	14
417	47	47
418	36	36
419	5	39
420	22	22
421	7	7
422	54	54
423	15	15
424	32	32
425	6	6
426	4	52
427	11	47
428	17	29
429	17	43
430	30	30
431	54	54
432	5	22
433	17	24
434	28	35
435	19	50
436	15	50
437	16	44
438	6	29
439	7	37
440	52	52
441	12	42
442	13	13
443	15	15
444	6	38
445	29	29
446	16	31
447	42	42
448	23	23
449	22	24
450	1	1
451	27	27
452	35	35
453	39	44
454	32	36
455	35	35
456	48	52
457	12	51
458	1	22
459	18	18
460	48	48
461	21	47
462	38	38
463	34	34
464	53	53
465	6	6
466	6	6
467	28	28
468	19	50
469	26	26
470	11	23
471	16	16
472	36	53
473	45	45
474	8	51
475	32	35
476	24	24
477	31	31
478	55	55
479	46	46
480	21	21
481	47	47
482	24	48
483	35	36
484	10	10
485	33	47
486	36	40
487	26	35
488	50	50
489	17	29
490	34	34
491	18	37
492	40	40
493	47	48
494	1	1
495	41	45
496	32	32
497	35	44
498	38	43
499	47	47
500	54	54
501	6	19
502	29	29
503	7	39
504	29	45
505	32	44
506	25	25
507	38	43
508	43	51
509	51	54
510	28	54
511	40	41
512	35	35
513	42	42
514	47	47
515	50	50
516	2	46
517	35	36
518	0	26
519	2	34
520	34	34
521	50	50
522	55	55
523	8	13
524	47	54
525	21	50
526	9	53
527	52	52
528	42	42
529	6	17
530	55	55
531	1	1
532	5	46
533	7	34
534	52	52
535	36	36
536	20	20
537	2	7
538	5	5
539	12	17
540	38	38
541	55	55
542	30	31
543	8	8
544	19	19
545	27	38
546	12	38
547	8	31
548	44	45
549	49	50
550	6	12
551	54	54
552	8	8
553	26	49
554	33	33
555	23	23
556	49	49
557	55	55
558	34	34
559	0	8
560	15	18
561	47	52
562	13	27
563	24	24
564	12	12
565	35	35
566	15	15
567	16	39
568	16	48
569	32	39
570	53	53
571	2	2
572	55	55
573	7	7
574	53	53
575	4	4
576	28	28
577	17	17
578	47	47
579	40	52
580	18	18
581	51	54
582	12	26
583	37	37
584	19	48
585	51	51
586	38	38
587	42	42
588	52	52
589	34	43
590	49	50
591	16	16
592	0	0
593	34	34
594	24	24
595	34	34
596	23	23
597	44	47
598	20	44
599	31	31
600	19	38
601	21	21
602	44	45
603	48	48
604	41	41
605	55	55
606	7	48
607	1	1
608	40	44
609	30	30
610	13	13
611	16	16
612	25	25
613	3	28
614	41	41
615	15	23
616	25	43
617	36	37
618	54	54
619	14	31
620	45	45
621	40	40
622	38	40
623	28	28
624	8	45
625	44	53
626	5	49
627	49	49
628	4	4
629	11	34
630	16	30
631	50	55
632	44	48
633	49	53
634	44	44
635	53	53
636	10	32
637	22	22
638	16	34
639	18	18
640	4	51
641	12	12
642	17	17
643	23	28
644	19	43
645	55	55
646	35	35
647	13	13
648	24	24
649	53	54
650	27	27
651	48	48
652	47	47
653	44	51
654	44	50
655	24	36
656	18	40
657	30	30
658	46	46
659	55	55
660	35	42
661	22	22
662	35	35
663	1	35
664	37	53
665	27	47
666	35	41
667	43	45
668	48	48
669	14	42
670	49	49
671	51	51
672	48	51
673	13	47
674	55	55
675	37	37
676	8	8
677	29	51
678	24	37
679	40	40
680	43	48
681	11	45
682	54	54
683	25	25
684	55	55
685	33	33
686	33	33
687	15	22
688	51	51
689	14	14
690	38	38
691	20	47
692	19	19
693	37	37
694	20	20
695	41	41
696	13	39
697	35	35
698	50	50
699	20	20
700	32	40
701	49	49
702	21	21
703	22	22
704	50	50
705	22	38
706	3	3
707	45	45
708	50	50
709	22	34
710	48	48
711	21	21
712	29	34
713	19	28
714	36	36
715	24	36
716	36	36
717	21	29
718	40	40
719	0	0
720	44	47
721	36	42
722	13	13
723	16	16
724	54	54
725	31	31
726	14	22
727	42	49
728	34	34
729	50	50
730	42	45
731	39	46
732	14	14
733	35	43
734	14	30
735	12	12
736	23	36
737	47	47
738	42	42
739	44	44
740	13	19
741	13	13
742	36	42
743	51	51
744	50	50
745	5	13
746	12	12
747	10	16
748	48	49
749	36	46
750	26	35
751	8	15
752	13	13
753	0	8
754	16	16
755	55	55
756	40	40
757	11	11
758	21	21
759	6	6
760	54	54
761	7	7
762	5	5
763	11	11
764	28	28
765	18	18
766	38	41
767	6	6
768	50	50
769	36	36
770	23	23
771	25	25
772	11	11
773	23	45
774	55	55
775	49	55
776	3	4
777	39	39
778	11	20
779	23	46
780	41	41
781	0	47
782	45	45
783	36	36
784	34	34
785	6	6
786	16	16
787	51	51
788	47	47
789	10	46
790	13	13
791	7	7
792	5	27
793	10	10
794	49	49
795	48	48
796	2	19
797	44	47
798	54	54
799	7	7
800	37	37
801	7	7
802	44	44
803	27	27
804	49	49
805	36	50
806	19	39
807	49	50
808	25	25
809	3	23
810	36	36
811	7	7
812	36	39
813	53	53
814	8	8
815	25	25
816	4	21
817	42	42
818	34	41
819	7	29
820	23	31
821	47	47
822	15	15
823	25	26
824	8	8
825	43	43
826	9	48
827	24	24
828	44	44
829	23	39
830	37	37
831	37	39
832	44	44
833	46	48
834	45	45
835	2	43
836	7	27
837	19	48
838	55	55
839	16	16
840	50	50
841	0	48
842	45	45
843	28	42
844	1	9
845	38	47
846	50	53
847	34	46
848	54	54
849	50	53
850	19	19
851	9	14
852	12	35
853	52	52
854	30	30
855	34	34
856	37	37
857	35	45
858	13	13
859	18	18
860	19	33
861	17	43
862	9	25
863	18	39
864	49	49
865	5	5
866	30	30
867	36	40
868	17	45
869	33	43
870	31	31
871	7	44
872	5	30
873	32	32
874	53	53
875	3	45
876	21	21
877	28	28
878	2	2
879	18	43
880	11	11
881	7	7
882	10	33
883	23	25
884	44	49
885	24	24
886	47	47
887	5	5
888	16	42
889	36	36
890	35	55
891	27	32
892	18	18
893	31	40
894	2	11
895	31	31
896	2	45
897	48	48
898	18	28
899	12	12
900	11	11
901	18	20
902	31	45
903	5	22
904	31	31
905	16	43
906	2	2
907	25	25
908	49	50
909	30	30
910	27	27
911	32	32
912	48	48
913	8	8
914	16	16
915	8	29
916	13	13
917	6	6
918	38	38
919	30	30
920	10	10
921	19	47
922	37	37
923	25	25
924	16	16
925	3	43
926	0	0
927	12	19
928	9	9
929	7	7
930	39	39
931	25	53
932	42	42
933	39	46
934	8	8
935	29	29
936	50	50
937	39	39
938	4	28
939	9	9
940	26	26
941	55	55
942	0	0
943	55	55
944	42	42
945	34	47
946	11	11
947	32	32
948	26	27
949	16	16
950	7	7
951	28	28
952	45	53
953	1	18
954	38	38
955	5	52
956	36	43
957	15	41
958	19	47
959	45	47
960	4	4
961	45	45
962	1	43
963	16	16
964	48	48
965	22	22
966	26	35
967	9	9
968	54	54
969	15	21
970	42	42
971	55	55
972	54	54
973	46	46
974	22	34
975	39	39
976	41	41
977	52	52
978	45	45
979	8	21
980	8	11
981	4	5
982	14	26
983	13	39
984	20	20
985	30	45
986	37	37
987	21	21
988	34	34
989	45	45
990	15	32
991	30	30
992	5	5
993	53	54
994	17	22
995	13	20
996	55	55
997	25	25
998	55	55
999	44	47
1000	49	49
