p	r	C_pr
22	2	110
22	3	50
22	4	0
22	5	50
22	6	40
22	7	90
22	8	90
23	1	90
23	2	90
23	3	50
23	4	20
23	5	50
23	6	40
23	7	90
23	8	90
24	1	70
24	2	90
24	3	50
24	4	50
24	5	50
24	6	70
24	7	20
24	8	90
25	1	100
25	2	100
25	3	80
25	4	100
25	5	80
25	6	100
25	7	40
25	8	100
26	1	70
26	2	70
26	3	70
26	4	20
26	5	70
26	6	20
26	7	70
26	8	70
27	1	60
27	2	100
27	3	60
27	4	10
27	5	60
27	6	30
27	7	70
27	8	80
28	1	90
28	2	110
28	3	50
28	4	0
28	5	50
28	6	40
28	7	90
28	8	110
29	1	80
29	2	80
29	3	60
29	4	10
29	5	60
29	6	10
29	7	50
29	8	100
30	1	90
30	2	70
30	3	70
30	4	40
30	5	70
30	6	40
30	7	90
30	8	70
31	1	50
31	2	90
31	3	80
31	4	70
31	5	80
31	6	70
31	7	20
31	8	70
32	1	80
32	2	60
32	3	60
32	4	30
32	5	60
32	6	30
32	7	70
32	8	60
33	1	50
33	2	70
33	3	60
33	4	50
33	5	60
33	6	50
33	7	0
33	8	70
34	1	90
34	2	90
34	3	60
34	4	50
34	5	60
34	6	70
34	7	20
34	8	110
35	1	90
35	2	110
35	3	60
35	4	20
35	5	60
35	6	60
35	7	110
35	8	90
36	1	70
36	2	70
36	3	50
36	4	70
36	5	50
36	6	90
36	7	40
36	8	50
37	1	110
37	2	110
37	3	60
37	4	20
37	5	60
37	6	60
37	7	110
37	8	110
38	1	80
38	2	100
38	3	60
38	4	60
38	5	60
38	6	80
38	7	20
38	8	100
39	1	80
39	2	80
39	3	60
39	4	10
39	5	60
39	6	30
39	7	70
39	8	80
40	1	90
40	2	70
40	3	70
40	4	40
40	5	70
40	6	40
40	7	90
40	8	70
41	1	70
41	2	50
41	3	70
41	4	20
41	5	70
41	6	0
41	7	50
41	8	70
42	1	90
42	2	70
42	3	60
42	4	70
42	5	60
42	6	90
42	7	40
42	8	70
43	1	70
43	2	70
43	3	50
43	4	0
43	5	50
43	6	20
43	7	70
43	8	70
44	1	70
44	2	90
44	3	60
44	4	20
44	5	60
44	6	40
44	7	90
44	8	70
45	1	90
45	2	110
45	3	50
45	4	70
45	5	50
45	6	110
45	7	60
45	8	90
46	1	90
46	2	90
46	3	70
46	4	90
46	5	70
46	6	90
46	7	40
46	8	90
47	1	70
47	2	70
47	3	80
47	4	70
47	5	80
47	6	50
47	7	0
47	8	90
48	1	70
48	2	90
48	3	70
48	4	90
48	5	70
48	6	90
48	7	40
48	8	70
49	1	60
49	2	80
49	3	80
49	4	80
49	5	80
49	6	60
49	7	0
49	8	80
50	1	70
50	2	50
50	3	80
50	4	40
50	5	80
50	6	20
50	7	70
50	8	50
51	1	90
51	2	90
51	3	70
51	4	90
51	5	70
51	6	90
51	7	40
51	8	90
52	1	70
52	2	50
52	3	50
52	4	50
52	5	50
52	6	50
52	7	0
52	8	70
53	1	70
53	2	70
53	3	50
53	4	20
53	5	50
53	6	40
53	7	90
53	8	50
54	1	100
54	2	80
54	3	80
54	4	50
54	5	80
54	6	30
54	7	70
54	8	100
55	1	70
55	2	70
55	3	50
55	4	0
55	5	50
55	6	0
55	7	50
55	8	90
56	1	50
56	2	90
56	3	70
56	4	20
56	5	70
56	6	20
56	7	70
56	8	70
57	1	70
57	2	70
57	3	70
57	4	20
57	5	70
57	6	20
57	7	70
57	8	70
58	1	70
58	2	90
58	3	50
58	4	50
58	5	50
58	6	90
58	7	40
58	8	70
59	1	70
59	2	90
59	3	70
59	4	70
59	5	70
59	6	70
59	7	20
59	8	90
60	1	50
60	2	90
60	3	70
60	4	20
60	5	70
60	6	20
60	7	70
60	8	70
61	1	70
61	2	70
61	3	50
61	4	50
61	5	50
61	6	50
61	7	0
61	8	90
62	1	90
62	2	50
62	3	50
62	4	70
62	5	50
62	6	70
62	7	20
62	8	70
63	1	70
63	2	70
63	3	50
63	4	0
63	5	50
63	6	0
63	7	50
63	8	90
64	1	70
64	2	70
64	3	70
64	4	90
64	5	70
64	6	90
64	7	40
64	8	50
65	1	50
65	2	70
65	3	50
65	4	50
65	5	50
65	6	50
65	7	0
65	8	70
66	1	90
66	2	70
66	3	50
66	4	20
66	5	50
66	6	40
66	7	90
66	8	70
67	1	70
67	2	90
67	3	50
67	4	50
67	5	50
67	6	70
67	7	20
67	8	90
68	1	70
68	2	70
68	3	50
68	4	70
68	5	50
68	6	70
68	7	20
68	8	70
69	1	70
69	2	50
69	3	80
69	4	70
69	5	80
69	6	50
69	7	0
69	8	70
70	1	70
70	2	70
70	3	70
70	4	40
70	5	70
70	6	20
70	7	70
70	8	70
71	1	90
71	2	90
71	3	50
71	4	50
71	5	50
71	6	70
71	7	20
71	8	110
72	1	70
72	2	90
72	3	60
72	4	50
72	5	60
72	6	90
72	7	40
72	8	70
73	1	70
73	2	70
73	3	70
73	4	40
73	5	70
73	6	40
73	7	90
73	8	50
74	1	80
74	2	80
74	3	60
74	4	30
74	5	60
74	6	50
74	7	90
74	8	60
75	1	110
75	2	70
75	3	50
75	4	20
75	5	50
75	6	40
75	7	90
75	8	90
76	1	70
76	2	70
76	3	50
76	4	0
76	5	50
76	6	0
76	7	50
76	8	90
77	1	50
77	2	70
77	3	70
77	4	20
77	5	70
77	6	0
77	7	50
77	8	70
78	1	100
78	2	80
78	3	60
78	4	30
78	5	60
78	6	50
78	7	90
78	8	80
79	1	70
79	2	90
79	3	60
79	4	50
79	5	60
79	6	70
79	7	20
79	8	90
80	1	70
80	2	70
80	3	70
80	4	20
80	5	70
80	6	0
80	7	50
80	8	90
81	1	50
81	2	50
81	3	80
81	4	20
81	5	80
81	6	0
81	7	50
81	8	50
82	1	100
82	2	80
82	3	60
82	4	30
82	5	60
82	6	50
82	7	90
82	8	80
83	1	90
83	2	110
83	3	50
83	4	50
83	5	50
83	6	90
83	7	40
83	8	110
84	1	70
84	2	70
84	3	50
84	4	50
84	5	50
84	6	70
84	7	20
84	8	70
85	1	100
85	2	80
85	3	80
85	4	50
85	5	80
85	6	30
85	7	70
85	8	100
86	1	70
86	2	70
86	3	50
86	4	0
86	5	50
86	6	20
86	7	70
86	8	70
87	1	90
87	2	70
87	3	70
87	4	90
87	5	70
87	6	90
87	7	40
87	8	70
88	1	90
88	2	90
88	3	50
88	4	20
88	5	50
88	6	40
88	7	90
88	8	90
89	1	70
89	2	70
89	3	70
89	4	90
89	5	70
89	6	70
89	7	20
89	8	70
90	1	110
90	2	70
90	3	60
90	4	70
90	5	60
90	6	90
90	7	40
90	8	90
91	1	120
91	2	80
91	3	60
91	4	30
91	5	60
91	6	50
91	7	90
91	8	100
92	1	110
92	2	90
92	3	50
92	4	70
92	5	50
92	6	90
92	7	40
92	8	110
93	1	80
93	2	100
93	3	60
93	4	60
93	5	60
93	6	80
93	7	20
93	8	100
94	1	90
94	2	50
94	3	60
94	4	20
94	5	60
94	6	20
94	7	70
94	8	70
95	1	50
95	2	90
95	3	60
95	4	50
95	5	60
95	6	70
95	7	20
95	8	70
96	1	90
96	2	70
96	3	50
96	4	50
96	5	50
96	6	70
96	7	20
96	8	90
97	1	90
97	2	110
97	3	50
97	4	70
97	5	50
97	6	110
97	7	60
97	8	90
98	1	60
98	2	80
98	3	60
98	4	60
98	5	60
98	6	60
98	7	0
98	8	80
99	1	70
99	2	50
99	3	70
99	4	90
99	5	70
99	6	70
99	7	20
99	8	50
100	1	110
100	2	90
100	3	50
100	4	20
100	5	50
100	6	40
100	7	90
100	8	110
