p	d	Pr(p,d)
26	2	1.00
26	3	0.30
27	1	1.00
27	2	1.00
27	3	1.00
27	4	1.00
27	5	1.00
27	6	0.88
28	1	1.00
28	2	1.00
28	3	1.00
28	4	1.00
28	5	1.00
28	6	1.00
28	7	0.30
29	1	1.00
29	2	0.93
30	1	1.00
30	2	1.00
30	3	0.16
31	1	1.00
31	2	0.82
32	1	1.00
32	2	1.00
32	3	1.00
32	4	1.00
32	5	1.00
32	6	1.00
32	7	0.91
33	1	1.00
33	2	1.00
33	3	1.00
33	4	0.49
34	1	1.00
34	2	1.00
34	3	1.00
34	4	1.00
34	5	0.19
35	1	1.00
35	2	0.83
36	1	1.00
36	2	1.00
36	3	1.00
36	4	1.00
36	5	1.00
36	6	1.00
36	7	1.00
36	8	1.00
36	9	1.00
36	10	1.00
36	11	0.97
37	1	1.00
37	2	1.00
37	3	0.74
38	1	1.00
38	2	1.00
38	3	1.00
38	4	1.00
38	5	1.00
38	6	1.00
38	7	0.78
39	1	1.00
39	2	1.00
39	3	1.00
39	4	0.33
40	1	1.00
40	2	1.00
40	3	0.97
41	1	1.00
41	2	1.00
41	3	0.74
42	1	1.00
42	2	1.00
42	3	0.98
43	1	1.00
43	2	1.00
43	3	1.00
43	4	0.67
44	1	1.00
44	2	1.00
44	3	1.00
44	4	0.96
45	1	1.00
45	2	1.00
45	3	0.27
46	1	1.00
46	2	1.00
46	3	1.00
46	4	1.00
46	5	1.00
46	6	1.00
46	7	1.00
46	8	1.00
46	9	1.00
46	10	0.10
47	1	1.00
47	2	1.00
47	3	1.00
47	4	1.00
47	5	1.00
47	6	1.00
47	7	1.00
47	8	1.00
47	9	0.97
48	1	1.00
48	2	1.00
48	3	1.00
48	4	1.00
48	5	1.00
48	6	1.00
48	7	0.56
49	1	1.00
49	2	0.58
50	1	1.00
50	2	1.00
50	3	0.44
51	1	1.00
51	2	1.00
51	3	1.00
51	4	1.00
51	5	0.24
52	1	1.00
52	2	1.00
52	3	0.33
53	1	1.00
53	2	1.00
53	3	0.48
54	1	1.00
54	2	1.00
54	3	0.24
55	1	1.00
55	2	1.00
55	3	0.46
56	1	1.00
56	2	0.88
57	1	1.00
57	2	1.00
57	3	1.00
57	4	0.47
58	1	1.00
58	2	1.00
58	3	1.00
58	4	1.00
58	5	1.00
58	6	1.00
58	7	1.00
58	8	1.00
58	9	1.00
58	10	0.70
59	1	1.00
59	2	1.00
59	3	1.00
59	4	1.00
59	5	1.00
59	6	1.00
59	7	1.00
59	8	0.32
60	1	1.00
60	2	1.00
60	3	1.00
60	4	1.00
60	5	1.00
60	6	0.66
61	1	1.00
61	2	1.00
61	3	1.00
61	4	1.00
61	5	1.00
61	6	1.00
61	7	1.00
61	8	1.00
61	9	0.76
62	1	1.00
62	2	1.00
62	3	1.00
62	4	1.00
62	5	1.00
62	6	0.25
63	1	1.00
63	2	1.00
63	3	1.00
63	4	1.00
63	5	1.00
63	6	1.00
63	7	1.00
63	8	1.00
63	9	0.80
64	1	1.00
64	2	1.00
64	3	0.31
65	1	1.00
65	2	1.00
65	3	1.00
65	4	1.00
65	5	1.00
65	6	1.00
65	7	1.00
65	8	1.00
65	9	1.00
65	10	1.00
65	11	0.25
66	1	1.00
66	2	1.00
66	3	1.00
66	4	1.00
66	5	0.06
67	1	1.00
67	2	1.00
67	3	0.78
68	1	1.00
68	2	1.00
68	3	1.00
68	4	1.00
68	5	1.00
68	6	1.00
68	7	0.58
69	1	1.00
69	2	1.00
69	3	0.53
70	1	1.00
70	2	1.00
70	3	1.00
70	4	0.58
71	1	1.00
71	2	1.00
71	3	0.51
72	1	1.00
72	2	1.00
72	3	1.00
72	4	1.00
72	5	1.00
72	6	0.20
73	1	1.00
73	2	0.34
74	1	1.00
74	2	1.00
74	3	1.00
74	4	0.32
75	1	1.00
75	2	0.66
76	1	1.00
76	2	1.00
76	3	1.00
76	4	1.00
76	5	1.00
76	6	0.89
77	1	1.00
77	2	1.00
77	3	1.00
77	4	1.00
77	5	1.00
77	6	0.23
78	1	1.00
78	2	1.00
78	3	1.00
78	4	1.00
78	5	0.32
79	1	1.00
79	2	1.00
79	3	1.00
79	4	0.25
80	1	1.00
80	2	1.00
80	3	1.00
80	4	1.00
80	5	1.00
80	6	1.00
80	7	1.00
80	8	0.67
81	1	1.00
81	2	1.00
81	3	0.98
82	1	1.00
82	2	1.00
82	3	1.00
82	4	0.08
83	1	1.00
83	2	1.00
83	3	1.00
83	4	1.00
83	5	1.00
83	6	1.00
83	7	1.00
83	8	1.00
83	9	1.00
83	10	0.28
84	1	1.00
84	2	1.00
84	3	0.65
85	1	1.00
85	2	1.00
85	3	1.00
85	4	1.00
85	5	0.07
86	1	1.00
86	2	1.00
86	3	1.00
86	4	1.00
86	5	1.00
86	6	0.21
87	1	1.00
87	2	1.00
87	3	1.00
87	4	1.00
87	5	0.05
88	1	1.00
88	2	0.79
89	1	1.00
89	2	1.00
89	3	1.00
89	4	1.00
89	5	1.00
89	6	1.00
89	7	1.00
89	8	1.00
89	9	1.00
89	10	1.00
89	11	0.30
90	1	1.00
90	2	1.00
90	3	1.00
90	4	1.00
90	5	1.00
90	6	1.00
90	7	0.75
91	1	1.00
91	2	1.00
91	3	1.00
91	4	0.79
92	1	1.00
92	2	1.00
92	3	1.00
92	4	1.00
92	5	1.00
92	6	0.38
93	1	1.00
93	2	1.00
93	3	1.00
93	4	1.00
93	5	0.83
94	1	1.00
94	2	1.00
94	3	0.91
95	1	1.00
95	2	1.00
95	3	1.00
95	4	1.00
95	5	1.00
95	6	1.00
95	7	0.67
96	1	1.00
96	2	1.00
96	3	1.00
96	4	1.00
96	5	1.00
96	6	1.00
96	7	1.00
96	8	1.00
96	9	1.00
96	10	0.28
97	1	1.00
97	2	0.01
98	1	1.00
98	2	1.00
98	3	0.98
99	1	1.00
99	2	0.99
100	1	1.00
100	2	1.00
100	3	1.00
100	4	1.00
100	5	1.00
100	6	1.00
100	7	0.83
