p	Fe	Ma
203	1	0
204	1	0
205	0	1
206	0	1
207	0	1
208	0	1
209	0	1
210	1	0
211	1	0
212	1	0
213	1	0
214	1	0
215	0	1
216	0	1
217	1	0
218	1	0
219	0	1
220	1	0
221	1	0
222	0	1
223	0	1
224	0	1
225	1	0
226	1	0
227	1	0
228	0	1
229	0	1
230	1	0
231	1	0
232	1	0
233	1	0
234	1	0
235	1	0
236	1	0
237	1	0
238	0	1
239	0	1
240	0	1
241	1	0
242	0	1
243	0	1
244	0	1
245	0	1
246	0	1
247	0	1
248	0	1
249	0	1
250	0	1
251	0	1
252	0	1
253	0	1
254	0	1
255	0	1
256	1	0
257	1	0
258	1	0
259	1	0
260	1	0
261	1	0
262	0	1
263	1	0
264	0	1
265	0	1
266	0	1
267	1	0
268	1	0
269	1	0
270	0	1
271	1	0
272	0	1
273	0	1
274	0	1
275	1	0
276	0	1
277	1	0
278	1	0
279	0	1
280	1	0
281	0	1
282	0	1
283	0	1
284	1	0
285	0	1
286	0	1
287	1	0
288	1	0
289	0	1
290	1	0
291	0	1
292	0	1
293	1	0
294	1	0
295	0	1
296	1	0
297	1	0
298	0	1
299	1	0
300	0	1
301	1	0
302	0	1
303	0	1
304	1	0
305	1	0
306	1	0
307	0	1
308	0	1
309	0	1
310	0	1
311	1	0
312	1	0
313	0	1
314	0	1
315	0	1
316	1	0
317	1	0
318	1	0
319	1	0
320	1	0
321	1	0
322	0	1
323	1	0
324	0	1
325	0	1
326	0	1
327	1	0
328	0	1
329	1	0
330	0	1
331	0	1
332	1	0
333	0	1
334	0	1
335	0	1
336	1	0
337	0	1
338	1	0
339	0	1
340	1	0
341	1	0
342	1	0
343	0	1
344	0	1
345	1	0
346	1	0
347	1	0
348	1	0
349	1	0
350	0	1
351	1	0
352	1	0
353	0	1
354	1	0
355	1	0
356	1	0
357	0	1
358	1	0
359	1	0
360	0	1
361	1	0
362	0	1
363	1	0
364	0	1
365	0	1
366	0	1
367	1	0
368	0	1
369	0	1
370	1	0
371	0	1
372	1	0
373	1	0
374	0	1
375	1	0
376	1	0
377	1	0
378	1	0
379	1	0
380	0	1
381	0	1
382	0	1
383	0	1
384	1	0
385	0	1
386	1	0
387	0	1
388	1	0
389	0	1
390	0	1
391	1	0
392	0	1
393	1	0
394	1	0
395	1	0
396	1	0
397	1	0
398	1	0
399	1	0
400	1	0
401	0	1
402	0	1
403	0	1
404	0	1
405	1	0
406	0	1
407	0	1
408	1	0
409	1	0
410	1	0
411	1	0
412	0	1
413	0	1
414	1	0
415	0	1
416	1	0
417	1	0
418	1	0
419	0	1
420	0	1
421	0	1
422	1	0
423	0	1
424	0	1
425	1	0
426	0	1
427	1	0
428	0	1
429	1	0
430	1	0
431	0	1
432	0	1
433	0	1
434	1	0
435	1	0
436	1	0
437	0	1
438	0	1
439	1	0
440	0	1
441	1	0
442	0	1
443	1	0
444	1	0
445	1	0
446	0	1
447	0	1
448	1	0
449	0	1
450	0	1
451	0	1
452	0	1
453	1	0
454	0	1
455	0	1
456	1	0
457	0	1
458	1	0
459	1	0
460	0	1
461	0	1
462	1	0
463	0	1
464	1	0
465	0	1
466	1	0
467	1	0
468	1	0
469	1	0
470	1	0
471	0	1
472	1	0
473	1	0
474	1	0
475	0	1
476	1	0
477	1	0
478	1	0
479	1	0
480	0	1
481	1	0
482	1	0
483	0	1
484	1	0
485	0	1
486	0	1
487	1	0
488	0	1
489	1	0
490	1	0
491	0	1
492	0	1
493	1	0
494	1	0
495	1	0
496	0	1
497	1	0
498	0	1
499	1	0
500	0	1
