p	r	R_p
8	19	1
8	20	1
8	21	1
8	22	1
8	23	1
8	24	1
8	25	1
8	26	1
8	27	1
8	28	1
8	29	1
8	30	0
8	31	1
8	32	1
8	33	1
8	34	0
8	35	1
8	36	1
8	37	1
8	38	1
8	39	1
8	40	1
9	1	1
9	2	1
9	3	1
9	4	0
9	5	0
9	6	0
9	7	1
9	8	1
9	9	1
9	10	1
9	11	1
9	12	1
9	13	1
9	14	1
9	15	0
9	16	1
9	17	0
9	18	1
9	19	1
9	20	0
9	21	1
9	22	1
9	23	1
9	24	1
9	25	0
9	26	1
9	27	1
9	28	1
9	29	1
9	30	1
9	31	1
9	32	1
9	33	1
9	34	1
9	35	1
9	36	0
9	37	1
9	38	0
9	39	1
9	40	1
10	1	1
10	2	1
10	3	1
10	4	0
10	5	0
10	6	0
10	7	1
10	8	1
10	9	1
10	10	1
10	11	1
10	12	1
10	13	1
10	14	1
10	15	0
10	16	1
10	17	0
10	18	1
10	19	1
10	20	0
10	21	1
10	22	1
10	23	1
10	24	1
10	25	0
10	26	1
10	27	1
10	28	1
10	29	1
10	30	1
10	31	1
10	32	1
10	33	1
10	34	1
10	35	1
10	36	0
10	37	1
10	38	0
10	39	1
10	40	1
11	1	1
11	2	1
11	3	1
11	4	1
11	5	1
11	6	1
11	7	1
11	8	1
11	9	1
11	10	0
11	11	1
11	12	1
11	13	1
11	14	1
11	15	1
11	16	1
11	17	1
11	18	1
11	19	1
11	20	1
11	21	0
11	22	0
11	23	1
11	24	1
11	25	1
11	26	1
11	27	1
11	28	1
11	29	0
11	30	1
11	31	0
11	32	1
11	33	1
11	34	1
11	35	1
11	36	1
11	37	0
11	38	1
11	39	1
11	40	1
12	1	1
12	2	0
12	3	1
12	4	0
12	5	0
12	6	0
12	7	0
12	8	0
12	9	0
12	10	1
12	11	0
12	12	0
12	13	1
12	14	0
12	15	0
12	16	0
12	17	0
12	18	1
12	19	1
12	20	0
12	21	1
12	22	1
12	23	0
12	24	0
12	25	0
12	26	0
12	27	1
12	28	0
12	29	0
12	30	0
12	31	0
12	32	1
12	33	1
12	34	0
12	35	0
12	36	0
12	37	1
12	38	0
12	39	0
12	40	0
13	1	1
13	2	1
13	3	1
13	4	0
13	5	0
13	6	0
13	7	1
13	8	1
13	9	1
13	10	1
13	11	1
13	12	1
13	13	1
13	14	1
13	15	0
13	16	1
13	17	0
13	18	1
13	19	1
13	20	0
13	21	1
13	22	1
13	23	1
13	24	1
13	25	0
13	26	1
13	27	1
13	28	1
13	29	1
13	30	1
13	31	1
13	32	1
13	33	1
13	34	1
13	35	1
13	36	0
13	37	1
13	38	0
13	39	1
13	40	1
14	1	1
14	2	1
14	3	1
14	4	0
14	5	0
14	6	0
14	7	1
14	8	1
14	9	1
14	10	1
14	11	1
14	12	1
14	13	1
14	14	1
14	15	0
14	16	1
14	17	0
14	18	1
14	19	1
14	20	0
14	21	1
14	22	1
14	23	1
14	24	1
14	25	0
14	26	1
14	27	1
14	28	1
14	29	1
14	30	1
14	31	1
14	32	1
14	33	1
14	34	1
14	35	1
14	36	0
14	37	1
14	38	0
14	39	1
14	40	1
15	1	1
15	2	1
15	3	0
15	4	0
15	5	0
15	6	0
15	7	1
15	8	1
15	9	1
15	10	1
15	11	1
15	12	1
15	13	0
15	14	0
15	15	0
15	16	1
15	17	0
15	18	0
15	19	1
15	20	0
15	21	1
15	22	1
15	23	1
15	24	1
15	25	0
15	26	1
15	27	0
15	28	1
15	29	1
15	30	1
15	31	1
15	32	1
15	33	0
15	34	1
15	35	1
15	36	0
15	37	1
15	38	0
15	39	1
15	40	1
16	1	0
16	2	1
16	3	1
16	4	1
16	5	0
16	6	0
16	7	0
16	8	1
16	9	0
16	10	0
16	11	0
16	12	0
16	13	0
16	14	0
16	15	1
16	16	1
16	17	0
16	18	0
16	19	0
16	20	0
16	21	1
16	22	1
16	23	0
16	24	1
16	25	0
16	26	1
16	27	1
16	28	1
16	29	1
16	30	0
16	31	1
16	32	1
16	33	0
16	34	0
16	35	1
16	36	1
16	37	1
16	38	1
16	39	1
16	40	1
17	1	1
17	2	1
17	3	1
17	4	1
17	5	1
17	6	1
17	7	1
17	8	1
17	9	0
17	10	1
17	11	0
17	12	0
17	13	1
17	14	1
17	15	1
17	16	1
17	17	1
17	18	1
17	19	1
17	20	1
17	21	1
17	22	1
17	23	1
17	24	1
17	25	1
17	26	1
17	27	1
17	28	1
17	29	1
17	30	0
17	31	1
17	32	1
17	33	1
17	34	0
17	35	1
17	36	1
17	37	1
17	38	1
17	39	1
17	40	1
18	1	1
18	2	0
18	3	1
18	4	0
18	5	0
18	6	0
18	7	0
18	8	0
18	9	0
18	10	1
18	11	0
18	12	0
18	13	1
18	14	1
18	15	0
18	16	0
18	17	0
18	18	1
18	19	1
18	20	0
18	21	1
18	22	1
18	23	1
18	24	0
18	25	0
18	26	0
18	27	1
18	28	0
18	29	1
18	30	0
18	31	1
18	32	1
18	33	1
18	34	0
18	35	0
18	36	0
18	37	1
18	38	0
18	39	0
18	40	1
19	1	0
19	2	1
19	3	0
19	4	1
19	5	0
19	6	1
19	7	1
19	8	1
19	9	0
19	10	0
19	11	0
19	12	1
19	13	0
19	14	1
19	15	0
19	16	1
19	17	0
19	18	1
19	19	1
19	20	1
19	21	0
19	22	0
19	23	0
19	24	1
19	25	1
19	26	1
19	27	1
19	28	0
19	29	0
19	30	0
19	31	0
19	32	1
19	33	1
19	34	1
19	35	1
19	36	1
19	37	0
19	38	1
19	39	0
19	40	1
20	1	0
20	2	1
20	3	0
20	4	0
20	5	0
20	6	0
20	7	1
20	8	1
20	9	1
20	10	1
20	11	1
20	12	1
20	13	0
20	14	0
20	15	0
20	16	0
20	17	0
20	18	0
20	19	0
20	20	0
20	21	1
20	22	1
20	23	0
20	24	0
20	25	0
20	26	1
20	27	0
20	28	0
20	29	1
20	30	1
20	31	0
20	32	0
20	33	0
20	34	0
20	35	0
20	36	0
20	37	0
20	38	0
20	39	1
20	40	0
21	1	1
21	2	0
21	3	1
21	4	0
21	5	0
21	6	0
21	7	0
21	8	0
21	9	0
21	10	1
21	11	0
21	12	0
21	13	1
21	14	1
21	15	0
21	16	0
21	17	0
21	18	1
21	19	1
21	20	0
21	21	1
21	22	1
21	23	1
21	24	0
21	25	0
21	26	0
21	27	1
21	28	0
21	29	1
21	30	0
21	31	1
21	32	1
21	33	1
21	34	0
21	35	0
21	36	0
21	37	1
21	38	0
21	39	0
21	40	1
22	1	0
22	2	1
22	3	0
22	4	0
22	5	0
22	6	0
22	7	1
22	8	1
22	9	1
22	10	1
22	11	1
22	12	1
22	13	0
22	14	0
22	15	0
22	16	1
22	17	0
22	18	0
22	19	0
22	20	0
22	21	1
22	22	1
22	23	0
22	24	1
22	25	0
22	26	1
22	27	0
22	28	1
22	29	1
22	30	1
22	31	1
22	32	0
22	33	0
22	34	1
22	35	1
22	36	0
22	37	1
22	38	0
22	39	1
22	40	0
23	1	1
23	2	1
23	3	1
23	4	1
23	5	1
23	6	1
23	7	1
23	8	1
23	9	0
23	10	1
23	11	0
23	12	0
23	13	0
23	14	0
23	15	1
23	16	0
23	17	1
23	18	0
23	19	1
23	20	1
23	21	1
23	22	1
23	23	1
23	24	0
23	25	1
23	26	1
23	27	0
23	28	0
23	29	1
23	30	0
23	31	0
23	32	1
23	33	1
23	34	0
23	35	0
23	36	1
23	37	0
23	38	1
23	39	1
23	40	0
24	1	1
24	2	1
24	3	1
24	4	1
24	5	1
24	6	1
24	7	1
24	8	1
24	9	0
24	10	1
24	11	0
24	12	0
24	13	1
24	14	1
24	15	1
24	16	1
24	17	1
24	18	1
24	19	1
24	20	1
24	21	1
24	22	1
24	23	1
24	24	1
24	25	1
24	26	1
24	27	1
24	28	1
24	29	1
24	30	0
24	31	1
24	32	1
24	33	1
24	34	0
24	35	1
24	36	1
24	37	1
24	38	1
24	39	1
24	40	1
25	1	0
25	2	1
25	3	1
25	4	0
25	5	0
25	6	0
25	7	1
25	8	1
25	9	0
25	10	1
25	11	0
25	12	0
25	13	1
25	14	1
25	15	0
25	16	1
25	17	0
25	18	1
25	19	0
25	20	0
25	21	1
25	22	1
25	23	0
25	24	1
25	25	0
25	26	1
25	27	1
25	28	1
25	29	1
25	30	0
25	31	1
25	32	0
25	33	1
25	34	0
25	35	1
25	36	0
25	37	1
25	38	0
25	39	1
25	40	0
26	1	1
26	2	1
26	3	1
26	4	0
26	5	0
26	6	0
26	7	1
26	8	1
26	9	1
26	10	1
26	11	1
26	12	1
26	13	0
26	14	0
26	15	0
26	16	0
26	17	0
26	18	0
26	19	1
26	20	0
26	21	1
26	22	1
26	23	1
26	24	0
26	25	0
26	26	1
26	27	0
26	28	0
26	29	1
26	30	1
26	31	0
26	32	1
26	33	1
26	34	0
26	35	0
26	36	0
26	37	0
26	38	0
26	39	1
26	40	0
27	1	0
27	2	1
27	3	1
27	4	0
27	5	0
27	6	0
27	7	1
27	8	1
27	9	0
27	10	1
27	11	0
27	12	0
27	13	1
27	14	1
27	15	0
27	16	1
27	17	0
27	18	1
27	19	0
27	20	0
27	21	1
27	22	1
27	23	0
27	24	1
27	25	0
27	26	1
27	27	1
27	28	1
27	29	1
27	30	0
27	31	1
27	32	0
27	33	1
27	34	0
27	35	1
27	36	0
27	37	1
27	38	0
27	39	1
27	40	0
28	1	0
28	2	1
28	3	1
28	4	0
28	5	0
28	6	0
28	7	1
28	8	1
28	9	0
28	10	1
28	11	0
28	12	0
28	13	1
28	14	1
28	15	0
28	16	1
28	17	0
28	18	1
28	19	0
28	20	0
28	21	1
28	22	1
28	23	0
28	24	1
28	25	0
28	26	1
28	27	1
28	28	1
28	29	1
28	30	0
28	31	1
28	32	0
28	33	1
28	34	0
28	35	1
28	36	0
28	37	1
28	38	0
28	39	1
28	40	0
29	1	1
29	2	1
29	3	1
29	4	1
29	5	1
29	6	1
29	7	1
29	8	1
29	9	0
29	10	1
29	11	0
29	12	0
29	13	1
29	14	1
29	15	1
29	16	1
29	17	1
29	18	1
29	19	1
29	20	1
29	21	1
29	22	1
29	23	1
29	24	1
29	25	1
29	26	1
29	27	1
29	28	1
29	29	1
29	30	0
29	31	1
29	32	1
29	33	1
29	34	0
29	35	1
29	36	1
29	37	1
29	38	1
29	39	1
29	40	1
30	1	1
30	2	1
30	3	1
30	4	1
30	5	1
30	6	1
30	7	1
30	8	1
30	9	0
30	10	1
30	11	0
30	12	0
30	13	1
30	14	1
30	15	1
30	16	1
30	17	1
30	18	1
30	19	1
30	20	1
30	21	1
30	22	1
30	23	1
30	24	1
30	25	1
30	26	1
30	27	1
30	28	1
30	29	1
30	30	0
30	31	1
30	32	1
30	33	1
30	34	0
30	35	1
30	36	1
30	37	1
30	38	1
30	39	1
30	40	1
31	1	1
31	2	1
31	3	1
31	4	0
31	5	0
31	6	0
31	7	1
31	8	1
31	9	1
31	10	1
31	11	1
31	12	1
31	13	1
31	14	1
31	15	0
31	16	1
31	17	0
31	18	1
31	19	1
31	20	0
31	21	1
31	22	1
31	23	1
31	24	1
31	25	0
31	26	1
31	27	1
31	28	1
31	29	1
31	30	1
31	31	1
31	32	1
31	33	1
31	34	1
31	35	1
31	36	0
31	37	1
31	38	0
31	39	1
31	40	1
32	1	1
32	2	1
32	3	1
32	4	0
32	5	0
32	6	0
32	7	1
32	8	1
32	9	1
32	10	1
32	11	1
32	12	1
32	13	1
32	14	1
32	15	0
32	16	1
32	17	0
32	18	1
32	19	1
32	20	0
32	21	1
32	22	1
32	23	1
32	24	1
32	25	0
32	26	1
32	27	1
32	28	1
32	29	1
32	30	1
32	31	1
32	32	1
32	33	1
32	34	1
32	35	1
32	36	0
32	37	1
32	38	0
32	39	1
32	40	1
33	1	1
33	2	1
33	3	1
33	4	1
33	5	1
33	6	1
33	7	1
33	8	1
33	9	0
33	10	1
33	11	0
33	12	0
33	13	1
33	14	1
33	15	1
33	16	1
33	17	1
33	18	1
33	19	1
33	20	1
33	21	1
33	22	1
33	23	1
33	24	1
33	25	1
33	26	1
33	27	1
33	28	1
33	29	1
33	30	0
33	31	1
33	32	1
33	33	1
33	34	0
33	35	1
33	36	1
33	37	1
33	38	1
33	39	1
33	40	1
34	1	1
34	2	1
34	3	1
34	4	0
34	5	0
34	6	0
34	7	1
34	8	1
34	9	1
34	10	1
34	11	1
34	12	1
34	13	1
34	14	1
34	15	0
34	16	1
34	17	0
34	18	1
34	19	1
34	20	0
34	21	1
34	22	1
34	23	1
34	24	1
34	25	0
34	26	1
34	27	1
34	28	1
34	29	1
34	30	1
34	31	1
34	32	1
34	33	1
34	34	1
34	35	1
34	36	0
34	37	1
34	38	0
34	39	1
34	40	1
35	1	0
35	2	1
35	3	1
35	4	0
35	5	0
35	6	0
35	7	1
35	8	1
35	9	0
35	10	1
35	11	0
35	12	0
35	13	1
35	14	1
35	15	0
35	16	1
35	17	0
35	18	1
35	19	0
35	20	0
35	21	1
35	22	1
35	23	0
35	24	1
35	25	0
35	26	1
35	27	1
35	28	1
35	29	1
35	30	0
35	31	1
35	32	0
35	33	1
35	34	0
35	35	1
35	36	0
35	37	1
35	38	0
35	39	1
35	40	0
36	1	1
36	2	1
36	3	0
36	4	0
36	5	0
36	6	0
36	7	1
36	8	1
36	9	1
36	10	1
36	11	1
36	12	1
36	13	0
36	14	0
36	15	0
36	16	1
36	17	0
36	18	0
36	19	1
36	20	0
36	21	1
36	22	1
36	23	1
36	24	1
36	25	0
36	26	1
36	27	0
36	28	1
36	29	1
36	30	1
36	31	1
36	32	1
36	33	0
36	34	1
36	35	1
36	36	0
36	37	1
36	38	0
36	39	1
36	40	1
37	1	0
37	2	1
37	3	0
37	4	0
37	5	0
37	6	0
37	7	1
37	8	1
37	9	0
37	10	1
37	11	0
37	12	1
37	13	0
37	14	1
37	15	0
37	16	1
37	17	0
37	18	1
37	19	1
37	20	0
37	21	1
37	22	1
37	23	0
37	24	1
37	25	0
37	26	1
37	27	1
37	28	0
37	29	1
37	30	0
37	31	1
37	32	1
37	33	1
37	34	1
37	35	1
37	36	0
37	37	1
37	38	0
37	39	0
37	40	1
38	1	1
38	2	1
38	3	0
38	4	0
38	5	0
38	6	0
38	7	1
38	8	1
38	9	1
38	10	1
38	11	1
38	12	1
38	13	0
38	14	0
38	15	0
38	16	1
38	17	0
38	18	0
38	19	1
38	20	0
38	21	1
38	22	1
38	23	1
38	24	1
38	25	0
38	26	1
38	27	0
38	28	1
38	29	1
38	30	1
38	31	1
38	32	1
38	33	0
38	34	1
38	35	1
38	36	0
38	37	1
38	38	0
38	39	1
38	40	1
39	1	1
39	2	1
39	3	0
39	4	0
39	5	0
39	6	0
39	7	1
39	8	1
39	9	1
39	10	1
39	11	1
39	12	1
39	13	0
39	14	0
39	15	0
39	16	1
39	17	0
39	18	0
39	19	1
39	20	0
39	21	1
39	22	1
39	23	1
39	24	1
39	25	0
39	26	1
39	27	0
39	28	1
39	29	1
39	30	1
39	31	1
39	32	1
39	33	0
39	34	1
39	35	1
39	36	0
39	37	1
39	38	0
39	39	1
39	40	1
40	1	1
40	2	1
40	3	1
40	4	0
40	5	0
40	6	0
40	7	1
40	8	1
40	9	1
40	10	1
40	11	1
40	12	1
40	13	0
40	14	0
40	15	0
40	16	0
40	17	0
40	18	0
40	19	1
40	20	0
40	21	1
40	22	1
40	23	1
40	24	0
40	25	0
40	26	1
40	27	0
40	28	0
40	29	1
40	30	1
40	31	0
40	32	1
40	33	1
40	34	0
40	35	0
40	36	0
40	37	0
40	38	0
40	39	1
40	40	0
41	1	1
41	2	1
41	3	1
41	4	1
41	5	1
41	6	1
41	7	1
41	8	1
41	9	0
41	10	1
41	11	0
41	12	0
41	13	1
41	14	1
41	15	1
41	16	1
41	17	1
41	18	1
41	19	1
41	20	1
41	21	1
41	22	1
41	23	1
41	24	1
41	25	1
41	26	1
41	27	1
41	28	1
41	29	1
41	30	0
41	31	1
41	32	1
41	33	1
41	34	0
41	35	1
41	36	1
41	37	1
41	38	1
41	39	1
41	40	1
42	1	1
42	2	1
42	3	1
42	4	0
42	5	0
42	6	0
42	7	1
42	8	1
42	9	1
42	10	1
42	11	1
42	12	1
42	13	1
42	14	1
42	15	0
42	16	1
42	17	0
42	18	1
42	19	1
42	20	0
42	21	1
42	22	1
42	23	1
42	24	1
42	25	0
42	26	1
42	27	1
42	28	1
42	29	1
42	30	1
42	31	1
42	32	1
42	33	1
42	34	1
42	35	1
42	36	0
42	37	1
42	38	0
42	39	1
42	40	1
43	1	0
43	2	0
43	3	1
43	4	0
43	5	0
43	6	0
43	7	0
43	8	1
43	9	0
43	10	0
43	11	1
43	12	1
43	13	0
43	14	0
43	15	0
43	16	0
43	17	0
43	18	0
43	19	0
43	20	0
43	21	1
43	22	1
43	23	0
43	24	0
43	25	0
43	26	1
43	27	0
43	28	0
43	29	0
43	30	1
43	31	0
43	32	1
43	33	0
43	34	0
43	35	0
43	36	0
43	37	0
43	38	0
43	39	0
43	40	0
44	1	1
44	2	1
44	3	1
44	4	0
44	5	0
44	6	0
44	7	1
44	8	1
44	9	1
44	10	1
44	11	1
44	12	1
44	13	1
44	14	1
44	15	0
44	16	1
44	17	0
44	18	1
44	19	1
44	20	0
44	21	1
44	22	1
44	23	1
44	24	1
44	25	0
44	26	1
44	27	1
44	28	1
44	29	1
44	30	1
44	31	1
44	32	1
44	33	1
44	34	1
44	35	1
44	36	0
44	37	1
44	38	0
44	39	1
44	40	1
45	1	1
45	2	0
45	3	1
45	4	0
45	5	0
45	6	0
45	7	0
45	8	0
45	9	0
45	10	1
45	11	0
45	12	0
45	13	1
45	14	1
45	15	0
45	16	0
45	17	0
45	18	1
45	19	1
45	20	0
45	21	1
45	22	1
45	23	1
45	24	0
45	25	0
45	26	0
45	27	1
45	28	0
45	29	1
45	30	0
45	31	1
45	32	1
45	33	1
45	34	0
45	35	0
45	36	0
45	37	1
45	38	0
45	39	0
45	40	1
46	1	1
46	2	0
46	3	1
46	4	1
46	5	1
46	6	1
46	7	1
46	8	0
46	9	0
46	10	1
46	11	0
46	12	0
46	13	1
46	14	1
46	15	0
46	16	0
46	17	1
46	18	1
46	19	1
46	20	0
46	21	1
46	22	1
46	23	1
46	24	0
46	25	1
46	26	1
46	27	1
46	28	1
46	29	1
46	30	0
46	31	1
46	32	1
46	33	1
46	34	0
46	35	0
46	36	1
46	37	1
46	38	1
46	39	1
46	40	0
47	1	1
47	2	1
47	3	0
47	4	0
47	5	0
47	6	0
47	7	1
47	8	1
47	9	1
47	10	1
47	11	1
47	12	1
47	13	0
47	14	0
47	15	0
47	16	1
47	17	0
47	18	0
47	19	1
47	20	0
47	21	1
47	22	1
47	23	1
47	24	1
47	25	0
47	26	1
47	27	0
47	28	1
47	29	1
47	30	1
47	31	1
47	32	1
47	33	0
47	34	1
47	35	1
47	36	0
47	37	1
47	38	0
47	39	1
47	40	1
48	1	0
48	2	1
48	3	1
48	4	0
48	5	0
48	6	0
48	7	0
48	8	1
48	9	0
48	10	0
48	11	0
48	12	0
48	13	0
48	14	0
48	15	0
48	16	1
48	17	0
48	18	0
48	19	0
48	20	0
48	21	1
48	22	1
48	23	0
48	24	1
48	25	0
48	26	1
48	27	1
48	28	1
48	29	1
48	30	0
48	31	1
48	32	0
48	33	0
48	34	0
48	35	1
48	36	0
48	37	1
48	38	0
48	39	1
48	40	0
49	1	0
49	2	1
49	3	0
49	4	0
49	5	0
49	6	0
49	7	1
49	8	1
49	9	0
49	10	1
49	11	0
49	12	1
49	13	0
49	14	1
49	15	0
49	16	1
49	17	0
49	18	1
49	19	1
49	20	0
49	21	1
49	22	1
49	23	0
49	24	1
49	25	0
49	26	1
49	27	1
49	28	0
49	29	1
49	30	0
49	31	1
49	32	1
49	33	1
49	34	1
49	35	1
49	36	0
49	37	1
49	38	0
49	39	0
49	40	1
50	1	1
50	2	0
50	3	1
50	4	0
50	5	0
50	6	0
50	7	0
50	8	0
50	9	0
50	10	1
50	11	0
50	12	0
50	13	0
50	14	0
50	15	0
50	16	0
50	17	0
50	18	0
50	19	1
50	20	0
50	21	1
50	22	1
50	23	1
50	24	0
50	25	0
50	26	0
50	27	0
50	28	0
50	29	1
50	30	0
50	31	0
50	32	1
50	33	1
50	34	0
50	35	0
50	36	0
50	37	0
50	38	0
50	39	0
50	40	0
51	1	1
51	2	1
51	3	0
51	4	0
51	5	0
51	6	0
51	7	1
51	8	1
51	9	1
51	10	1
51	11	1
51	12	1
51	13	0
51	14	0
51	15	0
51	16	1
51	17	0
51	18	0
51	19	1
51	20	0
51	21	1
51	22	1
51	23	1
51	24	1
51	25	0
51	26	1
51	27	0
51	28	1
51	29	1
51	30	1
51	31	1
51	32	1
51	33	0
51	34	1
51	35	1
51	36	0
51	37	1
51	38	0
51	39	1
51	40	1
52	1	0
52	2	1
52	3	0
52	4	0
52	5	0
52	6	0
52	7	1
52	8	1
52	9	0
52	10	1
52	11	0
52	12	1
52	13	0
52	14	1
52	15	0
52	16	1
52	17	0
52	18	1
52	19	1
52	20	0
52	21	1
52	22	1
52	23	0
52	24	1
52	25	0
52	26	1
52	27	1
52	28	0
52	29	1
52	30	0
52	31	1
52	32	1
52	33	1
52	34	1
52	35	1
52	36	0
52	37	1
52	38	0
52	39	0
52	40	1
53	1	0
53	2	1
53	3	0
53	4	0
53	5	0
53	6	0
53	7	1
53	8	1
53	9	1
53	10	1
53	11	1
53	12	1
53	13	0
53	14	0
53	15	0
53	16	1
53	17	0
53	18	0
53	19	0
53	20	0
53	21	1
53	22	1
53	23	0
53	24	1
53	25	0
53	26	1
53	27	0
53	28	1
53	29	1
53	30	1
53	31	1
53	32	0
53	33	0
53	34	1
53	35	1
53	36	0
53	37	1
53	38	0
53	39	1
53	40	0
54	1	0
54	2	1
54	3	1
54	4	0
54	5	0
54	6	0
54	7	1
54	8	1
54	9	0
54	10	1
54	11	0
54	12	0
54	13	1
54	14	1
54	15	0
54	16	1
54	17	0
54	18	1
54	19	0
54	20	0
54	21	1
54	22	1
54	23	0
54	24	1
54	25	0
54	26	1
54	27	1
54	28	1
54	29	1
54	30	0
54	31	1
54	32	0
54	33	1
54	34	0
54	35	1
54	36	0
54	37	1
54	38	0
54	39	1
54	40	0
55	1	0
55	2	1
55	3	0
55	4	0
55	5	0
55	6	0
55	7	0
55	8	1
55	9	1
55	10	0
55	11	1
55	12	1
55	13	0
55	14	0
55	15	0
55	16	1
55	17	0
55	18	0
55	19	0
55	20	0
55	21	1
55	22	1
55	23	0
55	24	1
55	25	0
55	26	1
55	27	0
55	28	1
55	29	1
55	30	1
55	31	1
55	32	1
55	33	0
55	34	0
55	35	1
55	36	0
55	37	1
55	38	0
55	39	1
55	40	1
56	1	1
56	2	1
56	3	1
56	4	0
56	5	0
56	6	0
56	7	1
56	8	1
56	9	1
56	10	1
56	11	1
56	12	1
56	13	0
56	14	0
56	15	0
56	16	0
56	17	0
56	18	0
56	19	1
56	20	0
56	21	1
56	22	1
56	23	1
56	24	0
56	25	0
56	26	1
56	27	0
56	28	0
56	29	1
56	30	1
56	31	0
56	32	1
56	33	1
56	34	0
56	35	0
56	36	0
56	37	0
56	38	0
56	39	1
56	40	0
57	1	0
57	2	1
57	3	1
57	4	0
57	5	0
57	6	0
57	7	1
57	8	1
57	9	0
57	10	1
57	11	0
57	12	0
57	13	1
57	14	1
57	15	0
57	16	1
57	17	0
57	18	1
57	19	0
57	20	0
57	21	1
57	22	1
57	23	0
57	24	1
57	25	0
57	26	1
57	27	1
57	28	1
57	29	1
57	30	0
57	31	1
57	32	0
57	33	1
57	34	0
57	35	1
57	36	0
57	37	1
57	38	0
57	39	1
57	40	0
58	1	1
58	2	1
58	3	1
58	4	0
58	5	0
58	6	0
58	7	1
58	8	1
58	9	1
58	10	1
58	11	1
58	12	1
58	13	1
58	14	1
58	15	0
58	16	1
58	17	0
58	18	1
58	19	1
58	20	0
58	21	1
58	22	1
58	23	1
58	24	1
58	25	0
58	26	1
58	27	1
58	28	1
58	29	1
58	30	1
58	31	1
58	32	1
58	33	1
58	34	1
58	35	1
58	36	0
58	37	1
58	38	0
58	39	1
58	40	1
59	1	1
59	2	1
59	3	1
59	4	1
59	5	1
59	6	1
59	7	1
59	8	1
59	9	0
59	10	1
