p	L_p
561	5
562	3
563	4
564	5
565	4
566	4
567	9
568	8
569	8
570	9
571	3
572	4
573	3
574	4
575	2
576	1
577	5
578	2
579	6
580	3
581	3
582	5
583	8
584	7
585	4
586	6
587	5
588	3
589	3
590	10
591	8
592	1
593	4
594	8
595	2
596	2
597	2
598	3
599	8
600	3
601	9
602	1
603	1
604	2
605	10
606	10
607	2
608	2
609	4
610	10
611	8
612	5
613	4
614	5
615	2
616	5
617	1
618	5
619	5
620	8
621	2
622	3
623	8
624	2
625	10
626	3
627	9
628	4
629	2
630	5
631	3
632	4
633	2
634	2
635	3
636	8
637	6
638	7
639	6
640	4
641	3
642	10
643	3
644	3
645	3
646	4
647	2
648	3
649	4
650	2
651	1
652	4
653	8
654	9
655	1
656	8
657	1
658	7
659	5
660	3
661	5
662	10
663	1
664	2
665	4
666	5
667	4
668	4
669	3
670	3
671	7
672	4
673	8
674	9
675	2
676	3
677	1
678	7
679	3
680	6
681	2
682	10
683	4
684	8
685	4
686	4
687	5
688	3
689	2
690	7
691	2
692	2
693	8
694	6
695	3
696	5
697	4
698	3
699	3
700	6
701	2
702	3
703	3
704	4
705	6
706	10
707	7
708	3
709	3
710	7
711	1
712	9
713	4
714	2
715	2
716	2
717	9
718	1
719	8
720	1
721	10
722	2
723	1
724	4
725	7
726	6
727	2
728	3
729	5
730	9
731	2
732	5
733	9
734	7
735	1
736	5
737	8
738	1
739	3
740	1
741	5
742	3
743	4
744	4
745	4
746	1
747	2
748	2
749	7
750	9
751	1
752	7
753	2
754	8
755	3
756	2
757	7
758	2
759	10
760	1
761	6
762	2
763	4
764	10
765	5
766	6
767	6
768	4
769	10
770	3
771	3
772	2
773	3
774	8
775	4
776	10
777	8
778	2
779	6
780	5
781	2
782	9
783	5
784	5
785	1
786	7
787	1
788	2
789	2
790	4
791	2
792	1
793	10
794	2
795	4
796	6
797	9
798	2
799	2
800	1
801	5
802	4
803	7
804	2
805	1
806	3
807	4
808	2
809	7
810	3
811	3
812	3
813	9
814	3
815	8
816	2
817	1
818	1
819	1
820	8
821	1
822	3
823	7
824	5
825	1
826	3
827	6
828	2
829	4
830	1
831	5
832	3
833	5
834	1
835	2
836	1
837	6
838	6
839	10
840	7
841	9
842	5
843	3
844	9
845	5
846	2
847	2
848	2
849	8
850	7
851	4
852	4
853	1
854	3
855	3
856	4
857	3
858	7
859	2
860	2
861	9
862	3
863	2
864	3
865	2
866	7
867	4
868	9
869	4
870	10
871	1
872	10
873	3
874	5
875	4
876	7
877	8
878	4
879	4
880	1
881	2
882	8
883	10
884	2
885	2
886	9
887	1
888	2
889	1
890	3
891	3
892	2
893	5
894	3
895	3
896	2
897	7
898	5
899	9
900	3
901	2
902	2
903	6
904	10
905	10
906	2
907	4
908	5
909	4
910	3
911	2
912	1
913	7
914	6
915	2
916	2
917	2
918	3
919	2
920	3
921	4
922	2
923	8
924	7
925	6
926	4
927	9
928	6
929	10
930	3
931	8
932	7
933	2
934	3
935	3
936	2
937	2
938	6
939	3
940	7
941	3
942	7
943	9
944	1
945	10
946	8
947	8
948	8
949	2
950	4
951	2
952	7
953	2
954	7
955	3
956	8
957	5
958	1
959	7
960	3
961	4
962	4
963	4
964	1
965	10
966	5
967	2
968	3
969	6
970	1
971	2
972	2
973	5
974	7
975	5
976	2
977	2
978	4
979	1
980	7
981	3
982	2
983	10
984	7
985	3
986	3
987	1
988	5
989	1
990	8
991	6
992	8
993	2
994	1
995	6
996	4
997	7
998	3
999	6
1000	8
