p	r	R_p
38	3	1
38	4	1
38	5	1
38	6	1
38	7	1
38	8	1
39	1	1
39	2	0
39	3	1
39	4	1
39	5	1
39	6	1
39	7	1
39	8	1
40	1	1
40	2	1
40	3	1
40	4	1
40	5	1
40	6	1
40	7	1
40	8	1
41	1	1
41	2	1
41	3	1
41	4	1
41	5	1
41	6	1
41	7	1
41	8	1
42	1	1
42	2	1
42	3	1
42	4	1
42	5	1
42	6	1
42	7	1
42	8	0
43	1	1
43	2	1
43	3	0
43	4	1
43	5	1
43	6	0
43	7	0
43	8	0
44	1	1
44	2	1
44	3	0
44	4	1
44	5	1
44	6	0
44	7	0
44	8	1
45	1	1
45	2	1
45	3	0
45	4	1
45	5	1
45	6	0
45	7	0
45	8	1
46	1	1
46	2	1
46	3	1
46	4	1
46	5	1
46	6	1
46	7	1
46	8	1
47	1	1
47	2	1
47	3	1
47	4	1
47	5	1
47	6	1
47	7	1
47	8	1
48	1	1
48	2	1
48	3	1
48	4	1
48	5	1
48	6	1
48	7	1
48	8	1
49	1	1
49	2	1
49	3	1
49	4	1
49	5	1
49	6	1
49	7	1
49	8	1
50	1	1
50	2	1
50	3	0
50	4	1
50	5	1
50	6	0
50	7	0
50	8	1
51	1	1
51	2	1
51	3	1
51	4	1
51	5	1
51	6	1
51	7	1
51	8	1
52	1	1
52	2	1
52	3	1
52	4	1
52	5	0
52	6	1
52	7	0
52	8	1
53	1	1
53	2	1
53	3	0
53	4	1
53	5	1
53	6	0
53	7	0
53	8	1
54	1	1
54	2	1
54	3	1
54	4	1
54	5	1
54	6	1
54	7	1
54	8	1
55	1	1
55	2	1
55	3	0
55	4	1
55	5	1
55	6	0
55	7	0
55	8	1
56	1	1
56	2	1
56	3	0
56	4	1
56	5	1
56	6	0
56	7	0
56	8	1
57	1	1
57	2	1
57	3	1
57	4	1
57	5	1
57	6	1
57	7	1
57	8	1
58	1	1
58	2	1
58	3	0
58	4	1
58	5	1
58	6	0
58	7	0
58	8	1
59	1	1
59	2	1
59	3	1
59	4	1
59	5	1
59	6	1
59	7	1
59	8	0
60	1	1
60	2	1
60	3	1
60	4	1
60	5	1
60	6	1
60	7	1
60	8	1
61	1	1
61	2	1
61	3	1
61	4	1
61	5	1
61	6	1
61	7	1
61	8	1
62	1	1
62	2	1
62	3	1
62	4	1
62	5	1
62	6	1
62	7	1
62	8	1
63	1	1
63	2	1
63	3	1
63	4	1
63	5	1
63	6	1
63	7	1
63	8	1
64	1	1
64	2	1
64	3	0
64	4	1
64	5	1
64	6	0
64	7	0
64	8	1
65	1	1
65	2	1
65	3	0
65	4	1
65	5	1
65	6	0
65	7	0
65	8	1
66	1	1
66	2	1
66	3	1
66	4	1
66	5	1
66	6	1
66	7	1
66	8	1
67	1	1
67	2	1
67	3	1
67	4	1
67	5	1
67	6	1
67	7	1
67	8	1
68	1	1
68	2	1
68	3	0
68	4	1
68	5	1
68	6	0
68	7	0
68	8	1
69	1	1
69	2	1
69	3	1
69	4	1
69	5	1
69	6	1
69	7	1
69	8	1
70	1	1
70	2	1
70	3	1
70	4	1
70	5	1
70	6	1
70	7	1
70	8	1
71	1	1
71	2	1
71	3	0
71	4	1
71	5	0
71	6	0
71	7	0
71	8	0
72	1	1
72	2	0
72	3	1
72	4	1
72	5	1
72	6	1
72	7	1
72	8	0
73	1	1
73	2	0
73	3	1
73	4	1
73	5	1
73	6	1
73	7	1
73	8	1
74	1	1
74	2	1
74	3	1
74	4	1
74	5	1
74	6	1
74	7	1
74	8	1
75	1	1
75	2	1
75	3	1
75	4	1
75	5	1
75	6	1
75	7	1
75	8	1
76	1	1
76	2	1
76	3	1
76	4	1
76	5	1
76	6	1
76	7	1
76	8	1
77	1	1
77	2	1
77	3	1
77	4	1
77	5	1
77	6	1
77	7	1
77	8	1
78	1	1
78	2	1
78	3	0
78	4	1
78	5	1
78	6	0
78	7	0
78	8	1
79	1	1
79	2	1
79	3	1
79	4	1
79	5	1
79	6	1
79	7	1
79	8	1
80	1	1
80	2	1
80	3	1
80	4	1
80	5	1
80	6	0
80	7	0
80	8	1
81	1	1
81	2	1
81	3	1
81	4	1
81	5	1
81	6	1
81	7	1
81	8	1
82	1	1
82	2	1
82	3	0
82	4	1
82	5	1
82	6	0
82	7	0
82	8	1
83	1	1
83	2	1
83	3	1
83	4	1
83	5	1
83	6	1
83	7	1
83	8	1
84	1	1
84	2	1
84	3	1
84	4	1
84	5	1
84	6	1
84	7	1
84	8	1
85	1	1
85	2	1
85	3	0
85	4	1
85	5	1
85	6	0
85	7	0
85	8	1
86	1	1
86	2	1
86	3	1
86	4	1
86	5	0
86	6	1
86	7	0
86	8	1
87	1	1
87	2	0
87	3	1
87	4	1
87	5	0
87	6	1
87	7	0
87	8	1
88	1	1
88	2	1
88	3	1
88	4	1
88	5	1
88	6	1
88	7	1
88	8	1
89	1	1
89	2	1
89	3	0
89	4	1
89	5	0
89	6	0
89	7	0
89	8	1
90	1	1
90	2	1
90	3	1
90	4	1
90	5	1
90	6	1
90	7	1
90	8	1
91	1	1
91	2	1
91	3	0
91	4	1
91	5	1
91	6	0
91	7	0
91	8	1
92	1	1
92	2	1
92	3	0
92	4	1
92	5	1
92	6	0
92	7	0
92	8	1
93	1	1
93	2	1
93	3	0
93	4	1
93	5	1
93	6	0
93	7	0
93	8	1
94	1	1
94	2	1
94	3	1
94	4	1
94	5	1
94	6	1
94	7	1
94	8	1
95	1	1
95	2	1
95	3	0
95	4	1
95	5	1
95	6	0
95	7	0
95	8	1
96	1	1
96	2	1
96	3	0
96	4	1
96	5	1
96	6	0
96	7	0
96	8	1
97	1	1
97	2	1
97	3	1
97	4	1
97	5	1
97	6	1
97	7	1
97	8	1
98	1	1
98	2	1
98	3	1
98	4	1
98	5	1
98	6	1
98	7	1
98	8	1
99	1	1
99	2	1
99	3	1
99	4	1
99	5	0
99	6	0
99	7	0
99	8	1
100	1	1
100	2	1
100	3	0
100	4	1
100	5	1
100	6	0
100	7	0
100	8	1
