p	r	C_pr
55	1	60
55	2	50
55	3	60
55	4	50
55	5	70
55	6	50
55	7	60
55	8	50
56	1	80
56	2	70
56	3	100
56	4	60
56	5	80
56	6	70
56	7	100
56	8	70
57	1	50
57	2	50
57	3	50
57	4	50
57	5	50
57	6	50
57	7	50
57	8	50
58	1	70
58	2	70
58	3	100
58	4	50
58	5	90
58	6	70
58	7	100
58	8	50
59	1	80
59	2	70
59	3	80
59	4	80
59	5	80
59	6	70
59	7	80
59	8	50
60	1	70
60	2	70
60	3	90
60	4	70
60	5	70
60	6	70
60	7	90
60	8	50
61	1	70
61	2	70
61	3	90
61	4	70
61	5	90
61	6	70
61	7	90
61	8	50
62	1	90
62	2	90
62	3	100
62	4	50
62	5	110
62	6	90
62	7	100
62	8	70
63	1	70
63	2	70
63	3	70
63	4	70
63	5	90
63	6	70
63	7	70
63	8	50
64	1	80
64	2	70
64	3	80
64	4	60
64	5	80
64	6	70
64	7	80
64	8	50
65	1	70
65	2	70
65	3	100
65	4	50
65	5	70
65	6	70
65	7	100
65	8	50
66	1	50
66	2	50
66	3	60
66	4	50
66	5	50
66	6	50
66	7	60
66	8	50
67	1	80
67	2	70
67	3	100
67	4	70
67	5	90
67	6	70
67	7	100
67	8	50
68	1	50
68	2	50
68	3	80
68	4	50
68	5	70
68	6	50
68	7	80
68	8	50
69	1	100
69	2	90
69	3	120
69	4	50
69	5	90
69	6	90
69	7	120
69	8	70
70	1	80
70	2	70
70	3	80
70	4	50
70	5	90
70	6	70
70	7	80
70	8	70
71	1	60
71	2	50
71	3	60
71	4	70
71	5	70
71	6	50
71	7	60
71	8	50
72	1	90
72	2	90
72	3	90
72	4	50
72	5	90
72	6	90
72	7	90
72	8	70
73	1	90
73	2	90
73	3	90
73	4	50
73	5	90
73	6	90
73	7	90
73	8	70
74	1	70
74	2	70
74	3	90
74	4	50
74	5	90
74	6	70
74	7	90
74	8	70
75	1	70
75	2	70
75	3	80
75	4	70
75	5	70
75	6	70
75	7	80
75	8	50
76	1	70
76	2	70
76	3	80
76	4	50
76	5	90
76	6	70
76	7	80
76	8	70
77	1	50
77	2	50
77	3	50
77	4	70
77	5	50
77	6	50
77	7	50
77	8	50
78	1	80
78	2	70
78	3	80
78	4	80
78	5	100
78	6	70
78	7	80
78	8	50
79	1	70
79	2	70
79	3	70
79	4	50
79	5	90
79	6	70
79	7	70
79	8	70
80	1	70
80	2	70
80	3	90
80	4	50
80	5	70
80	6	70
80	7	90
80	8	70
81	1	70
81	2	70
81	3	80
81	4	50
81	5	90
81	6	70
81	7	80
81	8	50
82	1	70
82	2	70
82	3	70
82	4	70
82	5	70
82	6	70
82	7	70
82	8	50
83	1	90
83	2	90
83	3	100
83	4	50
83	5	110
83	6	90
83	7	100
83	8	70
84	1	70
84	2	70
84	3	100
84	4	50
84	5	90
84	6	70
84	7	100
84	8	70
85	1	50
85	2	50
85	3	50
85	4	70
85	5	70
85	6	50
85	7	50
85	8	50
86	1	80
86	2	70
86	3	100
86	4	60
86	5	80
86	6	70
86	7	100
86	8	50
87	1	60
87	2	50
87	3	80
87	4	80
87	5	60
87	6	50
87	7	80
87	8	50
88	1	70
88	2	70
88	3	90
88	4	50
88	5	70
88	6	70
88	7	90
88	8	50
89	1	50
89	2	50
89	3	80
89	4	50
89	5	70
89	6	50
89	7	80
89	8	50
90	1	60
90	2	50
90	3	60
90	4	80
90	5	60
90	6	50
90	7	60
90	8	50
91	1	60
91	2	50
91	3	60
91	4	60
91	5	80
91	6	50
91	7	60
91	8	50
92	1	50
92	2	50
92	3	80
92	4	70
92	5	50
92	6	50
92	7	80
92	8	50
93	1	50
93	2	50
93	3	60
93	4	50
93	5	50
93	6	50
93	7	60
93	8	50
94	1	80
94	2	70
94	3	80
94	4	80
94	5	80
94	6	70
94	7	80
94	8	50
95	1	60
95	2	50
95	3	80
95	4	50
95	5	50
95	6	50
95	7	80
95	8	50
96	1	70
96	2	70
96	3	70
96	4	50
96	5	90
96	6	70
96	7	70
96	8	70
97	1	90
97	2	90
97	3	100
97	4	50
97	5	90
97	6	90
97	7	100
97	8	70
98	1	60
98	2	50
98	3	60
98	4	70
98	5	50
98	6	50
98	7	60
98	8	50
99	1	60
99	2	50
99	3	80
99	4	70
99	5	70
99	6	50
99	7	80
99	8	50
100	1	60
100	2	50
100	3	80
100	4	50
100	5	70
100	6	50
100	7	80
100	8	50
101	1	80
101	2	70
101	3	80
101	4	70
101	5	70
101	6	70
101	7	80
101	8	50
102	1	60
102	2	50
102	3	60
102	4	80
102	5	80
102	6	50
102	7	60
102	8	50
103	1	70
103	2	70
103	3	100
103	4	70
103	5	90
103	6	70
103	7	100
103	8	50
104	1	50
104	2	50
104	3	50
104	4	70
104	5	50
104	6	50
104	7	50
104	8	50
105	1	80
105	2	70
105	3	80
105	4	60
105	5	100
105	6	70
105	7	80
105	8	70
106	1	50
106	2	50
106	3	60
106	4	50
106	5	70
106	6	50
106	7	60
106	8	50
107	1	80
107	2	70
107	3	100
107	4	60
107	5	100
107	6	70
107	7	100
107	8	50
108	1	50
108	2	50
108	3	60
108	4	70
108	5	50
108	6	50
108	7	60
108	8	50
109	1	80
109	2	70
109	3	80
109	4	70
109	5	90
109	6	70
109	7	80
109	8	50
110	1	70
110	2	70
110	3	100
110	4	50
110	5	90
110	6	70
110	7	100
110	8	50
111	1	70
111	2	70
111	3	90
111	4	50
111	5	90
111	6	70
111	7	90
111	8	70
112	1	50
112	2	50
112	3	70
112	4	50
112	5	70
112	6	50
112	7	70
112	8	50
113	1	100
113	2	90
113	3	100
113	4	60
113	5	100
113	6	90
113	7	100
113	8	70
114	1	60
114	2	50
114	3	60
114	4	80
114	5	60
114	6	50
114	7	60
114	8	50
115	1	80
115	2	70
115	3	80
115	4	60
115	5	100
115	6	70
115	7	80
115	8	50
116	1	70
116	2	70
116	3	90
116	4	70
116	5	70
116	6	70
116	7	90
116	8	50
117	1	50
117	2	50
117	3	70
117	4	50
117	5	70
117	6	50
117	7	70
117	8	50
118	1	60
118	2	50
118	3	80
118	4	80
118	5	60
118	6	50
118	7	80
118	8	50
119	1	50
119	2	50
119	3	70
119	4	70
119	5	50
119	6	50
119	7	70
119	8	50
120	1	90
120	2	90
120	3	110
120	4	50
120	5	110
120	6	90
120	7	110
120	8	70
121	1	100
121	2	90
121	3	100
121	4	50
121	5	110
121	6	90
121	7	100
121	8	70
122	1	60
122	2	50
122	3	80
122	4	80
122	5	80
122	6	50
122	7	80
122	8	50
123	1	50
123	2	50
123	3	60
123	4	50
123	5	50
123	6	50
123	7	60
123	8	50
124	1	100
124	2	90
124	3	120
124	4	60
124	5	100
124	6	90
124	7	120
124	8	70
125	1	50
125	2	50
125	3	60
125	4	70
125	5	50
125	6	50
125	7	60
125	8	50
126	1	80
126	2	70
126	3	100
126	4	70
126	5	70
126	6	70
126	7	100
126	8	50
127	1	90
127	2	90
127	3	110
127	4	50
127	5	90
127	6	90
127	7	110
127	8	70
128	1	80
128	2	70
128	3	100
128	4	80
128	5	80
128	6	70
128	7	100
128	8	50
129	1	50
129	2	50
129	3	60
129	4	50
129	5	50
129	6	50
129	7	60
129	8	50
130	1	80
130	2	70
130	3	80
130	4	60
130	5	100
130	6	70
130	7	80
130	8	50
131	1	60
131	2	50
131	3	80
131	4	60
131	5	80
131	6	50
131	7	80
131	8	50
132	1	70
132	2	70
132	3	80
132	4	50
132	5	70
132	6	70
132	7	80
132	8	70
133	1	80
133	2	70
133	3	100
133	4	60
133	5	100
133	6	70
133	7	100
133	8	70
134	1	70
134	2	70
134	3	70
134	4	50
134	5	90
134	6	70
134	7	70
134	8	70
135	1	70
135	2	70
135	3	100
135	4	50
135	5	70
135	6	70
135	7	100
135	8	70
136	1	70
136	2	70
136	3	80
136	4	70
136	5	90
136	6	70
136	7	80
136	8	50
137	1	70
137	2	70
137	3	70
137	4	50
137	5	70
137	6	70
137	7	70
137	8	70
138	1	80
138	2	70
138	3	100
138	4	60
138	5	80
138	6	70
138	7	100
138	8	50
139	1	70
139	2	70
139	3	100
139	4	50
139	5	70
139	6	70
139	7	100
139	8	50
140	1	70
140	2	70
140	3	90
140	4	50
140	5	70
140	6	70
140	7	90
140	8	70
141	1	70
141	2	70
141	3	90
141	4	70
141	5	70
141	6	70
141	7	90
141	8	50
142	1	80
142	2	70
142	3	100
142	4	60
142	5	80
142	6	70
142	7	100
142	8	50
143	1	60
143	2	50
143	3	80
143	4	60
143	5	80
143	6	50
143	7	80
143	8	50
144	1	80
144	2	70
144	3	80
144	4	70
144	5	70
144	6	70
144	7	80
144	8	50
145	1	80
145	2	70
145	3	100
145	4	50
145	5	70
145	6	70
145	7	100
145	8	50
146	1	60
146	2	50
146	3	60
146	4	50
146	5	50
146	6	50
146	7	60
146	8	50
147	1	50
147	2	50
147	3	70
147	4	70
147	5	70
147	6	50
147	7	70
147	8	50
148	1	50
148	2	50
148	3	80
148	4	50
148	5	50
148	6	50
148	7	80
148	8	50
149	1	70
149	2	70
149	3	70
149	4	50
149	5	70
149	6	70
149	7	70
149	8	50
150	1	50
150	2	50
150	3	60
150	4	70
150	5	70
150	6	50
150	7	60
150	8	50
151	1	50
151	2	50
151	3	60
151	4	50
151	5	70
151	6	50
151	7	60
151	8	50
152	1	50
152	2	50
152	3	50
152	4	70
152	5	50
152	6	50
152	7	50
152	8	50
153	1	50
153	2	50
153	3	70
153	4	50
153	5	50
153	6	50
153	7	70
153	8	50
154	1	60
154	2	50
154	3	80
154	4	80
154	5	80
154	6	50
154	7	80
154	8	50
155	1	80
155	2	70
155	3	100
155	4	50
155	5	70
155	6	70
155	7	100
155	8	70
156	1	70
156	2	70
156	3	70
156	4	50
156	5	70
156	6	70
156	7	70
156	8	70
157	1	70
157	2	70
157	3	100
157	4	50
157	5	70
157	6	70
157	7	100
157	8	70
158	1	80
158	2	70
158	3	100
158	4	60
158	5	80
158	6	70
158	7	100
158	8	50
159	1	70
159	2	70
159	3	90
159	4	50
159	5	70
159	6	70
159	7	90
159	8	70
160	1	50
160	2	50
160	3	70
160	4	50
160	5	70
160	6	50
160	7	70
160	8	50
161	1	70
161	2	70
161	3	90
161	4	50
161	5	70
161	6	70
161	7	90
161	8	70
162	1	80
162	2	70
162	3	80
162	4	60
162	5	100
162	6	70
162	7	80
162	8	50
163	1	80
163	2	70
163	3	100
163	4	60
163	5	100
163	6	70
163	7	100
163	8	50
164	1	80
164	2	70
164	3	100
164	4	60
164	5	80
164	6	70
164	7	100
164	8	70
165	1	100
165	2	90
165	3	120
165	4	60
165	5	120
165	6	90
165	7	120
165	8	70
166	1	70
166	2	70
166	3	80
166	4	50
166	5	70
166	6	70
166	7	80
166	8	50
167	1	50
167	2	50
167	3	60
167	4	70
167	5	50
167	6	50
167	7	60
167	8	50
168	1	100
168	2	90
168	3	100
168	4	60
168	5	120
168	6	90
168	7	100
168	8	70
169	1	90
169	2	90
169	3	120
169	4	50
169	5	110
169	6	90
169	7	120
169	8	70
170	1	60
170	2	50
170	3	60
170	4	80
170	5	80
170	6	50
170	7	60
170	8	50
171	1	80
171	2	70
171	3	80
171	4	60
171	5	80
171	6	70
171	7	80
171	8	70
172	1	80
172	2	70
172	3	100
172	4	80
172	5	100
172	6	70
172	7	100
172	8	50
173	1	80
173	2	70
173	3	100
173	4	60
173	5	100
173	6	70
173	7	100
173	8	50
174	1	70
174	2	70
174	3	80
174	4	50
174	5	70
174	6	70
174	7	80
174	8	50
175	1	90
175	2	90
175	3	110
175	4	50
175	5	110
175	6	90
175	7	110
175	8	70
176	1	70
176	2	70
176	3	100
176	4	70
176	5	70
176	6	70
176	7	100
176	8	50
177	1	70
177	2	70
177	3	80
177	4	70
177	5	70
177	6	70
177	7	80
177	8	50
178	1	80
178	2	70
178	3	80
178	4	80
178	5	100
178	6	70
178	7	80
178	8	50
179	1	90
179	2	90
179	3	110
179	4	50
179	5	90
179	6	90
179	7	110
179	8	70
180	1	60
180	2	50
180	3	60
180	4	50
180	5	50
180	6	50
180	7	60
180	8	50
181	1	70
181	2	70
181	3	90
181	4	50
181	5	90
181	6	70
181	7	90
181	8	70
182	1	50
182	2	50
182	3	70
182	4	50
182	5	70
182	6	50
182	7	70
182	8	50
183	1	50
183	2	50
183	3	70
183	4	50
183	5	70
183	6	50
183	7	70
183	8	50
184	1	60
184	2	50
184	3	80
184	4	70
184	5	70
184	6	50
184	7	80
184	8	50
185	1	60
185	2	50
185	3	60
185	4	60
185	5	60
185	6	50
185	7	60
185	8	50
186	1	90
186	2	90
186	3	100
186	4	50
186	5	90
186	6	90
186	7	100
186	8	70
187	1	100
187	2	90
187	3	100
187	4	50
187	5	90
187	6	90
187	7	100
187	8	70
188	1	100
188	2	90
188	3	120
188	4	60
188	5	100
188	6	90
188	7	120
188	8	70
189	1	70
189	2	70
189	3	100
189	4	50
189	5	70
189	6	70
189	7	100
189	8	70
190	1	100
190	2	90
190	3	100
190	4	50
190	5	110
190	6	90
190	7	100
190	8	70
191	1	80
191	2	70
191	3	80
191	4	80
191	5	80
191	6	70
191	7	80
191	8	50
192	1	50
192	2	50
192	3	70
192	4	70
192	5	70
192	6	50
192	7	70
192	8	50
193	1	60
193	2	50
193	3	80
193	4	50
193	5	70
193	6	50
193	7	80
193	8	50
194	1	80
194	2	70
194	3	80
194	4	60
194	5	80
194	6	70
194	7	80
194	8	50
195	1	80
195	2	70
195	3	100
195	4	60
195	5	100
195	6	70
195	7	100
195	8	50
196	1	70
196	2	70
196	3	100
196	4	50
196	5	70
196	6	70
196	7	100
196	8	70
197	1	80
197	2	70
197	3	80
197	4	80
197	5	100
197	6	70
197	7	80
197	8	50
198	1	90
198	2	90
198	3	110
198	4	50
198	5	110
198	6	90
198	7	110
198	8	70
199	1	60
199	2	50
199	3	60
199	4	60
199	5	60
199	6	50
199	7	60
199	8	50
200	1	70
200	2	70
200	3	100
200	4	50
200	5	70
200	6	70
200	7	100
200	8	50
