p	d	Pr(p,d)
30	5	0.15
31	1	1.00
31	2	1.00
31	3	1.00
31	4	1.00
31	5	0.81
32	1	1.00
32	2	1.00
32	3	1.00
32	4	1.00
32	5	1.00
32	6	1.00
32	7	1.00
32	8	1.00
32	9	1.00
32	10	0.63
33	1	1.00
33	2	0.61
34	1	1.00
34	2	1.00
34	3	1.00
34	4	1.00
34	5	0.29
35	1	1.00
35	2	1.00
35	3	0.42
36	1	1.00
36	2	1.00
36	3	0.68
37	1	1.00
37	2	1.00
37	3	1.00
37	4	0.64
38	1	1.00
38	2	1.00
38	3	1.00
38	4	1.00
38	5	1.00
38	6	0.29
39	1	1.00
39	2	1.00
39	3	1.00
39	4	0.88
40	1	1.00
40	2	1.00
40	3	1.00
40	4	1.00
40	5	1.00
40	6	1.00
40	7	1.00
40	8	1.00
40	9	1.00
40	10	0.13
41	1	1.00
41	2	1.00
41	3	1.00
41	4	0.99
42	1	1.00
42	2	1.00
42	3	0.17
43	1	1.00
43	2	1.00
43	3	1.00
43	4	1.00
43	5	0.17
44	1	1.00
44	2	0.41
45	1	1.00
45	2	1.00
45	3	1.00
45	4	1.00
45	5	1.00
45	6	1.00
45	7	1.00
45	8	1.00
45	9	1.00
45	10	1.00
45	11	0.24
46	1	1.00
46	2	1.00
46	3	1.00
46	4	1.00
46	5	1.00
46	6	1.00
46	7	1.00
46	8	1.00
46	9	1.00
46	10	1.00
46	11	0.06
47	1	1.00
47	2	1.00
47	3	1.00
47	4	0.80
48	1	1.00
48	2	1.00
48	3	0.62
49	1	1.00
49	2	1.00
49	3	0.28
50	1	1.00
50	2	1.00
50	3	1.00
50	4	1.00
50	5	1.00
50	6	0.58
51	1	1.00
51	2	1.00
51	3	1.00
51	4	1.00
51	5	1.00
51	6	1.00
51	7	1.00
51	8	1.00
51	9	1.00
51	10	1.00
51	11	0.28
52	1	1.00
52	2	1.00
52	3	0.26
53	1	1.00
53	2	1.00
53	3	1.00
53	4	1.00
53	5	0.73
54	1	1.00
54	2	0.62
55	1	1.00
55	2	1.00
55	3	0.45
56	1	1.00
56	2	1.00
56	3	0.29
57	1	1.00
57	2	0.54
58	1	1.00
58	2	1.00
58	3	1.00
58	4	1.00
58	5	0.09
59	1	1.00
59	2	1.00
59	3	1.00
59	4	1.00
59	5	1.00
59	6	1.00
59	7	1.00
59	8	1.00
59	9	0.71
60	1	1.00
60	2	1.00
60	3	1.00
60	4	1.00
60	5	1.00
60	6	1.00
60	7	0.02
61	1	1.00
61	2	1.00
61	3	1.00
61	4	0.10
62	1	1.00
62	2	0.83
63	1	1.00
63	2	1.00
63	3	1.00
63	4	0.85
64	1	1.00
64	2	1.00
64	3	1.00
64	4	1.00
64	5	1.00
64	6	1.00
64	7	1.00
64	8	0.03
65	1	1.00
65	2	1.00
65	3	1.00
65	4	1.00
65	5	1.00
65	6	1.00
65	7	0.06
66	1	1.00
66	2	1.00
66	3	1.00
66	4	0.16
67	1	1.00
67	2	1.00
67	3	1.00
67	4	0.53
68	1	1.00
68	2	1.00
68	3	0.66
69	1	1.00
69	2	1.00
69	3	0.70
70	1	1.00
70	2	1.00
70	3	1.00
70	4	0.35
71	1	1.00
71	2	1.00
71	3	1.00
71	4	1.00
71	5	1.00
71	6	1.00
71	7	1.00
71	8	0.78
72	1	1.00
72	2	1.00
72	3	1.00
72	4	1.00
72	5	1.00
72	6	1.00
72	7	1.00
72	8	0.06
73	1	1.00
73	2	1.00
73	3	1.00
73	4	1.00
73	5	1.00
73	6	1.00
73	7	1.00
73	8	0.50
74	1	1.00
74	2	1.00
74	3	0.77
75	1	1.00
75	2	1.00
75	3	0.91
76	1	1.00
76	2	1.00
76	3	1.00
76	4	1.00
76	5	0.45
77	1	1.00
77	2	1.00
77	3	1.00
77	4	0.19
78	1	1.00
78	2	1.00
78	3	1.00
78	4	0.50
79	1	1.00
79	2	1.00
79	3	1.00
79	4	1.00
79	5	1.00
79	6	1.00
79	7	0.25
80	1	1.00
80	2	1.00
80	3	1.00
80	4	1.00
80	5	0.55
81	1	1.00
81	2	0.78
82	1	1.00
82	2	1.00
82	3	0.61
83	1	1.00
83	2	1.00
83	3	0.48
84	1	1.00
84	2	1.00
84	3	1.00
84	4	1.00
84	5	0.55
85	1	1.00
85	2	1.00
85	3	1.00
85	4	1.00
85	5	1.00
85	6	1.00
85	7	1.00
85	8	1.00
85	9	1.00
85	10	1.00
85	11	0.70
86	1	1.00
86	2	1.00
86	3	1.00
86	4	0.54
87	1	1.00
87	2	1.00
87	3	1.00
87	4	1.00
87	5	1.00
87	6	1.00
87	7	1.00
87	8	1.00
87	9	1.00
87	10	0.54
88	1	1.00
88	2	1.00
88	3	0.29
89	1	1.00
89	2	1.00
89	3	1.00
89	4	1.00
89	5	0.91
90	1	1.00
90	2	0.76
91	1	1.00
91	2	1.00
91	3	1.00
91	4	1.00
91	5	1.00
91	6	1.00
91	7	0.37
92	1	1.00
92	2	0.51
93	1	1.00
93	2	1.00
93	3	1.00
93	4	1.00
93	5	1.00
93	6	0.73
94	1	1.00
94	2	1.00
94	3	1.00
94	4	1.00
94	5	0.68
95	1	1.00
95	2	1.00
95	3	0.44
96	1	1.00
96	2	1.00
96	3	1.00
96	4	0.24
97	1	1.00
97	2	1.00
97	3	1.00
97	4	0.50
98	1	1.00
98	2	1.00
98	3	0.21
99	1	1.00
99	2	1.00
99	3	1.00
99	4	1.00
99	5	0.94
100	1	1.00
100	2	1.00
100	3	1.00
100	4	1.00
100	5	0.70
101	1	1.00
101	2	1.00
101	3	1.00
101	4	1.00
101	5	1.00
101	6	1.00
101	7	1.00
101	8	1.00
101	9	0.39
102	1	1.00
102	2	1.00
102	3	1.00
102	4	1.00
102	5	0.77
103	1	1.00
103	2	1.00
103	3	1.00
103	4	1.00
103	5	1.00
103	6	1.00
103	7	1.00
103	8	1.00
103	9	1.00
103	10	1.00
103	11	0.15
104	1	1.00
104	2	1.00
104	3	0.36
105	1	1.00
105	2	1.00
105	3	1.00
105	4	1.00
105	5	1.00
105	6	1.00
105	7	0.02
106	1	1.00
106	2	1.00
106	3	1.00
106	4	0.55
107	1	1.00
107	2	1.00
107	3	1.00
107	4	1.00
107	5	1.00
107	6	1.00
107	7	0.65
108	1	1.00
108	2	1.00
108	3	1.00
108	4	0.11
109	1	1.00
109	2	1.00
109	3	1.00
109	4	1.00
109	5	1.00
109	6	1.00
109	7	1.00
109	8	1.00
109	9	1.00
109	10	1.00
109	11	0.62
110	1	1.00
110	2	1.00
110	3	1.00
110	4	1.00
110	5	1.00
110	6	1.00
110	7	1.00
110	8	1.00
110	9	0.85
111	1	1.00
111	2	1.00
111	3	0.57
112	1	1.00
112	2	0.45
113	1	1.00
113	2	1.00
113	3	0.60
114	1	1.00
114	2	1.00
114	3	1.00
114	4	1.00
114	5	1.00
114	6	1.00
114	7	1.00
114	8	0.10
115	1	1.00
115	2	1.00
115	3	0.06
116	1	1.00
116	2	1.00
116	3	1.00
116	4	1.00
116	5	1.00
116	6	1.00
116	7	1.00
116	8	1.00
116	9	1.00
116	10	0.99
117	1	1.00
117	2	1.00
117	3	1.00
117	4	1.00
117	5	0.15
118	1	1.00
118	2	1.00
118	3	0.39
119	1	1.00
119	2	1.00
119	3	1.00
119	4	1.00
119	5	1.00
119	6	1.00
119	7	1.00
119	8	1.00
119	9	1.00
119	10	0.89
120	1	1.00
120	2	1.00
120	3	0.69
121	1	1.00
121	2	1.00
121	3	1.00
121	4	1.00
121	5	0.83
122	1	1.00
122	2	1.00
122	3	1.00
122	4	1.00
122	5	1.00
122	6	1.00
122	7	1.00
122	8	1.00
122	9	1.00
122	10	0.54
123	1	1.00
123	2	1.00
123	3	0.58
124	1	1.00
124	2	1.00
124	3	1.00
124	4	1.00
124	5	1.00
124	6	0.24
125	1	1.00
125	2	1.00
125	3	1.00
125	4	0.14
126	1	1.00
126	2	0.86
127	1	1.00
127	2	1.00
127	3	1.00
127	4	1.00
127	5	1.00
127	6	0.39
128	1	1.00
128	2	1.00
128	3	0.11
129	1	1.00
129	2	1.00
129	3	0.52
130	1	1.00
130	2	1.00
130	3	1.00
130	4	1.00
130	5	0.05
131	1	1.00
131	2	1.00
131	3	1.00
131	4	0.24
132	1	1.00
132	2	1.00
132	3	0.97
133	1	1.00
133	2	1.00
133	3	1.00
133	4	0.38
134	1	1.00
134	2	1.00
134	3	1.00
134	4	1.00
134	5	1.00
134	6	0.64
135	1	1.00
135	2	1.00
135	3	0.24
136	1	1.00
136	2	0.04
137	1	1.00
137	2	0.38
138	1	1.00
138	2	1.00
138	3	1.00
138	4	1.00
138	5	1.00
138	6	1.00
138	7	1.00
138	8	1.00
138	9	1.00
138	10	0.77
139	1	1.00
139	2	1.00
139	3	1.00
139	4	0.42
140	1	1.00
140	2	0.25
141	1	1.00
141	2	1.00
141	3	0.56
142	1	1.00
142	2	1.00
142	3	1.00
142	4	0.57
143	1	1.00
143	2	1.00
143	3	1.00
143	4	0.98
144	1	1.00
144	2	0.38
145	1	1.00
145	2	1.00
145	3	1.00
145	4	0.11
146	1	1.00
146	2	1.00
146	3	1.00
146	4	0.36
147	1	1.00
147	2	1.00
147	3	1.00
147	4	1.00
147	5	0.13
148	1	1.00
148	2	1.00
148	3	1.00
148	4	1.00
148	5	1.00
148	6	1.00
148	7	0.01
149	1	1.00
149	2	1.00
149	3	1.00
149	4	0.14
150	1	1.00
150	2	1.00
150	3	1.00
150	4	1.00
150	5	0.29
151	1	1.00
151	2	1.00
151	3	1.00
151	4	1.00
151	5	1.00
151	6	1.00
151	7	1.00
151	8	1.00
151	9	0.01
152	1	1.00
152	2	1.00
152	3	0.84
153	1	1.00
153	2	1.00
153	3	1.00
153	4	0.58
154	1	1.00
154	2	1.00
154	3	1.00
154	4	0.17
155	1	1.00
155	2	1.00
155	3	1.00
155	4	1.00
155	5	1.00
155	6	1.00
155	7	1.00
155	8	1.00
155	9	0.02
156	1	1.00
156	2	1.00
156	3	1.00
156	4	0.44
157	1	1.00
157	2	1.00
157	3	1.00
157	4	0.22
158	1	1.00
158	2	1.00
158	3	0.89
159	1	1.00
159	2	1.00
159	3	1.00
159	4	1.00
159	5	1.00
159	6	1.00
159	7	1.00
159	8	0.61
160	1	1.00
160	2	1.00
160	3	1.00
160	4	1.00
160	5	1.00
160	6	1.00
160	7	0.58
161	1	1.00
161	2	1.00
161	3	0.30
162	1	1.00
162	2	1.00
162	3	0.84
163	1	1.00
163	2	1.00
163	3	1.00
163	4	0.97
164	1	1.00
164	2	1.00
164	3	1.00
164	4	1.00
164	5	1.00
164	6	0.65
165	1	1.00
165	2	0.60
166	1	1.00
166	2	1.00
166	3	1.00
166	4	1.00
166	5	1.00
166	6	1.00
166	7	1.00
166	8	0.61
167	1	1.00
167	2	1.00
167	3	0.45
168	1	1.00
168	2	1.00
168	3	0.49
169	1	1.00
169	2	1.00
169	3	1.00
169	4	1.00
169	5	1.00
169	6	0.57
170	1	1.00
170	2	1.00
170	3	1.00
170	4	1.00
170	5	1.00
170	6	0.41
171	1	1.00
171	2	1.00
171	3	0.61
172	1	1.00
172	2	1.00
172	3	1.00
172	4	1.00
172	5	1.00
172	6	1.00
172	7	0.05
173	1	1.00
173	2	1.00
173	3	0.19
174	1	1.00
174	2	1.00
174	3	0.24
175	1	1.00
175	2	1.00
175	3	1.00
175	4	0.87
176	1	1.00
176	2	1.00
176	3	1.00
176	4	1.00
176	5	1.00
176	6	1.00
176	7	1.00
176	8	1.00
176	9	0.85
177	1	1.00
177	2	1.00
177	3	1.00
177	4	1.00
177	5	1.00
177	6	1.00
177	7	1.00
177	8	1.00
177	9	0.87
178	1	1.00
178	2	1.00
178	3	1.00
178	4	1.00
178	5	1.00
178	6	1.00
178	7	1.00
178	8	1.00
178	9	0.31
179	1	1.00
179	2	1.00
179	3	0.08
180	1	1.00
180	2	1.00
180	3	0.12
181	1	1.00
181	2	1.00
181	3	1.00
181	4	0.47
182	1	1.00
182	2	1.00
182	3	1.00
182	4	0.01
183	1	1.00
183	2	1.00
183	3	1.00
183	4	1.00
183	5	0.62
184	1	1.00
184	2	1.00
184	3	1.00
184	4	0.09
185	1	1.00
185	2	1.00
185	3	1.00
185	4	0.83
186	1	1.00
186	2	1.00
186	3	1.00
186	4	1.00
186	5	0.92
187	1	1.00
187	2	0.01
188	1	1.00
188	2	1.00
188	3	1.00
188	4	1.00
188	5	1.00
188	6	1.00
188	7	0.58
189	1	1.00
189	2	0.74
190	1	1.00
190	2	1.00
190	3	1.00
190	4	1.00
190	5	1.00
190	6	1.00
190	7	1.00
190	8	1.00
190	9	1.00
190	10	0.25
191	1	1.00
191	2	1.00
191	3	1.00
191	4	0.94
192	1	1.00
192	2	0.20
193	1	1.00
193	2	0.25
194	1	1.00
194	2	1.00
194	3	1.00
194	4	1.00
194	5	1.00
194	6	1.00
194	7	1.00
194	8	1.00
194	9	1.00
194	10	0.40
195	1	1.00
195	2	1.00
195	3	0.24
196	1	1.00
196	2	1.00
196	3	1.00
196	4	1.00
196	5	1.00
196	6	1.00
196	7	1.00
196	8	1.00
196	9	0.12
197	1	1.00
197	2	1.00
197	3	1.00
197	4	1.00
197	5	1.00
197	6	1.00
197	7	1.00
197	8	0.19
198	1	1.00
198	2	1.00
199	1	1.00
199	2	1.00
199	3	0.15
200	1	1.00
200	2	1.00
200	3	1.00
200	4	1.00
200	5	0.88
201	1	1.00
201	2	1.00
201	3	1.00
201	4	0.48
202	1	1.00
202	2	0.00
203	1	1.00
203	2	1.00
203	3	1.00
203	4	1.00
203	5	1.00
203	6	0.13
204	1	1.00
204	2	1.00
204	3	1.00
204	4	1.00
204	5	0.16
205	1	1.00
205	2	1.00
205	3	0.96
206	1	1.00
206	2	1.00
206	3	1.00
206	4	1.00
206	5	0.96
207	1	1.00
207	2	1.00
207	3	0.31
208	1	1.00
208	2	1.00
208	3	1.00
208	4	0.32
209	1	1.00
209	2	1.00
209	3	1.00
209	4	0.52
210	1	1.00
210	2	0.84
211	1	1.00
211	2	1.00
211	3	1.00
211	4	0.76
212	1	1.00
212	2	0.35
213	1	1.00
213	2	1.00
213	3	0.50
214	1	1.00
214	2	1.00
214	3	1.00
214	4	1.00
214	5	1.00
214	6	0.21
215	1	1.00
215	2	1.00
215	3	1.00
215	4	1.00
215	5	1.00
215	6	1.00
215	7	1.00
215	8	1.00
215	9	0.72
216	1	1.00
216	2	1.00
216	3	1.00
216	4	0.27
217	1	1.00
217	2	0.81
218	1	1.00
218	2	1.00
218	3	1.00
218	4	0.08
219	1	1.00
219	2	1.00
219	3	1.00
219	4	1.00
219	5	0.88
220	1	1.00
220	2	1.00
220	3	1.00
220	4	1.00
220	5	1.00
220	6	0.30
221	1	1.00
221	2	1.00
221	3	1.00
221	4	0.10
222	1	1.00
222	2	1.00
222	3	1.00
222	4	0.80
223	1	1.00
223	2	1.00
223	3	1.00
223	4	1.00
223	5	1.00
223	6	0.54
224	1	1.00
224	2	1.00
224	3	1.00
224	4	1.00
224	5	1.00
224	6	1.00
224	7	1.00
224	8	1.00
224	9	1.00
224	10	0.23
225	1	1.00
225	2	1.00
225	3	1.00
225	4	1.00
225	5	0.83
226	1	1.00
226	2	1.00
226	3	1.00
226	4	1.00
226	5	1.00
226	6	1.00
226	7	1.00
226	8	1.00
226	9	1.00
226	10	0.12
227	1	1.00
227	2	1.00
227	3	0.80
228	1	1.00
228	2	1.00
228	3	1.00
228	4	0.65
229	1	1.00
229	2	1.00
229	3	1.00
229	4	1.00
229	5	1.00
229	6	1.00
229	7	1.00
229	8	0.65
230	1	1.00
230	2	1.00
230	3	0.69
231	1	1.00
231	2	0.67
232	1	1.00
232	2	1.00
232	3	1.00
232	4	1.00
232	5	1.00
232	6	1.00
232	7	1.00
232	8	0.35
233	1	1.00
233	2	0.76
234	1	1.00
234	2	0.32
235	1	1.00
235	2	0.04
236	1	1.00
236	2	1.00
236	3	1.00
236	4	1.00
236	5	1.00
236	6	1.00
236	7	0.49
237	1	1.00
237	2	1.00
237	3	1.00
237	4	1.00
237	5	1.00
237	6	1.00
237	7	1.00
237	8	0.84
238	1	1.00
238	2	1.00
238	3	1.00
238	4	0.62
239	1	1.00
239	2	1.00
239	3	1.00
239	4	0.36
240	1	1.00
240	2	1.00
240	3	1.00
240	4	1.00
240	5	1.00
240	6	0.43
241	1	1.00
241	2	1.00
241	3	0.05
242	1	1.00
242	2	1.00
242	3	0.28
243	1	1.00
243	2	1.00
243	3	1.00
243	4	1.00
243	5	1.00
243	6	0.45
244	1	1.00
244	2	1.00
244	3	0.16
245	1	1.00
245	2	1.00
245	3	1.00
245	4	1.00
245	5	1.00
245	6	1.00
245	7	1.00
245	8	0.74
246	1	1.00
246	2	1.00
246	3	1.00
246	4	1.00
246	5	1.00
246	6	1.00
246	7	1.00
246	8	1.00
246	9	0.64
247	1	1.00
247	2	1.00
247	3	0.34
248	1	1.00
248	2	1.00
248	3	0.38
249	1	1.00
249	2	1.00
249	3	1.00
249	4	0.63
250	1	1.00
250	2	1.00
250	3	0.56
