p	r	C_pr
18	7	70
18	8	90
18	9	70
18	10	100
18	11	110
18	12	0
18	13	70
18	14	90
18	15	50
18	16	50
18	17	70
18	18	0
18	19	90
18	20	90
18	21	90
18	22	80
18	23	90
18	24	90
18	25	70
18	26	50
18	27	80
18	28	90
18	29	90
18	30	70
18	31	120
18	32	50
18	33	30
18	34	50
18	35	50
18	36	110
18	37	90
18	38	100
18	39	50
18	40	90
19	1	60
19	2	50
19	3	70
19	4	70
19	5	60
19	6	0
19	7	50
19	8	90
19	9	70
19	10	80
19	11	90
19	12	0
19	13	90
19	14	90
19	15	50
19	16	70
19	17	70
19	18	0
19	19	90
19	20	90
19	21	70
19	22	80
19	23	70
19	24	70
19	25	70
19	26	50
19	27	60
19	28	70
19	29	70
19	30	70
19	31	120
19	32	50
19	33	10
19	34	30
19	35	50
19	36	70
19	37	90
19	38	80
19	39	50
19	40	70
20	1	60
20	2	50
20	3	20
20	4	70
20	5	60
20	6	70
20	7	90
20	8	50
20	9	50
20	10	80
20	11	50
20	12	80
20	13	50
20	14	60
20	15	70
20	16	60
20	17	70
20	18	70
20	19	50
20	20	70
20	21	50
20	22	80
20	23	70
20	24	70
20	25	70
20	26	50
20	27	60
20	28	90
20	29	70
20	30	70
20	31	80
20	32	10
20	33	100
20	34	100
20	35	60
20	36	70
20	37	60
20	38	80
20	39	50
20	40	80
21	1	80
21	2	80
21	3	80
21	4	60
21	5	60
21	6	10
21	7	50
21	8	80
21	9	70
21	10	80
21	11	90
21	12	10
21	13	80
21	14	100
21	15	60
21	16	60
21	17	70
21	18	0
21	19	80
21	20	60
21	21	100
21	22	80
21	23	80
21	24	70
21	25	60
21	26	50
21	27	80
21	28	80
21	29	50
21	30	60
21	31	80
21	32	80
21	33	10
21	34	10
21	35	80
21	36	80
21	37	80
21	38	80
21	39	70
21	40	60
22	1	120
22	2	90
22	3	90
22	4	90
22	5	80
22	6	20
22	7	70
22	8	110
22	9	90
22	10	100
22	11	110
22	12	10
22	13	90
22	14	120
22	15	70
22	16	60
22	17	70
22	18	0
22	19	90
22	20	70
22	21	110
22	22	80
22	23	110
22	24	70
22	25	50
22	26	70
22	27	120
22	28	90
22	29	110
22	30	50
22	31	80
22	32	80
22	33	30
22	34	30
22	35	100
22	36	110
22	37	100
22	38	100
22	39	70
22	40	100
23	1	60
23	2	50
23	3	20
23	4	50
23	5	60
23	6	50
23	7	50
23	8	70
23	9	50
23	10	80
23	11	70
23	12	60
23	13	70
23	14	80
23	15	50
23	16	60
23	17	70
23	18	50
23	19	70
23	20	50
23	21	70
23	22	80
23	23	70
23	24	50
23	25	50
23	26	50
23	27	60
23	28	70
23	29	50
23	30	50
23	31	80
23	32	10
23	33	60
23	34	60
23	35	60
23	36	70
23	37	80
23	38	80
23	39	50
23	40	60
24	1	80
24	2	50
24	3	40
24	4	90
24	5	60
24	6	70
24	7	90
24	8	110
24	9	90
24	10	100
24	11	90
24	12	70
24	13	90
24	14	110
24	15	70
24	16	50
24	17	90
24	18	70
24	19	70
24	20	110
24	21	70
24	22	100
24	23	90
24	24	90
24	25	70
24	26	50
24	27	80
24	28	110
24	29	110
24	30	70
24	31	120
24	32	0
24	33	100
24	34	140
24	35	70
24	36	90
24	37	70
24	38	100
24	39	50
24	40	110
25	1	100
25	2	80
25	3	80
25	4	100
25	5	60
25	6	10
25	7	50
25	8	120
25	9	90
25	10	100
25	11	110
25	12	10
25	13	100
25	14	120
25	15	60
25	16	60
25	17	70
25	18	0
25	19	100
25	20	100
25	21	100
25	22	80
25	23	100
25	24	70
25	25	60
25	26	50
25	27	100
25	28	80
25	29	110
25	30	60
25	31	100
25	32	60
25	33	10
25	34	50
25	35	80
25	36	100
25	37	100
25	38	100
25	39	50
25	40	120
26	1	90
26	2	90
26	3	40
26	4	70
26	5	70
26	6	70
26	7	70
26	8	90
26	9	70
26	10	90
26	11	110
26	12	50
26	13	70
26	14	90
26	15	70
26	16	50
26	17	70
26	18	50
26	19	90
26	20	50
26	21	110
26	22	70
26	23	110
26	24	70
26	25	50
26	26	70
26	27	90
26	28	90
26	29	90
26	30	50
26	31	70
26	32	20
26	33	70
26	34	50
26	35	70
26	36	110
26	37	90
26	38	90
26	39	70
26	40	70
27	1	100
27	2	70
27	3	0
27	4	70
27	5	60
27	6	50
27	7	50
27	8	50
27	9	70
27	10	80
27	11	90
27	12	50
27	13	50
27	14	50
27	15	50
27	16	50
27	17	50
27	18	50
27	19	70
27	20	50
27	21	90
27	22	60
27	23	70
27	24	50
27	25	50
27	26	50
27	27	80
27	28	50
27	29	70
27	30	50
27	31	60
27	32	0
27	33	60
27	34	60
27	35	50
27	36	70
27	37	70
27	38	80
27	39	70
27	40	70
28	1	110
28	2	90
28	3	0
28	4	110
28	5	50
28	6	50
28	7	70
28	8	90
28	9	110
28	10	70
28	11	110
28	12	50
28	13	70
28	14	110
28	15	50
28	16	50
28	17	50
28	18	50
28	19	70
28	20	110
28	21	90
28	22	50
28	23	70
28	24	110
28	25	70
28	26	50
28	27	110
28	28	70
28	29	110
28	30	70
28	31	90
28	32	20
28	33	70
28	34	110
28	35	90
28	36	90
28	37	70
28	38	70
28	39	70
28	40	110
29	1	80
29	2	70
29	3	0
29	4	50
29	5	60
29	6	50
29	7	50
29	8	50
29	9	70
29	10	60
29	11	70
29	12	60
29	13	50
29	14	80
29	15	50
29	16	60
29	17	50
29	18	50
29	19	50
29	20	50
29	21	70
29	22	60
29	23	50
29	24	70
29	25	50
29	26	50
29	27	80
29	28	50
29	29	50
29	30	50
29	31	60
29	32	30
29	33	60
29	34	60
29	35	80
29	36	50
29	37	60
29	38	60
29	39	70
29	40	60
30	1	100
30	2	70
30	3	70
30	4	110
30	5	60
30	6	0
30	7	70
30	8	90
30	9	70
30	10	100
30	11	90
30	12	0
30	13	90
30	14	90
30	15	50
30	16	50
30	17	70
30	18	0
30	19	90
30	20	90
30	21	90
30	22	80
30	23	90
30	24	70
30	25	70
30	26	50
30	27	100
30	28	90
30	29	90
30	30	70
30	31	100
30	32	50
30	33	30
30	34	50
30	35	70
30	36	110
30	37	90
30	38	100
30	39	50
30	40	90
31	1	80
31	2	80
31	3	80
31	4	80
31	5	60
31	6	10
31	7	50
31	8	80
31	9	50
31	10	100
31	11	90
31	12	10
31	13	80
31	14	80
31	15	60
31	16	60
31	17	70
31	18	0
31	19	100
31	20	60
31	21	100
31	22	80
31	23	100
31	24	50
31	25	60
31	26	50
31	27	80
31	28	80
31	29	70
31	30	60
31	31	80
31	32	60
31	33	10
31	34	10
31	35	60
31	36	100
31	37	100
31	38	100
31	39	50
31	40	80
32	1	120
32	2	100
32	3	50
32	4	120
32	5	80
32	6	80
32	7	90
32	8	120
32	9	90
32	10	100
32	11	110
32	12	60
32	13	100
32	14	120
32	15	80
32	16	60
32	17	70
32	18	50
32	19	100
32	20	100
32	21	120
32	22	80
32	23	120
32	24	90
32	25	80
32	26	70
32	27	120
32	28	120
32	29	110
32	30	80
32	31	100
32	32	30
32	33	100
32	34	100
32	35	100
32	36	140
32	37	100
32	38	100
32	39	70
32	40	100
33	1	100
33	2	70
33	3	20
33	4	110
33	5	60
33	6	50
33	7	50
33	8	110
33	9	90
33	10	100
33	11	110
33	12	60
33	13	110
33	14	120
33	15	50
33	16	80
33	17	70
33	18	50
33	19	110
33	20	110
33	21	90
33	22	80
33	23	90
33	24	70
33	25	70
33	26	50
33	27	100
33	28	70
33	29	110
33	30	70
33	31	120
33	32	10
33	33	60
33	34	100
33	35	80
33	36	90
33	37	120
33	38	100
33	39	50
33	40	120
34	1	90
34	2	70
34	3	20
34	4	110
34	5	50
34	6	70
34	7	90
34	8	70
34	9	70
34	10	90
34	11	70
34	12	70
34	13	70
34	14	70
34	15	70
34	16	50
34	17	70
34	18	70
34	19	70
34	20	90
34	21	70
34	22	70
34	23	90
34	24	70
34	25	70
34	26	50
34	27	90
34	28	90
34	29	110
34	30	70
34	31	70
34	32	0
34	33	90
34	34	110
34	35	70
34	36	90
34	37	70
34	38	90
34	39	50
34	40	110
35	1	90
35	2	90
35	3	50
35	4	90
35	5	50
35	6	0
35	7	70
35	8	70
35	9	90
35	10	70
35	11	110
35	12	0
35	13	50
35	14	90
35	15	50
35	16	50
35	17	50
35	18	0
35	19	70
35	20	90
35	21	90
35	22	50
35	23	70
35	24	110
35	25	70
35	26	50
35	27	90
35	28	70
35	29	90
35	30	70
35	31	90
35	32	70
35	33	20
35	34	40
35	35	70
35	36	90
35	37	70
35	38	70
35	39	70
35	40	90
36	1	120
36	2	80
36	3	60
36	4	120
36	5	60
36	6	10
36	7	70
36	8	100
36	9	110
36	10	80
36	11	110
36	12	10
36	13	80
36	14	100
36	15	60
36	16	60
36	17	50
36	18	0
36	19	80
36	20	120
36	21	100
36	22	60
36	23	80
36	24	90
36	25	80
36	26	50
36	27	100
36	28	80
36	29	110
36	30	80
36	31	100
36	32	60
36	33	30
36	34	70
36	35	80
36	36	100
36	37	80
36	38	80
36	39	70
36	40	120
37	1	80
37	2	80
37	3	10
37	4	100
37	5	80
37	6	60
37	7	70
37	8	120
37	9	90
37	10	60
37	11	70
37	12	60
37	13	80
37	14	120
37	15	60
37	16	60
37	17	50
37	18	50
37	19	60
37	20	120
37	21	60
37	22	60
37	23	60
37	24	110
37	25	80
37	26	70
37	27	100
37	28	80
37	29	90
37	30	80
37	31	100
37	32	30
37	33	80
37	34	120
37	35	100
37	36	100
37	37	60
37	38	60
37	39	50
37	40	100
38	1	120
38	2	70
38	3	0
38	4	130
38	5	60
38	6	50
38	7	70
38	8	70
38	9	90
38	10	80
38	11	90
38	12	50
38	13	90
38	14	70
38	15	50
38	16	70
38	17	50
38	18	50
38	19	90
38	20	110
38	21	90
38	22	60
38	23	70
38	24	70
38	25	90
38	26	50
38	27	100
38	28	70
38	29	90
38	30	90
38	31	100
38	32	0
38	33	80
38	34	100
38	35	70
38	36	90
38	37	90
38	38	80
38	39	70
38	40	90
39	1	80
39	2	60
39	3	30
39	4	100
39	5	60
39	6	60
39	7	70
39	8	120
39	9	90
39	10	80
39	11	90
39	12	60
39	13	100
39	14	120
39	15	60
39	16	60
39	17	70
39	18	50
39	19	80
39	20	120
39	21	80
39	22	80
39	23	80
39	24	90
39	25	80
39	26	50
39	27	80
39	28	100
39	29	90
39	30	80
39	31	120
39	32	10
39	33	80
39	34	120
39	35	80
39	36	100
39	37	80
39	38	80
39	39	50
39	40	100
40	1	80
40	2	50
40	3	0
40	4	90
40	5	60
40	6	50
40	7	70
40	8	90
40	9	90
40	10	60
40	11	70
40	12	60
40	13	70
40	14	100
40	15	50
40	16	60
40	17	50
40	18	50
40	19	50
40	20	110
40	21	50
40	22	60
40	23	50
40	24	90
40	25	70
40	26	50
40	27	80
40	28	70
40	29	90
40	30	70
40	31	100
40	32	10
40	33	80
40	34	120
40	35	80
40	36	70
40	37	60
40	38	60
40	39	50
40	40	100
41	1	80
41	2	50
41	3	20
41	4	90
41	5	60
41	6	50
41	7	70
41	8	90
41	9	90
41	10	80
41	11	110
41	12	50
41	13	90
41	14	90
41	15	50
41	16	70
41	17	70
41	18	50
41	19	90
41	20	110
41	21	90
41	22	80
41	23	70
41	24	90
41	25	90
41	26	50
41	27	60
41	28	90
41	29	70
41	30	90
41	31	140
41	32	0
41	33	80
41	34	100
41	35	50
41	36	90
41	37	90
41	38	80
41	39	70
41	40	70
42	1	100
42	2	90
42	3	20
42	4	110
42	5	80
42	6	50
42	7	70
42	8	110
42	9	70
42	10	100
42	11	90
42	12	50
42	13	90
42	14	110
42	15	50
42	16	50
42	17	70
42	18	50
42	19	90
42	20	90
42	21	90
42	22	80
42	23	90
42	24	90
42	25	70
42	26	70
42	27	120
42	28	90
42	29	90
42	30	70
42	31	100
42	32	20
42	33	80
42	34	100
42	35	90
42	36	130
42	37	90
42	38	100
42	39	50
42	40	90
43	1	100
43	2	90
43	3	70
43	4	110
43	5	80
43	6	0
43	7	70
43	8	110
43	9	70
43	10	100
43	11	90
43	12	10
43	13	90
43	14	120
43	15	50
43	16	60
43	17	70
43	18	0
43	19	90
43	20	90
43	21	90
43	22	80
43	23	90
43	24	90
43	25	70
43	26	70
43	27	120
43	28	90
43	29	90
43	30	70
43	31	100
43	32	80
43	33	30
43	34	50
43	35	100
43	36	130
43	37	100
43	38	100
43	39	50
43	40	100
44	1	70
44	2	50
44	3	20
44	4	70
44	5	50
44	6	70
44	7	70
44	8	70
44	9	70
44	10	70
44	11	50
44	12	70
44	13	70
44	14	70
44	15	70
44	16	50
44	17	70
44	18	70
44	19	50
44	20	70
44	21	50
44	22	70
44	23	70
44	24	50
44	25	50
44	26	50
44	27	70
44	28	70
44	29	90
44	30	50
44	31	50
44	32	0
44	33	70
44	34	90
44	35	70
44	36	50
44	37	50
44	38	70
44	39	50
44	40	90
45	1	100
45	2	80
45	3	60
45	4	100
45	5	60
45	6	10
45	7	70
45	8	60
45	9	70
45	10	80
45	11	90
45	12	10
45	13	60
45	14	60
45	15	60
45	16	60
45	17	50
45	18	0
45	19	80
45	20	80
45	21	100
45	22	60
45	23	80
45	24	70
45	25	80
45	26	50
45	27	80
45	28	80
45	29	70
45	30	80
45	31	80
45	32	60
45	33	30
45	34	30
45	35	60
45	36	100
45	37	80
45	38	80
45	39	70
45	40	80
46	1	100
46	2	90
46	3	90
46	4	90
46	5	80
46	6	20
46	7	90
46	8	110
46	9	90
46	10	100
46	11	130
46	12	10
46	13	70
46	14	120
46	15	70
46	16	60
46	17	70
46	18	0
46	19	90
46	20	90
46	21	110
46	22	80
46	23	110
46	24	110
46	25	70
46	26	70
46	27	100
46	28	110
46	29	110
46	30	70
46	31	120
46	32	80
46	33	50
46	34	50
46	35	80
46	36	130
46	37	100
46	38	100
46	39	70
46	40	100
47	1	80
47	2	60
47	3	60
47	4	120
47	5	60
47	6	10
47	7	70
47	8	80
47	9	70
47	10	60
47	11	50
47	12	10
47	13	100
47	14	80
47	15	60
47	16	80
47	17	50
47	18	0
47	19	80
47	20	120
47	21	60
47	22	60
47	23	60
47	24	70
47	25	100
47	26	50
47	27	80
47	28	80
47	29	70
47	30	100
47	31	100
47	32	60
47	33	30
47	34	50
47	35	80
47	36	80
47	37	80
47	38	60
47	39	50
47	40	80
48	1	80
48	2	50
48	3	50
48	4	70
48	5	60
48	6	0
48	7	70
48	8	50
48	9	70
48	10	60
48	11	70
48	12	0
48	13	50
48	14	50
48	15	50
48	16	50
48	17	50
48	18	0
48	19	50
48	20	70
48	21	70
48	22	60
48	23	50
48	24	70
48	25	70
48	26	50
48	27	60
48	28	70
48	29	50
48	30	70
48	31	80
48	32	50
48	33	30
48	34	30
48	35	50
48	36	70
48	37	50
48	38	60
48	39	70
48	40	50
49	1	90
49	2	70
49	3	0
49	4	70
49	5	50
49	6	50
49	7	50
49	8	50
49	9	70
49	10	90
49	11	90
49	12	70
49	13	50
49	14	50
49	15	50
49	16	50
49	17	70
49	18	70
49	19	70
49	20	50
49	21	90
49	22	70
49	23	70
49	24	50
49	25	50
49	26	50
49	27	70
49	28	50
49	29	70
49	30	50
49	31	50
49	32	0
49	33	50
49	34	70
49	35	50
49	36	70
49	37	70
49	38	90
49	39	70
49	40	90
50	1	80
50	2	70
50	3	20
50	4	90
50	5	60
50	6	50
50	7	50
50	8	90
50	9	70
50	10	100
50	11	110
50	12	60
50	13	90
50	14	100
50	15	50
50	16	80
50	17	70
50	18	50
50	19	110
50	20	90
50	21	90
50	22	80
50	23	90
50	24	70
50	25	70
50	26	50
50	27	80
50	28	70
50	29	90
50	30	70
50	31	120
50	32	10
50	33	60
50	34	80
50	35	60
50	36	90
50	37	120
50	38	100
50	39	50
50	40	100
51	1	100
51	2	90
51	3	20
51	4	70
51	5	80
51	6	70
51	7	70
51	8	70
51	9	70
51	10	80
51	11	90
51	12	60
51	13	50
51	14	80
51	15	70
51	16	60
51	17	50
51	18	50
51	19	70
51	20	50
51	21	90
51	22	60
51	23	90
51	24	70
51	25	50
51	26	70
51	27	100
51	28	70
51	29	90
51	30	50
51	31	60
51	32	30
51	33	80
51	34	60
51	35	80
51	36	90
51	37	80
51	38	80
51	39	70
51	40	80
52	1	80
52	2	80
52	3	80
52	4	60
52	5	80
52	6	30
52	7	70
52	8	100
52	9	90
52	10	60
52	11	90
52	12	10
52	13	60
52	14	100
52	15	80
52	16	60
52	17	50
52	18	0
52	19	60
52	20	80
52	21	80
52	22	60
52	23	80
52	24	90
52	25	60
52	26	70
52	27	80
52	28	80
52	29	90
52	30	60
52	31	80
52	32	80
52	33	30
52	34	30
52	35	80
52	36	80
52	37	60
52	38	60
52	39	70
52	40	80
53	1	70
53	2	50
53	3	20
53	4	70
53	5	50
53	6	50
53	7	50
53	8	70
53	9	70
53	10	70
53	11	90
53	12	50
53	13	90
53	14	70
53	15	50
53	16	70
53	17	70
53	18	50
53	19	90
53	20	70
53	21	90
53	22	70
53	23	70
53	24	50
53	25	70
53	26	50
53	27	50
53	28	70
53	29	50
53	30	70
53	31	90
53	32	0
53	33	50
53	34	50
53	35	50
53	36	70
53	37	90
53	38	70
53	39	70
53	40	50
54	1	60
54	2	50
54	3	70
54	4	70
54	5	60
54	6	0
54	7	70
54	8	70
54	9	50
54	10	80
54	11	70
54	12	10
54	13	70
54	14	80
54	15	50
54	16	60
54	17	70
54	18	0
54	19	70
54	20	70
54	21	70
54	22	80
54	23	70
54	24	70
54	25	70
54	26	50
54	27	60
54	28	90
54	29	50
54	30	70
54	31	100
54	32	60
54	33	30
54	34	30
54	35	60
54	36	90
54	37	80
54	38	80
54	39	50
54	40	60
55	1	100
55	2	80
55	3	30
55	4	140
55	5	60
55	6	60
55	7	70
55	8	120
55	9	90
55	10	100
55	11	110
55	12	60
55	13	120
55	14	120
55	15	60
55	16	80
55	17	70
55	18	50
55	19	120
55	20	140
55	21	100
55	22	80
55	23	100
55	24	90
55	25	100
55	26	50
55	27	100
55	28	100
55	29	110
55	30	100
55	31	140
55	32	10
55	33	80
55	34	120
55	35	80
55	36	120
55	37	120
55	38	100
55	39	50
55	40	120
56	1	100
56	2	80
56	3	80
56	4	120
56	5	60
56	6	10
56	7	70
56	8	100
56	9	90
56	10	100
56	11	130
56	12	10
56	13	100
56	14	100
56	15	60
56	16	80
56	17	70
56	18	0
56	19	120
56	20	120
56	21	120
56	22	80
56	23	100
56	24	90
56	25	100
56	26	50
56	27	80
56	28	100
56	29	90
56	30	100
56	31	140
56	32	60
56	33	30
56	34	50
56	35	60
56	36	120
56	37	120
56	38	100
56	39	70
56	40	100
57	1	110
57	2	90
57	3	70
57	4	90
57	5	50
57	6	0
57	7	50
57	8	110
57	9	110
57	10	90
57	11	130
57	12	0
57	13	90
57	14	130
57	15	50
57	16	50
57	17	70
57	18	0
57	19	90
57	20	90
57	21	110
57	22	70
57	23	90
57	24	90
57	25	50
57	26	50
57	27	110
57	28	70
57	29	110
57	30	50
57	31	90
57	32	70
57	33	0
57	34	40
57	35	90
57	36	90
57	37	90
57	38	90
57	39	70
57	40	110
58	1	90
58	2	90
58	3	70
58	4	90
58	5	70
58	6	20
58	7	90
58	8	70
58	9	70
58	10	70
58	11	90
58	12	0
58	13	50
58	14	70
58	15	70
58	16	50
58	17	50
58	18	0
58	19	70
58	20	70
58	21	90
58	22	50
58	23	90
58	24	90
58	25	70
58	26	70
58	27	90
58	28	90
58	29	90
58	30	70
58	31	70
58	32	70
58	33	40
58	34	20
58	35	70
58	36	110
58	37	70
58	38	70
58	39	70
58	40	70
59	1	70
59	2	50
59	3	50
59	4	50
59	5	50
59	6	0
59	7	50
59	8	50
59	9	70
59	10	70
