p	d	Pr(p,d)
35	7	1.00
35	8	1.00
35	9	1.00
35	10	1.00
35	11	0.45
36	1	1.00
36	2	0.67
37	1	1.00
37	2	1.00
37	3	1.00
37	4	1.00
37	5	1.00
37	6	1.00
37	7	1.00
37	8	1.00
37	9	0.70
38	1	1.00
38	2	0.69
39	1	1.00
39	2	1.00
39	3	1.00
39	4	1.00
39	5	1.00
39	6	1.00
39	7	1.00
39	8	1.00
39	9	1.00
39	10	1.00
39	11	0.98
40	1	1.00
40	2	1.00
40	3	1.00
40	4	0.04
41	1	1.00
41	2	1.00
41	3	1.00
41	4	0.33
42	1	1.00
42	2	1.00
42	3	1.00
42	4	0.20
43	1	1.00
43	2	1.00
43	3	1.00
43	4	0.73
44	1	1.00
44	2	1.00
44	3	1.00
44	4	1.00
44	5	1.00
44	6	1.00
44	7	1.00
44	8	0.67
45	1	1.00
45	2	1.00
45	3	1.00
45	4	1.00
45	5	1.00
45	6	1.00
45	7	0.62
46	1	1.00
46	2	1.00
46	3	1.00
46	4	1.00
46	5	0.26
47	1	1.00
47	2	1.00
47	3	1.00
47	4	0.81
48	1	1.00
48	2	1.00
48	3	1.00
48	4	1.00
48	5	1.00
48	6	1.00
48	7	1.00
48	8	0.44
49	1	1.00
49	2	1.00
49	3	1.00
50	1	1.00
50	2	1.00
50	3	0.44
51	1	1.00
51	2	1.00
51	3	1.00
51	4	1.00
51	5	0.60
52	1	1.00
52	2	0.98
53	1	1.00
53	2	1.00
53	3	1.00
53	4	1.00
53	5	1.00
53	6	0.49
54	1	1.00
54	2	1.00
54	3	1.00
54	4	1.00
54	5	0.23
55	1	1.00
55	2	0.93
56	1	1.00
56	2	1.00
56	3	1.00
56	4	1.00
56	5	1.00
56	6	0.55
57	1	1.00
57	2	0.68
58	1	1.00
58	2	1.00
58	3	0.55
59	1	1.00
59	2	1.00
59	3	1.00
59	4	1.00
59	5	1.00
59	6	1.00
59	7	1.00
59	8	1.00
59	9	1.00
59	10	0.12
60	1	1.00
60	2	1.00
60	3	1.00
60	4	0.81
61	1	1.00
61	2	1.00
61	3	0.39
62	1	1.00
62	2	1.00
62	3	1.00
62	4	1.00
62	5	0.65
63	1	1.00
63	2	0.40
64	1	1.00
64	2	1.00
64	3	0.32
65	1	1.00
65	2	1.00
65	3	0.82
66	1	1.00
66	2	1.00
66	3	0.39
67	1	1.00
67	2	1.00
67	3	0.38
68	1	1.00
68	2	0.08
69	1	1.00
69	2	1.00
69	3	1.00
69	4	1.00
69	5	1.00
69	6	1.00
69	7	1.00
69	8	0.04
70	1	1.00
70	2	1.00
70	3	1.00
70	4	0.25
71	1	1.00
71	2	1.00
71	3	1.00
71	4	1.00
71	5	0.35
72	1	1.00
72	2	1.00
72	3	1.00
72	4	1.00
72	5	0.25
73	1	1.00
73	2	1.00
73	3	1.00
73	4	0.03
74	1	1.00
74	2	1.00
74	3	1.00
74	4	1.00
74	5	1.00
74	6	1.00
74	7	0.94
75	1	1.00
75	2	1.00
75	3	1.00
75	4	0.26
76	1	1.00
76	2	1.00
76	3	0.65
77	1	1.00
77	2	1.00
77	3	1.00
77	4	1.00
77	5	0.76
78	1	1.00
78	2	1.00
78	3	0.43
79	1	1.00
79	2	1.00
79	3	1.00
79	4	1.00
79	5	1.00
79	6	1.00
79	7	1.00
79	8	0.59
80	1	1.00
80	2	1.00
80	3	1.00
80	4	1.00
80	5	1.00
80	6	1.00
80	7	1.00
80	8	0.51
81	1	1.00
81	2	1.00
81	3	1.00
81	4	1.00
81	5	0.41
82	1	1.00
82	2	0.77
83	1	1.00
83	2	1.00
83	3	1.00
83	4	1.00
83	5	1.00
83	6	1.00
83	7	1.00
83	8	1.00
83	9	1.00
83	10	0.99
84	1	1.00
84	2	1.00
84	3	1.00
84	4	0.98
85	1	1.00
85	2	1.00
85	3	1.00
85	4	1.00
85	5	1.00
85	6	1.00
85	7	0.67
86	1	1.00
86	2	1.00
86	3	1.00
86	4	1.00
86	5	1.00
86	6	1.00
86	7	1.00
86	8	1.00
86	9	0.93
87	1	1.00
87	2	1.00
87	3	1.00
87	4	0.69
88	1	1.00
88	2	1.00
88	3	0.50
89	1	1.00
89	2	1.00
89	3	1.00
89	4	1.00
89	5	0.77
90	1	1.00
90	2	1.00
90	3	0.30
91	1	1.00
91	2	1.00
91	3	1.00
91	4	1.00
91	5	1.00
91	6	1.00
91	7	0.93
92	1	1.00
92	2	1.00
92	3	1.00
92	4	1.00
92	5	1.00
92	6	1.00
92	7	0.43
93	1	1.00
93	2	1.00
93	3	0.20
94	1	1.00
94	2	1.00
94	3	1.00
94	4	0.95
95	1	1.00
95	2	0.80
96	1	1.00
96	2	1.00
96	3	1.00
96	4	1.00
96	5	1.00
96	6	1.00
96	7	1.00
96	8	0.91
97	1	1.00
97	2	1.00
97	3	1.00
97	4	1.00
97	5	1.00
97	6	1.00
97	7	0.82
98	1	1.00
98	2	1.00
98	3	1.00
98	4	1.00
98	5	1.00
98	6	1.00
98	7	1.00
98	8	1.00
98	9	0.08
99	1	1.00
99	2	1.00
99	3	1.00
99	4	0.09
100	1	1.00
100	2	0.54
101	1	1.00
101	2	1.00
101	3	0.27
102	1	1.00
102	2	1.00
102	3	1.00
102	4	1.00
102	5	1.00
102	6	1.00
102	7	1.00
102	8	1.00
102	9	0.59
103	1	1.00
103	2	1.00
103	3	1.00
103	4	1.00
103	5	1.00
103	6	1.00
103	7	1.00
103	8	0.37
104	1	1.00
104	2	1.00
104	3	1.00
104	4	1.00
104	5	1.00
104	6	1.00
104	7	1.00
104	8	1.00
104	9	0.85
105	1	1.00
105	2	1.00
105	3	1.00
105	4	1.00
105	5	1.00
105	6	1.00
105	7	1.00
105	8	1.00
105	9	1.00
105	10	1.00
105	11	0.03
106	1	1.00
106	2	1.00
106	3	1.00
106	4	1.00
106	5	1.00
106	6	1.00
106	7	1.00
106	8	1.00
106	9	1.00
106	10	1.00
106	11	0.02
107	1	1.00
107	2	0.71
108	1	1.00
108	2	1.00
108	3	1.00
108	4	1.00
108	5	1.00
108	6	1.00
108	7	1.00
108	8	1.00
108	9	0.39
109	1	1.00
109	2	1.00
109	3	1.00
109	4	1.00
109	5	1.00
109	6	1.00
109	7	1.00
109	8	1.00
109	9	0.41
110	1	1.00
110	2	1.00
110	3	1.00
110	4	1.00
110	5	1.00
110	6	1.00
110	7	1.00
110	8	1.00
110	9	1.00
111	1	1.00
111	2	1.00
111	3	1.00
111	4	1.00
111	5	1.00
111	6	1.00
111	7	1.00
111	8	1.00
111	9	0.41
112	1	1.00
112	2	1.00
112	3	1.00
112	4	1.00
112	5	1.00
112	6	0.03
113	1	1.00
113	2	1.00
113	3	0.14
114	1	1.00
114	2	1.00
114	3	0.58
115	1	1.00
115	2	0.13
116	1	1.00
116	2	1.00
116	3	1.00
116	4	1.00
116	5	0.46
117	1	1.00
117	2	1.00
117	3	1.00
117	4	1.00
117	5	1.00
117	6	0.68
118	1	1.00
118	2	1.00
118	3	1.00
118	4	0.76
119	1	1.00
119	2	0.58
120	1	1.00
120	2	1.00
120	3	1.00
120	4	0.18
121	1	1.00
121	2	1.00
121	3	0.29
122	1	1.00
122	2	1.00
122	3	0.53
123	1	1.00
123	2	1.00
123	3	0.48
124	1	1.00
124	2	1.00
124	3	0.61
125	1	1.00
125	2	1.00
125	3	1.00
125	4	1.00
125	5	1.00
125	6	1.00
125	7	1.00
125	8	0.11
126	1	1.00
126	2	1.00
126	3	1.00
126	4	1.00
126	5	1.00
126	6	1.00
126	7	1.00
126	8	1.00
126	9	1.00
126	10	0.60
127	1	1.00
127	2	1.00
127	3	1.00
127	4	1.00
127	5	1.00
127	6	1.00
127	7	0.30
128	1	1.00
128	2	1.00
128	3	1.00
128	4	1.00
128	5	1.00
128	6	1.00
128	7	1.00
128	8	1.00
128	9	0.53
129	1	1.00
129	2	1.00
129	3	0.49
130	1	1.00
130	2	1.00
130	3	1.00
130	4	0.74
131	1	1.00
131	2	0.02
132	1	1.00
132	2	1.00
132	3	1.00
132	4	0.27
133	1	1.00
133	2	1.00
133	3	1.00
133	4	1.00
133	5	1.00
133	6	1.00
133	7	0.99
134	1	1.00
134	2	1.00
134	3	1.00
134	4	1.00
134	5	1.00
134	6	1.00
134	7	1.00
134	8	1.00
134	9	1.00
134	10	0.97
135	1	1.00
135	2	1.00
135	3	1.00
135	4	0.48
136	1	1.00
136	2	1.00
136	3	1.00
136	4	1.00
136	5	1.00
136	6	1.00
136	7	0.47
137	1	1.00
137	2	1.00
137	3	1.00
137	4	1.00
137	5	1.00
137	6	0.64
138	1	1.00
138	2	1.00
138	3	1.00
138	4	1.00
138	5	0.43
139	1	1.00
139	2	1.00
139	3	1.00
139	4	0.55
140	1	1.00
140	2	1.00
140	3	1.00
140	4	1.00
140	5	1.00
140	6	0.49
141	1	1.00
141	2	1.00
141	3	0.17
142	1	1.00
142	2	0.76
143	1	1.00
143	2	1.00
143	3	1.00
143	4	1.00
143	5	1.00
143	6	1.00
143	7	1.00
143	8	0.98
144	1	1.00
144	2	0.87
145	1	1.00
145	2	1.00
145	3	1.00
145	4	1.00
145	5	1.00
145	6	1.00
145	7	1.00
145	8	1.00
145	9	1.00
145	10	0.38
146	1	1.00
146	2	1.00
146	3	1.00
146	4	1.00
146	5	1.00
146	6	1.00
146	7	0.31
147	1	1.00
147	2	1.00
147	3	0.86
148	1	1.00
148	2	1.00
148	3	1.00
148	4	1.00
148	5	1.00
148	6	1.00
148	7	1.00
148	8	1.00
148	9	1.00
148	10	0.66
149	1	1.00
149	2	1.00
149	3	1.00
149	4	1.00
149	5	1.00
149	6	0.67
150	1	1.00
150	2	1.00
150	3	1.00
150	4	0.08
151	1	1.00
151	2	1.00
151	3	1.00
151	4	1.00
151	5	1.00
151	6	1.00
151	7	1.00
151	8	1.00
151	9	1.00
151	10	1.00
151	11	0.72
152	1	1.00
152	2	1.00
152	3	1.00
152	4	1.00
152	5	0.14
153	1	1.00
153	2	1.00
153	3	1.00
153	4	1.00
153	5	0.50
154	1	1.00
154	2	1.00
154	3	1.00
154	4	1.00
154	5	1.00
154	6	1.00
154	7	1.00
154	8	1.00
154	9	1.00
154	10	1.00
154	11	0.80
155	1	1.00
155	2	1.00
155	3	1.00
155	4	0.30
156	1	1.00
156	2	1.00
156	3	1.00
156	4	0.34
157	1	1.00
157	2	1.00
157	3	0.43
158	1	1.00
158	2	1.00
158	3	1.00
158	4	0.65
159	1	1.00
159	2	1.00
159	3	1.00
159	4	1.00
159	5	1.00
159	6	0.37
160	1	1.00
160	2	1.00
160	3	1.00
160	4	0.58
161	1	1.00
161	2	1.00
161	3	1.00
161	4	1.00
161	5	1.00
161	6	1.00
161	7	1.00
161	8	1.00
161	9	0.99
162	1	1.00
162	2	1.00
162	3	0.99
163	1	1.00
163	2	1.00
163	3	1.00
163	4	1.00
163	5	1.00
163	6	1.00
163	7	0.52
164	1	1.00
164	2	1.00
164	3	1.00
164	4	1.00
164	5	1.00
164	6	1.00
164	7	1.00
164	8	0.67
165	1	1.00
165	2	1.00
165	3	1.00
165	4	1.00
165	5	1.00
165	6	1.00
165	7	1.00
165	8	1.00
165	9	0.75
166	1	1.00
166	2	0.75
167	1	1.00
167	2	1.00
167	3	1.00
167	4	0.46
168	1	1.00
168	2	1.00
168	3	1.00
168	4	1.00
168	5	1.00
168	6	0.85
169	1	1.00
169	2	0.95
170	1	1.00
170	2	1.00
170	3	0.15
171	1	1.00
171	2	1.00
171	3	1.00
171	4	1.00
171	5	0.36
172	1	1.00
172	2	1.00
172	3	1.00
172	4	1.00
172	5	1.00
172	6	0.36
173	1	1.00
173	2	1.00
173	3	1.00
173	4	1.00
173	5	1.00
173	6	0.10
174	1	1.00
174	2	1.00
174	3	1.00
174	4	1.00
174	5	1.00
174	6	0.50
175	1	1.00
175	2	1.00
175	3	1.00
175	4	1.00
175	5	1.00
175	6	1.00
175	7	1.00
175	8	0.28
176	1	1.00
176	2	1.00
176	3	0.98
177	1	1.00
177	2	1.00
177	3	1.00
177	4	0.13
178	1	1.00
178	2	1.00
178	3	0.31
179	1	1.00
179	2	1.00
179	3	1.00
179	4	0.97
180	1	1.00
180	2	1.00
180	3	1.00
180	4	0.26
181	1	1.00
181	2	1.00
181	3	1.00
181	4	1.00
181	5	0.72
182	1	1.00
182	2	1.00
182	3	1.00
182	4	0.29
183	1	1.00
183	2	1.00
183	3	1.00
183	4	1.00
183	5	1.00
183	6	1.00
183	7	0.09
184	1	1.00
184	2	1.00
184	3	1.00
184	4	1.00
184	5	1.00
184	6	0.31
185	1	1.00
185	2	1.00
185	3	1.00
185	4	1.00
185	5	1.00
185	6	1.00
185	7	1.00
185	8	0.54
186	1	1.00
186	2	1.00
186	3	0.42
187	1	1.00
187	2	1.00
187	3	1.00
187	4	1.00
187	5	0.32
188	1	1.00
188	2	1.00
188	3	1.00
188	4	1.00
188	5	1.00
188	6	1.00
188	7	1.00
188	8	1.00
188	9	1.00
188	10	1.00
188	11	0.72
189	1	1.00
189	2	1.00
189	3	1.00
189	4	0.98
190	1	1.00
190	2	1.00
190	3	0.94
191	1	1.00
191	2	1.00
191	3	1.00
191	4	0.73
192	1	1.00
192	2	1.00
192	3	1.00
192	4	1.00
192	5	1.00
192	6	0.24
193	1	1.00
193	2	1.00
193	3	1.00
193	4	0.12
194	1	1.00
194	2	1.00
194	3	1.00
194	4	0.95
195	1	1.00
195	2	1.00
195	3	1.00
195	4	1.00
195	5	0.28
196	1	1.00
196	2	1.00
196	3	0.50
197	1	1.00
197	2	1.00
197	3	1.00
197	4	1.00
197	5	0.54
198	1	1.00
198	2	1.00
198	3	0.95
199	1	1.00
199	2	0.62
200	1	1.00
200	2	1.00
200	3	1.00
200	4	0.02
201	1	1.00
201	2	1.00
201	3	1.00
201	4	1.00
201	5	1.00
201	6	1.00
201	7	1.00
201	8	1.00
201	9	1.00
201	10	0.04
202	1	1.00
202	2	1.00
202	3	0.06
203	1	1.00
203	2	1.00
203	3	1.00
203	4	0.70
204	1	1.00
204	2	1.00
204	3	1.00
204	4	0.53
205	1	1.00
205	2	1.00
205	3	1.00
205	4	1.00
205	5	1.00
205	6	1.00
205	7	1.00
205	8	1.00
205	9	0.91
206	1	1.00
206	2	1.00
206	3	1.00
206	4	1.00
206	5	1.00
206	6	1.00
206	7	1.00
206	8	1.00
206	9	0.53
207	1	1.00
207	2	1.00
207	3	1.00
207	4	1.00
207	5	1.00
207	6	0.84
208	1	1.00
208	2	1.00
208	3	0.91
209	1	1.00
209	2	1.00
209	3	1.00
209	4	0.04
210	1	1.00
210	2	1.00
210	3	0.40
211	1	1.00
211	2	1.00
211	3	1.00
211	4	1.00
211	5	1.00
211	6	1.00
211	7	1.00
211	8	1.00
211	9	1.00
211	10	0.45
212	1	1.00
212	2	1.00
212	3	0.55
213	1	1.00
213	2	0.35
214	1	1.00
214	2	0.03
215	1	1.00
215	2	1.00
215	3	1.00
215	4	1.00
215	5	1.00
215	6	1.00
215	7	1.00
215	8	0.01
216	1	1.00
216	2	1.00
216	3	1.00
216	4	1.00
216	5	1.00
216	6	1.00
216	7	0.19
217	1	1.00
217	2	1.00
217	3	0.78
218	1	1.00
218	2	1.00
218	3	0.04
219	1	1.00
219	2	1.00
219	3	1.00
219	4	1.00
219	5	0.63
220	1	1.00
220	2	0.73
221	1	1.00
221	2	1.00
221	3	1.00
221	4	0.93
222	1	1.00
222	2	1.00
222	3	0.88
223	1	1.00
223	2	1.00
223	3	0.29
224	1	1.00
224	2	1.00
224	3	0.64
225	1	1.00
225	2	1.00
225	3	0.28
226	1	1.00
226	2	1.00
226	3	1.00
226	4	1.00
226	5	0.34
227	1	1.00
227	2	1.00
227	3	1.00
227	4	0.80
228	1	1.00
228	2	1.00
228	3	0.48
229	1	1.00
229	2	0.21
230	1	1.00
230	2	1.00
230	3	0.16
231	1	1.00
231	2	1.00
231	3	1.00
231	4	1.00
231	5	1.00
231	6	1.00
231	7	1.00
231	8	0.02
232	1	1.00
232	2	1.00
232	3	0.72
233	1	1.00
233	2	1.00
233	3	1.00
233	4	1.00
233	5	0.71
234	1	1.00
234	2	0.18
235	1	1.00
235	2	1.00
235	3	1.00
235	4	0.54
236	1	1.00
236	2	1.00
236	3	1.00
236	4	1.00
236	5	0.80
237	1	1.00
237	2	0.16
238	1	1.00
238	2	1.00
238	3	1.00
238	4	1.00
238	5	1.00
238	6	1.00
238	7	0.59
239	1	1.00
239	2	1.00
239	3	0.93
240	1	1.00
240	2	1.00
240	3	1.00
240	4	1.00
240	5	1.00
240	6	1.00
240	7	0.32
241	1	1.00
241	2	1.00
241	3	1.00
241	4	1.00
241	5	0.79
242	1	1.00
242	2	1.00
242	3	1.00
242	4	0.04
243	1	1.00
243	2	0.35
244	1	1.00
244	2	1.00
244	3	0.26
245	1	1.00
245	2	1.00
245	3	1.00
245	4	1.00
245	5	1.00
245	6	1.00
245	7	0.11
246	1	1.00
246	2	1.00
246	3	1.00
246	4	0.78
247	1	1.00
247	2	1.00
247	3	0.40
248	1	1.00
248	2	1.00
248	3	1.00
248	4	0.38
249	1	1.00
249	2	1.00
249	3	1.00
249	4	1.00
249	5	1.00
249	6	1.00
249	7	1.00
249	8	1.00
249	9	0.41
250	1	1.00
250	2	1.00
250	3	1.00
250	4	0.86
251	1	1.00
251	2	0.12
252	1	1.00
252	2	0.96
253	1	1.00
253	2	1.00
253	3	1.00
253	4	0.19
254	1	1.00
254	2	1.00
254	3	0.84
255	1	1.00
255	2	1.00
255	3	1.00
255	4	0.37
256	1	1.00
256	2	1.00
256	3	1.00
256	4	1.00
256	5	0.49
257	1	1.00
257	2	1.00
257	3	1.00
257	4	1.00
257	5	1.00
257	6	1.00
257	7	1.00
257	8	0.27
258	1	1.00
258	2	1.00
258	3	1.00
258	4	1.00
258	5	1.00
258	6	1.00
258	7	1.00
258	8	1.00
258	9	1.00
258	10	0.36
259	1	1.00
259	2	1.00
259	3	1.00
259	4	1.00
259	5	1.00
259	6	1.00
259	7	0.69
260	1	1.00
260	2	1.00
260	3	1.00
260	4	1.00
260	5	0.16
261	1	1.00
261	2	1.00
261	3	1.00
261	4	0.07
262	1	1.00
262	2	1.00
262	3	1.00
262	4	1.00
262	5	1.00
262	6	1.00
262	7	1.00
262	8	0.61
263	1	1.00
263	2	1.00
263	3	1.00
263	4	0.54
264	1	1.00
264	2	1.00
264	3	1.00
264	4	1.00
264	5	1.00
264	6	1.00
264	7	1.00
264	8	1.00
264	9	1.00
264	10	0.18
265	1	1.00
265	2	1.00
265	3	1.00
265	4	1.00
265	5	1.00
265	6	0.38
266	1	1.00
266	2	1.00
266	3	0.70
267	1	1.00
267	2	1.00
267	3	1.00
267	4	0.35
268	1	1.00
268	2	1.00
268	3	1.00
268	4	1.00
268	5	0.89
269	1	1.00
269	2	0.02
270	1	1.00
270	2	1.00
270	3	0.64
271	1	1.00
271	2	1.00
271	3	1.00
271	4	1.00
271	5	1.00
271	6	1.00
271	7	1.00
271	8	1.00
271	9	0.19
272	1	1.00
272	2	1.00
272	3	1.00
272	4	1.00
272	5	0.83
273	1	1.00
273	2	1.00
273	3	1.00
273	4	1.00
273	5	1.00
273	6	1.00
273	7	1.00
273	8	1.00
273	9	0.90
274	1	1.00
274	2	1.00
274	3	1.00
274	4	0.55
275	1	1.00
275	2	1.00
275	3	1.00
275	4	0.93
276	1	1.00
276	2	1.00
276	3	0.88
277	1	1.00
277	2	1.00
277	3	1.00
277	4	1.00
277	5	1.00
277	6	1.00
277	7	1.00
277	8	1.00
277	9	1.00
277	10	1.00
277	11	0.83
278	1	1.00
278	2	1.00
278	3	1.00
278	4	1.00
278	5	0.17
279	1	1.00
279	2	1.00
279	3	1.00
279	4	1.00
279	5	1.00
279	6	0.59
280	1	1.00
280	2	1.00
280	3	1.00
280	4	0.13
281	1	1.00
281	2	1.00
281	3	1.00
281	4	0.71
282	1	1.00
282	2	1.00
282	3	0.62
283	1	1.00
283	2	1.00
283	3	1.00
283	4	1.00
283	5	1.00
283	6	1.00
283	7	0.14
284	1	1.00
284	2	0.81
285	1	1.00
285	2	1.00
285	3	1.00
285	4	1.00
285	5	1.00
285	6	1.00
285	7	0.04
286	1	1.00
286	2	1.00
286	3	1.00
286	4	1.00
286	5	1.00
286	6	0.62
287	1	1.00
287	2	1.00
287	3	1.00
287	4	1.00
287	5	1.00
287	6	1.00
287	7	1.00
287	8	0.06
288	1	1.00
288	2	0.37
289	1	1.00
289	2	1.00
289	3	1.00
289	4	0.59
290	1	1.00
290	2	1.00
290	3	1.00
290	4	1.00
290	5	0.83
291	1	1.00
291	2	1.00
291	3	1.00
291	4	1.00
291	5	1.00
291	6	1.00
291	7	1.00
291	8	0.82
292	1	1.00
292	2	1.00
292	3	1.00
292	4	1.00
292	5	1.00
292	6	1.00
292	7	1.00
292	8	1.00
292	9	1.00
292	10	1.00
292	11	0.86
293	1	1.00
293	2	1.00
293	3	0.45
294	1	1.00
294	2	1.00
294	3	1.00
294	4	1.00
294	5	1.00
294	6	1.00
294	7	0.21
295	1	1.00
295	2	1.00
295	3	1.00
295	4	0.91
296	1	1.00
296	2	1.00
296	3	1.00
296	4	1.00
296	5	0.19
297	1	1.00
297	2	1.00
297	3	0.87
298	1	1.00
298	2	1.00
298	3	1.00
298	4	1.00
298	5	1.00
298	6	1.00
298	7	1.00
298	8	1.00
298	9	1.00
298	10	1.00
298	11	0.32
299	1	1.00
299	2	0.55
300	1	1.00
300	2	0.23
301	1	1.00
301	2	1.00
301	3	1.00
301	4	0.39
302	1	1.00
302	2	1.00
302	3	0.15
303	1	1.00
303	2	1.00
303	3	1.00
303	4	0.08
304	1	1.00
304	2	1.00
304	3	0.85
305	1	1.00
305	2	1.00
305	3	1.00
305	4	1.00
305	5	1.00
305	6	1.00
305	7	1.00
305	8	1.00
305	9	1.00
305	10	1.00
305	11	0.35
306	1	1.00
306	2	1.00
306	3	1.00
306	4	0.62
307	1	1.00
307	2	1.00
307	3	1.00
307	4	1.00
307	5	1.00
307	6	0.77
308	1	1.00
308	2	1.00
308	3	1.00
308	4	1.00
308	5	1.00
308	6	1.00
308	7	1.00
308	8	1.00
308	9	1.00
308	10	1.00
308	11	0.34
309	1	1.00
309	2	1.00
309	3	1.00
309	4	1.00
309	5	1.00
309	6	1.00
309	7	1.00
309	8	1.00
309	9	1.00
309	10	0.25
310	1	1.00
310	2	1.00
310	3	1.00
310	4	0.29
311	1	1.00
311	2	1.00
311	3	0.49
312	1	1.00
312	2	1.00
312	3	1.00
312	4	0.51
313	1	1.00
313	2	1.00
313	3	1.00
313	4	1.00
313	5	1.00
313	6	0.84
314	1	1.00
314	2	1.00
314	3	1.00
314	4	1.00
314	5	1.00
314	6	1.00
314	7	1.00
314	8	1.00
314	9	0.29
315	1	1.00
315	2	1.00
315	3	1.00
315	4	0.34
316	1	1.00
316	2	1.00
316	3	0.31
317	1	1.00
317	2	1.00
317	3	0.09
318	1	1.00
318	2	1.00
318	3	1.00
318	4	0.74
319	1	1.00
319	2	1.00
319	3	1.00
319	4	1.00
319	5	1.00
319	6	1.00
319	7	1.00
319	8	1.00
319	9	0.81
320	1	1.00
320	2	1.00
320	3	1.00
320	4	1.00
320	5	1.00
320	6	0.39
321	1	1.00
321	2	1.00
321	3	1.00
321	4	1.00
321	5	1.00
321	6	1.00
321	7	1.00
321	8	0.28
322	1	1.00
322	2	0.59
323	1	1.00
323	2	1.00
323	3	1.00
323	4	1.00
323	5	0.79
324	1	1.00
324	2	1.00
324	3	1.00
324	4	1.00
324	5	1.00
324	6	1.00
324	7	1.00
324	8	0.64
325	1	1.00
325	2	1.00
325	3	1.00
325	4	1.00
325	5	1.00
325	6	1.00
325	7	0.84
326	1	1.00
326	2	1.00
326	3	0.27
327	1	1.00
327	2	1.00
327	3	0.46
328	1	1.00
328	2	1.00
328	3	0.80
329	1	1.00
329	2	1.00
329	3	1.00
329	4	0.70
330	1	1.00
330	2	1.00
330	3	1.00
330	4	1.00
330	5	0.83
331	1	1.00
331	2	1.00
331	3	0.18
332	1	1.00
332	2	1.00
332	3	1.00
332	4	1.00
332	5	1.00
332	6	0.49
333	1	1.00
333	2	1.00
333	3	1.00
333	4	1.00
333	5	1.00
333	6	1.00
333	7	0.58
334	1	1.00
334	2	1.00
334	3	1.00
334	4	1.00
334	5	1.00
334	6	1.00
334	7	0.05
335	1	1.00
335	2	1.00
335	3	0.94
336	1	1.00
336	2	1.00
336	3	0.81
337	1	1.00
337	2	1.00
337	3	1.00
337	4	0.20
338	1	1.00
338	2	1.00
338	3	0.00
339	1	1.00
339	2	1.00
339	3	1.00
339	4	1.00
339	5	0.85
340	1	1.00
340	2	1.00
340	3	1.00
340	4	0.96
341	1	1.00
341	2	1.00
341	3	1.00
341	4	1.00
341	5	1.00
341	6	1.00
341	7	1.00
341	8	1.00
341	9	1.00
341	10	0.81
342	1	1.00
342	2	1.00
342	3	0.61
343	1	1.00
343	2	1.00
343	3	1.00
343	4	1.00
343	5	1.00
343	6	1.00
343	7	1.00
343	8	1.00
343	9	1.00
343	10	1.00
343	11	0.47
344	1	1.00
344	2	1.00
344	3	1.00
344	4	1.00
344	5	1.00
344	6	0.39
345	1	1.00
345	2	1.00
345	3	1.00
345	4	1.00
345	5	1.00
345	6	1.00
345	7	1.00
345	8	0.99
346	1	1.00
346	2	1.00
346	3	1.00
346	4	1.00
346	5	1.00
346	6	1.00
346	7	1.00
346	8	1.00
346	9	1.00
346	10	0.74
347	1	1.00
347	2	0.72
348	1	1.00
348	2	1.00
348	3	1.00
348	4	0.02
349	1	1.00
349	2	1.00
349	3	0.88
350	1	1.00
350	2	0.21
351	1	1.00
351	2	1.00
351	3	1.00
351	4	1.00
351	5	0.45
