p	d	Pr(p,d)
28	7	0.34
29	1	1.00
29	2	1.00
29	3	1.00
29	4	0.09
29	5	0.01
30	1	1.00
30	2	1.00
30	3	0.22
30	4	0.20
31	1	1.00
31	2	1.00
31	3	1.00
31	4	0.54
31	5	0.43
32	1	1.00
32	2	1.00
32	3	1.00
32	4	0.02
32	5	0.01
33	1	1.00
33	2	0.44
33	3	0.10
34	1	1.00
34	2	1.00
34	3	1.00
34	4	0.23
34	5	0.22
35	1	1.00
35	2	1.00
35	3	1.00
35	4	1.00
35	5	1.00
35	6	1.00
35	7	1.00
35	8	1.00
35	9	1.00
35	10	1.00
35	11	0.45
35	12	0.40
36	1	1.00
36	2	0.67
36	3	0.41
37	1	1.00
37	2	1.00
37	3	1.00
37	4	1.00
37	5	1.00
37	6	1.00
37	7	1.00
37	8	1.00
37	9	0.70
37	10	0.31
38	1	1.00
38	2	0.69
38	3	0.34
39	1	1.00
39	2	1.00
39	3	1.00
39	4	1.00
39	5	1.00
39	6	1.00
39	7	1.00
39	8	1.00
39	9	1.00
39	10	1.00
39	11	0.98
39	12	0.57
40	1	1.00
40	2	1.00
40	3	1.00
40	4	0.04
40	5	0.01
41	1	1.00
41	2	1.00
41	3	1.00
41	4	0.33
41	5	0.26
42	1	1.00
42	2	1.00
42	3	1.00
42	4	0.20
42	5	0.11
43	1	1.00
43	2	1.00
43	3	1.00
43	4	0.73
43	5	0.32
44	1	1.00
44	2	1.00
44	3	1.00
44	4	1.00
44	5	1.00
44	6	1.00
44	7	1.00
44	8	0.67
44	9	0.45
45	1	1.00
45	2	1.00
45	3	1.00
45	4	1.00
45	5	1.00
45	6	1.00
45	7	0.62
45	8	0.14
46	1	1.00
46	2	1.00
46	3	1.00
46	4	1.00
46	5	0.26
46	6	0.12
47	1	1.00
47	2	1.00
47	3	1.00
47	4	0.81
47	5	0.32
48	1	1.00
48	2	1.00
48	3	1.00
48	4	1.00
48	5	1.00
48	6	1.00
48	7	1.00
48	8	0.44
48	9	0.21
49	1	1.00
49	2	1.00
49	3	1.00
49	4	0.91
50	1	1.00
50	2	1.00
50	3	0.44
50	4	0.36
51	1	1.00
51	2	1.00
51	3	1.00
51	4	1.00
51	5	0.60
51	6	0.38
52	1	1.00
52	2	0.98
52	3	0.34
53	1	1.00
53	2	1.00
53	3	1.00
53	4	1.00
53	5	1.00
53	6	0.49
53	7	0.17
54	1	1.00
54	2	1.00
54	3	1.00
54	4	1.00
54	5	0.23
54	6	0.21
55	1	1.00
55	2	0.93
55	3	0.26
56	1	1.00
56	2	1.00
56	3	1.00
56	4	1.00
56	5	1.00
56	6	0.55
56	7	0.52
57	1	1.00
57	2	0.68
57	3	0.65
58	1	1.00
58	2	1.00
58	3	0.55
58	4	0.49
59	1	1.00
59	2	1.00
59	3	1.00
59	4	1.00
59	5	1.00
59	6	1.00
59	7	1.00
59	8	1.00
59	9	1.00
59	10	0.12
59	11	0.09
60	1	1.00
60	2	1.00
60	3	1.00
60	4	0.81
60	5	0.23
61	1	1.00
61	2	1.00
61	3	0.39
61	4	0.32
62	1	1.00
62	2	1.00
62	3	1.00
62	4	1.00
62	5	0.65
62	6	0.54
63	1	1.00
63	2	0.40
63	3	0.33
64	1	1.00
64	2	1.00
64	3	0.32
64	4	0.00
65	1	1.00
65	2	1.00
65	3	0.82
65	4	0.59
66	1	1.00
66	2	1.00
66	3	0.39
66	4	0.12
67	1	1.00
67	2	1.00
67	3	0.38
67	4	0.28
68	1	1.00
68	2	0.08
68	3	0.03
69	1	1.00
69	2	1.00
69	3	1.00
69	4	1.00
69	5	1.00
69	6	1.00
69	7	1.00
69	8	0.04
69	9	0.04
70	1	1.00
70	2	1.00
70	3	1.00
70	4	0.25
70	5	0.22
71	1	1.00
71	2	1.00
71	3	1.00
71	4	1.00
71	5	0.35
71	6	0.24
72	1	1.00
72	2	1.00
72	3	1.00
72	4	1.00
72	5	0.25
72	6	0.09
73	1	1.00
73	2	1.00
73	3	1.00
73	4	0.03
73	5	0.03
74	1	1.00
74	2	1.00
74	3	1.00
74	4	1.00
74	5	1.00
74	6	1.00
74	7	0.94
74	8	0.28
75	1	1.00
75	2	1.00
75	3	1.00
75	4	0.26
75	5	0.08
76	1	1.00
76	2	1.00
76	3	0.65
76	4	0.27
77	1	1.00
77	2	1.00
77	3	1.00
77	4	1.00
77	5	0.76
77	6	0.21
78	1	1.00
78	2	1.00
78	3	0.43
78	4	0.34
79	1	1.00
79	2	1.00
79	3	1.00
79	4	1.00
79	5	1.00
79	6	1.00
79	7	1.00
79	8	0.59
79	9	0.55
80	1	1.00
80	2	1.00
80	3	1.00
80	4	1.00
80	5	1.00
80	6	1.00
80	7	1.00
80	8	0.51
80	9	0.23
81	1	1.00
81	2	1.00
81	3	1.00
81	4	1.00
81	5	0.41
81	6	0.38
82	1	1.00
82	2	0.77
82	3	0.40
83	1	1.00
83	2	1.00
83	3	1.00
83	4	1.00
83	5	1.00
83	6	1.00
83	7	1.00
83	8	1.00
83	9	1.00
83	10	0.99
83	11	0.70
84	1	1.00
84	2	1.00
84	3	1.00
84	4	0.98
84	5	0.87
85	1	1.00
85	2	1.00
85	3	1.00
85	4	1.00
85	5	1.00
85	6	1.00
85	7	0.67
85	8	0.39
86	1	1.00
86	2	1.00
86	3	1.00
86	4	1.00
86	5	1.00
86	6	1.00
86	7	1.00
86	8	1.00
86	9	0.93
86	10	0.91
87	1	1.00
87	2	1.00
87	3	1.00
87	4	0.69
87	5	0.20
88	1	1.00
88	2	1.00
88	3	0.50
88	4	0.39
89	1	1.00
89	2	1.00
89	3	1.00
89	4	1.00
89	5	0.77
89	6	0.45
90	1	1.00
90	2	1.00
90	3	0.30
90	4	0.23
91	1	1.00
91	2	1.00
91	3	1.00
91	4	1.00
91	5	1.00
91	6	1.00
91	7	0.93
91	8	0.06
92	1	1.00
92	2	1.00
92	3	1.00
92	4	1.00
92	5	1.00
92	6	1.00
92	7	0.43
92	8	0.33
93	1	1.00
93	2	1.00
93	3	0.20
93	4	0.00
94	1	1.00
94	2	1.00
94	3	1.00
94	4	0.95
94	5	0.86
95	1	1.00
95	2	0.80
95	3	0.60
96	1	1.00
96	2	1.00
96	3	1.00
96	4	1.00
96	5	1.00
96	6	1.00
96	7	1.00
96	8	0.91
96	9	0.22
97	1	1.00
97	2	1.00
97	3	1.00
97	4	1.00
97	5	1.00
97	6	1.00
97	7	0.82
97	8	0.18
98	1	1.00
98	2	1.00
98	3	1.00
98	4	1.00
98	5	1.00
98	6	1.00
98	7	1.00
98	8	1.00
98	9	0.08
98	10	0.07
99	1	1.00
99	2	1.00
99	3	1.00
99	4	0.09
99	5	0.08
100	1	1.00
100	2	0.54
100	3	0.11
101	1	1.00
101	2	1.00
101	3	0.27
101	4	0.19
102	1	1.00
102	2	1.00
102	3	1.00
102	4	1.00
102	5	1.00
102	6	1.00
102	7	1.00
102	8	1.00
102	9	0.59
102	10	0.01
103	1	1.00
103	2	1.00
103	3	1.00
103	4	1.00
103	5	1.00
103	6	1.00
103	7	1.00
103	8	0.37
103	9	0.11
104	1	1.00
104	2	1.00
104	3	1.00
104	4	1.00
104	5	1.00
104	6	1.00
104	7	1.00
104	8	1.00
104	9	0.85
104	10	0.37
105	1	1.00
105	2	1.00
105	3	1.00
105	4	1.00
105	5	1.00
105	6	1.00
105	7	1.00
105	8	1.00
105	9	1.00
105	10	1.00
105	11	0.03
105	12	0.03
106	1	1.00
106	2	1.00
106	3	1.00
106	4	1.00
106	5	1.00
106	6	1.00
106	7	1.00
106	8	1.00
106	9	1.00
106	10	1.00
106	11	0.02
106	12	0.01
107	1	1.00
107	2	0.71
107	3	0.10
108	1	1.00
108	2	1.00
108	3	1.00
108	4	1.00
108	5	1.00
108	6	1.00
108	7	1.00
108	8	1.00
108	9	0.39
108	10	0.06
109	1	1.00
109	2	1.00
109	3	1.00
109	4	1.00
109	5	1.00
109	6	1.00
109	7	1.00
109	8	1.00
109	9	0.41
109	10	0.39
110	1	1.00
110	2	1.00
110	3	1.00
110	4	1.00
110	5	1.00
110	6	1.00
110	7	1.00
110	8	1.00
110	9	1.00
110	10	0.76
111	1	1.00
111	2	1.00
111	3	1.00
111	4	1.00
111	5	1.00
111	6	1.00
111	7	1.00
111	8	1.00
111	9	0.41
111	10	0.27
112	1	1.00
112	2	1.00
112	3	1.00
112	4	1.00
112	5	1.00
112	6	0.03
112	7	0.03
113	1	1.00
113	2	1.00
113	3	0.14
113	4	0.09
114	1	1.00
114	2	1.00
114	3	0.58
114	4	0.49
115	1	1.00
115	2	0.13
115	3	0.11
116	1	1.00
116	2	1.00
116	3	1.00
116	4	1.00
116	5	0.46
116	6	0.06
117	1	1.00
117	2	1.00
117	3	1.00
117	4	1.00
117	5	1.00
117	6	0.68
117	7	0.61
118	1	1.00
118	2	1.00
118	3	1.00
118	4	0.76
118	5	0.37
119	1	1.00
119	2	0.58
119	3	0.37
120	1	1.00
120	2	1.00
120	3	1.00
120	4	0.18
120	5	0.06
121	1	1.00
121	2	1.00
121	3	0.29
121	4	0.06
122	1	1.00
122	2	1.00
122	3	0.53
122	4	0.46
123	1	1.00
123	2	1.00
123	3	0.48
123	4	0.48
124	1	1.00
124	2	1.00
124	3	0.61
124	4	0.17
125	1	1.00
125	2	1.00
125	3	1.00
125	4	1.00
125	5	1.00
125	6	1.00
125	7	1.00
125	8	0.11
125	9	0.04
126	1	1.00
126	2	1.00
126	3	1.00
126	4	1.00
126	5	1.00
126	6	1.00
126	7	1.00
126	8	1.00
126	9	1.00
126	10	0.60
126	11	0.03
127	1	1.00
127	2	1.00
127	3	1.00
127	4	1.00
127	5	1.00
127	6	1.00
127	7	0.30
127	8	0.15
128	1	1.00
128	2	1.00
128	3	1.00
128	4	1.00
128	5	1.00
128	6	1.00
128	7	1.00
128	8	1.00
128	9	0.53
128	10	0.20
129	1	1.00
129	2	1.00
129	3	0.49
129	4	0.48
130	1	1.00
130	2	1.00
130	3	1.00
130	4	0.74
130	5	0.02
131	1	1.00
131	2	0.02
131	3	0.02
132	1	1.00
132	2	1.00
132	3	1.00
132	4	0.27
132	5	0.08
133	1	1.00
133	2	1.00
133	3	1.00
133	4	1.00
133	5	1.00
133	6	1.00
133	7	0.99
133	8	0.45
134	1	1.00
134	2	1.00
134	3	1.00
134	4	1.00
134	5	1.00
134	6	1.00
134	7	1.00
134	8	1.00
134	9	1.00
134	10	0.97
134	11	0.52
135	1	1.00
135	2	1.00
135	3	1.00
135	4	0.48
135	5	0.32
136	1	1.00
136	2	1.00
136	3	1.00
136	4	1.00
136	5	1.00
136	6	1.00
136	7	0.47
136	8	0.46
137	1	1.00
137	2	1.00
137	3	1.00
137	4	1.00
137	5	1.00
137	6	0.64
137	7	0.13
138	1	1.00
138	2	1.00
138	3	1.00
138	4	1.00
138	5	0.43
138	6	0.09
139	1	1.00
139	2	1.00
139	3	1.00
139	4	0.55
139	5	0.43
140	1	1.00
140	2	1.00
140	3	1.00
140	4	1.00
140	5	1.00
140	6	0.49
140	7	0.19
141	1	1.00
141	2	1.00
141	3	0.17
141	4	0.14
142	1	1.00
142	2	0.76
142	3	0.71
143	1	1.00
143	2	1.00
143	3	1.00
143	4	1.00
143	5	1.00
143	6	1.00
143	7	1.00
143	8	0.98
143	9	0.46
144	1	1.00
144	2	0.87
144	3	0.78
145	1	1.00
145	2	1.00
145	3	1.00
145	4	1.00
145	5	1.00
145	6	1.00
145	7	1.00
145	8	1.00
145	9	1.00
145	10	0.38
145	11	0.08
146	1	1.00
146	2	1.00
146	3	1.00
146	4	1.00
146	5	1.00
146	6	1.00
146	7	0.31
146	8	0.02
147	1	1.00
147	2	1.00
147	3	0.86
147	4	0.31
148	1	1.00
148	2	1.00
148	3	1.00
148	4	1.00
148	5	1.00
148	6	1.00
148	7	1.00
148	8	1.00
148	9	1.00
148	10	0.66
148	11	0.40
149	1	1.00
149	2	1.00
149	3	1.00
149	4	1.00
149	5	1.00
149	6	0.67
149	7	0.05
150	1	1.00
150	2	1.00
150	3	1.00
150	4	0.08
150	5	0.04
151	1	1.00
151	2	1.00
151	3	1.00
151	4	1.00
151	5	1.00
151	6	1.00
151	7	1.00
151	8	1.00
151	9	1.00
151	10	1.00
151	11	0.72
151	12	0.23
152	1	1.00
152	2	1.00
152	3	1.00
152	4	1.00
152	5	0.14
152	6	0.05
153	1	1.00
153	2	1.00
153	3	1.00
153	4	1.00
153	5	0.50
153	6	0.23
154	1	1.00
154	2	1.00
154	3	1.00
154	4	1.00
154	5	1.00
154	6	1.00
154	7	1.00
154	8	1.00
154	9	1.00
154	10	1.00
154	11	0.80
154	12	0.53
155	1	1.00
155	2	1.00
155	3	1.00
155	4	0.30
155	5	0.05
156	1	1.00
156	2	1.00
156	3	1.00
156	4	0.34
156	5	0.02
157	1	1.00
157	2	1.00
157	3	0.43
157	4	0.30
158	1	1.00
158	2	1.00
158	3	1.00
158	4	0.65
158	5	0.42
159	1	1.00
159	2	1.00
159	3	1.00
159	4	1.00
159	5	1.00
159	6	0.37
159	7	0.33
160	1	1.00
160	2	1.00
160	3	1.00
160	4	0.58
160	5	0.51
161	1	1.00
161	2	1.00
161	3	1.00
161	4	1.00
161	5	1.00
161	6	1.00
161	7	1.00
161	8	1.00
161	9	0.99
161	10	0.55
162	1	1.00
162	2	1.00
162	3	0.99
162	4	0.22
163	1	1.00
163	2	1.00
163	3	1.00
163	4	1.00
163	5	1.00
163	6	1.00
163	7	0.52
163	8	0.23
164	1	1.00
164	2	1.00
164	3	1.00
164	4	1.00
164	5	1.00
164	6	1.00
164	7	1.00
164	8	0.67
164	9	0.07
165	1	1.00
165	2	1.00
165	3	1.00
165	4	1.00
165	5	1.00
165	6	1.00
165	7	1.00
165	8	1.00
165	9	0.75
165	10	0.27
166	1	1.00
166	2	0.75
166	3	0.60
167	1	1.00
167	2	1.00
167	3	1.00
167	4	0.46
167	5	0.00
168	1	1.00
168	2	1.00
168	3	1.00
168	4	1.00
168	5	1.00
168	6	0.85
168	7	0.46
169	1	1.00
169	2	0.95
169	3	0.89
170	1	1.00
170	2	1.00
170	3	0.15
170	4	0.15
171	1	1.00
171	2	1.00
171	3	1.00
171	4	1.00
171	5	0.36
171	6	0.22
172	1	1.00
172	2	1.00
172	3	1.00
172	4	1.00
172	5	1.00
172	6	0.36
172	7	0.19
173	1	1.00
173	2	1.00
173	3	1.00
173	4	1.00
173	5	1.00
173	6	0.10
173	7	0.00
174	1	1.00
174	2	1.00
174	3	1.00
174	4	1.00
174	5	1.00
174	6	0.50
174	7	0.30
175	1	1.00
175	2	1.00
175	3	1.00
175	4	1.00
175	5	1.00
175	6	1.00
175	7	1.00
175	8	0.28
175	9	0.24
176	1	1.00
176	2	1.00
176	3	0.98
176	4	0.80
177	1	1.00
177	2	1.00
177	3	1.00
177	4	0.13
177	5	0.07
178	1	1.00
178	2	1.00
178	3	0.31
178	4	0.27
179	1	1.00
179	2	1.00
179	3	1.00
179	4	0.97
179	5	0.62
180	1	1.00
180	2	1.00
180	3	1.00
180	4	0.26
180	5	0.19
181	1	1.00
181	2	1.00
181	3	1.00
181	4	1.00
181	5	0.72
181	6	0.56
182	1	1.00
182	2	1.00
182	3	1.00
182	4	0.29
182	5	0.08
183	1	1.00
183	2	1.00
183	3	1.00
183	4	1.00
183	5	1.00
183	6	1.00
183	7	0.09
183	8	0.06
184	1	1.00
184	2	1.00
184	3	1.00
184	4	1.00
184	5	1.00
184	6	0.31
184	7	0.07
185	1	1.00
185	2	1.00
185	3	1.00
185	4	1.00
185	5	1.00
185	6	1.00
185	7	1.00
185	8	0.54
185	9	0.54
186	1	1.00
186	2	1.00
186	3	0.42
186	4	0.41
187	1	1.00
187	2	1.00
187	3	1.00
187	4	1.00
187	5	0.32
187	6	0.16
188	1	1.00
188	2	1.00
188	3	1.00
188	4	1.00
188	5	1.00
188	6	1.00
188	7	1.00
188	8	1.00
188	9	1.00
188	10	1.00
188	11	0.72
188	12	0.31
189	1	1.00
189	2	1.00
189	3	1.00
189	4	0.98
189	5	0.39
190	1	1.00
190	2	1.00
190	3	0.94
190	4	0.41
191	1	1.00
191	2	1.00
191	3	1.00
191	4	0.73
191	5	0.31
192	1	1.00
192	2	1.00
192	3	1.00
192	4	1.00
192	5	1.00
192	6	0.24
192	7	0.08
193	1	1.00
193	2	1.00
193	3	1.00
193	4	0.12
193	5	0.08
194	1	1.00
194	2	1.00
194	3	1.00
194	4	0.95
194	5	0.00
195	1	1.00
195	2	1.00
195	3	1.00
195	4	1.00
195	5	0.28
195	6	0.20
196	1	1.00
196	2	1.00
196	3	0.50
196	4	0.11
197	1	1.00
197	2	1.00
197	3	1.00
197	4	1.00
197	5	0.54
197	6	0.19
198	1	1.00
198	2	1.00
198	3	0.95
198	4	0.63
199	1	1.00
199	2	0.62
199	3	0.48
200	1	1.00
200	2	1.00
200	3	1.00
200	4	0.02
200	5	0.01
201	1	1.00
201	2	1.00
201	3	1.00
201	4	1.00
201	5	1.00
201	6	1.00
201	7	1.00
201	8	1.00
201	9	1.00
201	10	0.04
201	11	0.03
202	1	1.00
202	2	1.00
202	3	0.06
202	4	0.04
203	1	1.00
203	2	1.00
203	3	1.00
203	4	0.70
203	5	0.23
204	1	1.00
204	2	1.00
204	3	1.00
204	4	0.53
204	5	0.49
205	1	1.00
205	2	1.00
205	3	1.00
205	4	1.00
205	5	1.00
205	6	1.00
205	7	1.00
205	8	1.00
205	9	0.91
205	10	0.20
206	1	1.00
206	2	1.00
206	3	1.00
206	4	1.00
206	5	1.00
206	6	1.00
206	7	1.00
206	8	1.00
206	9	0.53
206	10	0.45
207	1	1.00
207	2	1.00
207	3	1.00
207	4	1.00
207	5	1.00
207	6	0.84
207	7	0.83
208	1	1.00
208	2	1.00
208	3	0.91
208	4	0.60
209	1	1.00
209	2	1.00
209	3	1.00
209	4	0.04
209	5	0.02
210	1	1.00
210	2	1.00
210	3	0.40
210	4	0.14
211	1	1.00
211	2	1.00
211	3	1.00
211	4	1.00
211	5	1.00
211	6	1.00
211	7	1.00
211	8	1.00
211	9	1.00
211	10	0.45
211	11	0.15
212	1	1.00
212	2	1.00
212	3	0.55
212	4	0.13
213	1	1.00
213	2	0.35
213	3	0.32
214	1	1.00
214	2	0.03
214	3	0.02
215	1	1.00
215	2	1.00
215	3	1.00
215	4	1.00
215	5	1.00
215	6	1.00
215	7	1.00
215	8	0.01
215	9	0.00
216	1	1.00
216	2	1.00
216	3	1.00
216	4	1.00
216	5	1.00
216	6	1.00
216	7	0.19
216	8	0.08
217	1	1.00
217	2	1.00
217	3	0.78
217	4	0.31
218	1	1.00
218	2	1.00
218	3	0.04
218	4	0.01
219	1	1.00
219	2	1.00
219	3	1.00
219	4	1.00
219	5	0.63
219	6	0.18
220	1	1.00
220	2	0.73
220	3	0.28
221	1	1.00
221	2	1.00
221	3	1.00
221	4	0.93
221	5	0.72
222	1	1.00
222	2	1.00
222	3	0.88
222	4	0.43
223	1	1.00
223	2	1.00
223	3	0.29
223	4	0.04
224	1	1.00
224	2	1.00
224	3	0.64
224	4	0.27
225	1	1.00
225	2	1.00
225	3	0.28
225	4	0.02
226	1	1.00
226	2	1.00
226	3	1.00
226	4	1.00
226	5	0.34
226	6	0.27
227	1	1.00
227	2	1.00
227	3	1.00
227	4	0.80
227	5	0.07
228	1	1.00
228	2	1.00
228	3	0.48
228	4	0.44
229	1	1.00
229	2	0.21
229	3	0.20
230	1	1.00
230	2	1.00
230	3	0.16
230	4	0.13
231	1	1.00
231	2	1.00
231	3	1.00
231	4	1.00
231	5	1.00
231	6	1.00
231	7	1.00
231	8	0.02
231	9	0.00
232	1	1.00
232	2	1.00
232	3	0.72
232	4	0.63
233	1	1.00
233	2	1.00
233	3	1.00
233	4	1.00
233	5	0.71
233	6	0.21
234	1	1.00
234	2	0.18
234	3	0.18
235	1	1.00
235	2	1.00
235	3	1.00
235	4	0.54
235	5	0.26
236	1	1.00
236	2	1.00
236	3	1.00
236	4	1.00
236	5	0.80
236	6	0.37
237	1	1.00
237	2	0.16
237	3	0.03
238	1	1.00
238	2	1.00
238	3	1.00
238	4	1.00
238	5	1.00
238	6	1.00
238	7	0.59
238	8	0.48
239	1	1.00
239	2	1.00
239	3	0.93
239	4	0.76
240	1	1.00
240	2	1.00
240	3	1.00
240	4	1.00
240	5	1.00
240	6	1.00
240	7	0.32
240	8	0.07
241	1	1.00
241	2	1.00
241	3	1.00
241	4	1.00
241	5	0.79
241	6	0.65
242	1	1.00
242	2	1.00
242	3	1.00
242	4	0.04
242	5	0.02
243	1	1.00
243	2	0.35
243	3	0.30
244	1	1.00
244	2	1.00
244	3	0.26
244	4	0.12
245	1	1.00
245	2	1.00
245	3	1.00
245	4	1.00
245	5	1.00
245	6	1.00
245	7	0.11
245	8	0.03
246	1	1.00
246	2	1.00
246	3	1.00
246	4	0.78
246	5	0.66
247	1	1.00
247	2	1.00
247	3	0.40
247	4	0.03
248	1	1.00
248	2	1.00
248	3	1.00
248	4	0.38
248	5	0.22
249	1	1.00
249	2	1.00
249	3	1.00
249	4	1.00
249	5	1.00
249	6	1.00
249	7	1.00
249	8	1.00
249	9	0.41
249	10	0.40
250	1	1.00
250	2	1.00
250	3	1.00
250	4	0.86
250	5	0.40
251	1	1.00
251	2	0.12
251	3	0.02
252	1	1.00
252	2	0.96
252	3	0.76
253	1	1.00
253	2	1.00
253	3	1.00
253	4	0.19
253	5	0.11
254	1	1.00
254	2	1.00
254	3	0.84
254	4	0.37
255	1	1.00
255	2	1.00
255	3	1.00
255	4	0.37
255	5	0.03
256	1	1.00
256	2	1.00
256	3	1.00
256	4	1.00
256	5	0.49
256	6	0.23
257	1	1.00
257	2	1.00
257	3	1.00
257	4	1.00
257	5	1.00
257	6	1.00
257	7	1.00
257	8	0.27
257	9	0.13
258	1	1.00
258	2	1.00
258	3	1.00
258	4	1.00
258	5	1.00
258	6	1.00
258	7	1.00
258	8	1.00
258	9	1.00
258	10	0.36
258	11	0.02
259	1	1.00
259	2	1.00
259	3	1.00
259	4	1.00
259	5	1.00
259	6	1.00
259	7	0.69
259	8	0.18
260	1	1.00
260	2	1.00
260	3	1.00
260	4	1.00
260	5	0.16
260	6	0.14
261	1	1.00
261	2	1.00
261	3	1.00
261	4	0.07
261	5	0.06
262	1	1.00
262	2	1.00
262	3	1.00
262	4	1.00
262	5	1.00
262	6	1.00
262	7	1.00
262	8	0.61
262	9	0.58
263	1	1.00
263	2	1.00
263	3	1.00
263	4	0.54
263	5	0.31
264	1	1.00
264	2	1.00
264	3	1.00
264	4	1.00
264	5	1.00
264	6	1.00
264	7	1.00
264	8	1.00
264	9	1.00
264	10	0.18
264	11	0.02
265	1	1.00
265	2	1.00
265	3	1.00
265	4	1.00
265	5	1.00
265	6	0.38
265	7	0.33
266	1	1.00
266	2	1.00
266	3	0.70
266	4	0.60
267	1	1.00
267	2	1.00
267	3	1.00
267	4	0.35
267	5	0.16
268	1	1.00
268	2	1.00
268	3	1.00
268	4	1.00
268	5	0.89
268	6	0.85
269	1	1.00
269	2	0.02
269	3	0.00
270	1	1.00
270	2	1.00
270	3	0.64
270	4	0.28
271	1	1.00
271	2	1.00
271	3	1.00
271	4	1.00
271	5	1.00
271	6	1.00
271	7	1.00
271	8	1.00
271	9	0.19
271	10	0.18
272	1	1.00
272	2	1.00
272	3	1.00
272	4	1.00
272	5	0.83
272	6	0.66
273	1	1.00
273	2	1.00
273	3	1.00
273	4	1.00
273	5	1.00
273	6	1.00
273	7	1.00
273	8	1.00
273	9	0.90
273	10	0.70
274	1	1.00
274	2	1.00
274	3	1.00
274	4	0.55
274	5	0.27
275	1	1.00
275	2	1.00
275	3	1.00
275	4	0.93
275	5	0.29
276	1	1.00
276	2	1.00
276	3	0.88
276	4	0.18
277	1	1.00
277	2	1.00
277	3	1.00
277	4	1.00
277	5	1.00
277	6	1.00
277	7	1.00
277	8	1.00
277	9	1.00
277	10	1.00
277	11	0.83
277	12	0.74
278	1	1.00
278	2	1.00
278	3	1.00
278	4	1.00
278	5	0.17
278	6	0.00
279	1	1.00
279	2	1.00
279	3	1.00
279	4	1.00
279	5	1.00
279	6	0.59
279	7	0.11
280	1	1.00
280	2	1.00
280	3	1.00
280	4	0.13
280	5	0.12
281	1	1.00
281	2	1.00
281	3	1.00
281	4	0.71
281	5	0.51
282	1	1.00
282	2	1.00
282	3	0.62
282	4	0.07
283	1	1.00
283	2	1.00
283	3	1.00
283	4	1.00
283	5	1.00
283	6	1.00
283	7	0.14
283	8	0.10
284	1	1.00
284	2	0.81
284	3	0.63
285	1	1.00
285	2	1.00
285	3	1.00
285	4	1.00
285	5	1.00
285	6	1.00
285	7	0.04
285	8	0.02
286	1	1.00
286	2	1.00
286	3	1.00
286	4	1.00
286	5	1.00
286	6	0.62
286	7	0.58
287	1	1.00
287	2	1.00
287	3	1.00
287	4	1.00
287	5	1.00
287	6	1.00
287	7	1.00
287	8	0.06
287	9	0.02
288	1	1.00
288	2	0.37
288	3	0.37
289	1	1.00
289	2	1.00
289	3	1.00
289	4	0.59
289	5	0.19
290	1	1.00
290	2	1.00
290	3	1.00
290	4	1.00
290	5	0.83
290	6	0.05
291	1	1.00
291	2	1.00
291	3	1.00
291	4	1.00
291	5	1.00
291	6	1.00
291	7	1.00
291	8	0.82
291	9	0.33
292	1	1.00
292	2	1.00
292	3	1.00
292	4	1.00
292	5	1.00
292	6	1.00
292	7	1.00
292	8	1.00
292	9	1.00
292	10	1.00
292	11	0.86
292	12	0.58
293	1	1.00
293	2	1.00
293	3	0.45
293	4	0.11
294	1	1.00
294	2	1.00
294	3	1.00
294	4	1.00
294	5	1.00
294	6	1.00
294	7	0.21
294	8	0.20
295	1	1.00
