p	r	C_pr
23	6	80
23	7	80
23	8	140
23	9	70
23	10	120
23	11	140
23	12	50
23	13	60
23	14	80
23	15	110
23	16	90
23	17	100
23	18	70
23	19	70
23	20	70
23	21	90
23	22	110
23	23	50
23	24	70
23	25	90
23	26	110
23	27	60
23	28	100
23	29	100
23	30	10
23	31	40
23	32	110
23	33	50
23	34	90
23	35	110
23	36	60
23	37	50
23	38	50
23	39	30
23	40	90
24	1	70
24	2	70
24	3	80
24	4	80
24	5	50
24	6	80
24	7	100
24	8	120
24	9	90
24	10	100
24	11	120
24	12	50
24	13	80
24	14	100
24	15	110
24	16	90
24	17	100
24	18	80
24	19	70
24	20	70
24	21	100
24	22	90
24	23	30
24	24	80
24	25	90
24	26	100
24	27	60
24	28	80
24	29	100
24	30	10
24	31	30
24	32	90
24	33	60
24	34	90
24	35	90
24	36	60
24	37	80
24	38	50
24	39	50
24	40	110
25	1	70
25	2	90
25	3	80
25	4	80
25	5	50
25	6	100
25	7	100
25	8	120
25	9	110
25	10	120
25	11	120
25	12	50
25	13	80
25	14	100
25	15	110
25	16	90
25	17	80
25	18	70
25	19	90
25	20	90
25	21	130
25	22	110
25	23	50
25	24	50
25	25	90
25	26	110
25	27	100
25	28	120
25	29	120
25	30	10
25	31	60
25	32	130
25	33	70
25	34	110
25	35	110
25	36	60
25	37	70
25	38	70
25	39	70
25	40	110
26	1	50
26	2	50
26	3	50
26	4	50
26	5	10
26	6	60
26	7	70
26	8	50
26	9	70
26	10	50
26	11	60
26	12	50
26	13	70
26	14	80
26	15	50
26	16	50
26	17	50
26	18	50
26	19	50
26	20	50
26	21	70
26	22	50
26	23	10
26	24	50
26	25	50
26	26	50
26	27	60
26	28	50
26	29	50
26	30	0
26	31	0
26	32	50
26	33	50
26	34	50
26	35	50
26	36	60
26	37	70
26	38	50
26	39	20
26	40	70
27	1	70
27	2	90
27	3	70
27	4	50
27	5	50
27	6	100
27	7	70
27	8	90
27	9	110
27	10	70
27	11	100
27	12	50
27	13	70
27	14	80
27	15	130
27	16	90
27	17	70
27	18	70
27	19	50
27	20	70
27	21	110
27	22	70
27	23	10
27	24	70
27	25	70
27	26	90
27	27	80
27	28	70
27	29	70
27	30	0
27	31	20
27	32	90
27	33	50
27	34	90
27	35	70
27	36	60
27	37	70
27	38	70
27	39	60
27	40	90
28	1	70
28	2	90
28	3	70
28	4	70
28	5	50
28	6	100
28	7	90
28	8	90
28	9	110
28	10	90
28	11	100
28	12	50
28	13	70
28	14	100
28	15	110
28	16	90
28	17	70
28	18	70
28	19	70
28	20	90
28	21	110
28	22	90
28	23	30
28	24	50
28	25	90
28	26	90
28	27	80
28	28	90
28	29	90
28	30	0
28	31	40
28	32	90
28	33	50
28	34	110
28	35	90
28	36	60
28	37	70
28	38	70
28	39	60
28	40	110
29	1	50
29	2	70
29	3	80
29	4	60
29	5	30
29	6	100
29	7	80
29	8	80
29	9	90
29	10	60
29	11	80
29	12	50
29	13	80
29	14	80
29	15	90
29	16	70
29	17	60
29	18	50
29	19	50
29	20	70
29	21	110
29	22	70
29	23	10
29	24	50
29	25	70
29	26	70
29	27	80
29	28	80
29	29	60
29	30	10
29	31	20
29	32	70
29	33	50
29	34	70
29	35	50
29	36	60
29	37	70
29	38	70
29	39	70
29	40	70
30	1	20
30	2	20
30	3	80
30	4	60
30	5	100
30	6	80
30	7	30
30	8	80
30	9	90
30	10	80
30	11	80
30	12	50
30	13	30
30	14	80
30	15	90
30	16	40
30	17	10
30	18	80
30	19	70
30	20	50
30	21	50
30	22	70
30	23	60
30	24	60
30	25	70
30	26	100
30	27	30
30	28	60
30	29	50
30	30	60
30	31	60
30	32	110
30	33	80
30	34	20
30	35	70
30	36	10
30	37	80
30	38	50
30	39	100
30	40	90
31	1	70
31	2	70
31	3	70
31	4	70
31	5	40
31	6	70
31	7	70
31	8	90
31	9	70
31	10	90
31	11	90
31	12	50
31	13	50
31	14	70
31	15	90
31	16	90
31	17	70
31	18	70
31	19	70
31	20	70
31	21	70
31	22	90
31	23	20
31	24	50
31	25	90
31	26	90
31	27	50
31	28	70
31	29	90
31	30	0
31	31	20
31	32	90
31	33	50
31	34	90
31	35	90
31	36	50
31	37	50
31	38	50
31	39	20
31	40	90
32	1	0
32	2	20
32	3	100
32	4	80
32	5	80
32	6	120
32	7	10
32	8	80
32	9	70
32	10	80
32	11	80
32	12	50
32	13	10
32	14	60
32	15	90
32	16	20
32	17	10
32	18	50
32	19	50
32	20	70
32	21	40
32	22	70
32	23	60
32	24	50
32	25	70
32	26	70
32	27	30
32	28	100
32	29	10
32	30	60
32	31	70
32	32	70
32	33	50
32	34	20
32	35	50
32	36	10
32	37	50
32	38	70
32	39	100
32	40	50
33	1	0
33	2	20
33	3	80
33	4	80
33	5	80
33	6	100
33	7	50
33	8	120
33	9	90
33	10	100
33	11	120
33	12	50
33	13	30
33	14	100
33	15	90
33	16	20
33	17	30
33	18	60
33	19	90
33	20	90
33	21	90
33	22	110
33	23	100
33	24	60
33	25	90
33	26	100
33	27	50
33	28	120
33	29	50
33	30	60
33	31	120
33	32	110
33	33	80
33	34	40
33	35	90
33	36	10
33	37	80
33	38	70
33	39	120
33	40	90
34	1	70
34	2	70
34	3	70
34	4	70
34	5	70
34	6	80
34	7	70
34	8	110
34	9	70
34	10	90
34	11	120
34	12	50
34	13	50
34	14	80
34	15	110
34	16	90
34	17	90
34	18	70
34	19	70
34	20	90
34	21	70
34	22	90
34	23	50
34	24	70
34	25	110
34	26	110
34	27	60
34	28	70
34	29	90
34	30	0
34	31	40
34	32	90
34	33	50
34	34	90
34	35	90
34	36	80
34	37	50
34	38	70
34	39	20
34	40	90
35	1	0
35	2	20
35	3	80
35	4	100
35	5	60
35	6	100
35	7	30
35	8	100
35	9	70
35	10	120
35	11	100
35	12	50
35	13	10
35	14	80
35	15	70
35	16	0
35	17	30
35	18	50
35	19	70
35	20	90
35	21	40
35	22	90
35	23	100
35	24	50
35	25	70
35	26	70
35	27	30
35	28	140
35	29	30
35	30	60
35	31	110
35	32	70
35	33	50
35	34	40
35	35	90
35	36	10
35	37	50
35	38	70
35	39	80
35	40	70
36	1	0
36	2	20
36	3	100
36	4	80
36	5	80
36	6	120
36	7	30
36	8	100
36	9	90
36	10	100
36	11	100
36	12	50
36	13	30
36	14	80
36	15	90
36	16	20
36	17	10
36	18	50
36	19	50
36	20	70
36	21	80
36	22	90
36	23	80
36	24	50
36	25	70
36	26	90
36	27	30
36	28	120
36	29	10
36	30	60
36	31	90
36	32	90
36	33	50
36	34	20
36	35	70
36	36	10
36	37	70
36	38	70
36	39	120
36	40	70
37	1	0
37	2	20
37	3	50
37	4	70
37	5	50
37	6	70
37	7	40
37	8	90
37	9	90
37	10	90
37	11	90
37	12	50
37	13	20
37	14	90
37	15	70
37	16	0
37	17	20
37	18	50
37	19	70
37	20	90
37	21	60
37	22	90
37	23	90
37	24	50
37	25	70
37	26	70
37	27	20
37	28	110
37	29	20
37	30	50
37	31	110
37	32	70
37	33	50
37	34	40
37	35	90
37	36	0
37	37	70
37	38	70
37	39	90
37	40	90
38	1	70
38	2	70
38	3	70
38	4	90
38	5	30
38	6	80
38	7	90
38	8	90
38	9	90
38	10	130
38	11	100
38	12	50
38	13	70
38	14	100
38	15	70
38	16	70
38	17	70
38	18	70
38	19	70
38	20	70
38	21	90
38	22	90
38	23	50
38	24	50
38	25	70
38	26	90
38	27	60
38	28	110
38	29	90
38	30	0
38	31	40
38	32	90
38	33	50
38	34	90
38	35	110
38	36	60
38	37	70
38	38	50
38	39	20
38	40	110
39	1	90
39	2	90
39	3	80
39	4	100
39	5	30
39	6	80
39	7	80
39	8	100
39	9	70
39	10	140
39	11	100
39	12	70
39	13	60
39	14	80
39	15	70
39	16	90
39	17	80
39	18	90
39	19	70
39	20	70
39	21	70
39	22	110
39	23	50
39	24	50
39	25	70
39	26	90
39	27	60
39	28	120
39	29	100
39	30	30
39	31	40
39	32	90
39	33	50
39	34	110
39	35	130
39	36	60
39	37	50
39	38	50
39	39	10
39	40	90
40	1	20
40	2	20
40	3	50
40	4	70
40	5	80
40	6	60
40	7	40
40	8	70
40	9	90
40	10	90
40	11	80
40	12	50
40	13	20
40	14	100
40	15	70
40	16	20
40	17	20
40	18	70
40	19	70
40	20	70
40	21	20
40	22	70
40	23	80
40	24	50
40	25	70
40	26	70
40	27	10
40	28	70
40	29	40
40	30	50
40	31	70
40	32	70
40	33	50
40	34	40
40	35	90
40	36	10
40	37	70
40	38	50
40	39	70
40	40	110
41	1	70
41	2	90
41	3	80
41	4	60
41	5	50
41	6	100
41	7	80
41	8	100
41	9	110
41	10	100
41	11	100
41	12	50
41	13	80
41	14	80
41	15	110
41	16	90
41	17	60
41	18	70
41	19	50
41	20	70
41	21	130
41	22	90
41	23	30
41	24	50
41	25	70
41	26	110
41	27	80
41	28	100
41	29	80
41	30	10
41	31	40
41	32	110
41	33	50
41	34	90
41	35	90
41	36	60
41	37	70
41	38	70
41	39	70
41	40	90
42	1	20
42	2	40
42	3	80
42	4	60
42	5	100
42	6	100
42	7	30
42	8	100
42	9	110
42	10	100
42	11	100
42	12	50
42	13	30
42	14	80
42	15	110
42	16	40
42	17	10
42	18	80
42	19	50
42	20	70
42	21	90
42	22	90
42	23	80
42	24	60
42	25	70
42	26	120
42	27	30
42	28	100
42	29	30
42	30	60
42	31	100
42	32	110
42	33	60
42	34	40
42	35	90
42	36	10
42	37	80
42	38	70
42	39	120
42	40	90
43	1	70
43	2	70
43	3	60
43	4	80
43	5	50
43	6	60
43	7	80
43	8	120
43	9	70
43	10	120
43	11	120
43	12	50
43	13	60
43	14	80
43	15	90
43	16	70
43	17	100
43	18	80
43	19	70
43	20	90
43	21	80
43	22	90
43	23	70
43	24	80
43	25	90
43	26	120
43	27	60
43	28	100
43	29	100
43	30	10
43	31	70
43	32	90
43	33	60
43	34	90
43	35	110
43	36	80
43	37	60
43	38	70
43	39	10
43	40	90
44	1	70
44	2	70
44	3	70
44	4	50
44	5	40
44	6	70
44	7	50
44	8	90
44	9	70
44	10	70
44	11	90
44	12	50
44	13	50
44	14	50
44	15	110
44	16	90
44	17	70
44	18	70
44	19	50
44	20	50
44	21	70
44	22	70
44	23	0
44	24	70
44	25	70
44	26	90
44	27	50
44	28	50
44	29	70
44	30	0
44	31	0
44	32	90
44	33	50
44	34	70
44	35	70
44	36	50
44	37	50
44	38	50
44	39	20
44	40	70
45	1	40
45	2	40
45	3	100
45	4	80
45	5	100
45	6	100
45	7	10
45	8	100
45	9	70
45	10	120
45	11	100
45	12	70
45	13	10
45	14	60
45	15	90
45	16	60
45	17	10
45	18	100
45	19	50
45	20	50
45	21	50
45	22	110
45	23	80
45	24	60
45	25	70
45	26	120
45	27	10
45	28	100
45	29	30
45	30	80
45	31	80
45	32	110
45	33	60
45	34	40
45	35	110
45	36	10
45	37	60
45	38	50
45	39	80
45	40	70
46	1	20
46	2	40
46	3	80
46	4	60
46	5	100
46	6	100
46	7	30
46	8	100
46	9	110
46	10	100
46	11	100
46	12	50
46	13	30
46	14	80
46	15	110
46	16	40
46	17	10
46	18	70
46	19	50
46	20	70
46	21	80
46	22	90
46	23	80
46	24	50
46	25	70
46	26	110
46	27	30
46	28	100
46	29	30
46	30	60
46	31	90
46	32	110
46	33	50
46	34	40
46	35	90
46	36	10
46	37	70
46	38	70
46	39	120
46	40	90
47	1	70
47	2	90
47	3	80
47	4	80
47	5	50
47	6	100
47	7	100
47	8	100
47	9	110
47	10	100
47	11	100
47	12	50
47	13	80
47	14	100
47	15	110
47	16	90
47	17	80
47	18	80
47	19	70
47	20	90
47	21	120
47	22	90
47	23	30
47	24	60
47	25	90
47	26	100
47	27	80
47	28	100
47	29	100
47	30	10
47	31	50
47	32	90
47	33	60
47	34	110
47	35	90
47	36	60
47	37	80
47	38	70
47	39	70
47	40	110
48	1	70
48	2	90
48	3	50
48	4	70
48	5	30
48	6	80
48	7	70
48	8	90
48	9	90
48	10	110
48	11	100
48	12	50
48	13	50
48	14	80
48	15	90
48	16	70
48	17	70
48	18	70
48	19	70
48	20	90
48	21	90
48	22	90
48	23	50
48	24	50
48	25	70
48	26	90
48	27	80
48	28	110
48	29	90
48	30	0
48	31	60
48	32	90
48	33	50
48	34	110
48	35	110
48	36	60
48	37	50
48	38	70
48	39	20
48	40	90
49	1	0
49	2	0
49	3	50
49	4	70
49	5	60
49	6	60
49	7	20
49	8	90
49	9	50
49	10	70
49	11	100
49	12	50
49	13	0
49	14	80
49	15	70
49	16	0
49	17	40
49	18	50
49	19	70
49	20	70
49	21	0
49	22	70
49	23	80
49	24	70
49	25	70
49	26	50
49	27	10
49	28	70
49	29	20
49	30	50
49	31	70
49	32	50
49	33	50
49	34	20
49	35	70
49	36	10
49	37	50
49	38	50
49	39	50
49	40	70
50	1	70
50	2	90
50	3	70
50	4	50
50	5	50
50	6	100
50	7	50
50	8	90
50	9	90
50	10	90
50	11	100
50	12	50
50	13	50
50	14	60
50	15	110
50	16	90
50	17	50
50	18	70
50	19	50
50	20	70
50	21	110
50	22	90
50	23	30
50	24	50
50	25	70
50	26	110
50	27	80
50	28	90
50	29	70
50	30	0
50	31	40
50	32	110
50	33	50
50	34	90
50	35	90
50	36	60
50	37	50
50	38	70
50	39	40
50	40	70
51	1	40
51	2	60
51	3	100
51	4	100
51	5	100
51	6	120
51	7	30
51	8	100
51	9	90
51	10	120
51	11	100
51	12	70
51	13	10
51	14	80
51	15	110
51	16	60
51	17	30
51	18	100
51	19	70
51	20	90
51	21	50
51	22	110
51	23	80
51	24	60
51	25	90
51	26	100
51	27	30
51	28	120
51	29	50
51	30	80
51	31	100
51	32	90
51	33	60
51	34	80
51	35	110
51	36	10
51	37	60
51	38	70
51	39	100
51	40	90
52	1	20
52	2	20
52	3	50
52	4	50
52	5	80
52	6	60
52	7	20
52	8	50
52	9	90
52	10	70
52	11	60
52	12	50
52	13	20
52	14	80
52	15	70
52	16	20
52	17	0
52	18	70
52	19	70
52	20	50
52	21	20
52	22	50
52	23	60
52	24	50
52	25	50
52	26	70
52	27	30
52	28	50
52	29	40
52	30	50
52	31	50
52	32	90
52	33	70
52	34	20
52	35	70
52	36	10
52	37	70
52	38	50
52	39	70
52	40	90
53	1	50
53	2	70
53	3	80
53	4	80
53	5	10
53	6	100
53	7	80
53	8	60
53	9	90
53	10	80
53	11	60
53	12	50
53	13	80
53	14	80
53	15	70
53	16	50
53	17	60
53	18	60
53	19	50
53	20	70
53	21	100
53	22	50
53	23	10
53	24	60
53	25	50
53	26	60
53	27	80
53	28	100
53	29	60
53	30	10
53	31	30
53	32	50
53	33	60
53	34	70
53	35	50
53	36	60
53	37	80
53	38	70
53	39	50
53	40	70
54	1	70
54	2	70
54	3	80
54	4	60
54	5	70
54	6	80
54	7	60
54	8	120
54	9	70
54	10	100
54	11	120
54	12	50
54	13	60
54	14	60
54	15	110
54	16	90
54	17	80
54	18	70
54	19	50
54	20	70
54	21	90
54	22	90
54	23	50
54	24	70
54	25	90
54	26	130
54	27	60
54	28	80
54	29	80
54	30	10
54	31	40
54	32	110
54	33	50
54	34	70
54	35	90
54	36	80
54	37	50
54	38	70
54	39	30
54	40	70
55	1	0
55	2	20
55	3	70
55	4	70
55	5	60
55	6	100
55	7	0
55	8	50
55	9	70
55	10	70
55	11	60
55	12	50
55	13	0
55	14	60
55	15	70
55	16	0
55	17	0
55	18	50
55	19	50
55	20	70
55	21	20
55	22	50
55	23	60
55	24	50
55	25	50
55	26	50
55	27	30
55	28	90
55	29	0
55	30	50
55	31	70
55	32	50
55	33	50
55	34	20
55	35	50
55	36	10
55	37	50
55	38	70
55	39	70
55	40	50
56	1	50
56	2	50
56	3	80
56	4	80
56	5	30
56	6	80
56	7	100
56	8	100
56	9	70
56	10	80
56	11	100
56	12	50
56	13	80
56	14	100
56	15	70
56	16	70
56	17	80
56	18	60
56	19	70
56	20	70
56	21	100
56	22	90
56	23	30
56	24	60
56	25	90
56	26	80
56	27	60
56	28	80
56	29	80
56	30	10
56	31	30
56	32	70
56	33	60
56	34	70
56	35	70
56	36	60
56	37	80
56	38	50
56	39	50
56	40	90
57	1	70
57	2	90
57	3	50
57	4	50
57	5	30
57	6	80
57	7	70
57	8	90
57	9	110
57	10	90
57	11	100
57	12	50
57	13	70
57	14	80
57	15	110
57	16	70
57	17	70
57	18	70
57	19	50
57	20	70
57	21	110
57	22	70
57	23	30
57	24	70
57	25	50
57	26	90
57	27	80
57	28	90
57	29	70
57	30	0
57	31	40
57	32	90
57	33	50
57	34	90
57	35	90
57	36	60
57	37	70
57	38	70
57	39	40
57	40	90
58	1	0
58	2	20
58	3	80
58	4	80
58	5	80
58	6	100
58	7	50
58	8	100
58	9	90
58	10	80
58	11	100
58	12	50
58	13	30
58	14	100
58	15	90
58	16	20
58	17	30
58	18	60
58	19	90
58	20	90
58	21	70
58	22	90
58	23	80
58	24	60
58	25	90
58	26	80
58	27	50
58	28	100
58	29	50
58	30	60
58	31	100
58	32	90
58	33	80
58	34	40
58	35	70
58	36	10
58	37	80
58	38	70
58	39	120
58	40	90
59	1	70
59	2	70
59	3	60
59	4	80
59	5	30
59	6	60
59	7	80
59	8	120
59	9	70
59	10	120
