p	r	R_p
38	3	0
38	4	1
38	5	0
38	6	1
38	7	1
38	8	0
39	1	1
39	2	1
39	3	0
39	4	1
39	5	0
39	6	1
39	7	1
39	8	0
40	1	1
40	2	1
40	3	0
40	4	1
40	5	0
40	6	1
40	7	1
40	8	0
41	1	1
41	2	1
41	3	0
41	4	1
41	5	0
41	6	1
41	7	0
41	8	0
42	1	1
42	2	1
42	3	0
42	4	1
42	5	0
42	6	1
42	7	1
42	8	0
43	1	1
43	2	1
43	3	1
43	4	1
43	5	1
43	6	1
43	7	1
43	8	1
44	1	0
44	2	0
44	3	1
44	4	0
44	5	1
44	6	0
44	7	0
44	8	1
45	1	1
45	2	1
45	3	0
45	4	1
45	5	0
45	6	1
45	7	0
45	8	0
46	1	0
46	2	0
46	3	1
46	4	0
46	5	1
46	6	0
46	7	0
46	8	1
47	1	0
47	2	0
47	3	1
47	4	0
47	5	1
47	6	0
47	7	0
47	8	1
48	1	1
48	2	1
48	3	0
48	4	1
48	5	0
48	6	1
48	7	1
48	8	0
49	1	1
49	2	1
49	3	0
49	4	1
49	5	1
49	6	1
49	7	0
49	8	1
50	1	1
50	2	1
50	3	1
50	4	1
50	5	1
50	6	1
50	7	1
50	8	1
51	1	1
51	2	1
51	3	1
51	4	1
51	5	1
51	6	1
51	7	1
51	8	1
52	1	1
52	2	1
52	3	0
52	4	1
52	5	0
52	6	1
52	7	1
52	8	0
53	1	0
53	2	0
53	3	1
53	4	0
53	5	1
53	6	0
53	7	0
53	8	1
54	1	0
54	2	0
54	3	1
54	4	0
54	5	1
54	6	0
54	7	0
54	8	1
55	1	0
55	2	0
55	3	1
55	4	0
55	5	1
55	6	0
55	7	0
55	8	1
56	1	1
56	2	1
56	3	1
56	4	1
56	5	1
56	6	1
56	7	1
56	8	1
57	1	0
57	2	0
57	3	0
57	4	0
57	5	0
57	6	0
57	7	0
57	8	1
58	1	0
58	2	0
58	3	1
58	4	0
58	5	1
58	6	0
58	7	0
58	8	1
59	1	1
59	2	1
59	3	0
59	4	1
59	5	0
59	6	1
59	7	1
59	8	0
60	1	1
60	2	1
60	3	0
60	4	1
60	5	0
60	6	1
60	7	1
60	8	0
61	1	1
61	2	1
61	3	0
61	4	1
61	5	0
61	6	1
61	7	1
61	8	0
62	1	1
62	2	1
62	3	1
62	4	1
62	5	1
62	6	1
62	7	1
62	8	1
63	1	1
63	2	1
63	3	0
63	4	1
63	5	0
63	6	1
63	7	1
63	8	0
64	1	0
64	2	0
64	3	1
64	4	0
64	5	1
64	6	0
64	7	0
64	8	1
65	1	0
65	2	0
65	3	1
65	4	0
65	5	1
65	6	0
65	7	0
65	8	1
66	1	0
66	2	0
66	3	1
66	4	0
66	5	1
66	6	0
66	7	0
66	8	1
67	1	1
67	2	1
67	3	0
67	4	1
67	5	0
67	6	1
67	7	1
67	8	0
68	1	0
68	2	0
68	3	1
68	4	0
68	5	1
68	6	0
68	7	0
68	8	1
69	1	1
69	2	1
69	3	1
69	4	1
69	5	1
69	6	1
69	7	1
69	8	1
70	1	1
70	2	1
70	3	1
70	4	1
70	5	1
70	6	1
70	7	1
70	8	1
71	1	1
71	2	1
71	3	0
71	4	1
71	5	0
71	6	1
71	7	1
71	8	0
72	1	1
72	2	1
72	3	1
72	4	1
72	5	1
72	6	1
72	7	1
72	8	1
73	1	1
73	2	1
73	3	1
73	4	1
73	5	1
73	6	1
73	7	1
73	8	1
74	1	1
74	2	1
74	3	1
74	4	1
74	5	1
74	6	1
74	7	1
74	8	1
75	1	1
75	2	1
75	3	0
75	4	1
75	5	0
75	6	1
75	7	0
75	8	0
76	1	1
76	2	1
76	3	0
76	4	1
76	5	1
76	6	1
76	7	0
76	8	1
77	1	1
77	2	1
77	3	0
77	4	1
77	5	0
77	6	1
77	7	1
77	8	0
78	1	1
78	2	1
78	3	0
78	4	1
78	5	0
78	6	1
78	7	1
78	8	0
79	1	1
79	2	1
79	3	0
79	4	1
79	5	1
79	6	1
79	7	0
79	8	1
80	1	0
80	2	0
80	3	0
80	4	1
80	5	0
80	6	0
80	7	0
80	8	1
81	1	0
81	2	0
81	3	1
81	4	0
81	5	1
81	6	0
81	7	0
81	8	1
82	1	1
82	2	1
82	3	0
82	4	1
82	5	0
82	6	1
82	7	1
82	8	0
83	1	1
83	2	1
83	3	0
83	4	1
83	5	1
83	6	1
83	7	0
83	8	1
84	1	1
84	2	1
84	3	1
84	4	1
84	5	1
84	6	1
84	7	1
84	8	1
85	1	1
85	2	1
85	3	0
85	4	1
85	5	0
85	6	1
85	7	1
85	8	0
86	1	0
86	2	0
86	3	1
86	4	0
86	5	1
86	6	0
86	7	0
86	8	1
87	1	1
87	2	1
87	3	0
87	4	1
87	5	0
87	6	1
87	7	1
87	8	0
88	1	0
88	2	0
88	3	1
88	4	0
88	5	1
88	6	0
88	7	0
88	8	1
89	1	0
89	2	0
89	3	1
89	4	0
89	5	1
89	6	0
89	7	0
89	8	1
90	1	1
90	2	1
90	3	0
90	4	1
90	5	0
90	6	1
90	7	1
90	8	0
91	1	0
91	2	0
91	3	1
91	4	0
91	5	1
91	6	0
91	7	0
91	8	1
92	1	1
92	2	1
92	3	0
92	4	1
92	5	0
92	6	1
92	7	1
92	8	0
93	1	0
93	2	0
93	3	1
93	4	0
93	5	1
93	6	0
93	7	0
93	8	1
94	1	1
94	2	1
94	3	0
94	4	1
94	5	0
94	6	1
94	7	1
94	8	0
95	1	0
95	2	0
95	3	1
95	4	0
95	5	1
95	6	0
95	7	0
95	8	1
96	1	1
96	2	1
96	3	1
96	4	1
96	5	1
96	6	1
96	7	1
96	8	1
97	1	1
97	2	1
97	3	1
97	4	1
97	5	0
97	6	1
97	7	1
97	8	1
98	1	0
98	2	0
98	3	0
98	4	1
98	5	0
98	6	0
98	7	0
98	8	0
99	1	1
99	2	1
99	3	0
99	4	1
99	5	0
99	6	1
99	7	1
99	8	0
100	1	0
100	2	0
100	3	1
100	4	0
100	5	1
100	6	0
100	7	0
100	8	1
101	1	1
101	2	1
101	3	0
101	4	1
101	5	0
101	6	1
101	7	1
101	8	0
102	1	1
102	2	1
102	3	0
102	4	1
102	5	0
102	6	1
102	7	1
102	8	0
103	1	1
103	2	1
103	3	0
103	4	1
103	5	0
103	6	1
103	7	1
103	8	0
104	1	1
104	2	1
104	3	0
104	4	1
104	5	0
104	6	1
104	7	1
104	8	0
105	1	0
105	2	0
105	3	0
105	4	1
105	5	0
105	6	0
105	7	0
105	8	1
106	1	0
106	2	0
106	3	1
106	4	0
106	5	1
106	6	0
106	7	0
106	8	1
107	1	0
107	2	0
107	3	1
107	4	0
107	5	1
107	6	0
107	7	0
107	8	1
108	1	1
108	2	1
108	3	0
108	4	1
108	5	0
108	6	1
108	7	1
108	8	0
109	1	1
109	2	1
109	3	0
109	4	1
109	5	0
109	6	1
109	7	1
109	8	0
110	1	0
110	2	0
110	3	1
110	4	0
110	5	1
110	6	0
110	7	0
110	8	1
111	1	1
111	2	1
111	3	1
111	4	1
111	5	1
111	6	1
111	7	1
111	8	1
112	1	0
112	2	0
112	3	1
112	4	0
112	5	1
112	6	0
112	7	0
112	8	1
113	1	1
113	2	1
113	3	1
113	4	1
113	5	1
113	6	1
113	7	1
113	8	1
114	1	0
114	2	0
114	3	0
114	4	1
114	5	0
114	6	0
114	7	0
114	8	0
115	1	0
115	2	0
115	3	0
115	4	0
115	5	1
115	6	0
115	7	0
115	8	1
116	1	1
116	2	1
116	3	0
116	4	1
116	5	0
116	6	1
116	7	1
116	8	0
117	1	0
117	2	0
117	3	1
117	4	0
117	5	1
117	6	0
117	7	0
117	8	1
118	1	1
118	2	1
118	3	0
118	4	1
118	5	0
118	6	1
118	7	1
118	8	0
119	1	1
119	2	1
119	3	0
119	4	1
119	5	0
119	6	1
119	7	1
119	8	0
120	1	1
120	2	1
120	3	1
120	4	1
120	5	1
120	6	1
120	7	1
120	8	1
121	1	1
121	2	1
121	3	1
121	4	1
121	5	1
121	6	1
121	7	1
121	8	1
122	1	1
122	2	1
122	3	0
122	4	1
122	5	0
122	6	1
122	7	1
122	8	0
123	1	0
123	2	0
123	3	1
123	4	0
123	5	1
123	6	0
123	7	0
123	8	1
124	1	1
124	2	1
124	3	1
124	4	1
124	5	1
124	6	1
124	7	1
124	8	1
125	1	1
125	2	1
125	3	0
125	4	1
125	5	0
125	6	1
125	7	1
125	8	0
126	1	1
126	2	1
126	3	0
126	4	1
126	5	0
126	6	1
126	7	1
126	8	0
127	1	1
127	2	1
127	3	1
127	4	1
127	5	0
127	6	1
127	7	1
127	8	1
128	1	1
128	2	1
128	3	0
128	4	1
128	5	0
128	6	1
128	7	1
128	8	0
129	1	0
129	2	0
129	3	1
129	4	0
129	5	1
129	6	0
129	7	0
129	8	1
130	1	0
130	2	0
130	3	0
130	4	0
130	5	1
130	6	0
130	7	0
130	8	1
131	1	0
131	2	0
131	3	1
131	4	0
131	5	1
131	6	0
131	7	0
131	8	1
132	1	1
132	2	1
132	3	1
132	4	1
132	5	0
132	6	1
132	7	1
132	8	1
133	1	1
133	2	1
133	3	1
133	4	1
133	5	1
133	6	1
133	7	1
133	8	1
134	1	1
134	2	1
134	3	1
134	4	1
134	5	1
134	6	1
134	7	1
134	8	1
135	1	1
135	2	1
135	3	1
135	4	1
135	5	1
135	6	1
135	7	1
135	8	1
136	1	1
136	2	1
136	3	0
136	4	1
136	5	0
136	6	1
136	7	1
136	8	0
137	1	1
137	2	1
137	3	1
137	4	1
137	5	1
137	6	1
137	7	1
137	8	1
138	1	0
138	2	0
138	3	1
138	4	0
138	5	1
138	6	0
138	7	0
138	8	1
139	1	0
139	2	0
139	3	1
139	4	0
139	5	1
139	6	0
139	7	0
139	8	1
140	1	1
140	2	1
140	3	1
140	4	1
140	5	1
140	6	1
140	7	1
140	8	1
141	1	1
141	2	1
141	3	0
141	4	1
141	5	0
141	6	1
141	7	1
141	8	0
142	1	0
142	2	0
142	3	1
142	4	0
142	5	1
142	6	0
142	7	0
142	8	1
143	1	0
143	2	0
143	3	1
143	4	0
143	5	1
143	6	0
143	7	0
143	8	1
144	1	1
144	2	1
144	3	0
144	4	1
144	5	0
144	6	1
144	7	1
144	8	0
145	1	0
145	2	0
145	3	1
145	4	0
145	5	1
145	6	0
145	7	0
145	8	1
146	1	0
146	2	0
146	3	1
146	4	0
146	5	1
146	6	0
146	7	0
146	8	1
147	1	1
147	2	1
147	3	0
147	4	1
147	5	0
147	6	1
147	7	1
147	8	0
148	1	0
148	2	0
148	3	1
148	4	0
148	5	1
148	6	0
148	7	0
148	8	1
149	1	0
149	2	0
149	3	1
149	4	0
149	5	0
149	6	0
149	7	0
149	8	1
150	1	1
150	2	1
150	3	0
150	4	1
150	5	0
150	6	1
150	7	0
150	8	0
151	1	0
151	2	0
151	3	1
151	4	0
151	5	1
151	6	0
151	7	0
151	8	1
152	1	1
152	2	1
152	3	0
152	4	1
152	5	0
152	6	1
152	7	1
152	8	0
153	1	0
153	2	0
153	3	1
153	4	0
153	5	0
153	6	0
153	7	0
153	8	1
154	1	1
154	2	1
154	3	0
154	4	1
154	5	0
154	6	1
154	7	1
154	8	0
155	1	1
155	2	1
155	3	1
155	4	1
155	5	0
155	6	1
155	7	1
155	8	1
156	1	1
156	2	1
156	3	1
156	4	1
156	5	1
156	6	1
156	7	1
156	8	1
157	1	1
157	2	1
157	3	1
157	4	1
157	5	0
157	6	1
157	7	1
157	8	1
158	1	0
158	2	0
158	3	1
158	4	0
158	5	1
158	6	0
158	7	0
158	8	1
159	1	1
159	2	1
159	3	1
159	4	1
159	5	0
159	6	1
159	7	1
159	8	1
160	1	0
160	2	0
160	3	1
160	4	0
160	5	1
160	6	0
160	7	0
160	8	1
161	1	0
161	2	0
161	3	0
161	4	1
161	5	0
161	6	0
161	7	0
161	8	1
162	1	0
162	2	0
162	3	1
162	4	0
162	5	1
162	6	0
162	7	0
162	8	1
163	1	0
163	2	0
163	3	1
163	4	0
163	5	1
163	6	0
163	7	0
163	8	1
164	1	1
164	2	1
164	3	1
164	4	1
164	5	1
164	6	1
164	7	1
164	8	1
165	1	1
165	2	1
165	3	1
165	4	1
165	5	1
165	6	1
165	7	1
165	8	1
166	1	0
166	2	0
166	3	1
166	4	0
166	5	1
166	6	0
166	7	0
166	8	1
167	1	1
167	2	1
167	3	0
167	4	1
167	5	0
167	6	1
167	7	0
167	8	0
168	1	1
168	2	1
168	3	1
168	4	1
168	5	1
168	6	1
168	7	1
168	8	1
169	1	1
169	2	1
169	3	1
169	4	1
169	5	1
169	6	1
169	7	1
169	8	1
170	1	1
170	2	1
170	3	0
170	4	1
170	5	0
170	6	1
170	7	1
170	8	0
171	1	0
171	2	0
171	3	0
171	4	1
171	5	0
171	6	0
171	7	0
171	8	1
172	1	1
172	2	1
172	3	0
172	4	1
172	5	0
172	6	1
172	7	1
172	8	0
173	1	0
173	2	0
173	3	1
173	4	0
173	5	1
173	6	0
173	7	0
173	8	1
174	1	0
174	2	0
174	3	0
174	4	0
174	5	1
174	6	0
174	7	0
174	8	1
175	1	1
175	2	1
175	3	1
175	4	1
175	5	1
175	6	1
175	7	1
175	8	1
176	1	1
176	2	1
176	3	0
176	4	1
176	5	0
176	6	1
176	7	1
176	8	0
177	1	1
177	2	1
177	3	0
177	4	1
177	5	0
177	6	1
177	7	1
177	8	0
178	1	1
178	2	1
178	3	0
178	4	1
178	5	0
178	6	1
178	7	1
178	8	0
179	1	1
179	2	1
179	3	1
179	4	1
179	5	1
179	6	1
179	7	1
179	8	1
180	1	0
180	2	0
180	3	1
180	4	0
180	5	1
180	6	0
180	7	0
180	8	1
181	1	1
181	2	1
181	3	1
181	4	1
181	5	1
181	6	1
181	7	1
181	8	1
182	1	0
182	2	0
182	3	1
182	4	0
182	5	1
182	6	0
182	7	0
182	8	1
183	1	0
183	2	0
183	3	1
183	4	0
183	5	1
183	6	0
183	7	0
183	8	1
184	1	1
184	2	1
184	3	0
184	4	1
184	5	0
184	6	1
184	7	1
184	8	0
185	1	0
185	2	0
185	3	1
185	4	0
185	5	1
185	6	0
185	7	0
185	8	1
186	1	1
186	2	1
186	3	1
186	4	1
186	5	1
186	6	1
186	7	1
186	8	1
187	1	1
187	2	1
187	3	0
187	4	1
187	5	1
187	6	1
187	7	0
187	8	1
188	1	1
188	2	1
188	3	1
188	4	1
188	5	1
188	6	1
188	7	1
188	8	1
189	1	1
189	2	1
189	3	1
189	4	1
189	5	1
189	6	1
189	7	1
189	8	1
190	1	1
190	2	1
190	3	1
190	4	1
190	5	1
190	6	1
190	7	1
190	8	1
191	1	1
191	2	1
191	3	0
191	4	1
191	5	0
191	6	1
191	7	1
191	8	0
192	1	1
192	2	1
192	3	0
192	4	1
192	5	0
192	6	1
192	7	1
192	8	0
193	1	0
193	2	0
193	3	1
193	4	0
193	5	1
193	6	0
193	7	0
193	8	1
194	1	0
194	2	0
194	3	1
194	4	0
194	5	1
194	6	0
194	7	0
194	8	1
195	1	0
195	2	0
195	3	1
195	4	0
195	5	1
195	6	0
195	7	0
195	8	1
196	1	0
196	2	0
196	3	0
196	4	1
196	5	0
196	6	0
196	7	0
196	8	1
197	1	1
197	2	1
197	3	0
197	4	1
197	5	0
197	6	1
197	7	1
197	8	0
198	1	1
198	2	1
198	3	1
198	4	1
198	5	1
198	6	1
198	7	1
198	8	1
199	1	0
199	2	0
199	3	1
199	4	0
199	5	1
199	6	0
199	7	0
199	8	1
200	1	0
200	2	0
200	3	1
200	4	0
200	5	1
200	6	0
200	7	0
200	8	1
