p	d	Pr(p,d)
23	2	1.00
23	3	0.08
24	1	1.00
24	2	1.00
24	3	1.00
24	4	1.00
24	5	1.00
24	6	0.73
25	1	1.00
25	2	1.00
25	3	1.00
25	4	1.00
25	5	1.00
25	6	1.00
25	7	1.00
25	8	0.84
26	1	1.00
26	2	1.00
26	3	1.00
26	4	1.00
26	5	1.00
26	6	1.00
26	7	1.00
26	8	1.00
26	9	0.89
27	1	1.00
27	2	0.47
28	1	1.00
28	2	1.00
28	3	1.00
28	4	0.45
29	1	1.00
29	2	1.00
29	3	1.00
29	4	1.00
29	5	1.00
29	6	1.00
29	7	1.00
29	8	1.00
29	9	0.88
30	1	1.00
30	2	0.20
31	1	1.00
31	2	1.00
31	3	1.00
31	4	1.00
31	5	1.00
31	6	0.57
32	1	1.00
32	2	1.00
32	3	1.00
32	4	1.00
32	5	1.00
32	6	0.07
33	1	1.00
33	2	1.00
33	3	1.00
33	4	1.00
33	5	1.00
33	6	1.00
33	7	0.35
34	1	1.00
34	2	1.00
34	3	1.00
34	4	0.21
35	1	1.00
35	2	1.00
35	3	1.00
35	4	1.00
35	5	1.00
35	6	1.00
35	7	1.00
35	8	1.00
35	9	1.00
35	10	0.74
36	1	1.00
36	2	1.00
36	3	1.00
36	4	0.69
37	1	1.00
37	2	0.70
38	1	1.00
38	2	1.00
38	3	1.00
38	4	1.00
38	5	0.26
39	1	1.00
39	2	1.00
39	3	0.74
40	1	1.00
40	2	1.00
40	3	1.00
40	4	1.00
40	5	0.81
41	1	1.00
41	2	1.00
41	3	1.00
41	4	0.13
42	1	1.00
42	2	1.00
42	3	0.50
43	1	1.00
43	2	1.00
43	3	1.00
43	4	0.09
44	1	1.00
44	2	1.00
44	3	1.00
44	4	0.03
45	1	1.00
45	2	1.00
45	3	1.00
45	4	0.92
46	1	1.00
46	2	1.00
46	3	0.14
47	1	1.00
47	2	0.82
48	1	1.00
48	2	1.00
48	3	0.31
49	1	1.00
49	2	1.00
49	3	1.00
49	4	1.00
49	5	1.00
49	6	1.00
49	7	1.00
49	8	1.00
49	9	1.00
49	10	0.57
50	1	1.00
50	2	1.00
50	3	1.00
50	4	1.00
50	5	1.00
50	6	1.00
50	7	0.41
51	1	1.00
51	2	1.00
51	3	1.00
51	4	0.22
52	1	1.00
52	2	1.00
52	3	1.00
52	4	1.00
52	5	1.00
52	6	1.00
52	7	1.00
52	8	0.83
53	1	1.00
53	2	1.00
53	3	0.12
54	1	1.00
54	2	1.00
54	3	0.46
55	1	1.00
55	2	0.49
56	1	1.00
56	2	0.55
57	1	1.00
57	2	0.62
58	1	1.00
58	2	1.00
58	3	0.22
59	1	1.00
59	2	1.00
59	3	0.51
60	1	1.00
60	2	1.00
60	3	1.00
60	4	0.56
61	1	1.00
61	2	1.00
61	3	1.00
61	4	1.00
61	5	1.00
61	6	1.00
61	7	1.00
61	8	1.00
61	9	1.00
61	10	0.05
62	1	1.00
62	2	1.00
62	3	1.00
62	4	1.00
62	5	0.12
63	1	1.00
63	2	1.00
63	3	1.00
63	4	1.00
63	5	0.78
64	1	1.00
64	2	0.75
65	1	1.00
65	2	0.61
66	1	1.00
66	2	1.00
66	3	1.00
66	4	1.00
66	5	1.00
66	6	1.00
66	7	1.00
66	8	1.00
66	9	1.00
66	10	1.00
66	11	0.48
67	1	1.00
67	2	1.00
67	3	1.00
67	4	0.57
68	1	1.00
68	2	1.00
68	3	0.41
69	1	1.00
69	2	1.00
69	3	1.00
70	1	1.00
70	2	1.00
70	3	1.00
70	4	1.00
70	5	1.00
70	6	1.00
70	7	0.96
71	1	1.00
71	2	1.00
71	3	1.00
71	4	1.00
71	5	1.00
71	6	1.00
71	7	0.21
72	1	1.00
72	2	1.00
72	3	1.00
72	4	0.75
73	1	1.00
73	2	1.00
73	3	1.00
73	4	1.00
73	5	1.00
73	6	1.00
73	7	1.00
73	8	1.00
73	9	1.00
73	10	1.00
73	11	0.10
74	1	1.00
74	2	1.00
74	3	1.00
74	4	1.00
74	5	1.00
74	6	1.00
74	7	1.00
74	8	1.00
74	9	1.00
74	10	1.00
74	11	0.83
75	1	1.00
75	2	1.00
75	3	1.00
75	4	0.47
76	1	1.00
76	2	1.00
76	3	1.00
76	4	1.00
76	5	1.00
76	6	1.00
76	7	1.00
76	8	1.00
76	9	1.00
76	10	1.00
76	11	0.42
77	1	1.00
77	2	1.00
77	3	1.00
77	4	1.00
77	5	1.00
77	6	1.00
77	7	1.00
77	8	0.47
78	1	1.00
78	2	0.32
79	1	1.00
79	2	1.00
79	3	1.00
79	4	1.00
79	5	1.00
79	6	0.23
80	1	1.00
80	2	1.00
80	3	1.00
80	4	1.00
80	5	0.01
81	1	1.00
81	2	1.00
81	3	1.00
81	4	1.00
81	5	1.00
81	6	1.00
81	7	1.00
81	8	1.00
81	9	1.00
81	10	1.00
81	11	0.22
82	1	1.00
82	2	1.00
82	3	1.00
82	4	1.00
82	5	1.00
82	6	1.00
82	7	1.00
82	8	1.00
82	9	0.63
83	1	1.00
83	2	0.35
84	1	1.00
84	2	1.00
84	3	1.00
84	4	1.00
84	5	1.00
84	6	1.00
84	7	1.00
84	8	1.00
84	9	1.00
84	10	1.00
84	11	0.90
85	1	1.00
85	2	1.00
85	3	1.00
85	4	1.00
85	5	1.00
85	6	0.42
86	1	1.00
86	2	1.00
86	3	1.00
86	4	0.76
87	1	1.00
87	2	1.00
87	3	1.00
87	4	0.03
88	1	1.00
88	2	1.00
88	3	1.00
88	4	1.00
88	5	0.33
89	1	1.00
89	2	1.00
89	3	1.00
89	4	0.45
90	1	1.00
90	2	1.00
90	3	1.00
90	4	1.00
90	5	1.00
90	6	1.00
90	7	1.00
90	8	1.00
90	9	1.00
90	10	0.54
91	1	1.00
91	2	1.00
91	3	1.00
91	4	1.00
91	5	1.00
91	6	1.00
91	7	1.00
91	8	1.00
91	9	1.00
91	10	1.00
91	11	0.32
92	1	1.00
92	2	0.43
93	1	1.00
93	2	1.00
93	3	1.00
93	4	1.00
93	5	1.00
93	6	0.30
94	1	1.00
94	2	1.00
94	3	1.00
94	4	1.00
94	5	1.00
95	1	1.00
95	2	0.28
96	1	1.00
96	2	1.00
96	3	1.00
96	4	1.00
96	5	0.17
97	1	1.00
97	2	1.00
97	3	1.00
97	4	1.00
97	5	1.00
97	6	1.00
97	7	1.00
97	8	1.00
97	9	1.00
97	10	0.91
98	1	1.00
98	2	1.00
98	3	0.48
99	1	1.00
99	2	1.00
99	3	1.00
99	4	1.00
99	5	1.00
99	6	1.00
99	7	1.00
99	8	1.00
99	9	1.00
99	10	1.00
99	11	0.05
100	1	1.00
100	2	1.00
100	3	1.00
100	4	1.00
100	5	1.00
100	6	0.15
101	1	1.00
101	2	1.00
101	3	1.00
101	4	1.00
101	5	1.00
101	6	0.66
102	1	1.00
102	2	1.00
102	3	1.00
102	4	0.10
103	1	1.00
103	2	1.00
103	3	1.00
103	4	1.00
103	5	0.25
104	1	1.00
104	2	1.00
104	3	1.00
104	4	1.00
104	5	0.89
105	1	1.00
105	2	1.00
105	3	0.55
106	1	1.00
106	2	1.00
106	3	1.00
106	4	0.82
107	1	1.00
107	2	1.00
107	3	1.00
107	4	0.98
108	1	1.00
108	2	1.00
108	3	0.04
109	1	1.00
109	2	1.00
109	3	0.87
110	1	1.00
110	2	1.00
110	3	1.00
110	4	1.00
110	5	1.00
110	6	1.00
110	7	0.50
111	1	1.00
111	2	1.00
111	3	1.00
111	4	1.00
111	5	0.92
112	1	1.00
112	2	1.00
112	3	1.00
112	4	1.00
112	5	1.00
112	6	1.00
112	7	1.00
112	8	1.00
112	9	0.09
113	1	1.00
113	2	0.24
114	1	1.00
114	2	0.22
115	1	1.00
115	2	0.65
116	1	1.00
116	2	1.00
116	3	1.00
116	4	0.65
117	1	1.00
117	2	1.00
117	3	1.00
117	4	1.00
117	5	1.00
117	6	0.18
118	1	1.00
118	2	1.00
118	3	1.00
118	4	1.00
118	5	1.00
118	6	1.00
118	7	1.00
118	8	0.27
119	1	1.00
119	2	1.00
119	3	1.00
119	4	0.78
120	1	1.00
120	2	1.00
120	3	1.00
120	4	1.00
120	5	1.00
120	6	1.00
120	7	1.00
120	8	1.00
120	9	0.04
121	1	1.00
121	2	0.69
122	1	1.00
122	2	1.00
122	3	1.00
122	4	1.00
122	5	0.64
123	1	1.00
123	2	1.00
123	3	1.00
123	4	1.00
123	5	0.66
124	1	1.00
124	2	1.00
124	3	1.00
124	4	0.25
125	1	1.00
125	2	1.00
125	3	1.00
125	4	1.00
125	5	1.00
125	6	1.00
125	7	1.00
125	8	1.00
125	9	1.00
125	10	1.00
125	11	0.61
126	1	1.00
126	2	1.00
126	3	1.00
126	4	0.32
127	1	1.00
127	2	1.00
127	3	1.00
127	4	1.00
127	5	1.00
127	6	1.00
127	7	1.00
127	8	1.00
127	9	0.95
128	1	1.00
128	2	1.00
128	3	1.00
128	4	1.00
128	5	1.00
128	6	0.49
129	1	1.00
129	2	0.91
130	1	1.00
130	2	1.00
130	3	1.00
130	4	1.00
130	5	1.00
130	6	1.00
130	7	0.97
131	1	1.00
131	2	1.00
131	3	1.00
131	4	1.00
131	5	1.00
131	6	1.00
131	7	1.00
131	8	0.78
132	1	1.00
132	2	1.00
132	3	0.47
133	1	1.00
133	2	1.00
133	3	0.32
134	1	1.00
134	2	0.88
135	1	1.00
135	2	1.00
135	3	1.00
135	4	1.00
135	5	1.00
135	6	1.00
135	7	0.41
136	1	1.00
136	2	0.84
137	1	1.00
137	2	1.00
137	3	1.00
137	4	1.00
137	5	1.00
137	6	0.62
138	1	1.00
138	2	1.00
138	3	1.00
138	4	1.00
138	5	1.00
138	6	0.39
139	1	1.00
139	2	1.00
139	3	1.00
139	4	0.54
140	1	1.00
140	2	1.00
140	3	1.00
140	4	1.00
140	5	0.34
141	1	1.00
141	2	1.00
141	3	1.00
141	4	0.47
142	1	1.00
142	2	1.00
142	3	0.45
143	1	1.00
143	2	1.00
143	3	1.00
143	4	1.00
143	5	1.00
143	6	1.00
143	7	0.96
144	1	1.00
144	2	1.00
144	3	1.00
144	4	1.00
144	5	1.00
144	6	1.00
144	7	1.00
144	8	1.00
144	9	0.10
145	1	1.00
145	2	1.00
145	3	1.00
145	4	0.45
146	1	1.00
146	2	1.00
146	3	1.00
146	4	0.22
147	1	1.00
147	2	1.00
147	3	0.27
148	1	1.00
148	2	0.02
149	1	1.00
149	2	1.00
149	3	0.95
150	1	1.00
150	2	1.00
150	3	1.00
150	4	0.72
151	1	1.00
151	2	1.00
151	3	1.00
151	4	0.91
152	1	1.00
152	2	0.18
153	1	1.00
153	2	0.47
154	1	1.00
154	2	1.00
154	3	1.00
154	4	0.50
155	1	1.00
155	2	1.00
155	3	1.00
155	4	1.00
155	5	1.00
155	6	1.00
155	7	1.00
155	8	1.00
155	9	0.88
156	1	1.00
156	2	1.00
156	3	1.00
156	4	1.00
156	5	1.00
156	6	1.00
156	7	1.00
156	8	1.00
156	9	1.00
156	10	0.31
157	1	1.00
157	2	1.00
157	3	1.00
157	4	1.00
157	5	1.00
157	6	1.00
157	7	1.00
157	8	1.00
157	9	1.00
157	10	1.00
157	11	0.03
158	1	1.00
158	2	1.00
158	3	0.88
159	1	1.00
159	2	1.00
159	3	1.00
159	4	1.00
159	5	1.00
159	6	1.00
159	7	1.00
159	8	1.00
159	9	1.00
159	10	0.14
160	1	1.00
160	2	1.00
160	3	0.72
161	1	1.00
161	2	0.07
162	1	1.00
162	2	1.00
162	3	1.00
162	4	1.00
162	5	1.00
162	6	1.00
162	7	1.00
162	8	1.00
162	9	1.00
162	10	0.70
163	1	1.00
163	2	1.00
163	3	0.12
164	1	1.00
164	2	1.00
164	3	1.00
164	4	1.00
164	5	1.00
164	6	1.00
164	7	1.00
164	8	1.00
164	9	0.43
165	1	1.00
165	2	1.00
165	3	1.00
165	4	1.00
165	5	1.00
165	6	1.00
165	7	1.00
165	8	0.79
166	1	1.00
166	2	1.00
166	3	1.00
166	4	1.00
166	5	1.00
166	6	1.00
166	7	1.00
166	8	0.45
167	1	1.00
167	2	1.00
167	3	1.00
167	4	1.00
167	5	1.00
167	6	1.00
167	7	1.00
167	8	0.51
168	1	1.00
168	2	1.00
168	3	1.00
168	4	1.00
168	5	1.00
168	6	1.00
168	7	1.00
168	8	1.00
168	9	1.00
168	10	1.00
168	11	0.53
169	1	1.00
169	2	1.00
169	3	1.00
169	4	1.00
169	5	1.00
169	6	1.00
169	7	1.00
169	8	0.69
170	1	1.00
170	2	1.00
170	3	1.00
170	4	1.00
170	5	1.00
170	6	1.00
170	7	1.00
170	8	1.00
170	9	1.00
170	10	0.17
171	1	1.00
171	2	1.00
171	3	1.00
171	4	0.50
172	1	1.00
172	2	1.00
172	3	1.00
173	1	1.00
173	2	1.00
173	3	0.89
174	1	1.00
174	2	1.00
174	3	1.00
174	4	0.69
175	1	1.00
175	2	1.00
175	3	0.73
176	1	1.00
176	2	1.00
176	3	1.00
176	4	1.00
176	5	1.00
176	6	0.80
177	1	1.00
177	2	1.00
177	3	1.00
177	4	1.00
177	5	1.00
177	6	0.24
178	1	1.00
178	2	1.00
178	3	1.00
178	4	0.24
179	1	1.00
179	2	1.00
179	3	0.62
180	1	1.00
180	2	1.00
180	3	1.00
180	4	1.00
180	5	1.00
180	6	0.46
181	1	1.00
181	2	1.00
181	3	0.01
182	1	1.00
182	2	1.00
182	3	1.00
182	4	0.21
183	1	1.00
183	2	1.00
183	3	1.00
183	4	1.00
183	5	1.00
183	6	1.00
183	7	0.95
184	1	1.00
184	2	1.00
184	3	1.00
184	4	0.67
185	1	1.00
185	2	1.00
185	3	1.00
185	4	1.00
185	5	1.00
185	6	1.00
185	7	1.00
185	8	1.00
185	9	1.00
185	10	0.15
186	1	1.00
186	2	0.26
187	1	1.00
187	2	1.00
187	3	1.00
187	4	0.78
188	1	1.00
188	2	0.42
189	1	1.00
189	2	1.00
189	3	1.00
189	4	0.71
190	1	1.00
190	2	1.00
190	3	0.95
191	1	1.00
191	2	0.25
192	1	1.00
192	2	0.90
193	1	1.00
193	2	1.00
193	3	0.87
194	1	1.00
194	2	1.00
194	3	1.00
194	4	1.00
194	5	1.00
194	6	0.68
195	1	1.00
195	2	1.00
195	3	1.00
195	4	1.00
195	5	1.00
195	6	1.00
195	7	1.00
195	8	1.00
195	9	1.00
195	10	1.00
195	11	0.69
196	1	1.00
196	2	1.00
196	3	1.00
196	4	0.57
197	1	1.00
197	2	1.00
197	3	1.00
197	4	1.00
197	5	1.00
197	6	1.00
197	7	1.00
197	8	1.00
197	9	1.00
197	10	0.57
198	1	1.00
198	2	1.00
198	3	1.00
198	4	1.00
198	5	0.98
199	1	1.00
199	2	1.00
199	3	0.36
200	1	1.00
200	2	1.00
200	3	1.00
200	4	0.14
