p	r	C_pr
38	4	50
38	5	70
38	6	50
38	7	40
38	8	40
39	1	70
39	2	70
39	3	70
39	4	90
39	5	70
39	6	90
39	7	40
39	8	40
40	1	70
40	2	80
40	3	80
40	4	100
40	5	80
40	6	90
40	7	30
40	8	30
41	1	70
41	2	30
41	3	80
41	4	80
41	5	90
41	6	70
41	7	90
41	8	90
42	1	50
42	2	10
42	3	60
42	4	80
42	5	50
42	6	70
42	7	70
42	8	70
43	1	50
43	2	60
43	3	60
43	4	80
43	5	80
43	6	70
43	7	30
43	8	30
44	1	50
44	2	0
44	3	50
44	4	50
44	5	50
44	6	50
44	7	50
44	8	50
45	1	50
45	2	10
45	3	60
45	4	80
45	5	60
45	6	70
45	7	60
45	8	60
46	1	50
46	2	60
46	3	60
46	4	80
46	5	80
46	6	70
46	7	30
46	8	30
47	1	50
47	2	60
47	3	60
47	4	80
47	5	60
47	6	70
47	7	10
47	8	10
48	1	50
48	2	10
48	3	60
48	4	80
48	5	70
48	6	70
48	7	90
48	8	90
49	1	50
49	2	50
49	3	50
49	4	70
49	5	50
49	6	70
49	7	20
49	8	20
50	1	50
50	2	0
50	3	50
50	4	70
50	5	70
50	6	70
50	7	70
50	8	70
51	1	50
51	2	0
51	3	50
51	4	70
51	5	50
51	6	70
51	7	70
51	8	70
52	1	50
52	2	60
52	3	60
52	4	80
52	5	60
52	6	70
52	7	30
52	8	30
53	1	50
53	2	0
53	3	50
53	4	70
53	5	50
53	6	70
53	7	50
53	8	50
54	1	70
54	2	30
54	3	80
54	4	100
54	5	90
54	6	90
54	7	110
54	8	110
55	1	70
55	2	80
55	3	80
55	4	80
55	5	100
55	6	70
55	7	70
55	8	70
56	1	50
56	2	0
56	3	60
56	4	50
56	5	50
56	6	50
56	7	70
56	8	70
57	1	50
57	2	50
57	3	50
57	4	70
57	5	70
57	6	70
57	7	40
57	8	40
58	1	70
58	2	80
58	3	80
58	4	80
58	5	100
58	6	70
58	7	70
58	8	70
59	1	50
59	2	0
59	3	50
59	4	50
59	5	70
59	6	50
59	7	70
59	8	70
60	1	70
60	2	80
60	3	80
60	4	100
60	5	90
60	6	90
60	7	40
60	8	40
61	1	50
61	2	0
61	3	60
61	4	70
61	5	50
61	6	70
61	7	50
61	8	50
62	1	70
62	2	20
62	3	70
62	4	70
62	5	90
62	6	70
62	7	110
62	8	110
63	1	70
63	2	30
63	3	80
63	4	100
63	5	70
63	6	90
63	7	70
63	8	70
64	1	50
64	2	50
64	3	60
64	4	50
64	5	50
64	6	50
64	7	20
64	8	20
65	1	50
65	2	10
65	3	60
65	4	80
65	5	50
65	6	70
65	7	70
65	8	70
66	1	50
66	2	10
66	3	60
66	4	60
66	5	80
66	6	50
66	7	100
66	8	100
67	1	50
67	2	50
67	3	50
67	4	50
67	5	70
67	6	50
67	7	40
67	8	40
68	1	50
68	2	10
68	3	60
68	4	60
68	5	50
68	6	50
68	7	50
68	8	50
69	1	50
69	2	0
69	3	50
69	4	50
69	5	50
69	6	50
69	7	50
69	8	50
70	1	50
70	2	60
70	3	60
70	4	80
70	5	50
70	6	70
70	7	20
70	8	20
71	1	70
71	2	20
71	3	70
71	4	70
71	5	70
71	6	70
71	7	70
71	8	70
72	1	50
72	2	0
72	3	50
72	4	50
72	5	70
72	6	50
72	7	70
72	8	70
73	1	70
73	2	80
73	3	80
73	4	80
73	5	90
73	6	70
73	7	60
73	8	60
74	1	70
74	2	80
74	3	80
74	4	80
74	5	100
74	6	70
74	7	70
74	8	70
75	1	50
75	2	10
75	3	60
75	4	80
75	5	60
75	6	70
75	7	80
75	8	80
76	1	70
76	2	20
76	3	70
76	4	70
76	5	70
76	6	70
76	7	90
76	8	90
77	1	70
77	2	70
77	3	80
77	4	70
77	5	90
77	6	70
77	7	60
77	8	60
78	1	50
78	2	50
78	3	50
78	4	50
78	5	70
78	6	50
78	7	20
78	8	20
79	1	70
79	2	20
79	3	70
79	4	70
79	5	70
79	6	70
79	7	90
79	8	90
80	1	50
80	2	10
80	3	60
80	4	80
80	5	50
80	6	70
80	7	70
80	8	70
81	1	70
81	2	20
81	3	70
81	4	70
81	5	70
81	6	70
81	7	70
81	8	70
82	1	50
82	2	10
82	3	60
82	4	80
82	5	80
82	6	70
82	7	80
82	8	80
83	1	70
83	2	80
83	3	80
83	4	100
83	5	80
83	6	90
83	7	30
83	8	30
84	1	50
84	2	50
84	3	60
84	4	70
84	5	50
84	6	70
84	7	20
84	8	20
85	1	50
85	2	0
85	3	50
85	4	50
85	5	50
85	6	50
85	7	70
85	8	70
86	1	70
86	2	70
86	3	80
86	4	70
86	5	90
86	6	70
86	7	40
86	8	40
87	1	70
87	2	30
87	3	80
87	4	80
87	5	80
87	6	70
87	7	100
87	8	100
88	1	50
88	2	0
88	3	60
88	4	70
88	5	70
88	6	70
88	7	70
88	8	70
89	1	70
89	2	70
89	3	70
89	4	70
89	5	70
89	6	70
89	7	40
89	8	40
90	1	50
90	2	0
90	3	60
90	4	70
90	5	70
90	6	70
90	7	70
90	8	70
91	1	70
91	2	30
91	3	80
91	4	80
91	5	100
91	6	70
91	7	120
91	8	120
92	1	50
92	2	0
92	3	60
92	4	50
92	5	70
92	6	50
92	7	90
92	8	90
93	1	70
93	2	20
93	3	70
93	4	90
93	5	90
93	6	90
93	7	110
93	8	110
94	1	50
94	2	10
94	3	60
94	4	80
94	5	70
94	6	70
94	7	70
94	8	70
95	1	70
95	2	20
95	3	80
95	4	90
95	5	70
95	6	90
95	7	90
95	8	90
96	1	50
96	2	0
96	3	50
96	4	70
96	5	50
96	6	70
96	7	50
96	8	50
97	1	70
97	2	30
97	3	80
97	4	100
97	5	90
97	6	90
97	7	90
97	8	90
98	1	70
98	2	30
98	3	80
98	4	80
98	5	70
98	6	70
98	7	90
98	8	90
99	1	70
99	2	20
99	3	80
99	4	90
99	5	70
99	6	90
99	7	70
99	8	70
100	1	50
100	2	50
100	3	50
100	4	70
100	5	50
100	6	70
100	7	20
100	8	20
101	1	70
101	2	30
101	3	80
101	4	80
101	5	70
101	6	70
101	7	70
101	8	70
102	1	50
102	2	10
102	3	60
102	4	60
102	5	60
102	6	50
102	7	60
102	8	60
103	1	50
103	2	60
103	3	60
103	4	80
103	5	70
103	6	70
103	7	40
103	8	40
104	1	50
104	2	0
104	3	50
104	4	70
104	5	70
104	6	70
104	7	70
104	8	70
105	1	50
105	2	10
105	3	60
105	4	60
105	5	70
105	6	50
105	7	90
105	8	90
106	1	50
106	2	0
106	3	50
106	4	70
106	5	70
106	6	70
106	7	90
106	8	90
107	1	70
107	2	70
107	3	70
107	4	70
107	5	70
107	6	70
107	7	20
107	8	20
108	1	70
108	2	70
108	3	70
108	4	90
108	5	70
108	6	90
108	7	40
108	8	40
109	1	50
109	2	0
109	3	60
109	4	70
109	5	50
109	6	70
109	7	70
109	8	70
110	1	50
110	2	10
110	3	60
110	4	60
110	5	70
110	6	50
110	7	90
110	8	90
111	1	50
111	2	50
111	3	50
111	4	50
111	5	70
111	6	50
111	7	20
111	8	20
112	1	70
112	2	70
112	3	70
112	4	90
112	5	90
112	6	90
112	7	60
112	8	60
113	1	50
113	2	60
113	3	60
113	4	60
113	5	50
113	6	50
113	7	0
113	8	0
114	1	50
114	2	60
114	3	60
114	4	80
114	5	80
114	6	70
114	7	50
114	8	50
115	1	50
115	2	50
115	3	60
115	4	50
115	5	70
115	6	50
115	7	40
115	8	40
116	1	70
116	2	20
116	3	70
116	4	90
116	5	70
116	6	90
116	7	90
116	8	90
117	1	50
117	2	50
117	3	50
117	4	50
117	5	50
117	6	50
117	7	20
117	8	20
118	1	50
118	2	10
118	3	60
118	4	60
118	5	60
118	6	50
118	7	80
118	8	80
119	1	70
119	2	20
119	3	70
119	4	70
119	5	90
119	6	70
119	7	110
119	8	110
120	1	50
120	2	50
120	3	60
120	4	50
120	5	70
120	6	50
120	7	20
120	8	20
121	1	50
121	2	0
121	3	50
121	4	50
121	5	70
121	6	50
121	7	90
121	8	90
122	1	50
122	2	50
122	3	60
122	4	70
122	5	70
122	6	70
122	7	20
122	8	20
123	1	50
123	2	10
123	3	60
123	4	60
123	5	80
123	6	50
123	7	100
123	8	100
124	1	50
124	2	0
124	3	50
124	4	70
124	5	70
124	6	70
124	7	70
124	8	70
125	1	50
125	2	10
125	3	60
125	4	60
125	5	50
125	6	50
125	7	70
125	8	70
126	1	70
126	2	30
126	3	80
126	4	80
126	5	90
126	6	70
126	7	110
126	8	110
127	1	50
127	2	50
127	3	60
127	4	50
127	5	50
127	6	50
127	7	0
127	8	0
128	1	50
128	2	10
128	3	60
128	4	60
128	5	60
128	6	50
128	7	60
128	8	60
129	1	50
129	2	10
129	3	60
129	4	80
129	5	60
129	6	70
129	7	60
129	8	60
130	1	50
130	2	50
130	3	50
130	4	70
130	5	70
130	6	70
130	7	20
130	8	20
131	1	50
131	2	60
131	3	60
131	4	80
131	5	60
131	6	70
131	7	30
131	8	30
132	1	70
132	2	80
132	3	80
132	4	80
132	5	100
132	6	70
132	7	70
132	8	70
133	1	50
133	2	60
133	3	60
133	4	60
133	5	70
133	6	50
133	7	20
133	8	20
134	1	70
134	2	20
134	3	70
134	4	90
134	5	90
134	6	90
134	7	90
134	8	90
135	1	50
135	2	50
135	3	60
135	4	70
135	5	50
135	6	70
135	7	0
135	8	0
136	1	70
136	2	20
136	3	70
136	4	70
136	5	70
136	6	70
136	7	90
136	8	90
137	1	70
137	2	70
137	3	70
137	4	70
137	5	70
137	6	70
137	7	20
137	8	20
138	1	70
138	2	80
138	3	80
138	4	80
138	5	100
138	6	70
138	7	50
138	8	50
139	1	70
139	2	30
139	3	80
139	4	100
139	5	100
139	6	90
139	7	100
139	8	100
140	1	70
140	2	30
140	3	80
140	4	100
140	5	100
140	6	90
140	7	120
140	8	120
141	1	70
141	2	80
141	3	80
141	4	100
141	5	70
141	6	90
141	7	20
141	8	20
142	1	50
142	2	10
142	3	60
142	4	60
142	5	80
142	6	50
142	7	80
142	8	80
143	1	50
143	2	50
143	3	50
143	4	50
143	5	50
143	6	50
143	7	0
143	8	0
144	1	70
144	2	80
144	3	80
144	4	100
144	5	100
144	6	90
144	7	50
144	8	50
145	1	50
145	2	50
145	3	60
145	4	70
145	5	50
145	6	70
145	7	20
145	8	20
146	1	50
146	2	10
146	3	60
146	4	60
146	5	80
146	6	50
146	7	100
146	8	100
147	1	50
147	2	10
147	3	60
147	4	60
147	5	70
147	6	50
147	7	70
147	8	70
148	1	70
148	2	70
148	3	80
148	4	70
148	5	90
148	6	70
148	7	60
148	8	60
149	1	50
149	2	10
149	3	60
149	4	60
149	5	70
149	6	50
149	7	90
149	8	90
150	1	70
150	2	30
150	3	80
150	4	100
150	5	80
150	6	90
150	7	100
150	8	100
151	1	50
151	2	60
151	3	60
151	4	60
151	5	50
151	6	50
151	7	0
151	8	0
152	1	70
152	2	70
152	3	80
152	4	70
152	5	90
152	6	70
152	7	60
152	8	60
153	1	70
153	2	80
153	3	80
153	4	80
153	5	80
153	6	70
153	7	30
153	8	30
154	1	50
154	2	10
154	3	60
154	4	60
154	5	80
154	6	50
154	7	100
154	8	100
155	1	70
155	2	30
155	3	80
155	4	80
155	5	70
155	6	70
155	7	90
155	8	90
156	1	70
156	2	30
156	3	80
156	4	100
156	5	100
156	6	90
156	7	120
156	8	120
157	1	50
157	2	60
157	3	60
157	4	80
157	5	80
157	6	70
157	7	30
157	8	30
158	1	50
158	2	60
158	3	60
158	4	60
158	5	70
158	6	50
158	7	40
158	8	40
159	1	50
159	2	60
159	3	60
159	4	60
159	5	60
159	6	50
159	7	30
159	8	30
160	1	50
160	2	0
160	3	50
160	4	70
160	5	50
160	6	70
160	7	70
160	8	70
161	1	50
161	2	10
161	3	60
161	4	60
161	5	70
161	6	50
161	7	90
161	8	90
162	1	50
162	2	10
162	3	60
162	4	60
162	5	50
162	6	50
162	7	50
162	8	50
163	1	70
163	2	20
163	3	70
163	4	90
163	5	90
163	6	90
163	7	90
163	8	90
164	1	50
164	2	60
164	3	60
164	4	60
164	5	50
164	6	50
164	7	0
164	8	0
165	1	70
165	2	20
165	3	70
165	4	90
165	5	90
165	6	90
165	7	110
165	8	110
166	1	50
166	2	10
166	3	60
166	4	80
166	5	80
166	6	70
166	7	80
166	8	80
167	1	50
167	2	10
167	3	60
167	4	60
167	5	60
167	6	50
167	7	60
167	8	60
168	1	70
168	2	20
168	3	80
168	4	90
168	5	90
168	6	90
168	7	110
168	8	110
169	1	70
169	2	80
169	3	80
169	4	80
169	5	80
169	6	70
169	7	30
169	8	30
170	1	70
170	2	70
170	3	70
170	4	70
170	5	70
170	6	70
170	7	40
170	8	40
171	1	50
171	2	50
171	3	60
171	4	70
171	5	50
171	6	70
171	7	0
171	8	0
172	1	50
172	2	60
172	3	60
172	4	80
172	5	80
172	6	70
172	7	30
172	8	30
173	1	50
173	2	50
173	3	50
173	4	50
173	5	70
173	6	50
173	7	40
173	8	40
174	1	50
174	2	10
174	3	60
174	4	80
174	5	70
174	6	70
174	7	90
174	8	90
175	1	70
175	2	80
175	3	80
175	4	100
175	5	90
175	6	90
175	7	40
175	8	40
176	1	70
176	2	20
176	3	80
176	4	70
176	5	90
176	6	70
176	7	90
176	8	90
177	1	70
177	2	30
177	3	80
177	4	80
177	5	80
177	6	70
177	7	100
177	8	100
178	1	50
178	2	50
178	3	50
178	4	70
178	5	70
178	6	70
178	7	40
178	8	40
179	1	50
179	2	10
179	3	60
179	4	60
179	5	60
179	6	50
179	7	80
179	8	80
180	1	50
180	2	50
180	3	50
180	4	70
180	5	70
180	6	70
180	7	20
180	8	20
181	1	50
181	2	50
181	3	50
181	4	50
181	5	70
181	6	50
181	7	20
181	8	20
182	1	50
182	2	10
182	3	60
182	4	80
182	5	60
182	6	70
182	7	80
182	8	80
183	1	50
183	2	10
183	3	60
183	4	80
183	5	60
183	6	70
183	7	60
183	8	60
184	1	50
184	2	10
184	3	60
184	4	80
184	5	50
184	6	70
184	7	70
184	8	70
185	1	50
185	2	60
185	3	60
185	4	80
185	5	50
185	6	70
185	7	0
185	8	0
186	1	50
186	2	10
186	3	60
186	4	60
186	5	50
186	6	50
186	7	50
186	8	50
187	1	70
187	2	30
187	3	80
187	4	80
187	5	100
187	6	70
187	7	100
187	8	100
188	1	70
188	2	20
188	3	70
188	4	90
188	5	90
188	6	90
188	7	110
188	8	110
189	1	50
189	2	10
189	3	60
189	4	80
189	5	50
189	6	70
189	7	50
189	8	50
190	1	50
190	2	60
190	3	60
190	4	60
190	5	80
190	6	50
190	7	50
190	8	50
191	1	50
191	2	10
191	3	60
191	4	60
191	5	70
191	6	50
191	7	90
191	8	90
192	1	70
192	2	30
192	3	80
192	4	100
192	5	100
192	6	90
192	7	120
192	8	120
193	1	70
193	2	70
193	3	70
193	4	70
193	5	90
193	6	70
193	7	60
193	8	60
194	1	70
194	2	80
194	3	80
194	4	80
194	5	70
194	6	70
194	7	40
194	8	40
195	1	70
195	2	30
195	3	80
195	4	100
195	5	100
195	6	90
195	7	100
195	8	100
196	1	50
196	2	10
196	3	60
196	4	60
196	5	50
196	6	50
196	7	70
196	8	70
197	1	50
197	2	50
197	3	60
197	4	70
197	5	50
197	6	70
197	7	20
197	8	20
198	1	50
198	2	60
198	3	60
198	4	60
198	5	80
198	6	50
198	7	30
198	8	30
199	1	50
199	2	0
199	3	60
199	4	50
199	5	50
199	6	50
199	7	70
199	8	70
200	1	50
200	2	0
200	3	50
200	4	70
200	5	50
200	6	70
200	7	50
200	8	50
