p	r	R_p
8	19	0
8	20	0
8	21	0
8	22	0
8	23	0
8	24	1
8	25	0
8	26	1
8	27	0
8	28	1
8	29	0
8	30	0
8	31	0
8	32	1
8	33	1
8	34	0
8	35	0
8	36	0
8	37	0
8	38	0
8	39	1
8	40	0
9	1	0
9	2	1
9	3	1
9	4	0
9	5	1
9	6	1
9	7	1
9	8	1
9	9	0
9	10	0
9	11	0
9	12	0
9	13	0
9	14	1
9	15	1
9	16	0
9	17	0
9	18	0
9	19	0
9	20	0
9	21	0
9	22	0
9	23	1
9	24	1
9	25	0
9	26	1
9	27	1
9	28	1
9	29	1
9	30	0
9	31	0
9	32	1
9	33	1
9	34	0
9	35	1
9	36	1
9	37	0
9	38	0
9	39	0
9	40	0
10	1	0
10	2	1
10	3	1
10	4	1
10	5	0
10	6	1
10	7	1
10	8	0
10	9	0
10	10	0
10	11	0
10	12	0
10	13	1
10	14	1
10	15	1
10	16	1
10	17	0
10	18	0
10	19	1
10	20	1
10	21	0
10	22	0
10	23	1
10	24	1
10	25	1
10	26	0
10	27	1
10	28	1
10	29	1
10	30	1
10	31	1
10	32	1
10	33	1
10	34	0
10	35	1
10	36	0
10	37	1
10	38	0
10	39	0
10	40	0
11	1	0
11	2	0
11	3	0
11	4	0
11	5	0
11	6	0
11	7	0
11	8	0
11	9	1
11	10	0
11	11	0
11	12	0
11	13	0
11	14	1
11	15	0
11	16	0
11	17	0
11	18	0
11	19	0
11	20	0
11	21	0
11	22	0
11	23	0
11	24	1
11	25	0
11	26	0
11	27	0
11	28	0
11	29	0
11	30	0
11	31	0
11	32	1
11	33	0
11	34	0
11	35	1
11	36	0
11	37	0
11	38	0
11	39	1
11	40	0
12	1	1
12	2	1
12	3	1
12	4	0
12	5	0
12	6	1
12	7	0
12	8	0
12	9	1
12	10	0
12	11	1
12	12	0
12	13	0
12	14	1
12	15	1
12	16	0
12	17	0
12	18	0
12	19	0
12	20	0
12	21	1
12	22	0
12	23	1
12	24	0
12	25	0
12	26	0
12	27	1
12	28	0
12	29	1
12	30	0
12	31	0
12	32	1
12	33	0
12	34	0
12	35	1
12	36	0
12	37	0
12	38	0
12	39	1
12	40	0
13	1	1
13	2	1
13	3	1
13	4	0
13	5	1
13	6	1
13	7	1
13	8	1
13	9	1
13	10	0
13	11	1
13	12	0
13	13	0
13	14	1
13	15	1
13	16	0
13	17	0
13	18	0
13	19	0
13	20	0
13	21	1
13	22	0
13	23	1
13	24	1
13	25	0
13	26	1
13	27	1
13	28	1
13	29	1
13	30	0
13	31	0
13	32	1
13	33	1
13	34	0
13	35	1
13	36	1
13	37	0
13	38	0
13	39	1
13	40	0
14	1	1
14	2	1
14	3	1
14	4	0
14	5	1
14	6	1
14	7	1
14	8	1
14	9	1
14	10	0
14	11	1
14	12	0
14	13	0
14	14	1
14	15	1
14	16	0
14	17	0
14	18	0
14	19	0
14	20	0
14	21	1
14	22	0
14	23	1
14	24	1
14	25	0
14	26	1
14	27	1
14	28	1
14	29	1
14	30	0
14	31	0
14	32	1
14	33	1
14	34	0
14	35	1
14	36	1
14	37	0
14	38	0
14	39	1
14	40	0
15	1	0
15	2	1
15	3	1
15	4	0
15	5	1
15	6	1
15	7	1
15	8	1
15	9	0
15	10	0
15	11	0
15	12	0
15	13	0
15	14	1
15	15	1
15	16	0
15	17	0
15	18	0
15	19	0
15	20	0
15	21	0
15	22	0
15	23	1
15	24	1
15	25	0
15	26	1
15	27	1
15	28	1
15	29	1
15	30	0
15	31	0
15	32	1
15	33	1
15	34	0
15	35	1
15	36	1
15	37	0
15	38	0
15	39	0
15	40	0
16	1	0
16	2	1
16	3	1
16	4	0
16	5	0
16	6	1
16	7	1
16	8	0
16	9	0
16	10	1
16	11	0
16	12	1
16	13	0
16	14	1
16	15	1
16	16	0
16	17	1
16	18	1
16	19	0
16	20	0
16	21	0
16	22	1
16	23	1
16	24	1
16	25	0
16	26	0
16	27	1
16	28	1
16	29	1
16	30	0
16	31	0
16	32	1
16	33	1
16	34	1
16	35	1
16	36	0
16	37	0
16	38	1
16	39	0
16	40	1
17	1	0
17	2	1
17	3	1
17	4	0
17	5	1
17	6	1
17	7	1
17	8	1
17	9	0
17	10	0
17	11	0
17	12	0
17	13	0
17	14	1
17	15	1
17	16	0
17	17	0
17	18	0
17	19	0
17	20	0
17	21	0
17	22	0
17	23	1
17	24	1
17	25	0
17	26	1
17	27	1
17	28	1
17	29	1
17	30	0
17	31	0
17	32	1
17	33	1
17	34	0
17	35	1
17	36	1
17	37	0
17	38	0
17	39	0
17	40	0
18	1	1
18	2	1
18	3	0
18	4	0
18	5	0
18	6	0
18	7	0
18	8	0
18	9	1
18	10	1
18	11	1
18	12	1
18	13	0
18	14	1
18	15	0
18	16	0
18	17	1
18	18	1
18	19	0
18	20	0
18	21	1
18	22	1
18	23	0
18	24	1
18	25	0
18	26	0
18	27	1
18	28	0
18	29	0
18	30	0
18	31	0
18	32	1
18	33	0
18	34	1
18	35	1
18	36	0
18	37	0
18	38	1
18	39	1
18	40	1
19	1	0
19	2	1
19	3	1
19	4	0
19	5	0
19	6	1
19	7	1
19	8	0
19	9	0
19	10	0
19	11	0
19	12	0
19	13	0
19	14	1
19	15	1
19	16	0
19	17	0
19	18	0
19	19	0
19	20	0
19	21	0
19	22	0
19	23	1
19	24	1
19	25	0
19	26	0
19	27	1
19	28	1
19	29	1
19	30	0
19	31	0
19	32	1
19	33	1
19	34	0
19	35	1
19	36	0
19	37	0
19	38	0
19	39	0
19	40	0
20	1	0
20	2	1
20	3	1
20	4	0
20	5	0
20	6	1
20	7	1
20	8	0
20	9	0
20	10	1
20	11	0
20	12	1
20	13	0
20	14	1
20	15	1
20	16	0
20	17	1
20	18	1
20	19	0
20	20	0
20	21	0
20	22	1
20	23	1
20	24	1
20	25	0
20	26	0
20	27	1
20	28	1
20	29	1
20	30	0
20	31	0
20	32	1
20	33	1
20	34	1
20	35	1
20	36	0
20	37	0
20	38	1
20	39	0
20	40	1
21	1	1
21	2	1
21	3	1
21	4	0
21	5	1
21	6	1
21	7	1
21	8	1
21	9	1
21	10	1
21	11	1
21	12	1
21	13	0
21	14	1
21	15	1
21	16	0
21	17	1
21	18	1
21	19	0
21	20	0
21	21	1
21	22	1
21	23	1
21	24	1
21	25	0
21	26	1
21	27	1
21	28	1
21	29	1
21	30	0
21	31	0
21	32	1
21	33	1
21	34	1
21	35	1
21	36	1
21	37	0
21	38	1
21	39	1
21	40	1
22	1	1
22	2	1
22	3	1
22	4	0
22	5	1
22	6	1
22	7	1
22	8	0
22	9	0
22	10	0
22	11	0
22	12	0
22	13	0
22	14	0
22	15	1
22	16	0
22	17	0
22	18	0
22	19	0
22	20	0
22	21	1
22	22	0
22	23	1
22	24	0
22	25	0
22	26	1
22	27	1
22	28	1
22	29	0
22	30	0
22	31	0
22	32	1
22	33	1
22	34	0
22	35	1
22	36	1
22	37	0
22	38	0
22	39	1
22	40	0
23	1	1
23	2	1
23	3	0
23	4	0
23	5	0
23	6	0
23	7	0
23	8	0
23	9	0
23	10	1
23	11	0
23	12	1
23	13	0
23	14	0
23	15	0
23	16	0
23	17	1
23	18	1
23	19	0
23	20	0
23	21	1
23	22	1
23	23	0
23	24	0
23	25	0
23	26	0
23	27	1
23	28	0
23	29	0
23	30	0
23	31	0
23	32	1
23	33	0
23	34	0
23	35	1
23	36	0
23	37	0
23	38	1
23	39	1
23	40	0
24	1	0
24	2	1
24	3	1
24	4	1
24	5	0
24	6	1
24	7	1
24	8	0
24	9	0
24	10	1
24	11	0
24	12	1
24	13	1
24	14	1
24	15	1
24	16	1
24	17	1
24	18	1
24	19	1
24	20	1
24	21	0
24	22	1
24	23	1
24	24	1
24	25	1
24	26	0
24	27	1
24	28	1
24	29	1
24	30	1
24	31	1
24	32	1
24	33	1
24	34	1
24	35	1
24	36	0
24	37	1
24	38	1
24	39	0
24	40	1
25	1	1
25	2	1
25	3	0
25	4	0
25	5	0
25	6	0
25	7	0
25	8	0
25	9	1
25	10	1
25	11	1
25	12	1
25	13	0
25	14	1
25	15	0
25	16	0
25	17	1
25	18	1
25	19	0
25	20	0
25	21	1
25	22	1
25	23	0
25	24	1
25	25	0
25	26	0
25	27	1
25	28	0
25	29	0
25	30	0
25	31	0
25	32	1
25	33	0
25	34	1
25	35	1
25	36	0
25	37	0
25	38	1
25	39	1
25	40	1
26	1	0
26	2	1
26	3	1
26	4	0
26	5	1
26	6	1
26	7	1
26	8	0
26	9	0
26	10	0
26	11	0
26	12	0
26	13	0
26	14	0
26	15	1
26	16	0
26	17	0
26	18	0
26	19	0
26	20	0
26	21	1
26	22	0
26	23	1
26	24	0
26	25	0
26	26	1
26	27	0
26	28	1
26	29	0
26	30	0
26	31	0
26	32	1
26	33	1
26	34	0
26	35	0
26	36	1
26	37	0
26	38	0
26	39	1
26	40	0
27	1	1
27	2	1
27	3	1
27	4	0
27	5	0
27	6	1
27	7	1
27	8	0
27	9	1
27	10	0
27	11	1
27	12	0
27	13	0
27	14	1
27	15	1
27	16	0
27	17	0
27	18	0
27	19	0
27	20	0
27	21	1
27	22	0
27	23	1
27	24	1
27	25	0
27	26	0
27	27	1
27	28	1
27	29	1
27	30	0
27	31	0
27	32	1
27	33	1
27	34	0
27	35	1
27	36	0
27	37	0
27	38	0
27	39	1
27	40	0
28	1	1
28	2	1
28	3	1
28	4	0
28	5	1
28	6	1
28	7	1
28	8	1
28	9	1
28	10	1
28	11	1
28	12	1
28	13	0
28	14	1
28	15	1
28	16	0
28	17	1
28	18	1
28	19	0
28	20	0
28	21	1
28	22	1
28	23	1
28	24	1
28	25	0
28	26	1
28	27	1
28	28	1
28	29	1
28	30	0
28	31	0
28	32	1
28	33	1
28	34	1
28	35	1
28	36	1
28	37	0
28	38	1
28	39	1
28	40	1
29	1	0
29	2	1
29	3	1
29	4	0
29	5	1
29	6	1
29	7	1
29	8	0
29	9	0
29	10	1
29	11	1
29	12	1
29	13	0
29	14	0
29	15	1
29	16	0
29	17	1
29	18	1
29	19	0
29	20	0
29	21	1
29	22	1
29	23	1
29	24	1
29	25	0
29	26	1
29	27	0
29	28	1
29	29	0
29	30	0
29	31	0
29	32	1
29	33	1
29	34	0
29	35	0
29	36	1
29	37	0
29	38	1
29	39	1
29	40	0
30	1	0
30	2	1
30	3	1
30	4	0
30	5	1
30	6	1
30	7	1
30	8	1
30	9	0
30	10	0
30	11	0
30	12	0
30	13	0
30	14	1
30	15	1
30	16	0
30	17	0
30	18	0
30	19	0
30	20	0
30	21	0
30	22	0
30	23	1
30	24	1
30	25	0
30	26	1
30	27	1
30	28	1
30	29	1
30	30	0
30	31	0
30	32	1
30	33	1
30	34	0
30	35	1
30	36	1
30	37	0
30	38	0
30	39	0
30	40	0
31	1	1
31	2	1
31	3	0
31	4	0
31	5	0
31	6	0
31	7	0
31	8	0
31	9	1
31	10	1
31	11	1
31	12	1
31	13	0
31	14	1
31	15	0
31	16	0
31	17	1
31	18	1
31	19	0
31	20	0
31	21	1
31	22	1
31	23	0
31	24	1
31	25	0
31	26	0
31	27	1
31	28	0
31	29	0
31	30	0
31	31	0
31	32	1
31	33	0
31	34	1
31	35	1
31	36	0
31	37	0
31	38	1
31	39	1
31	40	1
32	1	1
32	2	1
32	3	1
32	4	0
32	5	1
32	6	1
32	7	1
32	8	1
32	9	1
32	10	0
32	11	1
32	12	0
32	13	0
32	14	1
32	15	1
32	16	0
32	17	0
32	18	0
32	19	0
32	20	0
32	21	1
32	22	0
32	23	1
32	24	1
32	25	0
32	26	1
32	27	1
32	28	1
32	29	1
32	30	0
32	31	0
32	32	1
32	33	1
32	34	0
32	35	1
32	36	1
32	37	0
32	38	0
32	39	1
32	40	0
33	1	0
33	2	1
33	3	1
33	4	0
33	5	0
33	6	1
33	7	1
33	8	0
33	9	0
33	10	0
33	11	0
33	12	0
33	13	0
33	14	1
33	15	1
33	16	0
33	17	0
33	18	0
33	19	0
33	20	0
33	21	0
33	22	0
33	23	1
33	24	1
33	25	0
33	26	0
33	27	1
33	28	1
33	29	1
33	30	0
33	31	0
33	32	1
33	33	1
33	34	0
33	35	1
33	36	0
33	37	0
33	38	0
33	39	0
33	40	0
34	1	0
34	2	1
34	3	1
34	4	0
34	5	0
34	6	1
34	7	1
34	8	0
34	9	0
34	10	1
34	11	0
34	12	1
34	13	0
34	14	1
34	15	1
34	16	0
34	17	1
34	18	1
34	19	0
34	20	0
34	21	0
34	22	1
34	23	1
34	24	1
34	25	0
34	26	0
34	27	1
34	28	1
34	29	1
34	30	0
34	31	0
34	32	1
34	33	1
34	34	1
34	35	1
34	36	0
34	37	0
34	38	1
34	39	0
34	40	1
35	1	1
35	2	1
35	3	1
35	4	0
35	5	1
35	6	1
35	7	1
35	8	1
35	9	1
35	10	1
35	11	1
35	12	1
35	13	0
35	14	1
35	15	1
35	16	0
35	17	1
35	18	1
35	19	0
35	20	0
35	21	1
35	22	1
35	23	1
35	24	1
35	25	0
35	26	1
35	27	1
35	28	1
35	29	1
35	30	0
35	31	0
35	32	1
35	33	1
35	34	1
35	35	1
35	36	1
35	37	0
35	38	1
35	39	1
35	40	1
36	1	1
36	2	1
36	3	1
36	4	0
36	5	0
36	6	1
36	7	1
36	8	0
36	9	1
36	10	0
36	11	1
36	12	0
36	13	0
36	14	1
36	15	1
36	16	0
36	17	0
36	18	0
36	19	0
36	20	0
36	21	1
36	22	0
36	23	1
36	24	1
36	25	0
36	26	0
36	27	1
36	28	1
36	29	1
36	30	0
36	31	0
36	32	1
36	33	1
36	34	0
36	35	1
36	36	0
36	37	0
36	38	0
36	39	1
36	40	0
37	1	1
37	2	1
37	3	1
37	4	0
37	5	1
37	6	1
37	7	1
37	8	1
37	9	1
37	10	0
37	11	1
37	12	0
37	13	0
37	14	1
37	15	1
37	16	0
37	17	0
37	18	0
37	19	0
37	20	0
37	21	1
37	22	0
37	23	1
37	24	1
37	25	0
37	26	1
37	27	1
37	28	1
37	29	1
37	30	0
37	31	0
37	32	1
37	33	1
37	34	0
37	35	1
37	36	1
37	37	0
37	38	0
37	39	1
37	40	0
38	1	1
38	2	1
38	3	0
38	4	0
38	5	0
38	6	0
38	7	0
38	8	0
38	9	1
38	10	0
38	11	1
38	12	0
38	13	0
38	14	1
38	15	0
38	16	0
38	17	0
38	18	0
38	19	0
38	20	0
38	21	1
38	22	0
38	23	0
38	24	1
38	25	0
38	26	0
38	27	1
38	28	0
38	29	0
38	30	0
38	31	0
38	32	1
38	33	0
38	34	0
38	35	1
38	36	0
38	37	0
38	38	0
38	39	1
38	40	0
39	1	1
39	2	1
39	3	0
39	4	0
39	5	0
39	6	0
39	7	0
39	8	0
39	9	1
39	10	1
39	11	1
39	12	1
39	13	0
39	14	1
39	15	0
39	16	0
39	17	1
39	18	1
39	19	0
39	20	0
39	21	1
39	22	1
39	23	0
39	24	1
39	25	0
39	26	0
39	27	1
39	28	0
39	29	0
39	30	0
39	31	0
39	32	1
39	33	0
39	34	1
39	35	1
39	36	0
39	37	0
39	38	1
39	39	1
39	40	1
40	1	1
40	2	1
40	3	0
40	4	0
40	5	0
40	6	0
40	7	0
40	8	0
40	9	1
40	10	1
40	11	1
40	12	1
40	13	0
40	14	1
40	15	0
40	16	0
40	17	1
40	18	1
40	19	0
40	20	0
40	21	1
40	22	1
40	23	0
40	24	1
40	25	0
40	26	0
40	27	1
40	28	0
40	29	0
40	30	0
40	31	0
40	32	1
40	33	0
40	34	1
40	35	1
40	36	0
40	37	0
40	38	1
40	39	1
40	40	1
41	1	1
41	2	1
41	3	0
41	4	1
41	5	0
41	6	0
41	7	0
41	8	0
41	9	1
41	10	0
41	11	1
41	12	0
41	13	1
41	14	1
41	15	0
41	16	1
41	17	0
41	18	0
41	19	1
41	20	1
41	21	1
41	22	0
41	23	0
41	24	1
41	25	1
41	26	0
41	27	1
41	28	0
41	29	0
41	30	1
41	31	1
41	32	1
41	33	0
41	34	0
41	35	1
41	36	0
41	37	1
41	38	0
41	39	1
41	40	0
42	1	1
42	2	1
42	3	1
42	4	0
42	5	1
42	6	1
42	7	1
42	8	1
42	9	1
42	10	0
42	11	1
42	12	0
42	13	0
42	14	1
42	15	1
42	16	0
42	17	0
42	18	0
42	19	0
42	20	0
42	21	1
42	22	0
42	23	1
42	24	1
42	25	0
42	26	1
42	27	1
42	28	1
42	29	1
42	30	0
42	31	0
42	32	1
42	33	1
42	34	0
42	35	1
42	36	1
42	37	0
42	38	0
42	39	1
42	40	0
43	1	1
43	2	1
43	3	1
43	4	1
43	5	1
43	6	1
43	7	1
43	8	1
43	9	1
43	10	0
43	11	1
43	12	0
43	13	1
43	14	1
43	15	1
43	16	1
43	17	0
43	18	0
43	19	1
43	20	1
43	21	1
43	22	0
43	23	1
43	24	1
43	25	1
43	26	1
43	27	1
43	28	1
43	29	1
43	30	1
43	31	1
43	32	1
43	33	1
43	34	0
43	35	1
43	36	1
43	37	1
43	38	0
43	39	1
43	40	0
44	1	0
44	2	1
44	3	1
44	4	0
44	5	0
44	6	1
44	7	1
44	8	0
44	9	0
44	10	1
44	11	0
44	12	1
44	13	0
44	14	1
44	15	1
44	16	0
44	17	1
44	18	1
44	19	0
44	20	0
44	21	0
44	22	1
44	23	1
44	24	1
44	25	0
44	26	0
44	27	1
44	28	1
44	29	1
44	30	0
44	31	0
44	32	1
44	33	1
44	34	1
44	35	1
44	36	0
44	37	0
44	38	1
44	39	0
44	40	1
45	1	1
45	2	1
45	3	1
45	4	0
45	5	0
45	6	1
45	7	1
45	8	0
45	9	1
45	10	0
45	11	1
45	12	0
45	13	0
45	14	1
45	15	1
45	16	0
45	17	0
45	18	0
45	19	0
45	20	0
45	21	1
45	22	0
45	23	1
45	24	1
45	25	0
45	26	0
45	27	1
45	28	1
45	29	1
45	30	0
45	31	0
45	32	1
45	33	1
45	34	0
45	35	1
45	36	0
45	37	0
45	38	0
45	39	1
45	40	0
46	1	1
46	2	1
46	3	1
46	4	0
46	5	1
46	6	1
46	7	1
46	8	1
46	9	1
46	10	0
46	11	1
46	12	0
46	13	0
46	14	1
46	15	1
46	16	0
46	17	0
46	18	0
46	19	0
46	20	0
46	21	1
46	22	0
46	23	1
46	24	1
46	25	0
46	26	1
46	27	1
46	28	1
46	29	1
46	30	0
46	31	0
46	32	1
46	33	1
46	34	0
46	35	1
46	36	1
46	37	0
46	38	0
46	39	1
46	40	0
47	1	0
47	2	0
47	3	1
47	4	0
47	5	0
47	6	1
47	7	1
47	8	0
47	9	0
47	10	0
47	11	0
47	12	0
47	13	0
47	14	1
47	15	1
47	16	0
47	17	0
47	18	0
47	19	0
47	20	0
47	21	0
47	22	0
47	23	0
47	24	1
47	25	0
47	26	0
47	27	0
47	28	1
47	29	0
47	30	0
47	31	0
47	32	1
47	33	1
47	34	0
47	35	1
47	36	0
47	37	0
47	38	0
47	39	0
47	40	0
48	1	1
48	2	1
48	3	1
48	4	1
48	5	0
48	6	1
48	7	1
48	8	0
48	9	0
48	10	0
48	11	0
48	12	0
48	13	1
48	14	0
48	15	1
48	16	1
48	17	0
48	18	0
48	19	1
48	20	0
48	21	1
48	22	0
48	23	1
48	24	0
48	25	1
48	26	0
48	27	1
48	28	1
48	29	0
48	30	1
48	31	0
48	32	1
48	33	1
48	34	0
48	35	1
48	36	0
48	37	1
48	38	0
48	39	1
48	40	0
49	1	1
49	2	0
49	3	1
49	4	0
49	5	1
49	6	1
49	7	1
49	8	1
49	9	1
49	10	1
49	11	1
49	12	1
49	13	0
49	14	0
49	15	1
49	16	0
49	17	1
49	18	1
49	19	0
49	20	0
49	21	1
49	22	1
49	23	1
49	24	0
49	25	0
49	26	1
49	27	0
49	28	1
49	29	1
49	30	0
49	31	0
49	32	0
49	33	1
49	34	1
49	35	0
49	36	1
49	37	0
49	38	1
49	39	1
49	40	1
50	1	0
50	2	1
50	3	1
50	4	0
50	5	0
50	6	1
50	7	1
50	8	0
50	9	0
50	10	0
50	11	0
50	12	0
50	13	0
50	14	1
50	15	1
50	16	0
50	17	0
50	18	0
50	19	0
50	20	0
50	21	0
50	22	0
50	23	1
50	24	1
50	25	0
50	26	0
50	27	1
50	28	1
50	29	1
50	30	0
50	31	0
50	32	1
50	33	1
50	34	0
50	35	1
50	36	0
50	37	0
50	38	0
50	39	0
50	40	0
51	1	1
51	2	1
51	3	1
51	4	0
51	5	1
51	6	1
51	7	0
51	8	1
51	9	1
51	10	0
51	11	1
51	12	0
51	13	1
51	14	1
51	15	1
51	16	1
51	17	0
51	18	0
51	19	1
51	20	0
51	21	1
51	22	0
51	23	1
51	24	0
51	25	0
51	26	1
51	27	1
51	28	0
51	29	1
51	30	0
51	31	0
51	32	1
51	33	0
51	34	0
51	35	1
51	36	0
51	37	1
51	38	0
51	39	1
51	40	0
52	1	1
52	2	1
52	3	1
52	4	0
52	5	1
52	6	1
52	7	1
52	8	1
52	9	1
52	10	0
52	11	1
52	12	0
52	13	0
52	14	1
52	15	1
52	16	0
52	17	0
52	18	0
52	19	0
52	20	0
52	21	1
52	22	0
52	23	1
52	24	1
52	25	0
52	26	1
52	27	1
52	28	1
52	29	1
52	30	0
52	31	0
52	32	1
52	33	1
52	34	0
52	35	1
52	36	1
52	37	0
52	38	0
52	39	1
52	40	0
53	1	1
53	2	1
53	3	0
53	4	0
53	5	0
53	6	0
53	7	0
53	8	0
53	9	1
53	10	0
53	11	1
53	12	0
53	13	0
53	14	1
53	15	0
53	16	0
53	17	0
53	18	0
53	19	0
53	20	0
53	21	1
53	22	0
53	23	0
53	24	1
53	25	0
53	26	0
53	27	1
53	28	0
53	29	0
53	30	0
53	31	0
53	32	1
53	33	0
53	34	0
53	35	1
53	36	0
53	37	0
53	38	0
53	39	1
53	40	0
54	1	0
54	2	1
54	3	0
54	4	0
54	5	0
54	6	0
54	7	0
54	8	0
54	9	0
54	10	1
54	11	1
54	12	1
54	13	0
54	14	0
54	15	0
54	16	0
54	17	1
54	18	1
54	19	0
54	20	0
54	21	1
54	22	1
54	23	0
54	24	1
54	25	0
54	26	0
54	27	0
54	28	0
54	29	0
54	30	0
54	31	0
54	32	1
54	33	0
54	34	0
54	35	0
54	36	0
54	37	0
54	38	1
54	39	1
54	40	0
55	1	0
55	2	1
55	3	1
55	4	1
55	5	0
55	6	1
55	7	1
55	8	0
55	9	0
55	10	0
55	11	0
55	12	0
55	13	1
55	14	1
55	15	1
55	16	1
55	17	0
55	18	0
55	19	1
55	20	1
55	21	0
55	22	0
55	23	1
55	24	1
55	25	1
55	26	0
55	27	1
55	28	1
55	29	1
55	30	1
55	31	1
55	32	1
55	33	1
55	34	0
55	35	1
55	36	0
55	37	1
55	38	0
55	39	0
55	40	0
56	1	1
56	2	1
56	3	0
56	4	0
56	5	0
56	6	0
56	7	0
56	8	0
56	9	1
56	10	0
56	11	1
56	12	0
56	13	0
56	14	1
56	15	0
56	16	0
56	17	0
56	18	0
56	19	0
56	20	0
56	21	1
56	22	0
56	23	0
56	24	1
56	25	0
56	26	0
56	27	1
56	28	0
56	29	0
56	30	0
56	31	0
56	32	1
56	33	0
56	34	0
56	35	1
56	36	0
56	37	0
56	38	0
56	39	1
56	40	0
57	1	1
57	2	1
57	3	1
57	4	0
57	5	1
57	6	1
57	7	1
57	8	1
57	9	1
57	10	1
57	11	1
57	12	1
57	13	0
57	14	1
57	15	1
57	16	0
57	17	1
57	18	1
57	19	0
57	20	0
57	21	1
57	22	1
57	23	1
57	24	1
57	25	0
57	26	1
57	27	1
57	28	1
57	29	1
57	30	0
57	31	0
57	32	1
57	33	1
57	34	1
57	35	1
57	36	1
57	37	0
57	38	1
57	39	1
57	40	1
58	1	1
58	2	1
58	3	1
58	4	1
58	5	1
58	6	1
58	7	1
58	8	1
58	9	1
58	10	0
58	11	1
58	12	0
58	13	1
58	14	1
58	15	1
58	16	1
58	17	0
58	18	0
58	19	1
58	20	1
58	21	1
58	22	0
58	23	1
58	24	1
58	25	1
58	26	1
58	27	1
58	28	1
58	29	1
58	30	1
58	31	1
58	32	1
58	33	1
58	34	0
58	35	1
58	36	1
58	37	1
58	38	0
58	39	1
58	40	0
59	1	1
59	2	0
59	3	1
59	4	0
59	5	1
59	6	1
59	7	1
59	8	1
59	9	1
59	10	1
