p	r	R_p
29	7	1
29	8	1
30	1	0
30	2	0
30	3	0
30	4	1
30	5	1
30	6	1
30	7	1
30	8	1
31	1	1
31	2	0
31	3	1
31	4	1
31	5	1
31	6	0
31	7	1
31	8	0
32	1	1
32	2	0
32	3	1
32	4	1
32	5	1
32	6	1
32	7	1
32	8	1
33	1	1
33	2	0
33	3	0
33	4	0
33	5	0
33	6	0
33	7	0
33	8	1
34	1	1
34	2	0
34	3	1
34	4	1
34	5	1
34	6	1
34	7	1
34	8	1
35	1	1
35	2	0
35	3	1
35	4	1
35	5	1
35	6	0
35	7	1
35	8	0
36	1	1
36	2	0
36	3	0
36	4	1
36	5	1
36	6	0
36	7	1
36	8	1
37	1	1
37	2	1
37	3	1
37	4	1
37	5	1
37	6	0
37	7	1
37	8	0
38	1	1
38	2	0
38	3	1
38	4	1
38	5	1
38	6	1
38	7	1
38	8	1
39	1	1
39	2	0
39	3	1
39	4	1
39	5	1
39	6	0
39	7	1
39	8	0
40	1	1
40	2	0
40	3	1
40	4	1
40	5	1
40	6	1
40	7	1
40	8	1
41	1	1
41	2	0
41	3	1
41	4	1
41	5	1
41	6	1
41	7	1
41	8	1
42	1	0
42	2	0
42	3	0
42	4	1
42	5	1
42	6	1
42	7	1
42	8	1
43	1	0
43	2	0
43	3	0
43	4	1
43	5	1
43	6	1
43	7	1
43	8	1
44	1	1
44	2	0
44	3	1
44	4	1
44	5	1
44	6	1
44	7	1
44	8	1
45	1	1
45	2	0
45	3	1
45	4	1
45	5	1
45	6	1
45	7	1
45	8	1
46	1	1
46	2	0
46	3	1
46	4	1
46	5	1
46	6	1
46	7	1
46	8	1
47	1	0
47	2	0
47	3	0
47	4	1
47	5	1
47	6	1
47	7	1
47	8	1
48	1	1
48	2	1
48	3	1
48	4	1
48	5	1
48	6	1
48	7	1
48	8	1
49	1	1
49	2	0
49	3	0
49	4	1
49	5	1
49	6	0
49	7	1
49	8	0
50	1	1
50	2	0
50	3	1
50	4	1
50	5	1
50	6	1
50	7	1
50	8	1
51	1	1
51	2	0
51	3	1
51	4	1
51	5	1
51	6	0
51	7	1
51	8	0
52	1	1
52	2	1
52	3	1
52	4	1
52	5	1
52	6	1
52	7	1
52	8	1
53	1	1
53	2	0
53	3	0
53	4	0
53	5	0
53	6	0
53	7	0
53	8	0
54	1	0
54	2	1
54	3	0
54	4	1
54	5	1
54	6	0
54	7	1
54	8	1
55	1	0
55	2	1
55	3	0
55	4	1
55	5	1
55	6	1
55	7	1
55	8	1
56	1	1
56	2	0
56	3	1
56	4	1
56	5	1
56	6	1
56	7	1
56	8	1
57	1	1
57	2	0
57	3	1
57	4	1
57	5	1
57	6	1
57	7	1
57	8	1
58	1	1
58	2	0
58	3	1
58	4	1
58	5	1
58	6	1
58	7	1
58	8	1
59	1	1
59	2	0
59	3	1
59	4	1
59	5	1
59	6	1
59	7	1
59	8	1
60	1	0
60	2	0
60	3	0
60	4	1
60	5	1
60	6	1
60	7	1
60	8	1
61	1	1
61	2	0
61	3	1
61	4	0
61	5	0
61	6	1
61	7	0
61	8	1
62	1	1
62	2	0
62	3	1
62	4	0
62	5	0
62	6	0
62	7	0
62	8	0
63	1	0
63	2	0
63	3	0
63	4	1
63	5	1
63	6	1
63	7	1
63	8	1
64	1	0
64	2	0
64	3	0
64	4	1
64	5	1
64	6	1
64	7	1
64	8	1
65	1	1
65	2	0
65	3	1
65	4	1
65	5	1
65	6	0
65	7	1
65	8	0
66	1	0
66	2	0
66	3	0
66	4	1
66	5	1
66	6	1
66	7	1
66	8	1
67	1	0
67	2	0
67	3	0
67	4	1
67	5	1
67	6	1
67	7	1
67	8	1
68	1	0
68	2	1
68	3	0
68	4	1
68	5	1
68	6	1
68	7	1
68	8	1
69	1	1
69	2	0
69	3	1
69	4	1
69	5	1
69	6	1
69	7	1
69	8	1
70	1	1
70	2	0
70	3	0
70	4	1
70	5	1
70	6	0
70	7	1
70	8	0
71	1	1
71	2	0
71	3	1
71	4	1
71	5	1
71	6	0
71	7	1
71	8	0
72	1	1
72	2	0
72	3	0
72	4	1
72	5	1
72	6	0
72	7	1
72	8	0
73	1	1
73	2	0
73	3	1
73	4	1
73	5	1
73	6	0
73	7	1
73	8	0
74	1	1
74	2	0
74	3	1
74	4	1
74	5	1
74	6	1
74	7	1
74	8	1
75	1	1
75	2	0
75	3	1
75	4	1
75	5	1
75	6	0
75	7	1
75	8	0
76	1	0
76	2	0
76	3	0
76	4	1
76	5	1
76	6	1
76	7	1
76	8	1
77	1	1
77	2	0
77	3	1
77	4	1
77	5	1
77	6	0
77	7	1
77	8	0
78	1	1
78	2	0
78	3	1
78	4	1
78	5	1
78	6	1
78	7	1
78	8	1
79	1	0
79	2	0
79	3	0
79	4	1
79	5	1
79	6	1
79	7	1
79	8	1
80	1	1
80	2	0
80	3	0
80	4	1
80	5	0
80	6	0
80	7	1
80	8	0
81	1	0
81	2	1
81	3	0
81	4	1
81	5	1
81	6	1
81	7	1
81	8	1
82	1	1
82	2	0
82	3	0
82	4	1
82	5	0
82	6	0
82	7	1
82	8	0
83	1	0
83	2	1
83	3	0
83	4	1
83	5	1
83	6	1
83	7	1
83	8	1
84	1	1
84	2	0
84	3	1
84	4	1
84	5	1
84	6	1
84	7	1
84	8	1
85	1	1
85	2	0
85	3	1
85	4	1
85	5	1
85	6	0
85	7	1
85	8	0
86	1	1
86	2	0
86	3	1
86	4	1
86	5	1
86	6	0
86	7	1
86	8	0
87	1	1
87	2	0
87	3	1
87	4	1
87	5	1
87	6	1
87	7	1
87	8	1
88	1	1
88	2	0
88	3	1
88	4	1
88	5	1
88	6	1
88	7	1
88	8	1
89	1	0
89	2	0
89	3	0
89	4	1
89	5	1
89	6	1
89	7	1
89	8	1
90	1	1
90	2	0
90	3	1
90	4	1
90	5	1
90	6	1
90	7	1
90	8	1
91	1	1
91	2	1
91	3	1
91	4	1
91	5	1
91	6	0
91	7	1
91	8	0
92	1	1
92	2	0
92	3	1
92	4	1
92	5	1
92	6	1
92	7	1
92	8	1
93	1	0
93	2	0
93	3	0
93	4	1
93	5	1
93	6	0
93	7	1
93	8	1
94	1	0
94	2	0
94	3	0
94	4	1
94	5	1
94	6	1
94	7	1
94	8	1
95	1	1
95	2	0
95	3	1
95	4	1
95	5	1
95	6	0
95	7	1
95	8	0
96	1	1
96	2	1
96	3	1
96	4	1
96	5	1
96	6	1
96	7	1
96	8	1
97	1	0
97	2	1
97	3	0
97	4	1
97	5	1
97	6	1
97	7	1
97	8	1
98	1	1
98	2	0
98	3	0
98	4	1
98	5	0
98	6	0
98	7	1
98	8	1
99	1	1
99	2	0
99	3	1
99	4	1
99	5	1
99	6	1
99	7	1
99	8	1
100	1	1
100	2	0
100	3	1
100	4	1
100	5	1
100	6	1
100	7	1
100	8	1
101	1	1
101	2	0
101	3	1
101	4	1
101	5	1
101	6	1
101	7	1
101	8	1
102	1	0
102	2	0
102	3	0
102	4	1
102	5	1
102	6	1
102	7	1
102	8	1
103	1	1
103	2	0
103	3	0
103	4	1
103	5	1
103	6	0
103	7	1
103	8	0
104	1	1
104	2	0
104	3	1
104	4	1
104	5	1
104	6	0
104	7	1
104	8	0
105	1	0
105	2	0
105	3	0
105	4	1
105	5	1
105	6	1
105	7	1
105	8	1
106	1	1
106	2	0
106	3	1
106	4	0
106	5	0
106	6	1
106	7	0
106	8	1
107	1	1
107	2	0
107	3	1
107	4	1
107	5	1
107	6	0
107	7	1
107	8	0
108	1	1
108	2	0
108	3	1
108	4	1
108	5	1
108	6	0
108	7	1
108	8	0
109	1	1
109	2	0
109	3	1
109	4	1
109	5	1
109	6	0
109	7	1
109	8	0
110	1	1
110	2	0
110	3	1
110	4	1
110	5	1
110	6	1
110	7	1
110	8	1
111	1	1
111	2	0
111	3	1
111	4	1
111	5	1
111	6	1
111	7	1
111	8	1
112	1	0
112	2	1
112	3	0
112	4	1
112	5	1
112	6	1
112	7	1
112	8	1
113	1	1
113	2	0
113	3	1
113	4	1
113	5	1
113	6	0
113	7	1
113	8	0
114	1	0
114	2	0
114	3	0
114	4	1
114	5	1
114	6	1
114	7	1
114	8	1
115	1	1
115	2	0
115	3	1
115	4	1
115	5	1
115	6	0
115	7	1
115	8	0
116	1	1
116	2	1
116	3	1
116	4	1
116	5	1
116	6	1
116	7	1
116	8	1
117	1	1
117	2	1
117	3	1
117	4	1
117	5	1
117	6	0
117	7	1
117	8	0
118	1	1
118	2	0
118	3	1
118	4	1
118	5	1
118	6	1
118	7	1
118	8	1
119	1	0
119	2	0
119	3	0
119	4	1
119	5	1
119	6	1
119	7	1
119	8	1
120	1	0
120	2	0
120	3	0
120	4	0
120	5	0
120	6	1
120	7	0
120	8	1
121	1	0
121	2	0
121	3	0
121	4	1
121	5	1
121	6	0
121	7	1
121	8	1
122	1	1
122	2	0
122	3	1
122	4	1
122	5	1
122	6	1
122	7	1
122	8	1
123	1	1
123	2	0
123	3	1
123	4	1
123	5	1
123	6	1
123	7	1
123	8	1
124	1	1
124	2	1
124	3	1
124	4	1
124	5	1
124	6	1
124	7	1
124	8	1
125	1	1
125	2	1
125	3	1
125	4	1
125	5	1
125	6	1
125	7	1
125	8	1
126	1	0
126	2	0
126	3	0
126	4	0
126	5	0
126	6	1
126	7	0
126	8	1
127	1	1
127	2	0
127	3	1
127	4	1
127	5	1
127	6	0
127	7	1
127	8	0
128	1	1
128	2	0
128	3	0
128	4	1
128	5	0
128	6	0
128	7	1
128	8	1
129	1	1
129	2	0
129	3	1
129	4	0
129	5	0
129	6	1
129	7	0
129	8	1
130	1	1
130	2	0
130	3	1
130	4	1
130	5	1
130	6	1
130	7	1
130	8	1
131	1	0
131	2	0
131	3	0
131	4	1
131	5	1
131	6	1
131	7	1
131	8	1
132	1	1
132	2	0
132	3	1
132	4	1
132	5	1
132	6	0
132	7	1
132	8	0
133	1	0
133	2	0
133	3	0
133	4	1
133	5	1
133	6	1
133	7	1
133	8	1
134	1	1
134	2	1
134	3	1
134	4	1
134	5	1
134	6	1
134	7	1
134	8	1
135	1	1
135	2	0
135	3	1
135	4	1
135	5	1
135	6	0
135	7	1
135	8	0
136	1	1
136	2	0
136	3	1
136	4	1
136	5	1
136	6	0
136	7	1
136	8	0
137	1	0
137	2	1
137	3	0
137	4	1
137	5	1
137	6	1
137	7	1
137	8	1
138	1	0
138	2	0
138	3	0
138	4	1
138	5	1
138	6	1
138	7	1
138	8	1
139	1	0
139	2	1
139	3	0
139	4	1
139	5	1
139	6	1
139	7	1
139	8	1
140	1	0
140	2	0
140	3	0
140	4	1
140	5	1
140	6	1
140	7	1
140	8	1
141	1	1
141	2	1
141	3	1
141	4	1
141	5	1
141	6	0
141	7	1
141	8	0
142	1	0
142	2	0
142	3	0
142	4	1
142	5	1
142	6	1
142	7	1
142	8	1
143	1	0
143	2	0
143	3	0
143	4	0
143	5	0
143	6	1
143	7	0
143	8	1
144	1	0
144	2	1
144	3	0
144	4	1
144	5	1
144	6	1
144	7	1
144	8	1
145	1	1
145	2	0
145	3	1
145	4	1
145	5	1
145	6	1
145	7	1
145	8	1
146	1	0
146	2	0
146	3	0
146	4	1
146	5	1
146	6	1
146	7	1
146	8	1
147	1	1
147	2	0
147	3	1
147	4	1
147	5	1
147	6	0
147	7	1
147	8	0
148	1	0
148	2	0
148	3	0
148	4	1
148	5	1
148	6	1
148	7	1
148	8	1
149	1	1
149	2	0
149	3	1
149	4	1
149	5	1
149	6	0
149	7	1
149	8	0
150	1	1
150	2	0
150	3	1
150	4	1
150	5	1
150	6	0
150	7	1
150	8	0
151	1	1
151	2	0
151	3	1
151	4	1
151	5	1
151	6	0
151	7	1
151	8	0
152	1	0
152	2	0
152	3	0
152	4	1
152	5	1
152	6	1
152	7	1
152	8	1
153	1	1
153	2	0
153	3	1
153	4	1
153	5	1
153	6	1
153	7	1
153	8	1
154	1	0
154	2	0
154	3	0
154	4	1
154	5	1
154	6	1
154	7	1
154	8	1
155	1	1
155	2	0
155	3	1
155	4	1
155	5	1
155	6	1
155	7	1
155	8	1
156	1	1
156	2	0
156	3	1
156	4	1
156	5	1
156	6	0
156	7	1
156	8	0
157	1	0
157	2	0
157	3	0
157	4	1
157	5	1
157	6	1
157	7	1
157	8	1
158	1	1
158	2	0
158	3	0
158	4	1
158	5	0
158	6	0
158	7	1
158	8	1
159	1	1
159	2	1
159	3	1
159	4	1
159	5	1
159	6	0
159	7	1
159	8	0
160	1	0
160	2	1
160	3	0
160	4	1
160	5	1
160	6	1
160	7	1
160	8	1
161	1	1
161	2	0
161	3	0
161	4	1
161	5	0
161	6	0
161	7	1
161	8	0
162	1	1
162	2	0
162	3	0
162	4	1
162	5	0
162	6	0
162	7	1
162	8	0
163	1	0
163	2	0
163	3	0
163	4	1
163	5	1
163	6	1
163	7	1
163	8	1
164	1	1
164	2	0
164	3	1
164	4	1
164	5	1
164	6	1
164	7	1
164	8	1
165	1	0
165	2	0
165	3	0
165	4	1
165	5	1
165	6	0
165	7	1
165	8	1
166	1	0
166	2	0
166	3	0
166	4	1
166	5	1
166	6	1
166	7	1
166	8	1
167	1	1
167	2	0
167	3	1
167	4	1
167	5	1
167	6	1
167	7	1
167	8	1
168	1	1
168	2	0
168	3	0
168	4	1
168	5	1
168	6	0
168	7	1
168	8	1
169	1	1
169	2	1
169	3	1
169	4	1
169	5	1
169	6	0
169	7	1
169	8	0
170	1	0
170	2	0
170	3	0
170	4	1
170	5	1
170	6	1
170	7	1
170	8	1
171	1	1
171	2	0
171	3	1
171	4	1
171	5	1
171	6	0
171	7	1
171	8	0
172	1	1
172	2	0
172	3	1
172	4	1
172	5	1
172	6	0
172	7	1
172	8	0
173	1	1
173	2	0
173	3	0
173	4	1
173	5	1
173	6	0
173	7	1
173	8	0
174	1	0
174	2	1
174	3	0
174	4	1
174	5	1
174	6	1
174	7	1
174	8	1
175	1	1
175	2	0
175	3	1
175	4	1
175	5	1
175	6	1
175	7	1
175	8	1
176	1	0
176	2	1
176	3	0
176	4	1
176	5	1
176	6	0
176	7	1
176	8	1
177	1	1
177	2	0
177	3	1
177	4	1
177	5	1
177	6	1
177	7	1
177	8	1
178	1	1
178	2	0
178	3	1
178	4	1
178	5	1
178	6	0
178	7	1
178	8	0
179	1	0
179	2	0
179	3	0
179	4	1
179	5	1
179	6	0
179	7	1
179	8	1
180	1	0
180	2	0
180	3	0
180	4	1
180	5	1
180	6	1
180	7	1
180	8	1
181	1	1
181	2	0
181	3	1
181	4	1
181	5	1
181	6	0
181	7	1
181	8	0
182	1	1
182	2	0
182	3	1
182	4	1
182	5	1
182	6	1
182	7	1
182	8	1
183	1	0
183	2	0
183	3	0
183	4	0
183	5	0
183	6	1
183	7	0
183	8	1
184	1	1
184	2	0
184	3	1
184	4	1
184	5	1
184	6	1
184	7	1
184	8	1
185	1	1
185	2	0
185	3	1
185	4	1
185	5	1
185	6	0
185	7	1
185	8	0
186	1	1
186	2	0
186	3	1
186	4	1
186	5	1
186	6	0
186	7	1
186	8	0
187	1	1
187	2	0
187	3	1
187	4	1
187	5	1
187	6	0
187	7	1
187	8	0
188	1	0
188	2	0
188	3	0
188	4	1
188	5	1
188	6	1
188	7	1
188	8	1
189	1	1
189	2	0
189	3	1
189	4	1
189	5	1
189	6	0
189	7	1
189	8	0
190	1	1
190	2	1
190	3	1
190	4	1
190	5	1
190	6	1
190	7	1
190	8	1
191	1	1
191	2	0
191	3	1
191	4	1
191	5	1
191	6	0
191	7	1
191	8	0
192	1	1
192	2	0
192	3	0
192	4	0
192	5	0
192	6	0
192	7	0
192	8	1
193	1	1
193	2	0
193	3	1
193	4	1
193	5	1
193	6	0
193	7	1
193	8	0
194	1	0
194	2	0
194	3	0
194	4	1
194	5	1
194	6	1
194	7	1
194	8	1
195	1	0
195	2	0
195	3	0
195	4	1
195	5	1
195	6	1
195	7	1
195	8	1
196	1	1
196	2	0
196	3	1
196	4	1
196	5	1
196	6	0
196	7	1
196	8	0
197	1	0
197	2	0
197	3	0
197	4	1
197	5	1
197	6	1
197	7	1
197	8	1
198	1	1
198	2	0
198	3	1
198	4	1
198	5	1
198	6	1
198	7	1
198	8	1
199	1	1
199	2	0
199	3	0
199	4	1
199	5	1
199	6	0
199	7	1
199	8	0
200	1	1
200	2	0
200	3	1
200	4	1
200	5	1
200	6	0
200	7	1
200	8	0
