p	d	Pr(p,d)
33	1	1.00
33	2	1.00
33	3	1.00
33	4	1.00
33	5	0.13
34	1	1.00
34	2	1.00
34	3	1.00
34	4	1.00
34	5	1.00
34	6	0.94
35	1	1.00
35	2	1.00
35	3	1.00
35	4	1.00
35	5	1.00
35	6	1.00
35	7	1.00
35	8	0.51
36	1	1.00
36	2	1.00
36	3	1.00
36	4	1.00
36	5	1.00
36	6	1.00
36	7	1.00
36	8	1.00
36	9	1.00
36	10	1.00
36	11	0.04
37	1	1.00
37	2	1.00
37	3	1.00
37	4	1.00
37	5	0.23
38	1	1.00
38	2	1.00
38	3	1.00
38	4	1.00
38	5	1.00
38	6	1.00
38	7	1.00
38	8	1.00
38	9	1.00
38	10	0.49
39	1	1.00
39	2	1.00
39	3	1.00
39	4	1.00
39	5	0.35
40	1	1.00
40	2	1.00
40	3	1.00
40	4	1.00
40	5	0.71
41	1	1.00
41	2	1.00
41	3	1.00
41	4	1.00
41	5	1.00
41	6	1.00
41	7	1.00
41	8	1.00
41	9	1.00
41	10	1.00
41	11	0.30
42	1	1.00
42	2	0.62
43	1	1.00
43	2	1.00
43	3	1.00
43	4	1.00
43	5	1.00
43	6	1.00
43	7	1.00
43	8	1.00
43	9	1.00
43	10	0.49
44	1	1.00
44	2	1.00
44	3	1.00
44	4	1.00
44	5	1.00
44	6	1.00
44	7	1.00
44	8	0.41
45	1	1.00
45	2	1.00
45	3	0.56
46	1	1.00
46	2	1.00
46	3	1.00
46	4	1.00
46	5	0.57
47	1	1.00
47	2	1.00
47	3	1.00
47	4	1.00
47	5	1.00
47	6	1.00
47	7	1.00
47	8	1.00
47	9	0.85
48	1	1.00
48	2	1.00
48	3	1.00
48	4	0.59
49	1	1.00
49	2	1.00
49	3	0.21
50	1	1.00
50	2	1.00
50	3	0.34
51	1	1.00
51	2	1.00
51	3	1.00
51	4	1.00
51	5	0.88
52	1	1.00
52	2	1.00
52	3	0.86
53	1	1.00
53	2	1.00
53	3	1.00
53	4	0.70
54	1	1.00
54	2	1.00
54	3	1.00
54	4	1.00
54	5	0.51
55	1	1.00
55	2	1.00
55	3	1.00
55	4	1.00
55	5	1.00
55	6	1.00
55	7	0.51
56	1	1.00
56	2	1.00
56	3	1.00
56	4	1.00
56	5	0.97
57	1	1.00
57	2	1.00
57	3	1.00
57	4	0.36
58	1	1.00
58	2	1.00
58	3	0.16
59	1	1.00
59	2	0.64
60	1	1.00
60	2	1.00
60	3	0.23
61	1	1.00
61	2	1.00
61	3	1.00
61	4	0.10
62	1	1.00
62	2	1.00
62	3	1.00
62	4	1.00
62	5	1.00
62	6	1.00
62	7	1.00
62	8	1.00
62	9	1.00
62	10	0.43
63	1	1.00
63	2	1.00
63	3	1.00
63	4	1.00
63	5	1.00
63	6	0.09
64	1	1.00
64	2	1.00
64	3	1.00
64	4	1.00
64	5	1.00
64	6	1.00
64	7	1.00
64	8	1.00
64	9	0.78
65	1	1.00
65	2	1.00
65	3	1.00
65	4	1.00
65	5	0.62
66	1	1.00
66	2	1.00
66	3	1.00
66	4	1.00
66	5	0.76
67	1	1.00
67	2	1.00
67	3	1.00
67	4	1.00
67	5	1.00
67	6	1.00
67	7	0.46
68	1	1.00
68	2	1.00
68	3	1.00
68	4	0.44
69	1	1.00
69	2	1.00
69	3	1.00
69	4	1.00
69	5	1.00
69	6	1.00
69	7	1.00
69	8	0.78
70	1	1.00
70	2	1.00
70	3	1.00
70	4	0.55
71	1	1.00
71	2	1.00
71	3	1.00
71	4	1.00
71	5	1.00
71	6	1.00
71	7	0.36
72	1	1.00
72	2	1.00
72	3	1.00
72	4	0.63
73	1	1.00
73	2	1.00
73	3	1.00
73	4	1.00
73	5	1.00
73	6	1.00
73	7	1.00
73	8	1.00
73	9	0.68
74	1	1.00
74	2	1.00
74	3	1.00
74	4	0.65
75	1	1.00
75	2	1.00
75	3	1.00
75	4	1.00
75	5	1.00
75	6	1.00
75	7	1.00
75	8	0.79
76	1	1.00
76	2	1.00
76	3	1.00
76	4	0.50
77	1	1.00
77	2	0.08
78	1	1.00
78	2	0.84
79	1	1.00
79	2	0.52
80	1	1.00
80	2	1.00
80	3	1.00
80	4	1.00
80	5	1.00
80	6	1.00
80	7	0.22
81	1	1.00
81	2	1.00
81	3	1.00
81	4	0.93
82	1	1.00
82	2	1.00
82	3	1.00
82	4	1.00
82	5	0.63
83	1	1.00
83	2	1.00
83	3	0.97
84	1	1.00
84	2	1.00
84	3	0.65
85	1	1.00
85	2	1.00
85	3	1.00
85	4	1.00
85	5	1.00
85	6	1.00
85	7	1.00
85	8	1.00
85	9	1.00
85	10	0.32
86	1	1.00
86	2	0.92
87	1	1.00
87	2	1.00
87	3	1.00
87	4	1.00
87	5	1.00
87	6	1.00
87	7	1.00
87	8	1.00
87	9	0.31
88	1	1.00
88	2	1.00
88	3	1.00
88	4	1.00
88	5	1.00
88	6	1.00
88	7	1.00
88	8	1.00
88	9	1.00
88	10	0.22
89	1	1.00
89	2	1.00
89	3	1.00
89	4	1.00
89	5	1.00
89	6	1.00
89	7	0.08
90	1	1.00
90	2	0.24
91	1	1.00
91	2	1.00
91	3	1.00
91	4	1.00
91	5	1.00
91	6	1.00
91	7	1.00
91	8	1.00
91	9	1.00
91	10	1.00
91	11	0.69
92	1	1.00
92	2	1.00
92	3	0.44
93	1	1.00
93	2	1.00
93	3	1.00
93	4	0.21
94	1	1.00
94	2	1.00
94	3	1.00
94	4	1.00
94	5	1.00
94	6	1.00
94	7	1.00
94	8	1.00
94	9	0.61
95	1	1.00
95	2	1.00
95	3	1.00
95	4	1.00
95	5	0.68
96	1	1.00
96	2	1.00
96	3	1.00
96	4	1.00
96	5	1.00
96	6	1.00
96	7	1.00
96	8	1.00
96	9	1.00
96	10	1.00
96	11	0.98
97	1	1.00
97	2	1.00
97	3	0.06
98	1	1.00
98	2	1.00
98	3	1.00
98	4	1.00
98	5	0.60
99	1	1.00
99	2	1.00
99	3	0.30
100	1	1.00
100	2	1.00
100	3	1.00
100	4	0.16
101	1	1.00
101	2	1.00
101	3	1.00
101	4	1.00
101	5	1.00
101	6	1.00
101	7	1.00
101	8	1.00
101	9	1.00
101	10	0.86
102	1	1.00
102	2	1.00
102	3	1.00
102	4	1.00
102	5	1.00
102	6	1.00
102	7	1.00
102	8	0.67
103	1	1.00
103	2	0.26
104	1	1.00
104	2	1.00
104	3	1.00
104	4	0.19
105	1	1.00
105	2	1.00
105	3	1.00
105	4	1.00
105	5	1.00
105	6	1.00
105	7	0.00
106	1	1.00
106	2	1.00
106	3	0.50
107	1	1.00
107	2	1.00
107	3	0.25
108	1	1.00
108	2	0.70
109	1	1.00
109	2	1.00
109	3	0.01
110	1	1.00
110	2	0.15
111	1	1.00
111	2	0.70
112	1	1.00
112	2	1.00
112	3	1.00
112	4	0.89
113	1	1.00
113	2	1.00
113	3	1.00
113	4	0.08
114	1	1.00
114	2	1.00
114	3	1.00
114	4	1.00
114	5	1.00
114	6	0.68
115	1	1.00
115	2	1.00
115	3	1.00
115	4	0.71
116	1	1.00
116	2	1.00
116	3	1.00
116	4	1.00
116	5	1.00
116	6	1.00
116	7	0.91
117	1	1.00
117	2	0.62
118	1	1.00
118	2	1.00
118	3	1.00
118	4	0.87
119	1	1.00
119	2	1.00
119	3	1.00
119	4	1.00
119	5	1.00
119	6	0.85
120	1	1.00
120	2	1.00
120	3	0.33
121	1	1.00
121	2	0.77
122	1	1.00
122	2	1.00
122	3	1.00
122	4	1.00
122	5	1.00
122	6	1.00
122	7	1.00
122	8	0.40
123	1	1.00
123	2	1.00
123	3	1.00
123	4	1.00
123	5	1.00
123	6	1.00
123	7	1.00
123	8	1.00
123	9	0.11
124	1	1.00
124	2	1.00
124	3	1.00
124	4	1.00
124	5	1.00
124	6	1.00
124	7	1.00
124	8	1.00
124	9	0.29
125	1	1.00
125	2	1.00
125	3	1.00
125	4	1.00
125	5	1.00
125	6	0.42
126	1	1.00
126	2	1.00
126	3	1.00
126	4	1.00
126	5	1.00
126	6	1.00
126	7	0.63
127	1	1.00
127	2	1.00
127	3	0.15
128	1	1.00
128	2	0.49
129	1	1.00
129	2	1.00
129	3	1.00
129	4	1.00
129	5	0.37
130	1	1.00
130	2	1.00
130	3	1.00
130	4	0.36
131	1	1.00
131	2	1.00
131	3	1.00
131	4	0.95
132	1	1.00
132	2	1.00
132	3	1.00
132	4	0.08
133	1	1.00
133	2	1.00
133	3	1.00
133	4	0.69
134	1	1.00
134	2	1.00
134	3	1.00
134	4	1.00
134	5	1.00
134	6	1.00
134	7	1.00
134	8	0.56
135	1	1.00
135	2	1.00
135	3	1.00
135	4	0.51
136	1	1.00
136	2	1.00
136	3	0.78
137	1	1.00
137	2	1.00
137	3	0.78
138	1	1.00
138	2	1.00
138	3	0.96
139	1	1.00
139	2	1.00
139	3	0.99
140	1	1.00
140	2	1.00
140	3	1.00
140	4	1.00
140	5	1.00
140	6	1.00
140	7	1.00
140	8	0.44
141	1	1.00
141	2	1.00
141	3	1.00
141	4	1.00
141	5	1.00
141	6	0.46
142	1	1.00
142	2	1.00
142	3	0.13
143	1	1.00
143	2	1.00
143	3	0.02
144	1	1.00
144	2	1.00
144	3	1.00
144	4	0.40
145	1	1.00
145	2	1.00
145	3	1.00
145	4	1.00
145	5	0.33
146	1	1.00
146	2	0.68
147	1	1.00
147	2	1.00
147	3	1.00
147	4	1.00
147	5	1.00
147	6	1.00
147	7	1.00
147	8	0.52
148	1	1.00
148	2	1.00
148	3	1.00
148	4	1.00
148	5	1.00
148	6	1.00
148	7	0.61
149	1	1.00
149	2	1.00
149	3	0.77
150	1	1.00
150	2	1.00
150	3	1.00
150	4	1.00
150	5	1.00
150	6	1.00
150	7	0.25
151	1	1.00
151	2	1.00
151	3	1.00
151	4	1.00
151	5	1.00
151	6	1.00
151	7	0.31
152	1	1.00
152	2	1.00
152	3	0.30
153	1	1.00
153	2	0.93
154	1	1.00
154	2	1.00
154	3	1.00
154	4	0.32
155	1	1.00
155	2	1.00
155	3	0.56
156	1	1.00
156	2	1.00
156	3	0.10
157	1	1.00
157	2	1.00
157	3	1.00
157	4	0.78
158	1	1.00
158	2	0.96
159	1	1.00
159	2	1.00
159	3	1.00
159	4	0.85
160	1	1.00
160	2	1.00
160	3	1.00
160	4	1.00
160	5	1.00
160	6	0.34
161	1	1.00
161	2	1.00
161	3	1.00
161	4	1.00
161	5	0.69
162	1	1.00
162	2	1.00
162	3	1.00
162	4	0.85
163	1	1.00
163	2	1.00
163	3	1.00
163	4	1.00
163	5	1.00
163	6	1.00
163	7	1.00
163	8	0.27
164	1	1.00
164	2	0.49
165	1	1.00
165	2	1.00
165	3	1.00
165	4	0.34
166	1	1.00
166	2	1.00
166	3	1.00
166	4	1.00
166	5	1.00
166	6	1.00
166	7	0.34
167	1	1.00
167	2	1.00
167	3	1.00
167	4	1.00
167	5	0.05
168	1	1.00
168	2	1.00
168	3	1.00
168	4	1.00
168	5	1.00
168	6	1.00
168	7	1.00
168	8	1.00
168	9	1.00
168	10	0.43
169	1	1.00
169	2	1.00
169	3	1.00
169	4	0.88
170	1	1.00
170	2	1.00
170	3	1.00
170	4	1.00
170	5	0.36
171	1	1.00
171	2	1.00
171	3	0.17
172	1	1.00
172	2	1.00
172	3	1.00
172	4	1.00
172	5	1.00
172	6	0.35
173	1	1.00
173	2	1.00
173	3	1.00
173	4	1.00
173	5	1.00
173	6	1.00
173	7	1.00
173	8	1.00
173	9	1.00
173	10	0.69
174	1	1.00
174	2	1.00
174	3	0.56
175	1	1.00
175	2	1.00
175	3	0.58
176	1	1.00
176	2	1.00
176	3	1.00
176	4	0.95
177	1	1.00
177	2	1.00
177	3	0.10
178	1	1.00
178	2	0.83
179	1	1.00
179	2	1.00
179	3	1.00
179	4	1.00
179	5	1.00
179	6	1.00
179	7	1.00
179	8	1.00
179	9	0.20
180	1	1.00
180	2	0.21
181	1	1.00
181	2	0.69
182	1	1.00
182	2	1.00
182	3	1.00
182	4	0.65
183	1	1.00
183	2	1.00
183	3	1.00
183	4	1.00
183	5	0.02
184	1	1.00
184	2	1.00
184	3	1.00
184	4	1.00
184	5	0.93
185	1	1.00
185	2	1.00
185	3	1.00
185	4	1.00
185	5	1.00
185	6	1.00
185	7	1.00
185	8	1.00
185	9	1.00
185	10	1.00
185	11	0.80
186	1	1.00
186	2	1.00
186	3	0.73
187	1	1.00
187	2	1.00
187	3	1.00
187	4	1.00
187	5	1.00
187	6	1.00
187	7	1.00
187	8	1.00
187	9	1.00
187	10	0.18
188	1	1.00
188	2	1.00
188	3	1.00
188	4	1.00
188	5	1.00
188	6	1.00
188	7	0.31
189	1	1.00
189	2	0.00
190	1	1.00
190	2	1.00
190	3	1.00
190	4	0.87
191	1	1.00
191	2	1.00
191	3	1.00
191	4	1.00
191	5	1.00
191	6	1.00
191	7	1.00
191	8	1.00
191	9	1.00
191	10	0.88
192	1	1.00
192	2	1.00
192	3	1.00
192	4	1.00
192	5	1.00
192	6	1.00
192	7	0.63
193	1	1.00
193	2	1.00
193	3	1.00
193	4	0.07
194	1	1.00
194	2	1.00
194	3	0.06
195	1	1.00
195	2	1.00
195	3	0.16
196	1	1.00
196	2	1.00
196	3	1.00
196	4	0.88
197	1	1.00
197	2	1.00
197	3	0.58
198	1	1.00
198	2	1.00
198	3	0.70
199	1	1.00
199	2	0.24
200	1	1.00
200	2	1.00
200	3	0.86
201	1	1.00
201	2	1.00
201	3	1.00
201	4	0.36
202	1	1.00
202	2	1.00
202	3	0.64
203	1	1.00
203	2	1.00
203	3	1.00
203	4	1.00
203	5	1.00
203	6	0.03
204	1	1.00
204	2	1.00
204	3	1.00
204	4	1.00
204	5	1.00
204	6	1.00
204	7	0.79
205	1	1.00
205	2	1.00
205	3	1.00
205	4	0.77
206	1	1.00
206	2	1.00
206	3	0.42
207	1	1.00
207	2	0.78
208	1	1.00
208	2	1.00
208	3	1.00
208	4	1.00
208	5	1.00
208	6	1.00
208	7	1.00
208	8	1.00
208	9	0.39
209	1	1.00
209	2	1.00
209	3	1.00
209	4	0.26
210	1	1.00
210	2	1.00
210	3	0.51
211	1	1.00
211	2	1.00
211	3	0.94
212	1	1.00
212	2	0.24
213	1	1.00
213	2	1.00
213	3	1.00
213	4	1.00
213	5	0.71
214	1	1.00
214	2	1.00
214	3	1.00
214	4	1.00
214	5	1.00
214	6	1.00
214	7	1.00
214	8	0.34
215	1	1.00
215	2	1.00
215	3	1.00
215	4	1.00
215	5	1.00
215	6	0.04
216	1	1.00
216	2	1.00
216	3	1.00
216	4	1.00
216	5	1.00
216	6	1.00
216	7	1.00
216	8	1.00
216	9	1.00
216	10	1.00
216	11	0.61
217	1	1.00
217	2	1.00
217	3	1.00
217	4	1.00
217	5	1.00
217	6	1.00
217	7	1.00
217	8	0.89
218	1	1.00
218	2	1.00
218	3	1.00
218	4	1.00
218	5	1.00
218	6	1.00
218	7	0.94
219	1	1.00
219	2	1.00
219	3	1.00
219	4	0.74
220	1	1.00
220	2	1.00
220	3	1.00
220	4	1.00
220	5	0.73
221	1	1.00
221	2	1.00
221	3	1.00
221	4	1.00
221	5	0.86
222	1	1.00
222	2	1.00
222	3	1.00
222	4	1.00
222	5	1.00
222	6	0.12
223	1	1.00
223	2	1.00
223	3	0.05
224	1	1.00
224	2	1.00
224	3	1.00
224	4	0.40
225	1	1.00
225	2	1.00
225	3	0.72
226	1	1.00
226	2	1.00
226	3	1.00
226	4	0.47
227	1	1.00
227	2	0.43
228	1	1.00
228	2	1.00
228	3	0.47
229	1	1.00
229	2	1.00
229	3	1.00
229	4	0.91
230	1	1.00
230	2	1.00
230	3	0.77
231	1	1.00
231	2	1.00
231	3	1.00
231	4	1.00
231	5	1.00
231	6	1.00
231	7	0.54
232	1	1.00
232	2	1.00
232	3	0.71
233	1	1.00
233	2	1.00
233	3	0.55
234	1	1.00
234	2	0.56
235	1	1.00
235	2	1.00
235	3	0.16
236	1	1.00
236	2	1.00
236	3	1.00
236	4	0.07
237	1	1.00
237	2	1.00
237	3	1.00
237	4	0.02
238	1	1.00
238	2	1.00
238	3	1.00
238	4	0.84
239	1	1.00
239	2	1.00
239	3	0.99
240	1	1.00
240	2	1.00
240	3	1.00
240	4	1.00
240	5	1.00
240	6	1.00
240	7	1.00
240	8	1.00
240	9	1.00
240	10	0.01
241	1	1.00
241	2	1.00
241	3	1.00
241	4	0.55
242	1	1.00
242	2	1.00
242	3	1.00
242	4	1.00
242	5	0.55
243	1	1.00
243	2	1.00
243	3	1.00
243	4	0.81
244	1	1.00
244	2	1.00
244	3	0.11
245	1	1.00
245	2	1.00
245	3	1.00
245	4	0.93
246	1	1.00
246	2	1.00
246	3	1.00
246	4	1.00
246	5	1.00
246	6	0.74
247	1	1.00
247	2	1.00
247	3	1.00
247	4	0.62
248	1	1.00
248	2	1.00
248	3	1.00
248	4	1.00
248	5	1.00
248	6	1.00
248	7	1.00
248	8	1.00
248	9	1.00
248	10	0.44
249	1	1.00
249	2	0.12
250	1	1.00
250	2	1.00
250	3	1.00
250	4	0.72
251	1	1.00
251	2	1.00
251	3	1.00
251	4	0.81
252	1	1.00
252	2	0.67
253	1	1.00
253	2	1.00
253	3	1.00
253	4	1.00
253	5	1.00
253	6	1.00
253	7	1.00
253	8	1.00
253	9	1.00
253	10	0.49
254	1	1.00
254	2	1.00
254	3	1.00
254	4	1.00
254	5	0.12
255	1	1.00
255	2	1.00
255	3	1.00
255	4	1.00
255	5	1.00
255	6	1.00
255	7	0.38
256	1	1.00
256	2	0.46
257	1	1.00
257	2	1.00
257	3	1.00
257	4	1.00
257	5	0.43
258	1	1.00
258	2	1.00
258	3	1.00
258	4	1.00
258	5	1.00
258	6	1.00
258	7	1.00
258	8	1.00
258	9	0.62
259	1	1.00
259	2	1.00
259	3	0.66
260	1	1.00
260	2	1.00
260	3	1.00
260	4	1.00
260	5	1.00
260	6	1.00
260	7	1.00
260	8	1.00
260	9	0.25
261	1	1.00
261	2	1.00
261	3	1.00
261	4	0.89
262	1	1.00
262	2	1.00
262	3	0.17
263	1	1.00
263	2	1.00
263	3	1.00
263	4	1.00
263	5	1.00
263	6	0.48
264	1	1.00
264	2	1.00
264	3	1.00
264	4	1.00
264	5	1.00
264	6	0.93
265	1	1.00
265	2	1.00
265	3	0.76
266	1	1.00
266	2	1.00
266	3	1.00
266	4	0.21
267	1	1.00
267	2	1.00
267	3	0.92
268	1	1.00
268	2	1.00
268	3	0.02
269	1	1.00
269	2	1.00
269	3	1.00
269	4	0.72
270	1	1.00
270	2	1.00
270	3	0.36
271	1	1.00
271	2	1.00
271	3	1.00
271	4	0.69
272	1	1.00
272	2	1.00
272	3	1.00
272	4	1.00
272	5	1.00
272	6	1.00
272	7	1.00
272	8	0.17
273	1	1.00
273	2	1.00
273	3	1.00
273	4	0.61
274	1	1.00
274	2	1.00
274	3	1.00
274	4	1.00
274	5	1.00
274	6	1.00
274	7	1.00
274	8	1.00
274	9	1.00
274	10	0.96
275	1	1.00
275	2	1.00
275	3	1.00
275	4	1.00
275	5	1.00
275	6	0.41
276	1	1.00
276	2	1.00
276	3	1.00
276	4	1.00
276	5	1.00
276	6	1.00
276	7	0.87
277	1	1.00
277	2	0.34
278	1	1.00
278	2	1.00
278	3	1.00
278	4	1.00
278	5	0.93
279	1	1.00
279	2	1.00
279	3	1.00
279	4	1.00
279	5	1.00
279	6	1.00
279	7	1.00
279	8	1.00
279	9	1.00
279	10	0.66
280	1	1.00
280	2	1.00
280	3	1.00
280	4	1.00
280	5	0.90
281	1	1.00
281	2	1.00
281	3	0.91
282	1	1.00
282	2	1.00
282	3	1.00
282	4	1.00
282	5	1.00
282	6	1.00
282	7	1.00
282	8	0.21
283	1	1.00
283	2	1.00
283	3	1.00
283	4	0.32
284	1	1.00
284	2	0.18
285	1	1.00
285	2	0.99
286	1	1.00
286	2	1.00
286	3	1.00
286	4	1.00
286	5	1.00
286	6	1.00
286	7	1.00
286	8	0.57
287	1	1.00
287	2	1.00
287	3	1.00
287	4	1.00
287	5	1.00
287	6	1.00
287	7	0.50
288	1	1.00
288	2	1.00
288	3	1.00
288	4	1.00
288	5	1.00
288	6	1.00
288	7	1.00
288	8	0.51
289	1	1.00
289	2	1.00
289	3	1.00
289	4	0.42
290	1	1.00
290	2	1.00
290	3	1.00
290	4	1.00
290	5	1.00
290	6	1.00
290	7	1.00
290	8	1.00
290	9	1.00
290	10	1.00
290	11	0.14
291	1	1.00
291	2	1.00
291	3	1.00
291	4	1.00
291	5	1.00
291	6	1.00
291	7	0.31
292	1	1.00
292	2	1.00
292	3	1.00
292	4	1.00
292	5	1.00
292	6	0.60
293	1	1.00
293	2	1.00
293	3	1.00
293	4	0.68
294	1	1.00
294	2	1.00
294	3	1.00
294	4	1.00
294	5	1.00
294	6	1.00
294	7	1.00
294	8	0.49
295	1	1.00
295	2	1.00
295	3	1.00
295	4	1.00
295	5	1.00
295	6	0.58
296	1	1.00
296	2	0.44
297	1	1.00
297	2	1.00
297	3	1.00
297	4	1.00
297	5	1.00
297	6	1.00
297	7	1.00
297	8	1.00
297	9	0.30
298	1	1.00
298	2	1.00
298	3	0.39
299	1	1.00
299	2	1.00
299	3	1.00
299	4	1.00
299	5	0.50
300	1	1.00
300	2	1.00
300	3	1.00
300	4	0.76
301	1	1.00
301	2	1.00
301	3	1.00
301	4	0.86
302	1	1.00
302	2	1.00
302	3	1.00
302	4	0.51
303	1	1.00
303	2	1.00
303	3	1.00
303	4	1.00
303	5	1.00
303	6	1.00
303	7	1.00
303	8	1.00
303	9	0.73
304	1	1.00
304	2	0.16
305	1	1.00
305	2	1.00
305	3	1.00
305	4	1.00
305	5	1.00
305	6	0.16
306	1	1.00
306	2	1.00
306	3	1.00
306	4	1.00
306	5	1.00
306	6	0.12
307	1	1.00
307	2	1.00
307	3	1.00
307	4	1.00
307	5	1.00
307	6	1.00
307	7	1.00
307	8	1.00
307	9	0.63
308	1	1.00
308	2	1.00
308	3	1.00
308	4	0.87
309	1	1.00
309	2	0.97
310	1	1.00
310	2	1.00
310	3	1.00
310	4	1.00
310	5	1.00
310	6	1.00
310	7	1.00
310	8	1.00
310	9	0.65
311	1	1.00
311	2	1.00
311	3	0.58
312	1	1.00
312	2	1.00
312	3	1.00
312	4	1.00
312	5	1.00
312	6	1.00
312	7	1.00
312	8	1.00
312	9	0.69
313	1	1.00
313	2	1.00
313	3	1.00
313	4	1.00
313	5	1.00
313	6	1.00
313	7	1.00
313	8	0.72
314	1	1.00
314	2	1.00
314	3	1.00
314	4	0.52
315	1	1.00
315	2	1.00
315	3	1.00
315	4	1.00
315	5	1.00
315	6	1.00
315	7	1.00
315	8	1.00
315	9	0.90
316	1	1.00
316	2	1.00
316	3	0.08
317	1	1.00
317	2	1.00
317	3	0.84
318	1	1.00
318	2	1.00
318	3	1.00
318	4	0.92
319	1	1.00
319	2	0.95
320	1	1.00
320	2	1.00
320	3	0.32
321	1	1.00
321	2	0.42
322	1	1.00
322	2	1.00
322	3	1.00
322	4	1.00
322	5	1.00
322	6	1.00
322	7	1.00
322	8	1.00
322	9	1.00
322	10	0.68
323	1	1.00
323	2	1.00
323	3	1.00
323	4	1.00
323	5	1.00
323	6	1.00
323	7	0.15
324	1	1.00
324	2	0.91
325	1	1.00
325	2	1.00
325	3	1.00
325	4	0.86
326	1	1.00
326	2	1.00
326	3	1.00
326	4	0.57
327	1	1.00
327	2	1.00
327	3	1.00
327	4	1.00
327	5	1.00
327	6	1.00
327	7	1.00
327	8	1.00
327	9	1.00
327	10	1.00
327	11	0.54
328	1	1.00
328	2	1.00
328	3	1.00
328	4	1.00
328	5	1.00
328	6	1.00
328	7	1.00
328	8	0.19
329	1	1.00
329	2	1.00
329	3	0.30
330	1	1.00
330	2	1.00
330	3	0.43
331	1	1.00
331	2	1.00
331	3	1.00
331	4	1.00
331	5	1.00
331	6	1.00
331	7	1.00
331	8	1.00
331	9	0.83
332	1	1.00
332	2	1.00
332	3	1.00
332	4	1.00
332	5	1.00
332	6	0.27
333	1	1.00
333	2	1.00
333	3	1.00
333	4	1.00
333	5	1.00
333	6	1.00
333	7	1.00
333	8	0.92
334	1	1.00
334	2	1.00
334	3	1.00
334	4	1.00
334	5	1.00
334	6	1.00
334	7	1.00
334	8	1.00
334	9	0.78
335	1	1.00
335	2	0.68
336	1	1.00
336	2	1.00
336	3	1.00
336	4	1.00
336	5	1.00
336	6	0.77
337	1	1.00
337	2	1.00
337	3	1.00
337	4	1.00
337	5	1.00
337	6	1.00
337	7	1.00
337	8	0.23
338	1	1.00
338	2	1.00
338	3	1.00
338	4	0.29
339	1	1.00
339	2	1.00
339	3	1.00
339	4	0.46
340	1	1.00
340	2	1.00
340	3	1.00
340	4	0.57
341	1	1.00
341	2	1.00
341	3	1.00
341	4	1.00
341	5	1.00
341	6	1.00
341	7	0.62
342	1	1.00
342	2	0.65
343	1	1.00
343	2	1.00
343	3	1.00
343	4	1.00
343	5	1.00
343	6	1.00
343	7	1.00
343	8	0.36
344	1	1.00
344	2	1.00
344	3	1.00
344	4	1.00
344	5	1.00
344	6	1.00
344	7	1.00
344	8	1.00
344	9	0.57
345	1	1.00
345	2	1.00
345	3	0.05
346	1	1.00
346	2	1.00
346	3	1.00
346	4	1.00
346	5	1.00
346	6	0.06
347	1	1.00
347	2	1.00
347	3	1.00
347	4	0.36
348	1	1.00
348	2	1.00
348	3	1.00
348	4	1.00
348	5	1.00
348	6	1.00
348	7	0.32
349	1	1.00
349	2	1.00
349	3	0.90
350	1	1.00
350	2	1.00
350	3	1.00
350	4	1.00
350	5	0.70
351	1	1.00
351	2	1.00
351	3	1.00
351	4	1.00
351	5	1.00
351	6	1.00
351	7	0.38
