p	r	C_pr
31	4	60
31	5	10
31	6	60
31	7	60
31	8	60
32	1	70
32	2	70
32	3	70
32	4	90
32	5	60
32	6	110
32	7	100
32	8	70
33	1	80
33	2	50
33	3	80
33	4	80
33	5	80
33	6	80
33	7	80
33	8	80
34	1	80
34	2	90
34	3	100
34	4	100
34	5	120
34	6	100
34	7	100
34	8	80
35	1	50
35	2	70
35	3	50
35	4	50
35	5	20
35	6	90
35	7	60
35	8	50
36	1	70
36	2	90
36	3	30
36	4	90
36	5	40
36	6	70
36	7	100
36	8	70
37	1	50
37	2	90
37	3	90
37	4	70
37	5	90
37	6	90
37	7	70
37	8	50
38	1	80
38	2	70
38	3	80
38	4	100
38	5	100
38	6	80
38	7	100
38	8	80
39	1	50
39	2	50
39	3	50
39	4	50
39	5	50
39	6	50
39	7	50
39	8	50
40	1	80
40	2	100
40	3	100
40	4	100
40	5	120
40	6	100
40	7	100
40	8	80
41	1	70
41	2	70
41	3	100
41	4	70
41	5	70
41	6	90
41	7	80
41	8	70
42	1	60
42	2	80
42	3	60
42	4	60
42	5	60
42	6	60
42	7	60
42	8	60
43	1	50
43	2	70
43	3	0
43	4	50
43	5	0
43	6	50
43	7	50
43	8	50
44	1	70
44	2	70
44	3	40
44	4	70
44	5	20
44	6	90
44	7	70
44	8	70
45	1	80
45	2	60
45	3	120
45	4	80
45	5	100
45	6	120
45	7	80
45	8	80
46	1	80
46	2	60
46	3	70
46	4	80
46	5	50
46	6	120
46	7	80
46	8	80
47	1	50
47	2	90
47	3	90
47	4	50
47	5	70
47	6	90
47	7	50
47	8	50
48	1	80
48	2	80
48	3	100
48	4	100
48	5	100
48	6	100
48	7	100
48	8	80
49	1	50
49	2	70
49	3	80
49	4	70
49	5	90
49	6	70
49	7	80
49	8	50
50	1	70
50	2	90
50	3	40
50	4	90
50	5	40
50	6	90
50	7	90
50	8	70
51	1	60
51	2	70
51	3	10
51	4	60
51	5	10
51	6	60
51	7	60
51	8	60
52	1	70
52	2	90
52	3	50
52	4	90
52	5	60
52	6	90
52	7	100
52	8	70
53	1	50
53	2	70
53	3	50
53	4	50
53	5	50
53	6	50
53	7	50
53	8	50
54	1	60
54	2	70
54	3	80
54	4	60
54	5	80
54	6	80
54	7	60
54	8	60
55	1	50
55	2	90
55	3	70
55	4	50
55	5	70
55	6	70
55	7	50
55	8	50
56	1	80
56	2	60
56	3	50
56	4	80
56	5	50
56	6	100
56	7	80
56	8	80
57	1	70
57	2	70
57	3	100
57	4	90
57	5	110
57	6	90
57	7	100
57	8	70
58	1	80
58	2	50
58	3	50
58	4	80
58	5	50
58	6	100
58	7	80
58	8	80
59	1	80
59	2	60
59	3	120
59	4	80
59	5	100
59	6	120
59	7	80
59	8	80
60	1	60
60	2	100
60	3	80
60	4	80
60	5	80
60	6	80
60	7	80
60	8	60
61	1	70
61	2	70
61	3	90
61	4	70
61	5	90
61	6	90
61	7	70
61	8	70
62	1	50
62	2	50
62	3	40
62	4	50
62	5	20
62	6	90
62	7	50
62	8	50
63	1	50
63	2	110
63	3	30
63	4	70
63	5	40
63	6	70
63	7	80
63	8	50
64	1	50
64	2	110
64	3	30
64	4	70
64	5	40
64	6	70
64	7	80
64	8	50
65	1	60
65	2	60
65	3	50
65	4	60
65	5	30
65	6	100
65	7	60
65	8	60
66	1	50
66	2	110
66	3	20
66	4	70
66	5	40
66	6	70
66	7	70
66	8	50
67	1	50
67	2	90
67	3	50
67	4	50
67	5	20
67	6	90
67	7	60
67	8	50
68	1	50
68	2	110
68	3	20
68	4	70
68	5	20
68	6	70
68	7	70
68	8	50
69	1	70
69	2	70
69	3	30
69	4	70
69	5	20
69	6	70
69	7	80
69	8	70
70	1	60
70	2	90
70	3	10
70	4	80
70	5	30
70	6	60
70	7	80
70	8	60
71	1	60
71	2	70
71	3	10
71	4	60
71	5	10
71	6	60
71	7	60
71	8	60
72	1	50
72	2	70
72	3	10
72	4	70
72	5	20
72	6	50
72	7	80
72	8	50
73	1	60
73	2	70
73	3	30
73	4	80
73	5	30
73	6	80
73	7	80
73	8	60
74	1	80
74	2	60
74	3	100
74	4	80
74	5	100
74	6	100
74	7	80
74	8	80
75	1	60
75	2	80
75	3	100
75	4	80
75	5	100
75	6	100
75	7	80
75	8	60
76	1	60
76	2	120
76	3	80
76	4	80
76	5	100
76	6	80
76	7	80
76	8	60
77	1	50
77	2	70
77	3	90
77	4	70
77	5	90
77	6	90
77	7	70
77	8	50
78	1	70
78	2	70
78	3	60
78	4	70
78	5	40
78	6	110
78	7	70
78	8	70
79	1	50
79	2	110
79	3	70
79	4	70
79	5	70
79	6	70
79	7	70
79	8	50
80	1	60
80	2	60
80	3	10
80	4	60
80	5	10
80	6	60
80	7	60
80	8	60
81	1	50
81	2	90
81	3	90
81	4	70
81	5	90
81	6	90
81	7	70
81	8	50
82	1	50
82	2	50
82	3	30
82	4	50
82	5	0
82	6	70
82	7	60
82	8	50
83	1	60
83	2	110
83	3	30
83	4	80
83	5	30
83	6	80
83	7	80
83	8	60
84	1	80
84	2	90
84	3	50
84	4	100
84	5	70
84	6	100
84	7	100
84	8	80
85	1	60
85	2	100
85	3	80
85	4	80
85	5	100
85	6	80
85	7	80
85	8	60
86	1	60
86	2	50
86	3	80
86	4	60
86	5	60
86	6	80
86	7	60
86	8	60
87	1	70
87	2	90
87	3	90
87	4	90
87	5	110
87	6	90
87	7	90
87	8	70
88	1	80
88	2	70
88	3	50
88	4	100
88	5	70
88	6	100
88	7	100
88	8	80
89	1	60
89	2	70
89	3	30
89	4	60
89	5	10
89	6	80
89	7	60
89	8	60
90	1	70
90	2	70
90	3	120
90	4	70
90	5	90
90	6	110
90	7	80
90	8	70
91	1	60
91	2	70
91	3	80
91	4	60
91	5	80
91	6	80
91	7	60
91	8	60
92	1	70
92	2	70
92	3	30
92	4	90
92	5	40
92	6	70
92	7	100
92	8	70
93	1	60
93	2	100
93	3	80
93	4	60
93	5	80
93	6	80
93	7	60
93	8	60
94	1	50
94	2	90
94	3	60
94	4	50
94	5	50
94	6	50
94	7	60
94	8	50
95	1	50
95	2	90
95	3	50
95	4	70
95	5	70
95	6	50
95	7	70
95	8	50
96	1	70
96	2	90
96	3	20
96	4	90
96	5	40
96	6	70
96	7	90
96	8	70
97	1	50
97	2	90
97	3	10
97	4	70
97	5	20
97	6	50
97	7	80
97	8	50
98	1	80
98	2	90
98	3	100
98	4	100
98	5	100
98	6	100
98	7	100
98	8	80
99	1	70
99	2	70
99	3	120
99	4	70
99	5	90
99	6	110
99	7	80
99	8	70
100	1	80
100	2	50
100	3	120
100	4	80
100	5	100
100	6	120
100	7	80
100	8	80
101	1	70
101	2	50
101	3	60
101	4	70
101	5	40
101	6	110
101	7	70
101	8	70
102	1	50
102	2	110
102	3	70
102	4	70
102	5	70
102	6	70
102	7	70
102	8	50
103	1	50
103	2	90
103	3	10
103	4	70
103	5	20
103	6	50
103	7	80
103	8	50
104	1	50
104	2	90
104	3	30
104	4	70
104	5	20
104	6	70
104	7	80
104	8	50
105	1	60
105	2	110
105	3	100
105	4	80
105	5	100
105	6	100
105	7	80
105	8	60
106	1	70
106	2	70
106	3	90
106	4	70
106	5	70
106	6	90
106	7	70
106	8	70
107	1	50
107	2	70
107	3	30
107	4	50
107	5	20
107	6	70
107	7	60
107	8	50
108	1	60
108	2	80
108	3	100
108	4	60
108	5	80
108	6	100
108	7	60
108	8	60
109	1	60
109	2	60
109	3	50
109	4	60
109	5	30
109	6	100
109	7	60
109	8	60
110	1	70
110	2	50
110	3	110
110	4	70
110	5	90
110	6	110
110	7	70
110	8	70
111	1	70
111	2	70
111	3	100
111	4	90
111	5	110
111	6	90
111	7	100
111	8	70
112	1	50
112	2	90
112	3	80
112	4	70
112	5	70
112	6	70
112	7	80
112	8	50
113	1	50
113	2	70
113	3	40
113	4	50
113	5	20
113	6	90
113	7	50
113	8	50
114	1	50
114	2	90
114	3	20
114	4	50
114	5	0
114	6	70
114	7	50
114	8	50
115	1	60
115	2	100
115	3	30
115	4	80
115	5	50
115	6	80
115	7	80
115	8	60
116	1	80
116	2	70
116	3	30
116	4	80
116	5	30
116	6	80
116	7	80
116	8	80
117	1	50
117	2	90
117	3	50
117	4	70
117	5	40
117	6	90
117	7	80
117	8	50
118	1	80
118	2	70
118	3	70
118	4	80
118	5	50
118	6	120
118	7	80
118	8	80
119	1	60
119	2	90
119	3	80
119	4	80
119	5	100
119	6	80
119	7	80
119	8	60
120	1	50
120	2	90
120	3	20
120	4	50
120	5	0
120	6	70
120	7	50
120	8	50
121	1	60
121	2	70
121	3	60
121	4	60
121	5	60
121	6	60
121	7	60
121	8	60
122	1	70
122	2	70
122	3	100
122	4	70
122	5	90
122	6	90
122	7	80
122	8	70
123	1	70
123	2	70
123	3	100
123	4	90
123	5	90
123	6	90
123	7	100
123	8	70
124	1	80
124	2	80
124	3	120
124	4	100
124	5	120
124	6	120
124	7	100
124	8	80
125	1	70
125	2	50
125	3	30
125	4	70
125	5	20
125	6	70
125	7	80
125	8	70
126	1	60
126	2	90
126	3	80
126	4	60
126	5	80
126	6	80
126	7	60
126	8	60
127	1	50
127	2	70
127	3	70
127	4	50
127	5	70
127	6	70
127	7	50
127	8	50
128	1	70
128	2	70
128	3	20
128	4	70
128	5	20
128	6	70
128	7	70
128	8	70
129	1	80
129	2	70
129	3	50
129	4	80
129	5	30
129	6	100
129	7	80
129	8	80
130	1	80
130	2	70
130	3	100
130	4	100
130	5	120
130	6	100
130	7	100
130	8	80
131	1	50
131	2	110
131	3	50
131	4	70
131	5	70
131	6	50
131	7	70
131	8	50
132	1	60
132	2	80
132	3	50
132	4	60
132	5	30
132	6	100
132	7	60
132	8	60
133	1	60
133	2	100
133	3	50
133	4	60
133	5	30
133	6	100
133	7	60
133	8	60
134	1	80
134	2	100
134	3	50
134	4	100
134	5	70
134	6	100
134	7	100
134	8	80
135	1	50
135	2	70
135	3	40
135	4	70
135	5	40
135	6	90
135	7	70
135	8	50
136	1	60
136	2	90
136	3	80
136	4	80
136	5	100
136	6	80
136	7	80
136	8	60
137	1	50
137	2	90
137	3	100
137	4	50
137	5	70
137	6	90
137	7	60
137	8	50
138	1	50
138	2	90
138	3	30
138	4	70
138	5	20
138	6	70
138	7	80
138	8	50
139	1	50
139	2	90
139	3	50
139	4	70
139	5	40
139	6	90
139	7	80
139	8	50
140	1	50
140	2	70
140	3	80
140	4	50
140	5	50
140	6	70
140	7	60
140	8	50
141	1	60
141	2	90
141	3	80
141	4	80
141	5	80
141	6	80
141	7	80
141	8	60
142	1	50
142	2	110
142	3	80
142	4	70
142	5	70
142	6	70
142	7	80
142	8	50
143	1	50
143	2	90
143	3	50
143	4	50
143	5	50
143	6	50
143	7	50
143	8	50
144	1	60
144	2	120
144	3	80
144	4	80
144	5	100
144	6	80
144	7	80
144	8	60
145	1	80
145	2	80
145	3	100
145	4	100
145	5	100
145	6	100
145	7	100
145	8	80
146	1	50
146	2	110
146	3	80
146	4	70
146	5	90
146	6	70
146	7	80
146	8	50
147	1	50
147	2	70
147	3	40
147	4	50
147	5	20
147	6	90
147	7	50
147	8	50
148	1	60
148	2	110
148	3	50
148	4	80
148	5	50
148	6	100
148	7	80
148	8	60
149	1	50
149	2	50
149	3	50
149	4	50
149	5	20
149	6	90
149	7	60
149	8	50
150	1	60
150	2	50
150	3	30
150	4	60
150	5	10
150	6	80
150	7	60
150	8	60
151	1	60
151	2	70
151	3	80
151	4	60
151	5	80
151	6	80
151	7	60
151	8	60
152	1	60
152	2	110
152	3	80
152	4	80
152	5	80
152	6	80
152	7	80
152	8	60
153	1	80
153	2	70
153	3	50
153	4	100
153	5	50
153	6	100
153	7	100
153	8	80
154	1	60
154	2	100
154	3	80
154	4	80
154	5	80
154	6	80
154	7	80
154	8	60
155	1	70
155	2	50
155	3	100
155	4	70
155	5	70
155	6	90
155	7	80
155	8	70
156	1	50
156	2	70
156	3	80
156	4	70
156	5	70
156	6	70
156	7	80
156	8	50
157	1	50
157	2	90
157	3	10
157	4	70
157	5	20
157	6	50
157	7	80
157	8	50
158	1	70
158	2	70
158	3	80
158	4	70
158	5	70
158	6	70
158	7	80
158	8	70
159	1	50
159	2	90
159	3	80
159	4	70
159	5	90
159	6	70
159	7	80
159	8	50
160	1	50
160	2	90
160	3	70
160	4	70
160	5	70
160	6	70
160	7	70
160	8	50
161	1	60
161	2	80
161	3	30
161	4	60
161	5	10
161	6	80
161	7	60
161	8	60
162	1	60
162	2	90
162	3	60
162	4	80
162	5	80
162	6	60
162	7	80
162	8	60
163	1	60
163	2	120
163	3	30
163	4	80
163	5	30
163	6	80
163	7	80
163	8	60
164	1	80
164	2	60
164	3	80
164	4	80
164	5	80
164	6	80
164	7	80
164	8	80
165	1	50
165	2	90
165	3	70
165	4	50
165	5	70
165	6	70
165	7	50
165	8	50
166	1	60
166	2	80
166	3	60
166	4	60
166	5	60
166	6	60
166	7	60
166	8	60
167	1	70
167	2	90
167	3	100
167	4	90
167	5	90
167	6	90
167	7	100
167	8	70
168	1	70
168	2	70
168	3	50
168	4	70
168	5	40
168	6	90
168	7	80
168	8	70
169	1	60
169	2	70
169	3	30
169	4	60
169	5	30
169	6	80
169	7	60
169	8	60
170	1	60
170	2	80
170	3	80
170	4	60
170	5	60
170	6	80
170	7	60
170	8	60
171	1	60
171	2	80
171	3	80
171	4	60
171	5	80
171	6	80
171	7	60
171	8	60
172	1	50
172	2	90
172	3	10
172	4	70
172	5	20
172	6	50
172	7	80
172	8	50
173	1	50
173	2	50
173	3	80
173	4	50
173	5	70
173	6	70
173	7	60
173	8	50
174	1	50
174	2	90
174	3	30
174	4	50
174	5	20
174	6	70
174	7	60
174	8	50
175	1	70
175	2	70
175	3	40
175	4	90
175	5	60
175	6	90
175	7	90
175	8	70
176	1	50
176	2	110
176	3	10
176	4	70
176	5	20
176	6	50
176	7	80
176	8	50
177	1	80
177	2	70
177	3	120
177	4	80
177	5	100
177	6	120
177	7	80
177	8	80
178	1	60
178	2	60
178	3	30
178	4	60
178	5	10
178	6	80
178	7	60
178	8	60
179	1	60
179	2	70
179	3	60
179	4	60
179	5	60
179	6	60
179	7	60
179	8	60
180	1	50
180	2	90
180	3	30
180	4	50
180	5	20
180	6	70
180	7	60
180	8	50
181	1	60
181	2	60
181	3	30
181	4	60
181	5	10
181	6	80
181	7	60
181	8	60
182	1	70
182	2	90
182	3	40
182	4	90
182	5	60
182	6	90
182	7	90
182	8	70
183	1	60
183	2	70
183	3	50
183	4	60
183	5	30
183	6	100
183	7	60
183	8	60
184	1	70
184	2	90
184	3	90
184	4	90
184	5	110
184	6	90
184	7	90
184	8	70
185	1	60
185	2	50
185	3	80
185	4	60
185	5	60
185	6	80
185	7	60
185	8	60
186	1	50
186	2	70
186	3	50
186	4	50
186	5	20
186	6	90
186	7	60
186	8	50
187	1	50
187	2	90
187	3	70
187	4	70
187	5	70
187	6	70
187	7	70
187	8	50
188	1	60
188	2	80
188	3	30
188	4	60
188	5	10
188	6	80
188	7	60
188	8	60
189	1	50
189	2	70
189	3	20
189	4	70
189	5	20
189	6	70
189	7	70
189	8	50
190	1	70
190	2	70
190	3	40
190	4	90
190	5	40
190	6	90
190	7	90
190	8	70
191	1	60
191	2	80
191	3	30
191	4	60
191	5	30
191	6	80
191	7	60
191	8	60
192	1	80
192	2	60
192	3	50
192	4	80
192	5	30
192	6	100
192	7	80
192	8	80
193	1	50
193	2	90
193	3	50
193	4	70
193	5	70
193	6	50
193	7	70
193	8	50
194	1	50
194	2	90
194	3	70
194	4	70
194	5	90
194	6	70
194	7	70
194	8	50
195	1	60
195	2	120
195	3	80
195	4	80
195	5	100
195	6	80
195	7	80
195	8	60
196	1	60
196	2	70
196	3	80
196	4	60
196	5	80
196	6	80
196	7	60
196	8	60
197	1	60
197	2	120
197	3	30
197	4	80
197	5	50
197	6	80
197	7	80
197	8	60
198	1	70
198	2	90
198	3	40
198	4	90
198	5	40
198	6	90
198	7	90
198	8	70
199	1	60
199	2	80
199	3	60
199	4	60
199	5	60
199	6	60
199	7	60
199	8	60
200	1	60
200	2	70
200	3	30
200	4	80
200	5	50
200	6	80
200	7	80
200	8	60
