p	r	C_pr
7	8	50
7	9	70
7	10	0
7	11	60
7	12	30
7	13	70
7	14	30
7	15	30
7	16	50
7	17	70
7	18	60
7	19	70
7	20	50
7	21	50
7	22	70
7	23	100
7	24	70
7	25	70
7	26	90
7	27	70
7	28	70
7	29	10
7	30	70
7	31	70
7	32	50
7	33	0
7	34	50
7	35	80
7	36	60
7	37	90
7	38	60
7	39	80
7	40	70
8	1	90
8	2	60
8	3	90
8	4	80
8	5	80
8	6	60
8	7	20
8	8	50
8	9	50
8	10	50
8	11	60
8	12	30
8	13	90
8	14	50
8	15	30
8	16	60
8	17	60
8	18	60
8	19	70
8	20	100
8	21	80
8	22	100
8	23	80
8	24	70
8	25	90
8	26	80
8	27	70
8	28	70
8	29	10
8	30	80
8	31	50
8	32	100
8	33	40
8	34	60
8	35	80
8	36	60
8	37	100
8	38	60
8	39	80
8	40	80
9	1	110
9	2	80
9	3	110
9	4	60
9	5	60
9	6	60
9	7	40
9	8	70
9	9	70
9	10	50
9	11	80
9	12	70
9	13	110
9	14	70
9	15	50
9	16	60
9	17	120
9	18	80
9	19	90
9	20	120
9	21	100
9	22	80
9	23	140
9	24	90
9	25	110
9	26	120
9	27	90
9	28	70
9	29	30
9	30	100
9	31	90
9	32	60
9	33	60
9	34	100
9	35	80
9	36	80
9	37	140
9	38	100
9	39	100
9	40	100
10	1	90
10	2	70
10	3	130
10	4	70
10	5	50
10	6	50
10	7	40
10	8	70
10	9	70
10	10	40
10	11	70
10	12	50
10	13	130
10	14	40
10	15	60
10	16	50
10	17	110
10	18	70
10	19	110
10	20	110
10	21	90
10	22	90
10	23	110
10	24	70
10	25	110
10	26	130
10	27	70
10	28	70
10	29	20
10	30	110
10	31	90
10	32	70
10	33	40
10	34	90
10	35	80
10	36	70
10	37	110
10	38	90
10	39	70
10	40	90
11	1	50
11	2	60
11	3	90
11	4	80
11	5	30
11	6	60
11	7	50
11	8	50
11	9	50
11	10	80
11	11	60
11	12	100
11	13	90
11	14	80
11	15	100
11	16	60
11	17	100
11	18	60
11	19	110
11	20	80
11	21	100
11	22	80
11	23	100
11	24	50
11	25	90
11	26	50
11	27	70
11	28	0
11	29	60
11	30	100
11	31	70
11	32	100
11	33	90
11	34	80
11	35	60
11	36	60
11	37	30
11	38	80
11	39	60
11	40	80
12	1	50
12	2	50
12	3	90
12	4	70
12	5	70
12	6	50
12	7	0
12	8	50
12	9	50
12	10	20
12	11	50
12	12	50
12	13	90
12	14	20
12	15	40
12	16	50
12	17	90
12	18	50
12	19	110
12	20	70
12	21	90
12	22	70
12	23	90
12	24	50
12	25	90
12	26	90
12	27	70
12	28	50
12	29	0
12	30	90
12	31	70
12	32	90
12	33	40
12	34	70
12	35	60
12	36	50
12	37	70
12	38	70
12	39	50
12	40	70
13	1	90
13	2	50
13	3	90
13	4	70
13	5	20
13	6	50
13	7	70
13	8	50
13	9	50
13	10	90
13	11	50
13	12	90
13	13	110
13	14	110
13	15	70
13	16	50
13	17	70
13	18	50
13	19	90
13	20	90
13	21	90
13	22	90
13	23	90
13	24	70
13	25	110
13	26	20
13	27	70
13	28	20
13	29	50
13	30	70
13	31	50
13	32	90
13	33	110
13	34	70
13	35	70
13	36	50
13	37	40
13	38	70
13	39	70
13	40	90
14	1	90
14	2	80
14	3	90
14	4	60
14	5	60
14	6	60
14	7	20
14	8	50
14	9	70
14	10	30
14	11	60
14	12	50
14	13	70
14	14	50
14	15	30
14	16	60
14	17	80
14	18	60
14	19	70
14	20	80
14	21	60
14	22	80
14	23	120
14	24	90
14	25	90
14	26	100
14	27	90
14	28	70
14	29	10
14	30	80
14	31	70
14	32	60
14	33	20
14	34	60
14	35	80
14	36	60
14	37	120
14	38	60
14	39	100
14	40	80
15	1	50
15	2	50
15	3	70
15	4	70
15	5	50
15	6	70
15	7	0
15	8	50
15	9	50
15	10	20
15	11	50
15	12	40
15	13	50
15	14	0
15	15	40
15	16	50
15	17	70
15	18	50
15	19	90
15	20	50
15	21	50
15	22	50
15	23	70
15	24	50
15	25	50
15	26	70
15	27	90
15	28	50
15	29	20
15	30	70
15	31	70
15	32	50
15	33	0
15	34	50
15	35	50
15	36	50
15	37	70
15	38	50
15	39	50
15	40	50
16	1	110
16	2	50
16	3	110
16	4	50
16	5	50
16	6	50
16	7	40
16	8	50
16	9	50
16	10	40
16	11	70
16	12	50
16	13	90
16	14	40
16	15	40
16	16	50
16	17	90
16	18	70
16	19	70
16	20	90
16	21	70
16	22	70
16	23	90
16	24	70
16	25	70
16	26	90
16	27	90
16	28	70
16	29	20
16	30	70
16	31	70
16	32	50
16	33	40
16	34	50
16	35	80
16	36	50
16	37	130
16	38	50
16	39	70
16	40	70
17	1	70
17	2	50
17	3	50
17	4	70
17	5	50
17	6	70
17	7	0
17	8	50
17	9	50
17	10	40
17	11	50
17	12	50
17	13	50
17	14	20
17	15	20
17	16	50
17	17	50
17	18	50
17	19	70
17	20	70
17	21	50
17	22	50
17	23	70
17	24	70
17	25	70
17	26	50
17	27	90
17	28	50
17	29	20
17	30	50
17	31	50
17	32	50
17	33	20
17	34	50
17	35	60
17	36	50
17	37	70
17	38	50
17	39	70
17	40	50
18	1	70
18	2	70
18	3	110
18	4	70
18	5	50
18	6	50
18	7	20
18	8	50
18	9	70
18	10	20
18	11	50
18	12	40
18	13	110
18	14	40
18	15	40
18	16	50
18	17	90
18	18	50
18	19	110
18	20	70
18	21	70
18	22	90
18	23	110
18	24	70
18	25	110
18	26	110
18	27	70
18	28	70
18	29	0
18	30	90
18	31	70
18	32	70
18	33	20
18	34	70
18	35	70
18	36	50
18	37	90
18	38	70
18	39	70
18	40	90
19	1	110
19	2	70
19	3	110
19	4	50
19	5	0
19	6	50
19	7	90
19	8	70
19	9	70
19	10	90
19	11	70
19	12	90
19	13	90
19	14	90
19	15	90
19	16	50
19	17	90
19	18	70
19	19	70
19	20	110
19	21	70
19	22	70
19	23	110
19	24	90
19	25	90
19	26	60
19	27	90
19	28	20
19	29	70
19	30	90
19	31	90
19	32	50
19	33	90
19	34	70
19	35	70
19	36	70
19	37	80
19	38	70
19	39	90
19	40	70
20	1	90
20	2	60
20	3	90
20	4	70
20	5	70
20	6	60
20	7	20
20	8	50
20	9	50
20	10	40
20	11	60
20	12	50
20	13	110
20	14	70
20	15	30
20	16	50
20	17	70
20	18	60
20	19	90
20	20	90
20	21	90
20	22	90
20	23	100
20	24	70
20	25	110
20	26	70
20	27	70
20	28	70
20	29	10
20	30	70
20	31	50
20	32	90
20	33	60
20	34	70
20	35	80
20	36	60
20	37	90
20	38	80
20	39	80
20	40	90
21	1	70
21	2	60
21	3	110
21	4	70
21	5	20
21	6	60
21	7	70
21	8	50
21	9	50
21	10	70
21	11	60
21	12	100
21	13	110
21	14	100
21	15	100
21	16	50
21	17	90
21	18	60
21	19	110
21	20	70
21	21	90
21	22	90
21	23	100
21	24	50
21	25	90
21	26	40
21	27	70
21	28	20
21	29	60
21	30	90
21	31	70
21	32	90
21	33	90
21	34	70
21	35	80
21	36	60
21	37	40
21	38	80
21	39	60
21	40	90
22	1	70
22	2	60
22	3	70
22	4	50
22	5	20
22	6	60
22	7	50
22	8	50
22	9	50
22	10	70
22	11	60
22	12	120
22	13	70
22	14	100
22	15	80
22	16	50
22	17	90
22	18	60
22	19	90
22	20	70
22	21	90
22	22	50
22	23	120
22	24	70
22	25	90
22	26	20
22	27	90
22	28	0
22	29	60
22	30	70
22	31	70
22	32	70
22	33	110
22	34	70
22	35	60
22	36	60
22	37	40
22	38	80
22	39	80
22	40	70
23	1	90
23	2	60
23	3	110
23	4	80
23	5	80
23	6	60
23	7	20
23	8	50
23	9	50
23	10	70
23	11	80
23	12	50
23	13	90
23	14	30
23	15	70
23	16	60
23	17	100
23	18	80
23	19	90
23	20	120
23	21	100
23	22	80
23	23	100
23	24	70
23	25	90
23	26	120
23	27	90
23	28	50
23	29	30
23	30	100
23	31	70
23	32	100
23	33	60
23	34	60
23	35	60
23	36	60
23	37	120
23	38	60
23	39	80
23	40	60
24	1	110
24	2	70
24	3	110
24	4	70
24	5	0
24	6	50
24	7	90
24	8	50
24	9	70
24	10	110
24	11	70
24	12	80
24	13	110
24	14	90
24	15	90
24	16	50
24	17	70
24	18	70
24	19	70
24	20	110
24	21	70
24	22	90
24	23	90
24	24	90
24	25	110
24	26	60
24	27	70
24	28	20
24	29	70
24	30	70
24	31	50
24	32	70
24	33	90
24	34	50
24	35	80
24	36	50
24	37	60
24	38	50
24	39	90
24	40	70
25	1	110
25	2	70
25	3	110
25	4	50
25	5	0
25	6	50
25	7	90
25	8	50
25	9	70
25	10	90
25	11	70
25	12	90
25	13	90
25	14	90
25	15	90
25	16	50
25	17	90
25	18	70
25	19	70
25	20	90
25	21	70
25	22	70
25	23	110
25	24	90
25	25	90
25	26	60
25	27	90
25	28	20
25	29	70
25	30	70
25	31	70
25	32	50
25	33	90
25	34	50
25	35	70
25	36	50
25	37	80
25	38	50
25	39	90
25	40	70
26	1	110
26	2	80
26	3	110
26	4	50
26	5	50
26	6	60
26	7	40
26	8	50
26	9	70
26	10	40
26	11	80
26	12	70
26	13	110
26	14	70
26	15	50
26	16	50
26	17	110
26	18	80
26	19	90
26	20	90
26	21	90
26	22	70
26	23	140
26	24	90
26	25	110
26	26	110
26	27	90
26	28	70
26	29	30
26	30	70
26	31	70
26	32	50
26	33	60
26	34	70
26	35	80
26	36	60
26	37	130
26	38	80
26	39	100
26	40	90
27	1	90
27	2	50
27	3	110
27	4	50
27	5	50
27	6	50
27	7	40
27	8	50
27	9	50
27	10	20
27	11	70
27	12	40
27	13	110
27	14	40
27	15	40
27	16	50
27	17	110
27	18	70
27	19	90
27	20	70
27	21	90
27	22	70
27	23	90
27	24	50
27	25	70
27	26	90
27	27	70
27	28	70
27	29	20
27	30	70
27	31	70
27	32	50
27	33	40
27	34	70
27	35	70
27	36	50
27	37	110
27	38	70
27	39	50
27	40	90
28	1	90
28	2	60
28	3	130
28	4	80
28	5	30
28	6	60
28	7	90
28	8	50
28	9	50
28	10	100
28	11	80
28	12	80
28	13	110
28	14	80
28	15	120
28	16	60
28	17	100
28	18	80
28	19	90
28	20	100
28	21	100
28	22	100
28	23	80
28	24	50
28	25	70
28	26	70
28	27	70
28	28	20
28	29	80
28	30	100
28	31	70
28	32	100
28	33	90
28	34	60
28	35	80
28	36	60
28	37	70
28	38	60
28	39	60
28	40	80
29	1	70
29	2	50
29	3	90
29	4	70
29	5	50
29	6	50
29	7	20
29	8	50
29	9	50
29	10	20
29	11	50
29	12	30
29	13	110
29	14	40
29	15	20
29	16	50
29	17	70
29	18	50
29	19	90
29	20	70
29	21	70
29	22	90
29	23	70
29	24	50
29	25	90
29	26	70
29	27	50
29	28	70
29	29	0
29	30	70
29	31	50
29	32	70
29	33	20
29	34	70
29	35	80
29	36	50
29	37	70
29	38	70
29	39	50
29	40	90
30	1	90
30	2	60
30	3	90
30	4	50
30	5	20
30	6	60
30	7	70
30	8	50
30	9	50
30	10	70
30	11	60
30	12	120
30	13	90
30	14	120
30	15	80
30	16	50
30	17	90
30	18	60
30	19	90
30	20	70
30	21	90
30	22	70
30	23	120
30	24	70
30	25	90
30	26	20
30	27	90
30	28	20
30	29	60
30	30	70
30	31	70
30	32	70
30	33	110
30	34	70
30	35	80
30	36	60
30	37	60
30	38	80
30	39	80
30	40	90
31	1	70
31	2	50
31	3	90
31	4	70
31	5	70
31	6	50
31	7	0
31	8	50
31	9	50
31	10	40
31	11	50
31	12	40
31	13	70
31	14	20
31	15	40
31	16	50
31	17	70
31	18	50
31	19	90
31	20	90
31	21	70
31	22	70
31	23	90
31	24	70
31	25	90
31	26	90
31	27	90
31	28	50
31	29	0
31	30	90
31	31	70
31	32	90
31	33	40
31	34	50
31	35	50
31	36	50
31	37	90
31	38	50
31	39	70
31	40	50
32	1	70
32	2	50
32	3	50
32	4	50
32	5	70
32	6	50
32	7	0
32	8	50
32	9	50
32	10	20
32	11	50
32	12	40
32	13	70
32	14	40
32	15	0
32	16	50
32	17	70
32	18	50
32	19	70
32	20	70
32	21	90
32	22	50
32	23	90
32	24	70
32	25	90
32	26	50
32	27	70
32	28	50
32	29	0
32	30	50
32	31	50
32	32	70
32	33	60
32	34	70
32	35	50
32	36	50
32	37	70
32	38	70
32	39	70
32	40	70
33	1	90
33	2	60
33	3	90
33	4	80
33	5	10
33	6	60
33	7	70
33	8	50
33	9	50
33	10	100
33	11	60
33	12	80
33	13	90
33	14	100
33	15	80
33	16	60
33	17	60
33	18	60
33	19	70
33	20	100
33	21	60
33	22	100
33	23	80
33	24	70
33	25	90
33	26	30
33	27	70
33	28	20
33	29	60
33	30	80
33	31	50
33	32	80
33	33	70
33	34	60
33	35	80
33	36	60
33	37	50
33	38	60
33	39	80
33	40	80
34	1	70
34	2	50
34	3	70
34	4	70
34	5	0
34	6	70
34	7	50
34	8	50
34	9	50
34	10	90
34	11	50
34	12	140
34	13	70
34	14	90
34	15	90
34	16	50
34	17	90
34	18	50
34	19	110
34	20	70
34	21	70
34	22	50
34	23	110
34	24	70
34	25	90
34	26	20
34	27	110
34	28	0
34	29	70
34	30	70
34	31	70
34	32	50
34	33	90
34	34	70
34	35	60
34	36	50
34	37	40
34	38	70
34	39	70
34	40	70
35	1	70
35	2	80
35	3	90
35	4	60
35	5	60
35	6	60
35	7	20
35	8	50
35	9	70
35	10	10
35	11	60
35	12	30
35	13	70
35	14	30
35	15	30
35	16	60
35	17	80
35	18	60
35	19	70
35	20	60
35	21	60
35	22	80
35	23	100
35	24	70
35	25	70
35	26	100
35	27	70
35	28	70
35	29	10
35	30	80
35	31	70
35	32	60
35	33	0
35	34	60
35	35	80
35	36	60
35	37	100
35	38	60
35	39	80
35	40	80
36	1	90
36	2	80
36	3	130
36	4	80
36	5	60
36	6	60
36	7	40
36	8	50
36	9	70
36	10	50
36	11	100
36	12	50
36	13	130
36	14	50
36	15	70
36	16	80
36	17	140
36	18	100
36	19	110
36	20	100
36	21	100
36	22	100
36	23	120
36	24	70
36	25	110
36	26	140
36	27	70
36	28	70
36	29	30
36	30	100
36	31	70
36	32	80
36	33	40
36	34	80
36	35	80
36	36	60
36	37	120
36	38	80
36	39	80
36	40	100
37	1	70
37	2	60
37	3	50
37	4	50
37	5	20
37	6	60
37	7	50
37	8	50
37	9	50
37	10	70
37	11	60
37	12	80
37	13	50
37	14	80
37	15	60
37	16	50
37	17	50
37	18	60
37	19	50
37	20	70
37	21	70
37	22	50
37	23	80
37	24	70
37	25	70
37	26	0
37	27	70
37	28	0
37	29	60
37	30	50
37	31	50
37	32	70
37	33	90
37	34	50
37	35	60
37	36	60
37	37	20
37	38	60
37	39	80
37	40	50
38	1	90
38	2	80
38	3	70
38	4	50
38	5	50
38	6	60
38	7	20
38	8	70
38	9	70
38	10	20
38	11	60
38	12	30
38	13	70
38	14	50
38	15	10
38	16	50
38	17	50
38	18	60
38	19	50
38	20	90
38	21	50
38	22	70
38	23	100
38	24	90
38	25	90
38	26	70
38	27	70
38	28	70
38	29	10
38	30	70
38	31	70
38	32	50
38	33	20
38	34	70
38	35	80
38	36	80
38	37	90
38	38	80
38	39	100
38	40	70
39	1	110
39	2	80
39	3	110
39	4	60
39	5	60
39	6	60
39	7	40
39	8	50
39	9	70
39	10	50
39	11	80
39	12	70
39	13	110
39	14	70
39	15	50
39	16	60
39	17	120
39	18	80
39	19	90
39	20	100
39	21	100
39	22	80
39	23	140
39	24	90
39	25	110
39	26	120
39	27	90
39	28	70
39	29	30
39	30	80
39	31	70
39	32	60
39	33	60
39	34	80
39	35	80
39	36	60
39	37	140
39	38	80
39	39	100
39	40	100
40	1	110
40	2	80
40	3	110
40	4	60
40	5	60
40	6	60
40	7	40
40	8	50
40	9	70
40	10	50
40	11	100
40	12	70
40	13	110
40	14	70
40	15	50
40	16	80
40	17	140
40	18	100
40	19	90
40	20	100
40	21	100
40	22	80
40	23	140
40	24	90
40	25	110
40	26	120
40	27	90
40	28	70
40	29	30
40	30	80
40	31	70
40	32	60
40	33	60
40	34	80
40	35	80
40	36	60
40	37	140
40	38	80
40	39	100
40	40	100
41	1	90
41	2	70
41	3	130
41	4	70
41	5	50
41	6	50
41	7	40
41	8	50
41	9	70
41	10	40
41	11	70
41	12	50
41	13	130
41	14	40
41	15	60
41	16	50
41	17	110
41	18	70
41	19	110
41	20	90
41	21	90
41	22	90
41	23	110
41	24	70
41	25	110
41	26	130
41	27	70
41	28	70
41	29	20
41	30	90
41	31	70
41	32	70
41	33	40
41	34	70
41	35	80
41	36	50
41	37	110
41	38	70
41	39	70
41	40	90
42	1	50
42	2	60
42	3	70
42	4	70
42	5	20
42	6	60
42	7	50
42	8	50
42	9	50
42	10	70
42	11	60
42	12	80
42	13	90
42	14	80
42	15	80
42	16	50
42	17	70
42	18	60
42	19	90
42	20	70
42	21	90
42	22	70
42	23	80
42	24	50
42	25	90
42	26	20
42	27	50
42	28	0
42	29	60
42	30	70
42	31	50
42	32	90
42	33	90
42	34	70
42	35	60
42	36	60
42	37	0
42	38	80
42	39	60
42	40	70
43	1	50
43	2	50
43	3	70
43	4	70
43	5	20
43	6	50
43	7	50
43	8	50
43	9	50
43	10	70
43	11	50
43	12	60
43	13	70
43	14	50
43	15	70
43	16	50
43	17	50
43	18	50
43	19	70
43	20	70
43	21	70
43	22	70
43	23	50
43	24	50
43	25	70
43	26	20
43	27	50
43	28	0
43	29	50
43	30	70
43	31	50
43	32	90
43	33	70
43	34	50
43	35	60
43	36	50
43	37	0
43	38	50
43	39	50
43	40	50
44	1	70
44	2	70
44	3	90
44	4	70
44	5	0
44	6	50
44	7	70
44	8	50
44	9	70
44	10	70
44	11	70
44	12	80
44	13	110
44	14	90
44	15	70
44	16	70
44	17	90
44	18	70
44	19	90
44	20	70
44	21	70
44	22	90
44	23	90
44	24	70
44	25	110
44	26	40
44	27	50
44	28	20
44	29	50
44	30	70
44	31	50
44	32	70
44	33	70
44	34	70
44	35	80
44	36	50
44	37	20
44	38	70
44	39	70
44	40	90
45	1	70
45	2	50
45	3	110
45	4	70
45	5	20
45	6	50
45	7	70
45	8	50
45	9	50
45	10	90
45	11	70
45	12	100
45	13	110
45	14	70
45	15	110
45	16	50
45	17	110
45	18	70
45	19	110
45	20	90
45	21	110
45	22	70
45	23	90
45	24	50
45	25	90
45	26	60
45	27	70
45	28	0
45	29	70
45	30	90
45	31	70
45	32	90
45	33	110
45	34	70
45	35	60
45	36	50
45	37	40
45	38	70
45	39	50
45	40	70
46	1	70
46	2	50
46	3	90
46	4	70
46	5	50
46	6	50
46	7	20
46	8	50
46	9	50
46	10	20
46	11	50
46	12	20
46	13	110
46	14	40
46	15	20
46	16	50
46	17	70
46	18	50
46	19	90
46	20	70
46	21	70
46	22	90
46	23	70
46	24	50
46	25	90
46	26	70
46	27	50
46	28	70
46	29	0
46	30	70
46	31	50
46	32	70
46	33	20
46	34	70
46	35	70
46	36	50
46	37	70
46	38	70
46	39	50
46	40	90
47	1	90
47	2	80
47	3	110
47	4	80
47	5	10
47	6	60
47	7	90
47	8	50
47	9	70
47	10	100
47	11	100
47	12	80
47	13	130
47	14	100
47	15	100
47	16	80
47	17	120
47	18	100
47	19	90
47	20	100
47	21	100
47	22	100
47	23	100
47	24	70
47	25	110
47	26	70
47	27	50
47	28	20
47	29	80
47	30	80
47	31	50
47	32	80
47	33	90
47	34	80
47	35	80
47	36	60
47	37	50
47	38	80
47	39	80
47	40	100
48	1	90
48	2	50
48	3	70
48	4	50
48	5	70
48	6	50
48	7	20
48	8	50
48	9	50
48	10	40
48	11	70
48	12	20
48	13	70
48	14	20
48	15	20
48	16	50
48	17	70
48	18	70
48	19	50
48	20	90
48	21	90
48	22	50
48	23	70
48	24	70
48	25	70
48	26	70
48	27	70
48	28	50
48	29	20
48	30	50
48	31	50
48	32	70
48	33	60
48	34	50
48	35	50
48	36	50
48	37	90
48	38	50
48	39	70
48	40	50
49	1	90
49	2	70
49	3	110
49	4	50
49	5	50
49	6	50
49	7	40
49	8	50
49	9	70
49	10	20
49	11	90
49	12	50
49	13	110
49	14	40
49	15	40
49	16	70
49	17	130
49	18	90
49	19	90
49	20	70
49	21	90
49	22	70
49	23	110
49	24	70
49	25	90
49	26	110
49	27	70
49	28	70
49	29	20
49	30	70
49	31	70
49	32	50
49	33	40
49	34	70
49	35	80
49	36	50
49	37	110
49	38	70
49	39	70
49	40	90
50	1	70
50	2	70
50	3	110
50	4	70
50	5	0
50	6	50
50	7	70
50	8	50
50	9	70
50	10	70
50	11	50
50	12	100
50	13	110
50	14	90
50	15	90
50	16	50
50	17	90
50	18	50
50	19	110
50	20	70
50	21	70
50	22	90
50	23	110
50	24	70
50	25	110
50	26	60
50	27	70
50	28	20
50	29	50
50	30	90
50	31	70
50	32	70
50	33	70
50	34	70
50	35	80
50	36	50
50	37	40
50	38	70
50	39	70
50	40	90
51	1	90
51	2	50
51	3	70
51	4	50
51	5	20
51	6	50
51	7	70
51	8	50
51	9	50
51	10	90
51	11	70
51	12	80
51	13	70
51	14	70
51	15	70
51	16	50
51	17	70
51	18	70
51	19	50
51	20	90
51	21	90
51	22	50
51	23	70
51	24	70
51	25	70
51	26	20
51	27	70
51	28	0
51	29	70
51	30	50
51	31	50
51	32	70
51	33	110
51	34	50
51	35	60
51	36	50
51	37	40
51	38	50
51	39	70
51	40	50
52	1	70
52	2	50
52	3	70
52	4	50
52	5	0
52	6	50
52	7	70
52	8	50
52	9	50
52	10	50
52	11	50
52	12	60
52	13	70
52	14	70
52	15	50
52	16	50
52	17	50
52	18	50
52	19	50
52	20	50
52	21	50
52	22	70
52	23	50
52	24	50
52	25	50
52	26	0
52	27	50
52	28	20
52	29	50
52	30	50
52	31	50
52	32	50
52	33	50
52	34	50
52	35	80
52	36	50
52	37	20
52	38	50
52	39	50
52	40	70
53	1	90
53	2	80
53	3	90
53	4	80
53	5	10
53	6	60
53	7	70
53	8	50
53	9	70
53	10	100
53	11	60
53	12	80
53	13	90
53	14	100
53	15	80
53	16	60
53	17	60
53	18	60
53	19	70
53	20	100
53	21	60
53	22	100
53	23	100
53	24	90
53	25	110
53	26	50
53	27	70
53	28	20
53	29	60
53	30	80
53	31	50
53	32	80
53	33	70
53	34	60
53	35	80
53	36	60
53	37	50
53	38	60
53	39	100
53	40	80
54	1	90
54	2	50
54	3	90
54	4	90
54	5	50
54	6	70
54	7	20
54	8	50
54	9	50
54	10	80
54	11	70
54	12	50
54	13	90
54	14	20
54	15	60
54	16	50
54	17	70
54	18	70
54	19	90
54	20	110
54	21	70
54	22	70
54	23	70
54	24	70
54	25	90
54	26	90
54	27	90
54	28	50
54	29	40
54	30	70
54	31	50
54	32	70
54	33	40
54	34	50
54	35	60
54	36	50
54	37	90
54	38	50
54	39	70
54	40	50
55	1	90
55	2	50
55	3	90
55	4	70
55	5	50
55	6	50
55	7	20
55	8	50
55	9	50
55	10	40
55	11	50
55	12	20
55	13	90
55	14	40
55	15	20
55	16	50
55	17	50
55	18	50
55	19	70
55	20	90
55	21	50
55	22	90
55	23	70
55	24	70
55	25	90
55	26	70
55	27	70
55	28	70
55	29	0
55	30	70
55	31	50
55	32	70
55	33	20
55	34	50
55	35	70
55	36	50
55	37	90
55	38	50
55	39	70
55	40	70
56	1	110
56	2	60
56	3	110
56	4	70
56	5	20
56	6	60
56	7	90
56	8	50
56	9	50
56	10	110
56	11	80
56	12	100
56	13	130
56	14	120
56	15	100
56	16	50
56	17	90
56	18	80
56	19	90
56	20	110
56	21	110
56	22	90
56	23	100
56	24	70
56	25	110
56	26	40
56	27	70
56	28	20
56	29	80
56	30	70
56	31	50
56	32	90
56	33	130
56	34	70
56	35	80
56	36	60
56	37	60
56	38	80
56	39	80
56	40	90
57	1	110
57	2	50
57	3	90
57	4	50
57	5	0
57	6	50
57	7	90
57	8	50
57	9	50
57	10	90
57	11	70
57	12	70
57	13	90
57	14	90
57	15	70
57	16	50
57	17	70
57	18	70
57	19	50
57	20	90
57	21	70
57	22	70
57	23	70
57	24	70
57	25	70
57	26	20
57	27	70
57	28	20
57	29	70
57	30	50
57	31	50
57	32	50
57	33	90
57	34	50
57	35	70
57	36	50
57	37	60
57	38	50
57	39	70
57	40	70
58	1	110
58	2	70
58	3	130
58	4	70
58	5	0
58	6	50
58	7	90
58	8	70
58	9	70
58	10	110
58	11	70
58	12	120
58	13	130
58	14	110
58	15	110
58	16	50
58	17	110
58	18	70
58	19	110
58	20	130
58	21	90
58	22	90
58	23	130
58	24	90
58	25	130
58	26	80
58	27	90
58	28	20
58	29	70
58	30	110
58	31	90
58	32	70
58	33	110
58	34	90
58	35	80
58	36	70
58	37	80
58	38	90
58	39	90
58	40	90
59	1	110
59	2	70
59	3	90
59	4	50
59	5	0
59	6	50
59	7	90
59	8	50
59	9	70
59	10	90
