p	d	Pr(p,d)
23	5	0.58
24	1	1.00
24	2	1.00
24	3	1.00
24	4	1.00
24	5	1.00
24	6	0.91
24	7	0.55
25	1	1.00
25	2	0.04
25	3	0.00
26	1	1.00
26	2	1.00
26	3	1.00
26	4	0.97
26	5	0.24
27	1	1.00
27	2	1.00
27	3	1.00
27	4	1.00
27	5	0.11
27	6	0.07
28	1	1.00
28	2	1.00
28	3	1.00
28	4	0.90
28	5	0.24
29	1	1.00
29	2	1.00
29	3	1.00
29	4	0.57
29	5	0.45
30	1	1.00
30	2	1.00
30	3	0.28
30	4	0.26
31	1	1.00
31	2	1.00
31	3	1.00
31	4	1.00
31	5	0.35
31	6	0.23
32	1	1.00
32	2	1.00
32	3	1.00
32	4	0.10
32	5	0.07
33	1	1.00
33	2	1.00
33	3	0.34
33	4	0.20
34	1	1.00
34	2	1.00
34	3	1.00
34	4	0.56
34	5	0.16
35	1	1.00
35	2	1.00
35	3	1.00
35	4	0.48
35	5	0.20
36	1	1.00
36	2	1.00
36	3	1.00
36	4	1.00
36	5	1.00
36	6	0.89
36	7	0.61
37	1	1.00
37	2	1.00
37	3	0.72
37	4	0.01
38	1	1.00
38	2	1.00
38	3	1.00
38	4	0.80
38	5	0.74
39	1	1.00
39	2	1.00
39	3	1.00
39	4	1.00
39	5	1.00
39	6	1.00
39	7	1.00
39	8	0.73
39	9	0.51
40	1	1.00
40	2	1.00
40	3	1.00
40	4	1.00
40	5	1.00
40	6	1.00
40	7	1.00
40	8	1.00
40	9	1.00
40	10	1.00
40	11	0.85
40	12	0.50
41	1	1.00
41	2	1.00
41	3	1.00
41	4	1.00
41	5	1.00
41	6	1.00
41	7	1.00
41	8	0.31
41	9	0.29
42	1	1.00
42	2	1.00
42	3	1.00
42	4	0.87
42	5	0.63
43	1	1.00
43	2	1.00
43	3	1.00
43	4	0.31
43	5	0.10
44	1	1.00
44	2	1.00
44	3	1.00
44	4	1.00
44	5	0.92
44	6	0.30
45	1	1.00
45	2	0.99
45	3	0.47
46	1	1.00
46	2	1.00
46	3	1.00
46	4	1.00
46	5	1.00
46	6	1.00
46	7	1.00
46	8	1.00
46	9	1.00
46	10	1.00
46	11	0.68
46	12	0.31
47	1	1.00
47	2	1.00
47	3	1.00
47	4	1.00
47	5	1.00
47	6	1.00
47	7	0.70
47	8	0.24
48	1	1.00
48	2	1.00
48	3	1.00
48	4	0.00
48	5	0.00
49	1	1.00
49	2	1.00
49	3	1.00
49	4	1.00
49	5	1.00
49	6	1.00
49	7	1.00
49	8	1.00
49	9	1.00
49	10	1.00
49	11	0.65
49	12	0.06
50	1	1.00
50	2	1.00
50	3	1.00
50	4	0.97
50	5	0.50
51	1	1.00
51	2	1.00
51	3	1.00
51	4	1.00
51	5	0.22
51	6	0.08
52	1	1.00
52	2	1.00
52	3	1.00
52	4	1.00
52	5	1.00
52	6	1.00
52	7	1.00
52	8	1.00
52	9	1.00
52	10	0.73
52	11	0.37
53	1	1.00
53	2	1.00
53	3	1.00
53	4	1.00
53	5	1.00
53	6	1.00
53	7	1.00
53	8	1.00
53	9	1.00
53	10	0.92
53	11	0.54
54	1	1.00
54	2	1.00
54	3	1.00
54	4	1.00
54	5	1.00
54	6	0.41
54	7	0.29
55	1	1.00
55	2	1.00
55	3	1.00
55	4	1.00
55	5	1.00
55	6	1.00
55	7	1.00
55	8	0.61
55	9	0.41
56	1	1.00
56	2	1.00
56	3	1.00
56	4	0.44
56	5	0.19
57	1	1.00
57	2	1.00
57	3	1.00
57	4	1.00
57	5	1.00
57	6	0.22
57	7	0.11
58	1	1.00
58	2	1.00
58	3	0.03
58	4	0.01
59	1	1.00
59	2	1.00
59	3	1.00
59	4	1.00
59	5	1.00
59	6	1.00
59	7	1.00
59	8	1.00
59	9	0.68
59	10	0.15
60	1	1.00
60	2	0.39
60	3	0.26
61	1	1.00
61	2	1.00
61	3	0.55
61	4	0.26
62	1	1.00
62	2	1.00
62	3	1.00
62	4	0.04
62	5	0.01
63	1	1.00
63	2	1.00
63	3	1.00
63	4	1.00
63	5	1.00
63	6	1.00
63	7	0.04
63	8	0.01
64	1	1.00
64	2	1.00
64	3	0.24
64	4	0.13
65	1	1.00
65	2	1.00
65	3	1.00
65	4	1.00
65	5	1.00
65	6	1.00
65	7	1.00
65	8	1.00
65	9	1.00
65	10	1.00
65	11	0.87
65	12	0.19
66	1	1.00
66	2	0.20
66	3	0.03
67	1	1.00
67	2	1.00
67	3	1.00
67	4	1.00
67	5	0.53
67	6	0.49
68	1	1.00
68	2	1.00
68	3	1.00
68	4	1.00
68	5	0.37
68	6	0.28
69	1	1.00
69	2	1.00
69	3	1.00
69	4	1.00
69	5	0.10
69	6	0.01
70	1	1.00
70	2	1.00
70	3	1.00
70	4	0.71
70	5	0.06
71	1	1.00
71	2	1.00
71	3	1.00
71	4	1.00
71	5	1.00
71	6	1.00
71	7	1.00
71	8	0.91
71	9	0.69
72	1	1.00
72	2	0.61
72	3	0.07
73	1	1.00
73	2	1.00
73	3	1.00
73	4	1.00
73	5	1.00
73	6	1.00
73	7	1.00
73	8	0.98
73	9	0.43
74	1	1.00
74	2	1.00
74	3	1.00
74	4	1.00
74	5	1.00
74	6	1.00
74	7	1.00
74	8	1.00
74	9	1.00
74	10	1.00
74	11	0.70
74	12	0.12
75	1	1.00
75	2	1.00
75	3	1.00
75	4	0.04
75	5	0.01
76	1	1.00
76	2	1.00
76	3	1.00
76	4	1.00
76	5	1.00
76	6	1.00
76	7	1.00
76	8	0.76
76	9	0.24
77	1	1.00
77	2	1.00
77	3	1.00
77	4	1.00
77	5	1.00
77	6	1.00
77	7	0.00
77	8	0.00
78	1	1.00
78	2	1.00
78	3	1.00
78	4	0.61
79	1	1.00
79	2	0.11
79	3	0.04
80	1	1.00
80	2	1.00
80	3	1.00
80	4	1.00
80	5	1.00
80	6	1.00
80	7	0.46
80	8	0.46
81	1	1.00
81	2	1.00
81	3	1.00
81	4	1.00
81	5	1.00
81	6	1.00
81	7	0.22
81	8	0.08
82	1	1.00
82	2	0.26
82	3	0.05
83	1	1.00
83	2	1.00
83	3	1.00
83	4	1.00
83	5	1.00
83	6	0.59
83	7	0.39
84	1	1.00
84	2	1.00
84	3	1.00
84	4	1.00
84	5	0.13
84	6	0.05
85	1	1.00
85	2	1.00
85	3	0.36
85	4	0.23
86	1	1.00
86	2	1.00
86	3	0.66
86	4	0.47
87	1	1.00
87	2	1.00
87	3	1.00
87	4	1.00
87	5	0.71
87	6	0.47
88	1	1.00
88	2	1.00
88	3	0.32
88	4	0.13
89	1	1.00
89	2	1.00
89	3	0.11
89	4	0.07
90	1	1.00
90	2	1.00
90	3	1.00
90	4	0.94
90	5	0.74
91	1	1.00
91	2	1.00
91	3	1.00
91	4	1.00
91	5	1.00
91	6	1.00
91	7	1.00
91	8	0.88
91	9	0.65
92	1	1.00
92	2	1.00
92	3	1.00
92	4	0.25
92	5	0.16
93	1	1.00
93	2	0.43
93	3	0.33
94	1	1.00
94	2	1.00
94	3	1.00
94	4	0.93
94	5	0.05
95	1	1.00
95	2	1.00
95	3	1.00
95	4	1.00
95	5	1.00
95	6	1.00
95	7	0.74
95	8	0.35
96	1	1.00
96	2	0.59
96	3	0.24
97	1	1.00
97	2	1.00
97	3	1.00
97	4	0.76
97	5	0.49
98	1	1.00
98	2	0.17
98	3	0.05
99	1	1.00
99	2	1.00
99	3	1.00
99	4	0.98
99	5	0.94
100	1	1.00
100	2	1.00
100	3	1.00
100	4	0.31
100	5	0.28
101	1	1.00
101	2	1.00
101	3	0.99
101	4	0.76
102	1	1.00
102	2	1.00
102	3	1.00
102	4	1.00
102	5	1.00
102	6	1.00
102	7	1.00
102	8	1.00
102	9	1.00
102	10	0.17
102	11	0.14
103	1	1.00
103	2	1.00
103	3	0.49
103	4	0.32
104	1	1.00
104	2	1.00
104	3	1.00
104	4	1.00
104	5	1.00
104	6	1.00
104	7	1.00
104	8	1.00
104	9	1.00
104	10	0.36
104	11	0.11
105	1	1.00
105	2	1.00
105	3	1.00
105	4	0.91
105	5	0.88
106	1	1.00
106	2	1.00
106	3	1.00
106	4	0.03
106	5	0.02
107	1	1.00
107	2	1.00
107	3	1.00
107	4	0.63
107	5	0.22
108	1	1.00
108	2	1.00
108	3	0.27
108	4	0.19
109	1	1.00
109	2	1.00
109	3	1.00
109	4	1.00
109	5	0.84
110	1	1.00
110	2	0.77
110	3	0.14
111	1	1.00
111	2	1.00
111	3	1.00
111	4	1.00
111	5	1.00
111	6	1.00
111	7	0.44
111	8	0.36
112	1	1.00
112	2	0.17
112	3	0.07
113	1	1.00
113	2	1.00
113	3	1.00
113	4	1.00
113	5	1.00
113	6	1.00
113	7	1.00
113	8	1.00
113	9	1.00
113	10	1.00
113	11	0.37
113	12	0.31
114	1	1.00
114	2	0.46
114	3	0.06
115	1	1.00
115	2	1.00
115	3	1.00
115	4	1.00
115	5	1.00
115	6	0.09
115	7	0.02
116	1	1.00
116	2	1.00
116	3	1.00
116	4	1.00
116	5	1.00
116	6	1.00
116	7	1.00
116	8	1.00
116	9	0.59
116	10	0.32
117	1	1.00
117	2	1.00
117	3	1.00
117	4	0.18
117	5	0.13
118	1	1.00
118	2	1.00
118	3	0.38
118	4	0.04
119	1	1.00
119	2	1.00
119	3	1.00
119	4	1.00
119	5	1.00
119	6	1.00
119	7	1.00
119	8	1.00
119	9	1.00
119	10	0.54
119	11	0.01
120	1	1.00
120	2	1.00
120	3	1.00
120	4	1.00
120	5	0.59
120	6	0.28
121	1	1.00
121	2	0.62
121	3	0.28
122	1	1.00
122	2	0.57
122	3	0.40
123	1	1.00
123	2	1.00
123	3	0.31
123	4	0.25
124	1	1.00
124	2	1.00
124	3	0.71
124	4	0.00
125	1	1.00
125	2	1.00
125	3	1.00
125	4	1.00
125	5	1.00
125	6	0.32
125	7	0.24
126	1	1.00
126	2	1.00
126	3	0.57
126	4	0.30
127	1	1.00
127	2	1.00
127	3	1.00
127	4	1.00
127	5	1.00
127	6	1.00
127	7	0.92
127	8	0.39
128	1	1.00
128	2	0.52
128	3	0.20
129	1	1.00
129	2	1.00
129	3	0.75
129	4	0.34
130	1	1.00
130	2	1.00
130	3	1.00
130	4	1.00
130	5	1.00
130	6	1.00
130	7	0.55
130	8	0.51
131	1	1.00
131	2	1.00
131	3	0.99
131	4	0.78
132	1	1.00
132	2	1.00
132	3	1.00
132	4	1.00
132	5	1.00
132	6	1.00
132	7	1.00
132	8	1.00
132	9	1.00
132	10	0.66
132	11	0.64
133	1	1.00
133	2	1.00
133	3	1.00
133	4	1.00
133	5	1.00
133	6	1.00
133	7	1.00
133	8	0.57
133	9	0.07
134	1	1.00
134	2	0.93
134	3	0.65
135	1	1.00
135	2	1.00
135	3	1.00
135	4	1.00
135	5	1.00
135	6	1.00
135	7	1.00
135	8	1.00
135	9	1.00
135	10	0.44
135	11	0.43
136	1	1.00
136	2	1.00
136	3	1.00
136	4	0.45
136	5	0.26
137	1	1.00
137	2	1.00
137	3	1.00
137	4	1.00
137	5	0.45
137	6	0.32
138	1	1.00
138	2	1.00
138	3	0.49
138	4	0.35
139	1	1.00
139	2	1.00
139	3	0.53
139	4	0.01
140	1	1.00
140	2	1.00
140	3	1.00
140	4	0.16
140	5	0.07
141	1	1.00
141	2	1.00
141	3	1.00
141	4	1.00
141	5	1.00
141	6	1.00
141	7	1.00
141	8	0.67
141	9	0.32
142	1	1.00
142	2	1.00
142	3	1.00
142	4	0.73
142	5	0.16
143	1	1.00
143	2	0.75
143	3	0.04
144	1	1.00
144	2	1.00
144	3	0.08
144	4	0.06
145	1	1.00
145	2	1.00
145	3	1.00
145	4	0.20
145	5	0.15
146	1	1.00
146	2	1.00
146	3	1.00
146	4	1.00
146	5	1.00
146	6	0.25
146	7	0.06
147	1	1.00
147	2	1.00
147	3	1.00
147	4	1.00
147	5	1.00
147	6	0.95
147	7	0.35
148	1	1.00
148	2	1.00
148	3	1.00
148	4	0.94
148	5	0.79
149	1	1.00
149	2	1.00
149	3	1.00
149	4	0.18
149	5	0.16
150	1	1.00
150	2	1.00
150	3	1.00
150	4	0.87
150	5	0.50
151	1	1.00
151	2	1.00
151	3	0.79
151	4	0.50
152	1	1.00
152	2	1.00
152	3	1.00
152	4	1.00
152	5	1.00
152	6	1.00
152	7	1.00
152	8	1.00
152	9	1.00
152	10	0.74
152	11	0.59
153	1	1.00
153	2	0.13
153	3	0.09
154	1	1.00
154	2	0.21
154	3	0.21
155	1	1.00
155	2	1.00
155	3	1.00
155	4	0.08
155	5	0.03
156	1	1.00
156	2	1.00
156	3	0.07
156	4	0.02
157	1	1.00
157	2	1.00
157	3	1.00
157	4	0.50
157	5	0.40
158	1	1.00
158	2	0.34
158	3	0.31
159	1	1.00
159	2	1.00
159	3	1.00
159	4	0.90
159	5	0.37
160	1	1.00
160	2	0.00
160	3	0.00
161	1	1.00
161	2	1.00
161	3	1.00
161	4	0.32
161	5	0.18
162	1	1.00
162	2	1.00
162	3	0.15
162	4	0.14
163	1	1.00
163	2	1.00
163	3	1.00
163	4	1.00
163	5	0.73
163	6	0.20
164	1	1.00
164	2	1.00
164	3	1.00
164	4	1.00
164	5	1.00
164	6	1.00
164	7	0.26
164	8	0.20
165	1	1.00
165	2	1.00
165	3	1.00
165	4	1.00
165	5	1.00
165	6	0.98
165	7	0.10
166	1	1.00
166	2	0.59
166	3	0.08
167	1	1.00
167	2	1.00
167	3	1.00
167	4	0.95
167	5	0.37
168	1	1.00
168	2	1.00
168	3	0.52
168	4	0.37
169	1	1.00
169	2	0.56
169	3	0.20
170	1	1.00
170	2	0.67
170	3	0.04
171	1	1.00
171	2	1.00
171	3	0.68
171	4	0.01
172	1	1.00
172	2	1.00
172	3	1.00
172	4	1.00
172	5	1.00
172	6	1.00
172	7	1.00
172	8	1.00
172	9	0.37
172	10	0.26
173	1	1.00
173	2	1.00
173	3	0.66
173	4	0.41
174	1	1.00
174	2	1.00
174	3	1.00
174	4	1.00
174	5	1.00
174	6	0.94
174	7	0.22
175	1	1.00
175	2	0.21
175	3	0.11
176	1	1.00
176	2	1.00
176	3	1.00
176	4	1.00
176	5	1.00
176	6	1.00
176	7	1.00
176	8	1.00
176	9	0.03
176	10	0.01
177	1	1.00
177	2	1.00
177	3	0.04
177	4	0.01
178	1	1.00
178	2	0.88
178	3	0.11
179	1	1.00
179	2	1.00
179	3	1.00
179	4	1.00
179	5	0.57
179	6	0.12
180	1	1.00
180	2	0.89
180	3	0.62
181	1	1.00
181	2	1.00
181	3	1.00
181	4	1.00
181	5	1.00
181	6	1.00
181	7	1.00
181	8	1.00
181	9	1.00
181	10	1.00
181	11	0.15
181	12	0.04
182	1	1.00
182	2	1.00
182	3	0.69
182	4	0.47
183	1	1.00
183	2	1.00
183	3	1.00
183	4	1.00
183	5	0.93
183	6	0.04
184	1	1.00
184	2	1.00
184	3	1.00
184	4	1.00
184	5	1.00
184	6	1.00
184	7	0.72
184	8	0.58
185	1	1.00
185	2	1.00
185	3	1.00
185	4	1.00
185	5	1.00
185	6	0.67
186	1	1.00
186	2	1.00
186	3	1.00
186	4	1.00
186	5	1.00
186	6	1.00
186	7	0.83
186	8	0.33
187	1	1.00
187	2	1.00
187	3	1.00
187	4	0.15
187	5	0.12
188	1	1.00
188	2	1.00
188	3	1.00
188	4	1.00
188	5	1.00
188	6	1.00
188	7	1.00
188	8	1.00
188	9	1.00
188	10	1.00
188	11	0.67
188	12	0.34
189	1	1.00
189	2	1.00
189	3	0.83
189	4	0.64
190	1	1.00
190	2	1.00
190	3	1.00
190	4	1.00
190	5	1.00
190	6	1.00
190	7	1.00
190	8	0.67
190	9	0.14
191	1	1.00
191	2	1.00
191	3	0.32
191	4	0.10
192	1	1.00
192	2	1.00
192	3	1.00
192	4	1.00
192	5	1.00
192	6	1.00
192	7	1.00
192	8	0.58
192	9	0.31
193	1	1.00
193	2	0.40
193	3	0.30
194	1	1.00
194	2	1.00
194	3	0.22
194	4	0.20
195	1	1.00
195	2	1.00
195	3	1.00
195	4	0.67
195	5	0.05
196	1	1.00
196	2	1.00
196	3	0.40
196	4	0.36
197	1	1.00
197	2	1.00
197	3	1.00
197	4	1.00
197	5	1.00
197	6	1.00
197	7	1.00
197	8	1.00
197	9	0.33
197	10	0.11
198	1	1.00
198	2	1.00
198	3	1.00
198	4	0.59
198	5	0.49
199	1	1.00
199	2	1.00
199	3	1.00
199	4	1.00
199	5	1.00
199	6	1.00
199	7	1.00
199	8	0.32
199	9	0.24
200	1	1.00
200	2	0.44
200	3	0.23
201	1	1.00
201	2	1.00
201	3	1.00
201	4	1.00
201	5	1.00
201	6	1.00
201	7	1.00
201	8	1.00
201	9	0.42
201	10	0.40
202	1	1.00
202	2	1.00
202	3	1.00
202	4	0.46
202	5	0.44
203	1	1.00
203	2	1.00
203	3	0.18
203	4	0.16
204	1	1.00
204	2	1.00
204	3	1.00
204	4	1.00
204	5	1.00
204	6	1.00
204	7	0.50
204	8	0.20
205	1	1.00
205	2	1.00
205	3	1.00
205	4	1.00
205	5	1.00
205	6	1.00
205	7	1.00
205	8	0.20
205	9	0.02
206	1	1.00
206	2	1.00
206	3	1.00
206	4	0.08
206	5	0.07
207	1	1.00
207	2	1.00
207	3	1.00
207	4	1.00
207	5	1.00
207	6	1.00
207	7	1.00
207	8	1.00
207	9	0.43
207	10	0.40
208	1	1.00
208	2	1.00
208	3	0.29
208	4	0.01
209	1	1.00
209	2	1.00
209	3	1.00
209	4	1.00
209	5	1.00
209	6	1.00
209	7	1.00
209	8	1.00
209	9	1.00
209	10	0.22
209	11	0.05
210	1	1.00
210	2	1.00
210	3	1.00
210	4	1.00
210	5	1.00
210	6	1.00
210	7	1.00
210	8	0.88
210	9	0.42
211	1	1.00
211	2	0.13
211	3	0.02
212	1	1.00
212	2	1.00
212	3	1.00
212	4	1.00
212	5	1.00
212	6	1.00
212	7	1.00
212	8	0.85
212	9	0.39
213	1	1.00
213	2	1.00
213	3	0.52
213	4	0.11
214	1	1.00
214	2	1.00
214	3	1.00
214	4	1.00
214	5	1.00
214	6	0.52
214	7	0.35
215	1	1.00
215	2	1.00
215	3	1.00
215	4	1.00
215	5	0.06
215	6	0.03
216	1	1.00
216	2	1.00
216	3	1.00
216	4	1.00
216	5	1.00
216	6	0.55
216	7	0.44
217	1	1.00
217	2	1.00
217	3	1.00
217	4	1.00
217	5	1.00
217	6	0.47
217	7	0.21
218	1	1.00
218	2	1.00
218	3	1.00
218	4	1.00
218	5	1.00
218	6	0.52
218	7	0.48
219	1	1.00
219	2	0.19
219	3	0.18
220	1	1.00
220	2	1.00
220	3	0.62
220	4	0.12
221	1	1.00
221	2	1.00
221	3	1.00
221	4	1.00
221	5	1.00
221	6	1.00
221	7	1.00
221	8	1.00
221	9	0.96
221	10	0.25
222	1	1.00
222	2	1.00
222	3	1.00
222	4	1.00
222	5	0.28
222	6	0.21
223	1	1.00
223	2	1.00
223	3	1.00
223	4	0.86
223	5	0.21
224	1	1.00
224	2	1.00
224	3	1.00
224	4	1.00
224	5	1.00
224	6	0.57
224	7	0.39
225	1	1.00
225	2	1.00
225	3	1.00
225	4	1.00
225	5	1.00
225	6	1.00
225	7	1.00
225	8	1.00
225	9	0.51
225	10	0.41
226	1	1.00
226	2	0.77
226	3	0.48
227	1	1.00
227	2	1.00
227	3	1.00
227	4	0.14
227	5	0.11
228	1	1.00
228	2	1.00
228	3	1.00
228	4	0.12
228	5	0.08
229	1	1.00
229	2	1.00
229	3	1.00
229	4	1.00
229	5	1.00
229	6	1.00
229	7	1.00
229	8	1.00
229	9	0.23
229	10	0.12
230	1	1.00
230	2	1.00
230	3	1.00
230	4	0.12
230	5	0.02
231	1	1.00
231	2	1.00
231	3	0.97
231	4	0.76
232	1	1.00
232	2	1.00
232	3	1.00
232	4	1.00
232	5	0.07
232	6	0.06
233	1	1.00
233	2	1.00
233	3	1.00
233	4	1.00
233	5	1.00
233	6	1.00
233	7	1.00
233	8	0.76
233	9	0.35
234	1	1.00
234	2	1.00
234	3	1.00
234	4	1.00
234	5	0.14
234	6	0.08
235	1	1.00
235	2	1.00
235	3	1.00
235	4	0.53
235	5	0.35
236	1	1.00
236	2	1.00
236	3	1.00
236	4	0.18
236	5	0.05
237	1	1.00
237	2	1.00
237	3	1.00
237	4	0.61
237	5	0.08
238	1	1.00
238	2	1.00
238	3	1.00
238	4	1.00
238	5	1.00
238	6	1.00
238	7	1.00
238	8	1.00
238	9	0.25
238	10	0.12
239	1	1.00
239	2	1.00
239	3	0.01
239	4	0.00
240	1	1.00
240	2	1.00
240	3	0.67
240	4	0.03
241	1	1.00
241	2	1.00
241	3	1.00
241	4	1.00
241	5	1.00
241	6	1.00
241	7	1.00
241	8	1.00
241	9	0.65
241	10	0.50
242	1	1.00
242	2	1.00
242	3	1.00
242	4	0.96
242	5	0.20
243	1	1.00
243	2	1.00
243	3	0.02
243	4	0.01
244	1	1.00
244	2	1.00
244	3	1.00
244	4	0.33
244	5	0.06
245	1	1.00
245	2	1.00
245	3	1.00
245	4	1.00
245	5	1.00
245	6	0.28
245	7	0.27
246	1	1.00
246	2	1.00
246	3	0.63
246	4	0.57
247	1	1.00
247	2	1.00
247	3	1.00
247	4	0.66
247	5	0.20
248	1	1.00
248	2	1.00
248	3	1.00
248	4	0.52
248	5	0.43
249	1	1.00
249	2	1.00
249	3	1.00
249	4	1.00
249	5	0.41
249	6	0.25
250	1	1.00
250	2	1.00
250	3	1.00
250	4	1.00
250	5	1.00
250	6	1.00
250	7	1.00
250	8	1.00
250	9	0.98
250	10	0.31
