p	d	Pr(p,d)
27	1	1.00
27	2	1.00
27	3	1.00
27	4	0.92
27	5	0.22
28	1	1.00
28	2	1.00
28	3	1.00
28	4	0.56
28	5	0.41
29	1	1.00
29	2	1.00
29	3	0.53
29	4	0.15
30	1	1.00
30	2	1.00
30	3	1.00
30	4	1.00
30	5	1.00
30	6	0.74
30	7	0.20
31	1	1.00
31	2	1.00
31	3	0.62
31	4	0.04
32	1	1.00
32	2	1.00
32	3	1.00
32	4	0.83
32	5	0.30
33	1	1.00
33	2	1.00
33	3	1.00
33	4	1.00
33	5	1.00
33	6	1.00
33	7	1.00
33	8	0.87
33	9	0.61
34	1	1.00
34	2	1.00
34	3	1.00
34	4	0.83
34	5	0.11
35	1	1.00
35	2	1.00
35	3	0.12
35	4	0.10
36	1	1.00
36	2	1.00
36	3	0.00
36	4	0.00
37	1	1.00
37	2	1.00
37	3	1.00
37	4	1.00
37	5	1.00
37	6	1.00
37	7	0.83
37	8	0.13
38	1	1.00
38	2	1.00
38	3	0.98
38	4	0.84
39	1	1.00
39	2	1.00
39	3	1.00
39	4	1.00
39	5	1.00
39	6	1.00
39	7	1.00
39	8	1.00
39	9	0.40
39	10	0.07
40	1	1.00
40	2	1.00
40	3	1.00
40	4	1.00
40	5	0.83
40	6	0.51
41	1	1.00
41	2	1.00
41	3	1.00
41	4	0.37
41	5	0.09
42	1	1.00
42	2	1.00
42	3	1.00
42	4	1.00
42	5	0.02
42	6	0.00
43	1	1.00
43	2	1.00
43	3	1.00
43	4	1.00
43	5	1.00
43	6	0.34
43	7	0.08
44	1	1.00
44	2	1.00
44	3	1.00
44	4	0.22
44	5	0.10
45	1	1.00
45	2	1.00
45	3	1.00
45	4	1.00
45	5	1.00
45	6	1.00
45	7	0.77
45	8	0.73
46	1	1.00
46	2	1.00
46	3	1.00
46	4	0.09
46	5	0.03
47	1	1.00
47	2	1.00
47	3	1.00
47	4	1.00
47	5	1.00
47	6	1.00
47	7	0.00
47	8	0.00
48	1	1.00
48	2	1.00
48	3	1.00
48	4	1.00
48	5	1.00
48	6	1.00
48	7	1.00
48	8	1.00
48	9	1.00
48	10	1.00
48	11	0.97
48	12	0.72
49	1	1.00
49	2	1.00
49	3	1.00
49	4	0.77
49	5	0.74
50	1	1.00
50	2	1.00
50	3	1.00
50	4	1.00
50	5	1.00
50	6	0.28
50	7	0.23
51	1	1.00
51	2	1.00
51	3	1.00
51	4	0.82
51	5	0.14
52	1	1.00
52	2	1.00
52	3	0.06
52	4	0.05
53	1	1.00
53	2	1.00
53	3	1.00
53	4	1.00
53	5	1.00
53	6	1.00
53	7	0.06
53	8	0.01
54	1	1.00
54	2	1.00
54	3	1.00
54	4	1.00
54	5	1.00
54	6	1.00
54	7	1.00
54	8	0.98
54	9	0.16
55	1	1.00
55	2	1.00
55	3	1.00
55	4	1.00
55	5	1.00
55	6	0.26
55	7	0.20
56	1	1.00
56	2	1.00
56	3	0.43
56	4	0.02
57	1	1.00
57	2	1.00
57	3	1.00
57	4	0.25
57	5	0.07
58	1	1.00
58	2	1.00
58	3	0.25
58	4	0.18
59	1	1.00
59	2	1.00
59	3	0.91
59	4	0.84
60	1	1.00
60	2	1.00
60	3	0.67
60	4	0.02
61	1	1.00
61	2	1.00
61	3	1.00
61	4	1.00
61	5	1.00
61	6	0.52
61	7	0.34
62	1	1.00
62	2	1.00
62	3	1.00
62	4	1.00
62	5	1.00
62	6	1.00
62	7	0.11
62	8	0.02
63	1	1.00
63	2	1.00
63	3	1.00
63	4	1.00
63	5	1.00
63	6	1.00
63	7	1.00
63	8	1.00
63	9	1.00
63	10	1.00
63	11	0.07
63	12	0.02
64	1	1.00
64	2	0.19
64	3	0.14
65	1	1.00
65	2	1.00
65	3	1.00
65	4	1.00
65	5	1.00
65	6	0.99
65	7	0.04
66	1	1.00
66	2	1.00
66	3	0.56
66	4	0.22
67	1	1.00
67	2	1.00
67	3	1.00
67	4	0.69
67	5	0.62
68	1	1.00
68	2	1.00
68	3	0.03
68	4	0.02
69	1	1.00
69	2	1.00
69	3	1.00
69	4	1.00
69	5	1.00
69	6	1.00
69	7	0.71
69	8	0.26
70	1	1.00
70	2	1.00
70	3	1.00
70	4	1.00
70	5	1.00
70	6	1.00
70	7	1.00
70	8	0.73
70	9	0.28
71	1	1.00
71	2	1.00
71	3	1.00
71	4	1.00
71	5	1.00
71	6	0.52
71	7	0.34
72	1	1.00
72	2	1.00
72	3	1.00
72	4	1.00
72	5	1.00
72	6	1.00
72	7	0.48
72	8	0.45
73	1	1.00
73	2	1.00
73	3	1.00
73	4	1.00
73	5	1.00
73	6	1.00
73	7	1.00
73	8	1.00
73	9	0.80
73	10	0.32
74	1	1.00
74	2	0.29
74	3	0.23
75	1	1.00
75	2	1.00
75	3	1.00
75	4	1.00
75	5	1.00
75	6	1.00
75	7	0.70
75	8	0.41
76	1	1.00
76	2	1.00
76	3	0.71
76	4	0.32
77	1	1.00
77	2	1.00
77	3	1.00
77	4	1.00
77	5	1.00
77	6	1.00
77	7	1.00
77	8	1.00
77	9	1.00
77	10	0.83
77	11	0.73
78	1	1.00
78	2	1.00
78	3	1.00
78	4	1.00
78	5	0.76
78	6	0.21
79	1	1.00
79	2	1.00
79	3	1.00
79	4	0.67
79	5	0.35
80	1	1.00
80	2	1.00
80	3	1.00
80	4	1.00
80	5	0.02
80	6	0.01
81	1	1.00
81	2	1.00
81	3	1.00
81	4	0.96
81	5	0.13
82	1	1.00
82	2	1.00
82	3	1.00
82	4	1.00
82	5	0.30
82	6	0.22
83	1	1.00
83	2	1.00
83	3	1.00
83	4	1.00
83	5	1.00
83	6	1.00
83	7	1.00
83	8	0.10
83	9	0.03
84	1	1.00
84	2	1.00
84	3	1.00
84	4	1.00
84	5	0.18
84	6	0.06
85	1	1.00
85	2	1.00
85	3	0.06
85	4	0.05
86	1	1.00
86	2	1.00
86	3	1.00
86	4	0.21
86	5	0.15
87	1	1.00
87	2	1.00
87	3	1.00
87	4	1.00
87	5	1.00
87	6	1.00
87	7	1.00
87	8	0.58
87	9	0.09
88	1	1.00
88	2	1.00
88	3	0.91
88	4	0.45
89	1	1.00
89	2	1.00
89	3	1.00
89	4	1.00
89	5	0.55
89	6	0.21
90	1	1.00
90	2	1.00
90	3	0.08
90	4	0.07
91	1	1.00
91	2	1.00
91	3	1.00
91	4	0.26
91	5	0.04
92	1	1.00
92	2	1.00
92	3	0.53
92	4	0.04
93	1	1.00
93	2	1.00
93	3	1.00
93	4	1.00
93	5	1.00
93	6	1.00
93	7	1.00
93	8	1.00
93	9	1.00
93	10	0.87
93	11	0.44
94	1	1.00
94	2	1.00
94	3	0.46
94	4	0.20
95	1	1.00
95	2	1.00
95	3	0.60
95	4	0.59
96	1	1.00
96	2	1.00
96	3	1.00
96	4	1.00
96	5	0.97
96	6	0.93
97	1	1.00
97	2	1.00
97	3	1.00
97	4	1.00
97	5	1.00
97	6	1.00
97	7	0.26
97	8	0.08
98	1	1.00
98	2	0.91
98	3	0.08
99	1	1.00
99	2	1.00
99	3	0.61
99	4	0.60
100	1	1.00
100	2	1.00
100	3	1.00
100	4	1.00
100	5	1.00
100	6	1.00
100	7	1.00
100	8	0.35
100	9	0.23
101	1	1.00
101	2	1.00
101	3	1.00
101	4	1.00
101	5	1.00
101	6	1.00
101	7	1.00
101	8	1.00
101	9	1.00
101	10	1.00
101	11	0.45
101	12	0.32
102	1	1.00
102	2	1.00
102	3	1.00
102	4	1.00
102	5	1.00
102	6	0.66
102	7	0.42
103	1	1.00
103	2	1.00
103	3	1.00
103	4	1.00
103	5	1.00
103	6	1.00
103	7	0.26
103	8	0.12
104	1	1.00
104	2	1.00
104	3	1.00
104	4	1.00
104	5	0.26
104	6	0.24
105	1	1.00
105	2	1.00
105	3	0.84
105	4	0.76
106	1	1.00
106	2	1.00
106	3	1.00
106	4	0.17
106	5	0.09
107	1	1.00
107	2	1.00
107	3	0.75
107	4	0.70
108	1	1.00
108	2	1.00
108	3	1.00
108	4	1.00
108	5	1.00
108	6	1.00
108	7	1.00
108	8	1.00
108	9	1.00
108	10	1.00
108	11	0.34
108	12	0.22
109	1	1.00
109	2	0.92
109	3	0.23
110	1	1.00
110	2	1.00
110	3	0.56
110	4	0.45
111	1	1.00
111	2	1.00
111	3	1.00
111	4	1.00
111	5	1.00
111	6	1.00
111	7	1.00
111	8	1.00
111	9	0.30
111	10	0.13
112	1	1.00
112	2	1.00
112	3	1.00
112	4	1.00
112	5	1.00
112	6	0.19
112	7	0.09
113	1	1.00
113	2	1.00
113	3	0.04
113	4	0.02
114	1	1.00
114	2	1.00
114	3	1.00
114	4	1.00
114	5	1.00
114	6	1.00
114	7	0.83
114	8	0.49
115	1	1.00
115	2	0.98
115	3	0.74
116	1	1.00
116	2	1.00
116	3	1.00
116	4	1.00
116	5	1.00
116	6	1.00
116	7	1.00
116	8	1.00
116	9	1.00
116	10	0.49
116	11	0.30
117	1	1.00
117	2	1.00
117	3	1.00
117	4	1.00
117	5	0.98
117	6	0.74
118	1	1.00
118	2	0.69
118	3	0.49
119	1	1.00
119	2	1.00
119	3	0.91
119	4	0.86
120	1	1.00
120	2	1.00
120	3	1.00
120	4	1.00
120	5	1.00
120	6	1.00
120	7	1.00
120	8	1.00
120	9	0.31
120	10	0.15
121	1	1.00
121	2	1.00
121	3	1.00
121	4	0.52
121	5	0.08
122	1	1.00
122	2	1.00
122	3	1.00
122	4	1.00
122	5	1.00
122	6	1.00
122	7	1.00
122	8	1.00
122	9	1.00
122	10	0.50
122	11	0.35
123	1	1.00
123	2	1.00
123	3	1.00
123	4	1.00
123	5	1.00
123	6	1.00
123	7	1.00
123	8	0.92
123	9	0.11
124	1	1.00
124	2	1.00
124	3	1.00
124	4	1.00
124	5	1.00
124	6	1.00
124	7	0.25
124	8	0.09
125	1	1.00
125	2	1.00
125	3	1.00
125	4	1.00
125	5	1.00
125	6	1.00
125	7	1.00
125	8	0.10
125	9	0.07
126	1	1.00
126	2	1.00
126	3	1.00
126	4	1.00
126	5	1.00
126	6	1.00
126	7	1.00
126	8	1.00
126	9	0.60
126	10	0.08
127	1	1.00
127	2	1.00
127	3	1.00
127	4	1.00
127	5	1.00
127	6	1.00
127	7	0.83
127	8	0.66
128	1	1.00
128	2	0.43
128	3	0.18
129	1	1.00
129	2	0.08
129	3	0.01
130	1	1.00
130	2	1.00
130	3	0.59
130	4	0.38
131	1	1.00
131	2	1.00
131	3	1.00
131	4	1.00
131	5	1.00
131	6	0.57
131	7	0.50
132	1	1.00
132	2	1.00
132	3	1.00
132	4	1.00
132	5	1.00
132	6	1.00
132	7	1.00
132	8	1.00
132	9	1.00
132	10	1.00
132	11	0.31
132	12	0.09
133	1	1.00
133	2	1.00
133	3	0.02
133	4	0.01
134	1	1.00
134	2	1.00
134	3	1.00
134	4	1.00
134	5	1.00
134	6	1.00
134	7	0.60
134	8	0.56
135	1	1.00
135	2	1.00
135	3	1.00
135	4	0.74
135	5	0.25
136	1	1.00
136	2	1.00
136	3	1.00
136	4	1.00
136	5	0.14
136	6	0.03
137	1	1.00
137	2	1.00
137	3	1.00
137	4	1.00
137	5	1.00
137	6	1.00
137	7	1.00
137	8	0.56
137	9	0.54
138	1	1.00
138	2	1.00
138	3	1.00
138	4	1.00
138	5	1.00
138	6	1.00
138	7	1.00
138	8	1.00
138	9	0.43
138	10	0.23
139	1	1.00
139	2	1.00
139	3	1.00
139	4	1.00
139	5	1.00
139	6	1.00
139	7	1.00
139	8	1.00
139	9	1.00
139	10	0.42
139	11	0.05
140	1	1.00
140	2	1.00
140	3	1.00
140	4	1.00
140	5	0.51
140	6	0.25
141	1	1.00
141	2	1.00
141	3	1.00
141	4	0.50
141	5	0.49
142	1	1.00
142	2	1.00
142	3	0.48
142	4	0.14
143	1	1.00
143	2	1.00
143	3	1.00
143	4	0.12
143	5	0.06
144	1	1.00
144	2	1.00
144	3	1.00
144	4	1.00
144	5	1.00
144	6	1.00
144	7	1.00
144	8	1.00
144	9	1.00
144	10	1.00
144	11	0.73
144	12	0.61
145	1	1.00
145	2	0.78
145	3	0.11
146	1	1.00
146	2	1.00
146	3	1.00
146	4	0.49
146	5	0.32
147	1	1.00
147	2	0.84
147	3	0.83
148	1	1.00
148	2	0.24
148	3	0.01
149	1	1.00
149	2	1.00
149	3	1.00
149	4	1.00
149	5	1.00
149	6	0.10
149	7	0.04
150	1	1.00
150	2	1.00
150	3	1.00
150	4	1.00
150	5	1.00
150	6	0.14
150	7	0.10
151	1	1.00
151	2	1.00
151	3	1.00
151	4	0.28
151	5	0.22
152	1	1.00
152	2	1.00
152	3	1.00
152	4	1.00
152	5	1.00
152	6	1.00
152	7	1.00
152	8	1.00
152	9	1.00
152	10	0.92
152	11	0.28
153	1	1.00
153	2	1.00
153	3	1.00
153	4	0.99
153	5	0.49
154	1	1.00
154	2	1.00
154	3	1.00
154	4	1.00
154	5	0.61
154	6	0.57
155	1	1.00
155	2	1.00
155	3	1.00
155	4	0.98
155	5	0.94
156	1	1.00
156	2	1.00
156	3	1.00
156	4	1.00
156	5	1.00
156	6	1.00
156	7	1.00
156	8	1.00
156	9	1.00
156	10	1.00
156	11	0.40
156	12	0.02
157	1	1.00
157	2	1.00
157	3	1.00
157	4	1.00
157	5	1.00
157	6	1.00
157	7	1.00
157	8	1.00
157	9	1.00
157	10	1.00
157	11	0.37
157	12	0.02
158	1	1.00
158	2	1.00
158	3	1.00
158	4	0.48
158	5	0.42
159	1	1.00
159	2	1.00
159	3	1.00
159	4	1.00
159	5	1.00
159	6	0.16
159	7	0.07
160	1	1.00
160	2	1.00
160	3	1.00
160	4	1.00
160	5	0.62
160	6	0.61
161	1	1.00
161	2	1.00
161	3	1.00
161	4	1.00
161	5	1.00
161	6	1.00
161	7	1.00
161	8	1.00
161	9	0.21
161	10	0.19
162	1	1.00
162	2	1.00
162	3	0.78
162	4	0.35
163	1	1.00
163	2	1.00
163	3	1.00
163	4	1.00
163	5	1.00
163	6	1.00
163	7	0.65
163	8	0.40
164	1	1.00
164	2	1.00
164	3	1.00
164	4	0.17
164	5	0.03
165	1	1.00
165	2	1.00
165	3	1.00
165	4	1.00
165	5	1.00
165	6	1.00
165	7	1.00
165	8	1.00
165	9	1.00
165	10	0.84
165	11	0.58
166	1	1.00
166	2	1.00
166	3	0.10
166	4	0.02
167	1	1.00
167	2	1.00
167	3	1.00
167	4	1.00
167	5	1.00
167	6	1.00
167	7	0.65
167	8	0.14
168	1	1.00
168	2	1.00
168	3	1.00
168	4	1.00
168	5	1.00
168	6	1.00
168	7	1.00
168	8	1.00
168	9	1.00
168	10	1.00
168	11	0.18
168	12	0.13
169	1	1.00
169	2	0.47
169	3	0.08
170	1	1.00
170	2	1.00
170	3	1.00
170	4	0.65
170	5	0.09
171	1	1.00
171	2	1.00
171	3	1.00
171	4	1.00
171	5	1.00
171	6	1.00
171	7	1.00
171	8	0.59
171	9	0.35
172	1	1.00
172	2	1.00
172	3	1.00
172	4	1.00
172	5	0.30
172	6	0.20
173	1	1.00
173	2	1.00
173	3	1.00
173	4	0.87
173	5	0.08
174	1	1.00
174	2	1.00
174	3	1.00
174	4	0.15
174	5	0.05
175	1	1.00
175	2	1.00
175	3	1.00
175	4	1.00
175	5	0.57
175	6	0.08
176	1	1.00
176	2	1.00
176	3	1.00
176	4	1.00
176	5	1.00
176	6	1.00
176	7	1.00
176	8	1.00
176	9	0.27
176	10	0.03
177	1	1.00
177	2	1.00
177	3	1.00
177	4	1.00
177	5	1.00
177	6	1.00
177	7	1.00
177	8	1.00
177	9	1.00
177	10	1.00
177	11	0.74
177	12	0.59
178	1	1.00
178	2	0.32
178	3	0.29
179	1	1.00
179	2	0.84
179	3	0.62
180	1	1.00
180	2	1.00
180	3	1.00
180	4	1.00
180	5	0.60
180	6	0.57
181	1	1.00
181	2	1.00
181	3	1.00
181	4	1.00
181	5	1.00
181	6	1.00
181	7	1.00
181	8	1.00
181	9	1.00
181	10	0.25
181	11	0.16
182	1	1.00
182	2	1.00
182	3	1.00
182	4	1.00
182	5	1.00
182	6	1.00
182	7	1.00
182	8	1.00
182	9	0.08
182	10	0.07
183	1	1.00
183	2	1.00
183	3	1.00
183	4	1.00
183	5	0.85
183	6	0.66
184	1	1.00
184	2	1.00
184	3	1.00
184	4	1.00
184	5	1.00
184	6	0.04
184	7	0.01
185	1	1.00
185	2	1.00
185	3	1.00
185	4	1.00
185	5	1.00
185	6	1.00
185	7	1.00
185	8	0.38
185	9	0.24
186	1	1.00
186	2	1.00
186	3	1.00
186	4	1.00
186	5	1.00
186	6	0.43
186	7	0.06
187	1	1.00
187	2	1.00
187	3	0.61
187	4	0.55
188	1	1.00
188	2	1.00
188	3	1.00
188	4	1.00
188	5	1.00
188	6	1.00
188	7	0.53
188	8	0.11
189	1	1.00
189	2	0.53
189	3	0.36
190	1	1.00
190	2	1.00
190	3	0.82
190	4	0.78
191	1	1.00
191	2	1.00
191	3	1.00
191	4	1.00
191	5	0.92
191	6	0.04
192	1	1.00
192	2	1.00
192	3	1.00
192	4	1.00
192	5	1.00
192	6	1.00
192	7	1.00
192	8	1.00
192	9	1.00
192	10	0.79
192	11	0.01
193	1	1.00
193	2	1.00
193	3	1.00
193	4	1.00
193	5	1.00
193	6	1.00
193	7	1.00
193	8	0.48
193	9	0.42
194	1	1.00
194	2	1.00
194	3	0.73
194	4	0.64
195	1	1.00
195	2	1.00
195	3	1.00
195	4	0.15
195	5	0.11
196	1	1.00
196	2	1.00
196	3	1.00
196	4	0.78
196	5	0.53
197	1	1.00
197	2	1.00
197	3	0.79
197	4	0.40
198	1	1.00
198	2	1.00
198	3	1.00
198	4	1.00
198	5	1.00
198	6	1.00
198	7	0.98
198	8	0.87
199	1	1.00
199	2	1.00
199	3	1.00
199	4	1.00
199	5	1.00
199	6	0.07
199	7	0.01
200	1	1.00
200	2	1.00
200	3	1.00
200	4	0.31
200	5	0.16
201	1	1.00
201	2	1.00
201	3	1.00
201	4	0.56
201	5	0.29
202	1	1.00
202	2	1.00
202	3	1.00
202	4	0.13
202	5	0.10
203	1	1.00
203	2	1.00
203	3	1.00
203	4	1.00
203	5	1.00
203	6	1.00
203	7	1.00
203	8	0.38
203	9	0.03
204	1	1.00
204	2	1.00
204	3	1.00
204	4	1.00
204	5	1.00
204	6	1.00
204	7	1.00
204	8	0.11
204	9	0.02
205	1	1.00
205	2	1.00
205	3	1.00
205	4	1.00
205	5	1.00
205	6	0.72
205	7	0.07
206	1	1.00
206	2	1.00
206	3	1.00
206	4	0.79
206	5	0.44
207	1	1.00
207	2	1.00
207	3	0.31
207	4	0.19
208	1	1.00
208	2	1.00
208	3	1.00
208	4	1.00
208	5	1.00
208	6	1.00
208	7	1.00
208	8	1.00
208	9	1.00
208	10	1.00
208	11	0.88
208	12	0.11
209	1	1.00
209	2	1.00
209	3	1.00
209	4	1.00
209	5	1.00
209	6	0.96
209	7	0.45
210	1	1.00
210	2	0.06
210	3	0.02
211	1	1.00
211	2	1.00
211	3	0.23
211	4	0.21
212	1	1.00
212	2	1.00
212	3	1.00
212	4	1.00
212	5	0.94
212	6	0.36
213	1	1.00
213	2	1.00
213	3	1.00
213	4	1.00
213	5	1.00
213	6	1.00
213	7	1.00
213	8	1.00
213	9	0.76
213	10	0.59
214	1	1.00
214	2	1.00
214	3	1.00
214	4	1.00
214	5	1.00
214	6	1.00
214	7	1.00
214	8	1.00
214	9	1.00
214	10	1.00
214	11	0.92
214	12	0.41
215	1	1.00
215	2	1.00
215	3	1.00
215	4	0.62
215	5	0.51
216	1	1.00
216	2	1.00
216	3	0.57
216	4	0.02
217	1	1.00
217	2	1.00
217	3	1.00
217	4	1.00
217	5	1.00
217	6	1.00
217	7	1.00
217	8	1.00
217	9	0.86
217	10	0.22
218	1	1.00
218	2	1.00
218	3	1.00
218	4	1.00
218	5	1.00
218	6	0.40
218	7	0.29
219	1	1.00
219	2	1.00
219	3	1.00
219	4	1.00
219	5	0.87
219	6	0.53
220	1	1.00
220	2	1.00
220	3	1.00
220	4	1.00
220	5	1.00
220	6	1.00
220	7	1.00
220	8	0.63
220	9	0.23
221	1	1.00
221	2	1.00
221	3	1.00
221	4	1.00
221	5	1.00
221	6	1.00
221	7	1.00
221	8	1.00
221	9	0.54
221	10	0.00
222	1	1.00
222	2	1.00
222	3	1.00
222	4	0.43
222	5	0.15
223	1	1.00
223	2	1.00
223	3	1.00
223	4	1.00
223	5	1.00
223	6	1.00
223	7	0.50
223	8	0.11
224	1	1.00
224	2	1.00
224	3	1.00
224	4	1.00
224	5	1.00
224	6	1.00
224	7	1.00
224	8	1.00
224	9	1.00
224	10	0.16
224	11	0.04
225	1	1.00
225	2	1.00
225	3	1.00
225	4	0.73
225	5	0.42
226	1	1.00
226	2	1.00
226	3	1.00
226	4	0.25
226	5	0.21
227	1	1.00
227	2	1.00
227	3	1.00
227	4	1.00
227	5	1.00
227	6	1.00
227	7	0.15
227	8	0.14
228	1	1.00
228	2	1.00
228	3	1.00
228	4	1.00
228	5	0.09
228	6	0.08
229	1	1.00
229	2	1.00
229	3	1.00
229	4	1.00
229	5	0.28
229	6	0.25
230	1	1.00
230	2	1.00
230	3	1.00
230	4	1.00
230	5	0.27
230	6	0.17
231	1	1.00
231	2	1.00
231	3	1.00
231	4	0.22
231	5	0.14
232	1	1.00
232	2	1.00
232	3	0.65
232	4	0.59
233	1	1.00
233	2	1.00
233	3	1.00
233	4	1.00
233	5	1.00
233	6	1.00
233	7	1.00
233	8	1.00
233	9	1.00
233	10	0.55
233	11	0.37
234	1	1.00
234	2	1.00
234	3	0.00
234	4	0.00
235	1	1.00
235	2	1.00
235	3	1.00
235	4	0.30
235	5	0.05
236	1	1.00
236	2	1.00
236	3	0.44
236	4	0.01
237	1	1.00
237	2	1.00
237	3	0.56
237	4	0.56
238	1	1.00
238	2	1.00
238	3	1.00
238	4	1.00
238	5	1.00
238	6	1.00
238	7	1.00
238	8	1.00
238	9	1.00
238	10	1.00
238	11	0.70
238	12	0.27
239	1	1.00
239	2	1.00
239	3	0.09
239	4	0.02
240	1	1.00
240	2	1.00
240	3	1.00
240	4	1.00
240	5	1.00
240	6	1.00
240	7	1.00
240	8	0.62
240	9	0.42
241	1	1.00
241	2	1.00
241	3	0.78
241	4	0.73
242	1	1.00
242	2	1.00
242	3	1.00
242	4	1.00
242	5	1.00
242	6	1.00
242	7	1.00
242	8	0.11
242	9	0.04
243	1	1.00
243	2	1.00
243	3	1.00
243	4	1.00
243	5	1.00
243	6	1.00
243	7	1.00
243	8	1.00
243	9	1.00
243	10	1.00
243	11	0.16
243	12	0.14
244	1	1.00
244	2	1.00
244	3	1.00
244	4	1.00
244	5	1.00
244	6	1.00
244	7	1.00
244	8	1.00
244	9	0.99
244	10	0.44
245	1	1.00
245	2	1.00
245	3	1.00
245	4	1.00
245	5	1.00
245	6	1.00
245	7	1.00
245	8	0.86
245	9	0.05
246	1	1.00
246	2	1.00
246	3	1.00
246	4	0.81
246	5	0.35
247	1	1.00
247	2	1.00
247	3	1.00
247	4	1.00
247	5	1.00
247	6	0.11
247	7	0.05
248	1	1.00
248	2	1.00
248	3	0.82
248	4	0.30
249	1	1.00
249	2	1.00
249	3	1.00
249	4	0.94
249	5	0.68
250	1	1.00
250	2	1.00
250	3	1.00
250	4	1.00
250	5	1.00
250	6	0.22
250	7	0.17
251	1	1.00
251	2	0.62
251	3	0.01
252	1	1.00
252	2	1.00
252	3	0.37
252	4	0.14
253	1	1.00
253	2	1.00
253	3	1.00
253	4	1.00
253	5	1.00
253	6	1.00
253	7	1.00
253	8	1.00
253	9	1.00
253	10	0.41
253	11	0.02
254	1	1.00
254	2	1.00
254	3	0.47
254	4	0.01
255	1	1.00
255	2	1.00
255	3	1.00
255	4	0.98
256	1	1.00
256	2	1.00
256	3	1.00
256	4	1.00
256	5	1.00
256	6	1.00
256	7	1.00
256	8	0.10
256	9	0.04
257	1	1.00
257	2	1.00
257	3	1.00
257	4	1.00
257	5	0.12
257	6	0.08
258	1	1.00
258	2	1.00
258	3	1.00
258	4	1.00
258	5	1.00
258	6	1.00
258	7	1.00
258	8	1.00
258	9	1.00
258	10	1.00
258	11	0.62
258	12	0.18
259	1	1.00
259	2	1.00
259	3	0.23
259	4	0.06
260	1	1.00
260	2	0.71
260	3	0.15
261	1	1.00
261	2	1.00
261	3	0.22
261	4	0.21
262	1	1.00
262	2	1.00
262	3	1.00
262	4	1.00
262	5	1.00
262	6	1.00
262	7	0.27
262	8	0.22
263	1	1.00
263	2	1.00
263	3	1.00
263	4	1.00
263	5	1.00
263	6	1.00
263	7	1.00
263	8	1.00
263	9	1.00
263	10	0.01
263	11	0.00
264	1	1.00
264	2	0.81
264	3	0.31
265	1	1.00
265	2	1.00
265	3	1.00
265	4	0.16
265	5	0.09
266	1	1.00
266	2	1.00
266	3	1.00
266	4	1.00
266	5	0.89
266	6	0.87
267	1	1.00
267	2	1.00
267	3	1.00
267	4	1.00
267	5	1.00
267	6	1.00
267	7	1.00
267	8	1.00
267	9	1.00
267	10	1.00
267	11	0.29
267	12	0.13
268	1	1.00
268	2	1.00
268	3	1.00
268	4	1.00
268	5	1.00
268	6	0.56
268	7	0.30
269	1	1.00
269	2	1.00
269	3	1.00
269	4	0.26
269	5	0.21
270	1	1.00
270	2	1.00
270	3	1.00
270	4	0.75
270	5	0.67
271	1	1.00
271	2	1.00
271	3	1.00
271	4	1.00
271	5	1.00
271	6	1.00
271	7	1.00
271	8	1.00
271	9	1.00
271	10	0.88
271	11	0.26
272	1	1.00
272	2	1.00
272	3	1.00
272	4	1.00
272	5	1.00
272	6	0.50
272	7	0.05
273	1	1.00
273	2	1.00
273	3	1.00
