p	r	C_pr
8	20	110
8	21	70
8	22	100
8	23	100
8	24	30
8	25	110
8	26	60
8	27	0
8	28	120
8	29	70
8	30	20
8	31	80
8	32	120
8	33	120
8	34	50
8	35	80
8	36	140
8	37	80
8	38	80
8	39	90
8	40	100
9	1	40
9	2	70
9	3	90
9	4	90
9	5	70
9	6	70
9	7	110
9	8	60
9	9	70
9	10	70
9	11	70
9	12	50
9	13	90
9	14	50
9	15	110
9	16	110
9	17	0
9	18	90
9	19	110
9	20	40
9	21	90
9	22	70
9	23	110
9	24	50
9	25	90
9	26	110
9	27	90
9	28	90
9	29	70
9	30	50
9	31	70
9	32	90
9	33	110
9	34	90
9	35	50
9	36	40
9	37	20
9	38	70
9	39	70
9	40	90
10	1	20
10	2	50
10	3	80
10	4	100
10	5	80
10	6	70
10	7	90
10	8	40
10	9	70
10	10	70
10	11	100
10	12	70
10	13	70
10	14	60
10	15	70
10	16	90
10	17	10
10	18	90
10	19	90
10	20	20
10	21	90
10	22	70
10	23	110
10	24	50
10	25	70
10	26	70
10	27	90
10	28	50
10	29	70
10	30	50
10	31	70
10	32	70
10	33	90
10	34	50
10	35	60
10	36	20
10	37	20
10	38	50
10	39	70
10	40	70
11	1	40
11	2	100
11	3	80
11	4	100
11	5	80
11	6	70
11	7	80
11	8	50
11	9	110
11	10	70
11	11	80
11	12	90
11	13	80
11	14	100
11	15	80
11	16	70
11	17	30
11	18	90
11	19	80
11	20	20
11	21	100
11	22	80
11	23	80
11	24	80
11	25	90
11	26	90
11	27	50
11	28	100
11	29	70
11	30	70
11	31	80
11	32	100
11	33	100
11	34	80
11	35	80
11	36	70
11	37	30
11	38	80
11	39	70
11	40	80
12	1	40
12	2	90
12	3	90
12	4	90
12	5	50
12	6	50
12	7	90
12	8	20
12	9	90
12	10	50
12	11	50
12	12	50
12	13	50
12	14	70
12	15	110
12	16	50
12	17	0
12	18	70
12	19	90
12	20	20
12	21	70
12	22	50
12	23	70
12	24	50
12	25	90
12	26	90
12	27	50
12	28	90
12	29	50
12	30	50
12	31	50
12	32	90
12	33	70
12	34	90
12	35	50
12	36	40
12	37	0
12	38	90
12	39	50
12	40	70
13	1	40
13	2	90
13	3	100
13	4	80
13	5	60
13	6	70
13	7	90
13	8	40
13	9	90
13	10	90
13	11	80
13	12	70
13	13	50
13	14	80
13	15	90
13	16	70
13	17	30
13	18	110
13	19	90
13	20	60
13	21	90
13	22	90
13	23	90
13	24	70
13	25	90
13	26	70
13	27	70
13	28	70
13	29	70
13	30	70
13	31	70
13	32	90
13	33	70
13	34	70
13	35	80
13	36	20
13	37	20
13	38	70
13	39	90
13	40	90
14	1	50
14	2	50
14	3	50
14	4	50
14	5	50
14	6	50
14	7	50
14	8	50
14	9	50
14	10	50
14	11	50
14	12	50
14	13	50
14	14	50
14	15	50
14	16	50
14	17	50
14	18	0
14	19	50
14	20	50
14	21	0
14	22	50
14	23	50
14	24	0
14	25	50
14	26	0
14	27	0
14	28	50
14	29	50
14	30	0
14	31	50
14	32	50
14	33	50
14	34	0
14	35	50
14	36	50
14	37	50
14	38	50
14	39	50
14	40	50
15	1	130
15	2	110
15	3	100
15	4	120
15	5	80
15	6	90
15	7	120
15	8	110
15	9	130
15	10	70
15	11	80
15	12	90
15	13	90
15	14	100
15	15	120
15	16	90
15	17	80
15	18	60
15	19	110
15	20	90
15	21	90
15	22	80
15	23	90
15	24	20
15	25	130
15	26	80
15	27	20
15	28	110
15	29	90
15	30	20
15	31	90
15	32	140
15	33	120
15	34	40
15	35	80
15	36	130
15	37	90
15	38	80
15	39	70
15	40	110
16	1	60
16	2	90
16	3	100
16	4	120
16	5	80
16	6	90
16	7	90
16	8	40
16	9	110
16	10	90
16	11	100
16	12	90
16	13	70
16	14	100
16	15	90
16	16	90
16	17	30
16	18	90
16	19	90
16	20	20
16	21	90
16	22	90
16	23	110
16	24	50
16	25	110
16	26	90
16	27	90
16	28	70
16	29	90
16	30	70
16	31	90
16	32	110
16	33	110
16	34	70
16	35	60
16	36	40
16	37	20
16	38	70
16	39	70
16	40	90
17	1	40
17	2	70
17	3	80
17	4	80
17	5	60
17	6	70
17	7	100
17	8	20
17	9	70
17	10	50
17	11	60
17	12	50
17	13	70
17	14	60
17	15	100
17	16	70
17	17	10
17	18	70
17	19	90
17	20	20
17	21	100
17	22	60
17	23	70
17	24	50
17	25	90
17	26	90
17	27	70
17	28	70
17	29	70
17	30	50
17	31	70
17	32	100
17	33	80
17	34	70
17	35	60
17	36	20
17	37	20
17	38	60
17	39	50
17	40	90
18	1	50
18	2	60
18	3	80
18	4	60
18	5	60
18	6	50
18	7	60
18	8	80
18	9	50
18	10	70
18	11	80
18	12	50
18	13	60
18	14	60
18	15	60
18	16	70
18	17	60
18	18	20
18	19	60
18	20	70
18	21	10
18	22	80
18	23	80
18	24	10
18	25	50
18	26	0
18	27	20
18	28	60
18	29	50
18	30	0
18	31	60
18	32	60
18	33	80
18	34	10
18	35	60
18	36	60
18	37	60
18	38	60
18	39	70
18	40	60
19	1	0
19	2	50
19	3	70
19	4	70
19	5	70
19	6	50
19	7	70
19	8	20
19	9	50
19	10	50
19	11	70
19	12	50
19	13	70
19	14	50
19	15	70
19	16	70
19	17	0
19	18	50
19	19	70
19	20	0
19	21	50
19	22	50
19	23	70
19	24	50
19	25	50
19	26	70
19	27	70
19	28	70
19	29	50
19	30	50
19	31	50
19	32	50
19	33	70
19	34	70
19	35	50
19	36	20
19	37	0
19	38	70
19	39	50
19	40	50
20	1	20
20	2	70
20	3	80
20	4	60
20	5	60
20	6	70
20	7	50
20	8	0
20	9	70
20	10	70
20	11	80
20	12	70
20	13	50
20	14	80
20	15	50
20	16	50
20	17	30
20	18	50
20	19	50
20	20	0
20	21	50
20	22	70
20	23	50
20	24	50
20	25	70
20	26	50
20	27	70
20	28	50
20	29	70
20	30	70
20	31	70
20	32	70
20	33	50
20	34	50
20	35	60
20	36	0
20	37	0
20	38	50
20	39	50
20	40	70
21	1	60
21	2	110
21	3	120
21	4	100
21	5	80
21	6	70
21	7	90
21	8	40
21	9	130
21	10	70
21	11	100
21	12	90
21	13	50
21	14	100
21	15	90
21	16	50
21	17	30
21	18	90
21	19	90
21	20	20
21	21	90
21	22	70
21	23	70
21	24	50
21	25	110
21	26	90
21	27	70
21	28	90
21	29	70
21	30	70
21	31	70
21	32	110
21	33	70
21	34	90
21	35	60
21	36	60
21	37	0
21	38	70
21	39	50
21	40	90
22	1	60
22	2	100
22	3	100
22	4	80
22	5	60
22	6	90
22	7	100
22	8	50
22	9	90
22	10	90
22	11	80
22	12	70
22	13	80
22	14	80
22	15	100
22	16	90
22	17	30
22	18	90
22	19	100
22	20	40
22	21	100
22	22	100
22	23	100
22	24	60
22	25	110
22	26	90
22	27	90
22	28	80
22	29	90
22	30	70
22	31	100
22	32	120
22	33	100
22	34	80
22	35	60
22	36	30
22	37	30
22	38	60
22	39	70
22	40	120
23	1	90
23	2	70
23	3	80
23	4	120
23	5	80
23	6	70
23	7	130
23	8	110
23	9	90
23	10	70
23	11	80
23	12	70
23	13	70
23	14	60
23	15	110
23	16	90
23	17	60
23	18	60
23	19	130
23	20	90
23	21	60
23	22	70
23	23	130
23	24	0
23	25	90
23	26	40
23	27	20
23	28	70
23	29	70
23	30	0
23	31	70
23	32	90
23	33	90
23	34	20
23	35	60
23	36	90
23	37	70
23	38	70
23	39	70
23	40	90
24	1	90
24	2	70
24	3	70
24	4	90
24	5	70
24	6	90
24	7	90
24	8	90
24	9	90
24	10	90
24	11	90
24	12	90
24	13	70
24	14	70
24	15	70
24	16	90
24	17	70
24	18	40
24	19	90
24	20	70
24	21	40
24	22	90
24	23	110
24	24	0
24	25	90
24	26	20
24	27	40
24	28	50
24	29	90
24	30	20
24	31	90
24	32	90
24	33	90
24	34	0
24	35	50
24	36	70
24	37	70
24	38	50
24	39	70
24	40	90
25	1	90
25	2	70
25	3	80
25	4	80
25	5	80
25	6	70
25	7	100
25	8	70
25	9	70
25	10	50
25	11	60
25	12	50
25	13	70
25	14	60
25	15	100
25	16	70
25	17	60
25	18	40
25	19	90
25	20	90
25	21	70
25	22	60
25	23	70
25	24	20
25	25	90
25	26	40
25	27	20
25	28	70
25	29	70
25	30	0
25	31	70
25	32	100
25	33	80
25	34	40
25	35	80
25	36	70
25	37	90
25	38	60
25	39	70
25	40	90
26	1	40
26	2	90
26	3	100
26	4	120
26	5	80
26	6	50
26	7	110
26	8	60
26	9	110
26	10	70
26	11	80
26	12	70
26	13	50
26	14	80
26	15	110
26	16	70
26	17	10
26	18	110
26	19	110
26	20	40
26	21	90
26	22	70
26	23	110
26	24	50
26	25	90
26	26	90
26	27	50
26	28	90
26	29	50
26	30	50
26	31	50
26	32	90
26	33	90
26	34	90
26	35	60
26	36	60
26	37	0
26	38	90
26	39	70
26	40	70
27	1	20
27	2	60
27	3	60
27	4	80
27	5	60
27	6	70
27	7	80
27	8	30
27	9	50
27	10	70
27	11	60
27	12	50
27	13	80
27	14	60
27	15	80
27	16	90
27	17	10
27	18	70
27	19	80
27	20	20
27	21	80
27	22	80
27	23	100
27	24	60
27	25	70
27	26	70
27	27	70
27	28	60
27	29	70
27	30	50
27	31	80
27	32	80
27	33	100
27	34	60
27	35	60
27	36	10
27	37	30
27	38	60
27	39	70
27	40	80
28	1	60
28	2	90
28	3	90
28	4	110
28	5	70
28	6	70
28	7	110
28	8	60
28	9	110
28	10	70
28	11	70
28	12	70
28	13	70
28	14	70
28	15	110
28	16	90
28	17	0
28	18	110
28	19	110
28	20	40
28	21	110
28	22	70
28	23	110
28	24	50
28	25	110
28	26	110
28	27	70
28	28	90
28	29	70
28	30	50
28	31	70
28	32	110
28	33	110
28	34	90
28	35	50
28	36	60
28	37	20
28	38	70
28	39	70
28	40	90
29	1	110
29	2	90
29	3	90
29	4	110
29	5	70
29	6	70
29	7	110
29	8	110
29	9	110
29	10	70
29	11	70
29	12	70
29	13	70
29	14	70
29	15	110
29	16	90
29	17	50
29	18	60
29	19	110
29	20	90
29	21	60
29	22	70
29	23	110
29	24	0
29	25	110
29	26	60
29	27	20
29	28	90
29	29	70
29	30	0
29	31	70
29	32	110
29	33	110
29	34	40
29	35	50
29	36	110
29	37	70
29	38	70
29	39	70
29	40	90
30	1	60
30	2	90
30	3	100
30	4	100
30	5	60
30	6	70
30	7	90
30	8	40
30	9	90
30	10	70
30	11	60
30	12	50
30	13	70
30	14	80
30	15	110
30	16	90
30	17	10
30	18	90
30	19	90
30	20	40
30	21	90
30	22	70
30	23	90
30	24	50
30	25	110
30	26	110
30	27	70
30	28	90
30	29	70
30	30	50
30	31	70
30	32	110
30	33	110
30	34	90
30	35	60
30	36	40
30	37	20
30	38	70
30	39	70
30	40	90
31	1	90
31	2	70
31	3	70
31	4	110
31	5	70
31	6	70
31	7	90
31	8	90
31	9	90
31	10	70
31	11	70
31	12	70
31	13	70
31	14	70
31	15	90
31	16	90
31	17	50
31	18	40
31	19	90
31	20	70
31	21	40
31	22	70
31	23	110
31	24	0
31	25	90
31	26	40
31	27	20
31	28	70
31	29	70
31	30	0
31	31	70
31	32	90
31	33	110
31	34	20
31	35	50
31	36	90
31	37	70
31	38	70
31	39	70
31	40	70
32	1	90
32	2	100
32	3	100
32	4	100
32	5	80
32	6	50
32	7	100
32	8	100
32	9	110
32	10	50
32	11	80
32	12	70
32	13	60
32	14	80
32	15	100
32	16	50
32	17	60
32	18	40
32	19	100
32	20	70
32	21	50
32	22	60
32	23	80
32	24	10
32	25	90
32	26	40
32	27	0
32	28	100
32	29	50
32	30	0
32	31	60
32	32	100
32	33	80
32	34	50
32	35	60
32	36	120
32	37	60
32	38	80
32	39	50
32	40	80
33	1	80
33	2	110
33	3	120
33	4	100
33	5	60
33	6	90
33	7	100
33	8	40
33	9	110
33	10	90
33	11	80
33	12	70
33	13	70
33	14	100
33	15	120
33	16	90
33	17	30
33	18	90
33	19	90
33	20	40
33	21	100
33	22	100
33	23	90
33	24	50
33	25	130
33	26	110
33	27	90
33	28	90
33	29	90
33	30	70
33	31	90
33	32	140
33	33	120
33	34	90
33	35	60
33	36	40
33	37	20
33	38	80
33	39	70
33	40	110
34	1	130
34	2	110
34	3	90
34	4	90
34	5	50
34	6	90
34	7	90
34	8	90
34	9	110
34	10	70
34	11	50
34	12	70
34	13	90
34	14	90
34	15	110
34	16	90
34	17	70
34	18	40
34	19	90
34	20	90
34	21	60
34	22	70
34	23	70
34	24	20
34	25	130
34	26	80
34	27	20
34	28	110
34	29	90
34	30	20
34	31	90
34	32	130
34	33	110
34	34	40
34	35	70
34	36	110
34	37	90
34	38	70
34	39	70
34	40	110
35	1	40
35	2	70
35	3	100
35	4	120
35	5	80
35	6	70
35	7	100
35	8	40
35	9	90
35	10	70
35	11	100
35	12	70
35	13	70
35	14	80
35	15	100
35	16	90
35	17	10
35	18	90
35	19	90
35	20	20
35	21	100
35	22	80
35	23	110
35	24	50
35	25	90
35	26	90
35	27	90
35	28	70
35	29	70
35	30	50
35	31	70
35	32	100
35	33	120
35	34	70
35	35	60
35	36	40
35	37	20
35	38	80
35	39	70
35	40	70
36	1	70
36	2	70
36	3	90
36	4	50
36	5	50
36	6	50
36	7	70
36	8	90
36	9	70
36	10	70
36	11	70
36	12	50
36	13	50
36	14	50
36	15	70
36	16	70
36	17	50
36	18	40
36	19	70
36	20	90
36	21	20
36	22	70
36	23	70
36	24	0
36	25	70
36	26	20
36	27	20
36	28	70
36	29	50
36	30	0
36	31	50
36	32	70
36	33	70
36	34	20
36	35	50
36	36	70
36	37	50
36	38	50
36	39	70
36	40	70
37	1	70
37	2	50
37	3	50
37	4	90
37	5	90
37	6	70
37	7	90
37	8	90
37	9	70
37	10	70
37	11	70
37	12	70
37	13	70
37	14	50
37	15	70
37	16	90
37	17	50
37	18	60
37	19	90
37	20	90
37	21	60
37	22	70
37	23	110
37	24	20
37	25	70
37	26	20
37	27	20
37	28	50
37	29	70
37	30	0
37	31	70
37	32	70
37	33	90
37	34	20
37	35	70
37	36	70
37	37	90
37	38	50
37	39	90
37	40	70
38	1	0
38	2	50
38	3	50
38	4	50
38	5	50
38	6	50
38	7	50
38	8	20
38	9	50
38	10	70
38	11	50
38	12	50
38	13	50
38	14	50
38	15	50
38	16	70
38	17	0
38	18	70
38	19	50
38	20	20
38	21	50
38	22	70
38	23	70
38	24	50
38	25	50
38	26	50
38	27	50
38	28	50
38	29	50
38	30	50
38	31	50
38	32	50
38	33	70
38	34	50
38	35	50
38	36	0
38	37	0
38	38	50
38	39	70
38	40	50
39	1	20
39	2	70
39	3	80
39	4	80
39	5	80
39	6	50
39	7	100
39	8	40
39	9	90
39	10	50
39	11	80
39	12	70
39	13	50
39	14	60
39	15	80
39	16	50
39	17	10
39	18	90
39	19	90
39	20	20
39	21	100
39	22	60
39	23	70
39	24	50
39	25	70
39	26	70
39	27	50
39	28	70
39	29	50
39	30	50
39	31	50
39	32	80
39	33	60
39	34	70
39	35	60
39	36	40
39	37	0
39	38	60
39	39	50
39	40	70
40	1	90
40	2	70
40	3	100
40	4	80
40	5	60
40	6	70
40	7	100
40	8	70
40	9	70
40	10	50
40	11	80
40	12	50
40	13	70
40	14	60
40	15	100
40	16	70
40	17	60
40	18	20
40	19	90
40	20	70
40	21	50
40	22	60
40	23	70
40	24	0
40	25	90
40	26	40
40	27	40
40	28	70
40	29	70
40	30	0
40	31	70
40	32	100
40	33	80
40	34	20
40	35	60
40	36	70
40	37	70
40	38	60
40	39	50
40	40	90
41	1	20
41	2	50
41	3	50
41	4	90
41	5	50
41	6	70
41	7	90
41	8	0
41	9	50
41	10	50
41	11	50
41	12	50
41	13	70
41	14	50
41	15	90
41	16	70
41	17	0
41	18	50
41	19	90
41	20	0
41	21	70
41	22	50
41	23	90
41	24	50
41	25	70
41	26	70
41	27	70
41	28	50
41	29	70
41	30	50
41	31	70
41	32	70
41	33	70
41	34	50
41	35	50
41	36	0
41	37	20
41	38	70
41	39	50
41	40	70
42	1	90
42	2	100
42	3	100
42	4	80
42	5	80
42	6	70
42	7	100
42	8	120
42	9	110
42	10	90
42	11	100
42	12	90
42	13	60
42	14	80
42	15	80
42	16	70
42	17	80
42	18	60
42	19	100
42	20	90
42	21	50
42	22	100
42	23	100
42	24	10
42	25	90
42	26	20
42	27	20
42	28	80
42	29	70
42	30	20
42	31	80
42	32	100
42	33	80
42	34	30
42	35	60
42	36	100
42	37	60
42	38	60
42	39	70
42	40	100
43	1	130
43	2	110
43	3	120
43	4	120
43	5	80
43	6	90
43	7	110
43	8	90
43	9	130
43	10	70
43	11	100
43	12	90
43	13	70
43	14	100
43	15	110
43	16	70
43	17	80
43	18	40
43	19	110
43	20	70
43	21	60
43	22	70
43	23	90
43	24	0
43	25	130
43	26	60
43	27	40
43	28	90
43	29	90
43	30	20
43	31	90
43	32	130
43	33	90
43	34	40
43	35	60
43	36	110
43	37	70
43	38	70
43	39	50
43	40	110
44	1	60
44	2	100
44	3	100
44	4	100
44	5	60
44	6	70
44	7	100
44	8	50
44	9	90
44	10	70
44	11	60
44	12	50
44	13	80
44	14	80
44	15	120
44	16	90
44	17	10
44	18	90
44	19	100
44	20	40
44	21	100
44	22	80
44	23	100
44	24	60
44	25	110
44	26	110
44	27	70
44	28	100
44	29	70
44	30	50
44	31	80
44	32	120
44	33	120
44	34	100
44	35	60
44	36	50
44	37	30
44	38	80
44	39	70
44	40	100
45	1	40
45	2	70
45	3	80
45	4	100
45	5	60
45	6	70
45	7	70
45	8	0
45	9	70
45	10	50
45	11	60
45	12	50
45	13	70
45	14	80
45	15	90
45	16	70
45	17	10
45	18	50
45	19	70
45	20	0
45	21	70
45	22	50
45	23	70
45	24	50
45	25	90
45	26	90
45	27	70
45	28	70
45	29	70
45	30	50
45	31	70
45	32	90
45	33	90
45	34	70
45	35	60
45	36	20
45	37	20
45	38	70
45	39	50
45	40	70
46	1	110
46	2	90
46	3	100
46	4	120
46	5	80
46	6	90
46	7	90
46	8	70
46	9	110
46	10	70
46	11	100
46	12	90
46	13	70
46	14	100
46	15	90
46	16	70
46	17	80
46	18	20
46	19	90
46	20	50
46	21	40
46	22	70
46	23	90
46	24	0
46	25	110
46	26	40
46	27	40
46	28	70
46	29	90
46	30	20
46	31	90
46	32	110
46	33	90
46	34	20
46	35	60
46	36	90
46	37	70
46	38	70
46	39	50
46	40	90
47	1	20
47	2	50
47	3	60
47	4	100
47	5	60
47	6	70
47	7	100
47	8	0
47	9	50
47	10	50
47	11	60
47	12	50
47	13	70
47	14	60
47	15	100
47	16	70
47	17	10
47	18	50
47	19	90
47	20	0
47	21	80
47	22	60
47	23	90
47	24	50
47	25	70
47	26	70
47	27	70
47	28	50
47	29	70
47	30	50
47	31	70
47	32	80
47	33	80
47	34	50
47	35	60
47	36	0
47	37	20
47	38	80
47	39	50
47	40	70
48	1	110
48	2	90
48	3	100
48	4	120
48	5	80
48	6	70
48	7	110
48	8	90
48	9	110
48	10	50
48	11	80
48	12	70
48	13	70
48	14	80
48	15	110
48	16	70
48	17	60
48	18	40
48	19	110
48	20	70
48	21	60
48	22	50
48	23	90
48	24	0
48	25	110
48	26	60
48	27	20
48	28	90
48	29	70
48	30	0
48	31	70
48	32	110
48	33	90
48	34	40
48	35	60
48	36	110
48	37	70
48	38	70
48	39	50
48	40	90
49	1	110
49	2	90
49	3	100
49	4	120
49	5	80
49	6	70
49	7	120
49	8	90
49	9	110
49	10	50
49	11	80
49	12	70
49	13	70
49	14	80
49	15	120
49	16	70
49	17	60
49	18	40
49	19	110
49	20	70
49	21	70
49	22	60
49	23	90
49	24	0
49	25	110
49	26	60
49	27	20
49	28	90
49	29	70
49	30	0
49	31	70
49	32	120
49	33	100
49	34	40
49	35	60
49	36	110
49	37	70
49	38	80
49	39	50
49	40	90
50	1	70
50	2	50
50	3	50
50	4	70
50	5	70
50	6	70
50	7	70
50	8	70
50	9	50
50	10	70
50	11	50
50	12	50
50	13	70
50	14	50
50	15	70
50	16	90
50	17	50
50	18	40
50	19	70
50	20	90
50	21	40
50	22	70
50	23	90
50	24	20
50	25	70
50	26	20
50	27	20
50	28	50
50	29	70
50	30	0
50	31	70
50	32	70
50	33	90
50	34	20
50	35	70
50	36	50
50	37	90
50	38	50
50	39	90
50	40	70
51	1	20
51	2	70
51	3	90
51	4	70
51	5	70
51	6	50
51	7	90
51	8	40
51	9	70
51	10	50
51	11	70
51	12	50
51	13	70
51	14	50
51	15	90
51	16	70
51	17	0
51	18	70
51	19	90
51	20	20
51	21	70
51	22	50
51	23	70
51	24	50
51	25	70
51	26	90
51	27	70
51	28	90
51	29	50
51	30	50
51	31	50
51	32	70
51	33	70
51	34	90
51	35	50
51	36	40
51	37	0
51	38	70
51	39	50
51	40	70
52	1	110
52	2	100
52	3	80
52	4	100
52	5	60
52	6	90
52	7	80
52	8	80
52	9	90
52	10	70
52	11	60
52	12	70
52	13	100
52	14	100
52	15	100
52	16	90
52	17	80
52	18	20
52	19	80
52	20	70
52	21	50
52	22	80
52	23	80
52	24	30
52	25	110
52	26	60
52	27	20
52	28	100
52	29	90
52	30	20
52	31	100
52	32	120
52	33	120
52	34	30
52	35	80
52	36	100
52	37	100
52	38	80
52	39	70
52	40	100
53	1	110
53	2	90
53	3	100
53	4	140
53	5	80
53	6	70
53	7	140
53	8	110
53	9	110
53	10	70
53	11	80
53	12	70
53	13	70
53	14	80
53	15	140
53	16	90
53	17	60
53	18	60
53	19	130
53	20	90
53	21	70
53	22	80
53	23	130
53	24	0
53	25	110
53	26	60
53	27	20
53	28	90
53	29	70
53	30	0
53	31	70
53	32	120
53	33	120
53	34	40
53	35	60
53	36	110
53	37	70
53	38	100
53	39	70
53	40	90
54	1	110
54	2	90
54	3	100
54	4	120
54	5	80
54	6	70
54	7	120
54	8	90
54	9	110
54	10	50
54	11	80
54	12	70
54	13	70
54	14	80
54	15	120
54	16	70
54	17	60
54	18	40
54	19	110
54	20	70
54	21	70
54	22	60
54	23	90
54	24	0
54	25	110
54	26	60
54	27	20
54	28	90
54	29	70
54	30	0
54	31	70
54	32	120
54	33	100
54	34	40
54	35	60
54	36	110
54	37	70
54	38	80
54	39	50
54	40	90
55	1	110
55	2	90
55	3	100
55	4	100
55	5	60
55	6	70
55	7	90
55	8	70
55	9	90
55	10	50
55	11	60
55	12	50
55	13	70
55	14	80
55	15	110
55	16	70
55	17	60
55	18	20
55	19	90
55	20	70
55	21	40
55	22	50
55	23	70
55	24	0
55	25	110
55	26	60
55	27	20
55	28	90
55	29	70
55	30	0
55	31	70
55	32	110
55	33	90
55	34	40
55	35	60
55	36	90
55	37	70
55	38	70
55	39	50
55	40	90
56	1	40
56	2	100
56	3	80
56	4	80
56	5	80
56	6	70
56	7	100
56	8	70
56	9	110
56	10	70
56	11	80
56	12	90
56	13	80
56	14	80
56	15	80
56	16	70
56	17	30
56	18	110
56	19	100
56	20	40
56	21	120
56	22	80
56	23	80
56	24	80
56	25	90
56	26	90
56	27	50
56	28	100
56	29	70
56	30	70
56	31	80
56	32	100
56	33	80
56	34	80
56	35	80
56	36	70
56	37	30
56	38	60
56	39	70
56	40	100
57	1	0
57	2	60
57	3	60
57	4	60
57	5	60
57	6	50
57	7	60
57	8	10
57	9	50
57	10	50
57	11	60
57	12	50
57	13	60
57	14	60
57	15	60
57	16	50
57	17	10
57	18	50
57	19	60
57	20	0
57	21	60
57	22	60
57	23	60
57	24	60
57	25	50
57	26	50
57	27	50
57	28	60
57	29	50
57	30	50
57	31	60
57	32	60
57	33	60
57	34	60
57	35	60
57	36	10
57	37	10
57	38	60
57	39	50
57	40	60
58	1	20
58	2	70
58	3	80
58	4	60
58	5	80
58	6	50
58	7	80
58	8	40
58	9	70
58	10	70
58	11	60
58	12	50
58	13	50
58	14	60
58	15	80
58	16	70
58	17	10
58	18	110
58	19	70
58	20	60
58	21	100
58	22	80
58	23	70
58	24	70
58	25	70
58	26	70
58	27	50
58	28	70
58	29	50
58	30	50
58	31	50
58	32	80
58	33	80
58	34	90
58	35	80
58	36	20
58	37	20
58	38	60
58	39	90
58	40	70
59	1	90
59	2	100
59	3	100
59	4	80
59	5	80
59	6	70
59	7	100
59	8	100
59	9	110
59	10	70
