p	ad_min	ad_max
247	10	10
248	25	25
249	1	1
250	25	25
251	27	27
252	16	26
253	21	25
254	12	25
255	15	15
256	17	23
257	17	18
258	8	8
259	15	15
260	15	20
261	0	13
262	17	20
263	25	25
264	19	19
265	9	13
266	12	26
267	21	23
268	15	18
269	7	7
270	6	26
271	6	6
272	23	23
273	13	16
274	17	18
275	4	4
276	24	25
277	17	17
278	11	11
279	21	23
280	13	19
281	12	12
282	26	26
283	1	13
284	12	12
285	22	22
286	23	23
287	16	16
288	15	15
289	7	7
290	22	22
291	4	4
292	3	16
293	6	6
294	20	20
295	12	14
296	23	23
297	9	9
298	4	4
299	5	5
300	18	24
301	14	24
302	17	23
303	25	25
304	23	23
305	6	6
306	23	24
307	23	23
308	2	7
309	13	13
310	23	23
311	20	20
312	2	17
313	1	20
314	17	17
315	13	13
316	25	25
317	26	26
318	6	6
319	0	0
320	17	22
321	0	1
322	25	27
323	21	23
324	18	21
325	6	18
326	17	17
327	15	15
328	26	26
329	10	14
330	3	3
331	23	23
332	6	6
333	16	17
334	20	20
335	23	25
336	26	26
337	4	18
338	10	11
339	19	19
340	25	25
341	5	5
342	21	25
343	13	13
344	18	21
345	12	16
346	3	16
347	23	23
348	11	11
349	5	5
350	9	12
351	9	10
352	6	14
353	10	15
354	20	20
355	21	21
356	16	23
357	20	20
358	23	23
359	0	0
360	8	8
361	18	18
362	18	19
363	5	5
364	24	24
365	10	10
366	26	26
367	13	16
368	1	10
369	19	19
370	16	21
371	26	26
372	16	16
373	26	26
374	12	21
375	27	27
376	5	5
377	8	8
378	26	26
379	5	5
380	15	15
381	3	3
382	14	21
383	21	21
384	10	10
385	9	16
386	20	20
387	21	26
388	19	19
389	10	10
390	14	16
391	22	22
392	11	11
393	25	25
394	23	25
395	24	24
396	19	20
397	6	9
398	20	20
399	25	25
400	15	15
401	16	24
402	7	7
403	0	0
404	24	24
405	20	20
406	0	5
407	27	27
408	16	16
409	4	10
410	0	0
411	10	10
412	13	18
413	27	27
414	21	21
415	20	20
416	10	16
417	16	16
418	18	18
419	22	22
420	17	19
421	23	23
422	2	2
423	1	3
424	16	16
425	24	24
426	16	16
427	19	22
428	27	27
429	12	12
430	12	19
431	2	2
432	7	7
433	23	24
434	1	1
435	25	25
436	5	17
437	22	22
438	6	6
439	19	19
440	4	23
441	6	16
442	13	20
443	13	13
444	21	21
445	10	25
446	26	26
447	22	22
448	23	23
449	7	10
450	21	22
451	26	26
452	9	9
453	11	11
454	15	15
455	12	12
456	16	25
457	10	10
458	0	20
459	22	22
460	25	25
461	8	8
462	10	18
463	6	21
464	21	21
465	18	20
466	15	15
467	1	13
468	4	9
469	5	14
470	25	26
471	22	24
472	11	20
473	25	25
474	15	25
475	27	27
476	3	22
477	17	17
478	24	27
479	8	13
480	10	13
481	14	14
482	19	22
483	0	18
484	20	20
485	9	9
486	27	27
487	12	12
488	23	23
489	24	24
490	26	26
491	20	23
492	20	26
493	25	25
494	6	6
495	9	9
496	27	27
497	23	23
498	27	27
499	22	24
500	15	21
