p	Fe	Ma
203	1	0
204	0	1
205	0	1
206	0	1
207	1	0
208	0	1
209	1	0
210	0	1
211	1	0
212	0	1
213	1	0
214	1	0
215	0	1
216	0	1
217	0	1
218	1	0
219	0	1
220	0	1
221	1	0
222	0	1
223	1	0
224	0	1
225	0	1
226	0	1
227	1	0
228	0	1
229	0	1
230	0	1
231	0	1
232	1	0
233	1	0
234	1	0
235	0	1
236	0	1
237	1	0
238	0	1
239	1	0
240	0	1
241	1	0
242	0	1
243	1	0
244	0	1
245	0	1
246	1	0
247	0	1
248	1	0
249	1	0
250	0	1
251	0	1
252	0	1
253	0	1
254	0	1
255	0	1
256	0	1
257	0	1
258	0	1
259	0	1
260	1	0
261	0	1
262	1	0
263	0	1
264	1	0
265	0	1
266	1	0
267	0	1
268	1	0
269	0	1
270	0	1
271	0	1
272	0	1
273	1	0
274	1	0
275	0	1
276	0	1
277	1	0
278	0	1
279	1	0
280	0	1
281	0	1
282	0	1
283	1	0
284	0	1
285	0	1
286	1	0
287	1	0
288	0	1
289	0	1
290	1	0
291	0	1
292	1	0
293	1	0
294	0	1
295	0	1
296	1	0
297	1	0
298	1	0
299	1	0
300	0	1
301	1	0
302	1	0
303	0	1
304	0	1
305	1	0
306	1	0
307	1	0
308	1	0
309	0	1
310	1	0
311	0	1
312	1	0
313	1	0
314	1	0
315	0	1
316	1	0
317	0	1
318	1	0
319	1	0
320	1	0
321	1	0
322	1	0
323	1	0
324	1	0
325	1	0
326	1	0
327	1	0
328	1	0
329	1	0
330	0	1
331	0	1
332	0	1
333	1	0
334	1	0
335	0	1
336	1	0
337	0	1
338	0	1
339	1	0
340	1	0
341	0	1
342	1	0
343	1	0
344	1	0
345	0	1
346	1	0
347	0	1
348	1	0
349	1	0
350	1	0
351	1	0
352	0	1
353	0	1
354	1	0
355	0	1
356	0	1
357	1	0
358	1	0
359	1	0
360	0	1
361	1	0
362	1	0
363	0	1
364	1	0
365	0	1
366	1	0
367	0	1
368	0	1
369	0	1
370	0	1
371	1	0
372	1	0
373	1	0
374	1	0
375	1	0
376	0	1
377	0	1
378	1	0
379	0	1
380	1	0
381	1	0
382	1	0
383	0	1
384	0	1
385	0	1
386	1	0
387	0	1
388	1	0
389	0	1
390	0	1
391	0	1
392	0	1
393	1	0
394	1	0
395	1	0
396	0	1
397	0	1
398	1	0
399	1	0
400	1	0
401	0	1
402	1	0
403	0	1
404	0	1
405	1	0
406	0	1
407	0	1
408	1	0
409	0	1
410	0	1
411	1	0
412	0	1
413	0	1
414	1	0
415	0	1
416	0	1
417	1	0
418	0	1
419	1	0
420	1	0
421	1	0
422	0	1
423	1	0
424	0	1
425	0	1
426	1	0
427	1	0
428	1	0
429	1	0
430	0	1
431	0	1
432	1	0
433	1	0
434	0	1
435	1	0
436	1	0
437	0	1
438	0	1
439	1	0
440	1	0
441	1	0
442	1	0
443	0	1
444	1	0
445	1	0
446	1	0
447	1	0
448	1	0
449	0	1
450	1	0
451	0	1
452	1	0
453	0	1
454	0	1
455	1	0
456	1	0
457	1	0
458	1	0
459	1	0
460	0	1
461	0	1
462	0	1
463	1	0
464	0	1
465	1	0
466	0	1
467	0	1
468	1	0
469	0	1
470	1	0
471	1	0
472	1	0
473	1	0
474	0	1
475	0	1
476	0	1
477	1	0
478	1	0
479	0	1
480	1	0
481	1	0
482	0	1
483	1	0
484	1	0
485	0	1
486	1	0
487	0	1
488	0	1
489	1	0
490	0	1
491	0	1
492	1	0
493	0	1
494	1	0
495	1	0
496	1	0
497	1	0
498	1	0
499	0	1
500	1	0
501	1	0
502	1	0
503	1	0
504	1	0
505	0	1
506	1	0
507	1	0
508	1	0
509	0	1
510	0	1
511	1	0
512	1	0
513	1	0
514	0	1
515	0	1
516	1	0
517	1	0
518	0	1
519	1	0
520	0	1
521	1	0
522	1	0
523	0	1
524	0	1
525	0	1
526	0	1
527	1	0
528	1	0
529	1	0
530	1	0
531	0	1
532	0	1
533	1	0
534	0	1
535	0	1
536	1	0
537	1	0
538	0	1
539	1	0
540	0	1
541	0	1
542	0	1
543	0	1
544	0	1
545	0	1
546	1	0
547	1	0
548	1	0
549	1	0
550	1	0
551	1	0
552	1	0
553	1	0
554	0	1
555	0	1
556	1	0
557	1	0
558	0	1
559	1	0
560	1	0
561	0	1
562	0	1
563	1	0
564	0	1
565	1	0
566	0	1
567	1	0
568	0	1
569	1	0
570	0	1
571	1	0
572	0	1
573	1	0
574	1	0
575	0	1
576	1	0
577	1	0
578	0	1
579	0	1
580	0	1
581	0	1
582	0	1
583	0	1
584	1	0
585	0	1
586	1	0
587	0	1
588	1	0
589	1	0
590	1	0
591	1	0
592	1	0
593	0	1
594	0	1
595	1	0
596	0	1
597	0	1
598	0	1
599	1	0
600	1	0
601	1	0
602	1	0
603	1	0
604	0	1
605	0	1
606	0	1
607	0	1
608	0	1
609	0	1
610	0	1
611	0	1
612	0	1
613	1	0
614	1	0
615	0	1
616	1	0
617	0	1
618	1	0
619	0	1
620	1	0
621	1	0
622	1	0
623	1	0
624	0	1
625	0	1
626	0	1
627	1	0
628	0	1
629	0	1
630	0	1
631	0	1
632	0	1
633	1	0
634	0	1
635	0	1
636	1	0
637	0	1
638	1	0
639	0	1
640	1	0
641	1	0
642	1	0
643	0	1
644	0	1
645	1	0
646	1	0
647	0	1
648	1	0
649	1	0
650	0	1
651	1	0
652	0	1
653	1	0
654	0	1
655	0	1
656	0	1
657	1	0
658	1	0
659	1	0
660	1	0
661	0	1
662	1	0
663	1	0
664	0	1
665	0	1
666	0	1
667	1	0
668	1	0
669	0	1
670	1	0
671	1	0
672	1	0
673	0	1
674	0	1
675	1	0
676	1	0
677	1	0
678	0	1
679	0	1
680	1	0
681	1	0
682	1	0
683	0	1
684	0	1
685	1	0
686	1	0
687	0	1
688	0	1
689	0	1
690	1	0
691	1	0
692	1	0
693	1	0
694	0	1
695	0	1
696	1	0
697	1	0
698	0	1
699	0	1
700	1	0
701	0	1
702	1	0
703	0	1
704	0	1
705	1	0
706	0	1
707	0	1
708	0	1
709	1	0
710	0	1
711	0	1
712	1	0
713	0	1
714	0	1
715	0	1
716	1	0
717	0	1
718	0	1
719	0	1
720	0	1
721	1	0
722	0	1
723	0	1
724	1	0
725	0	1
726	1	0
727	0	1
728	1	0
729	0	1
730	0	1
731	1	0
732	0	1
733	0	1
734	1	0
735	0	1
736	1	0
737	1	0
738	0	1
739	1	0
740	0	1
741	1	0
742	1	0
743	0	1
744	0	1
745	0	1
746	0	1
747	1	0
748	0	1
749	0	1
750	1	0
751	0	1
752	0	1
753	0	1
754	1	0
755	1	0
756	1	0
757	1	0
758	0	1
759	0	1
760	0	1
761	0	1
762	1	0
763	0	1
764	0	1
765	0	1
766	0	1
767	0	1
768	1	0
769	1	0
770	1	0
771	1	0
772	0	1
773	1	0
774	0	1
775	1	0
776	0	1
777	0	1
778	0	1
779	1	0
780	1	0
781	1	0
782	0	1
783	1	0
784	0	1
785	0	1
786	0	1
787	0	1
788	0	1
789	0	1
790	1	0
791	0	1
792	1	0
793	1	0
794	1	0
795	0	1
796	0	1
797	1	0
798	1	0
799	0	1
800	0	1
801	0	1
802	1	0
803	1	0
804	1	0
805	1	0
806	1	0
807	1	0
808	1	0
809	0	1
810	1	0
811	0	1
812	1	0
813	0	1
814	1	0
815	1	0
816	0	1
817	1	0
818	1	0
819	1	0
820	1	0
821	0	1
822	1	0
823	0	1
824	0	1
825	1	0
826	0	1
827	0	1
828	0	1
829	1	0
830	0	1
831	1	0
832	0	1
833	1	0
834	1	0
835	0	1
836	0	1
837	0	1
838	0	1
839	0	1
840	1	0
841	0	1
842	0	1
843	1	0
844	1	0
845	0	1
846	1	0
847	0	1
848	0	1
849	0	1
850	1	0
851	1	0
852	0	1
853	1	0
854	0	1
855	1	0
856	0	1
857	1	0
858	0	1
859	1	0
860	0	1
861	0	1
862	0	1
863	0	1
864	1	0
865	0	1
866	0	1
867	1	0
868	0	1
869	1	0
870	1	0
871	0	1
872	0	1
873	0	1
874	0	1
875	1	0
876	0	1
877	0	1
878	1	0
879	1	0
880	0	1
881	1	0
882	1	0
883	1	0
884	0	1
885	0	1
886	0	1
887	1	0
888	1	0
889	0	1
890	1	0
891	1	0
892	1	0
893	0	1
894	1	0
895	0	1
896	0	1
897	1	0
898	0	1
899	1	0
900	1	0
901	0	1
902	1	0
903	1	0
904	1	0
905	0	1
906	0	1
907	0	1
908	0	1
909	1	0
910	1	0
911	1	0
912	1	0
913	1	0
914	0	1
915	1	0
916	0	1
917	0	1
918	1	0
919	1	0
920	1	0
921	0	1
922	1	0
923	1	0
924	0	1
925	0	1
926	0	1
927	0	1
928	0	1
929	1	0
930	0	1
931	0	1
932	1	0
933	1	0
934	1	0
935	1	0
936	0	1
937	0	1
938	1	0
939	1	0
940	1	0
941	0	1
942	0	1
943	0	1
944	0	1
945	1	0
946	1	0
947	1	0
948	1	0
949	0	1
950	1	0
951	1	0
952	1	0
953	0	1
954	1	0
955	0	1
956	0	1
957	0	1
958	1	0
959	0	1
960	0	1
961	0	1
962	1	0
963	0	1
964	0	1
965	0	1
966	0	1
967	0	1
968	1	0
969	1	0
970	0	1
971	0	1
972	1	0
973	1	0
974	0	1
975	0	1
976	1	0
977	0	1
978	0	1
979	1	0
980	0	1
981	1	0
982	0	1
983	1	0
984	1	0
985	1	0
986	1	0
987	1	0
988	0	1
989	0	1
990	1	0
991	1	0
992	0	1
993	0	1
994	1	0
995	0	1
996	1	0
997	0	1
998	1	0
999	0	1
1000	0	1
