p	r	R_p
6	31	1
6	32	0
6	33	0
6	34	1
6	35	0
6	36	0
6	37	0
6	38	0
6	39	0
6	40	0
7	1	1
7	2	0
7	3	0
7	4	0
7	5	0
7	6	1
7	7	1
7	8	0
7	9	0
7	10	0
7	11	1
7	12	0
7	13	1
7	14	0
7	15	1
7	16	0
7	17	0
7	18	1
7	19	1
7	20	1
7	21	1
7	22	0
7	23	1
7	24	0
7	25	1
7	26	1
7	27	1
7	28	0
7	29	1
7	30	1
7	31	1
7	32	0
7	33	0
7	34	1
7	35	0
7	36	0
7	37	0
7	38	1
7	39	1
7	40	0
8	1	1
8	2	1
8	3	0
8	4	1
8	5	0
8	6	0
8	7	1
8	8	0
8	9	0
8	10	1
8	11	1
8	12	0
8	13	1
8	14	1
8	15	1
8	16	0
8	17	0
8	18	0
8	19	1
8	20	0
8	21	0
8	22	0
8	23	1
8	24	1
8	25	0
8	26	1
8	27	1
8	28	1
8	29	1
8	30	1
8	31	1
8	32	0
8	33	0
8	34	0
8	35	0
8	36	1
8	37	0
8	38	1
8	39	1
8	40	1
9	1	1
9	2	0
9	3	1
9	4	0
9	5	1
9	6	0
9	7	1
9	8	1
9	9	1
9	10	0
9	11	1
9	12	1
9	13	1
9	14	0
9	15	1
9	16	1
9	17	1
9	18	0
9	19	1
9	20	0
9	21	0
9	22	1
9	23	1
9	24	0
9	25	0
9	26	1
9	27	1
9	28	0
9	29	1
9	30	1
9	31	1
9	32	1
9	33	1
9	34	0
9	35	1
9	36	0
9	37	1
9	38	1
9	39	1
9	40	0
10	1	1
10	2	0
10	3	1
10	4	0
10	5	1
10	6	0
10	7	1
10	8	1
10	9	1
10	10	0
10	11	1
10	12	1
10	13	1
10	14	0
10	15	1
10	16	1
10	17	1
10	18	0
10	19	1
10	20	0
10	21	0
10	22	1
10	23	1
10	24	0
10	25	0
10	26	1
10	27	1
10	28	0
10	29	1
10	30	1
10	31	1
10	32	1
10	33	1
10	34	0
10	35	1
10	36	0
10	37	1
10	38	1
10	39	1
10	40	0
11	1	1
11	2	0
11	3	1
11	4	0
11	5	1
11	6	1
11	7	1
11	8	1
11	9	1
11	10	0
11	11	1
11	12	1
11	13	1
11	14	0
11	15	1
11	16	1
11	17	1
11	18	1
11	19	1
11	20	1
11	21	1
11	22	1
11	23	1
11	24	0
11	25	1
11	26	1
11	27	1
11	28	0
11	29	1
11	30	1
11	31	1
11	32	1
11	33	1
11	34	1
11	35	1
11	36	0
11	37	1
11	38	1
11	39	1
11	40	0
12	1	1
12	2	0
12	3	0
12	4	0
12	5	0
12	6	0
12	7	1
12	8	0
12	9	0
12	10	0
12	11	1
12	12	0
12	13	1
12	14	0
12	15	1
12	16	0
12	17	0
12	18	0
12	19	1
12	20	0
12	21	0
12	22	0
12	23	1
12	24	0
12	25	0
12	26	1
12	27	1
12	28	0
12	29	1
12	30	1
12	31	1
12	32	0
12	33	0
12	34	0
12	35	0
12	36	0
12	37	0
12	38	1
12	39	1
12	40	0
13	1	1
13	2	0
13	3	1
13	4	0
13	5	1
13	6	1
13	7	1
13	8	1
13	9	1
13	10	0
13	11	1
13	12	1
13	13	1
13	14	0
13	15	1
13	16	1
13	17	1
13	18	1
13	19	1
13	20	1
13	21	1
13	22	1
13	23	1
13	24	0
13	25	1
13	26	1
13	27	1
13	28	0
13	29	1
13	30	1
13	31	1
13	32	1
13	33	1
13	34	1
13	35	1
13	36	0
13	37	1
13	38	1
13	39	1
13	40	0
14	1	1
14	2	1
14	3	1
14	4	1
14	5	1
14	6	1
14	7	1
14	8	1
14	9	1
14	10	1
14	11	0
14	12	1
14	13	0
14	14	1
14	15	1
14	16	1
14	17	1
14	18	1
14	19	0
14	20	1
14	21	1
14	22	1
14	23	1
14	24	1
14	25	1
14	26	1
14	27	1
14	28	1
14	29	0
14	30	1
14	31	0
14	32	1
14	33	1
14	34	1
14	35	1
14	36	1
14	37	1
14	38	1
14	39	0
14	40	1
15	1	0
15	2	0
15	3	1
15	4	0
15	5	0
15	6	1
15	7	0
15	8	1
15	9	1
15	10	0
15	11	1
15	12	0
15	13	1
15	14	0
15	15	1
15	16	0
15	17	1
15	18	1
15	19	1
15	20	1
15	21	1
15	22	0
15	23	1
15	24	0
15	25	1
15	26	1
15	27	1
15	28	0
15	29	1
15	30	0
15	31	1
15	32	0
15	33	0
15	34	1
15	35	0
15	36	0
15	37	0
15	38	0
15	39	0
15	40	0
16	1	1
16	2	0
16	3	0
16	4	0
16	5	0
16	6	0
16	7	1
16	8	0
16	9	0
16	10	0
16	11	1
16	12	0
16	13	1
16	14	0
16	15	1
16	16	0
16	17	0
16	18	0
16	19	1
16	20	0
16	21	0
16	22	0
16	23	1
16	24	0
16	25	0
16	26	1
16	27	1
16	28	0
16	29	1
16	30	1
16	31	1
16	32	0
16	33	0
16	34	0
16	35	0
16	36	0
16	37	0
16	38	1
16	39	1
16	40	0
17	1	1
17	2	0
17	3	1
17	4	0
17	5	1
17	6	1
17	7	1
17	8	1
17	9	1
17	10	0
17	11	1
17	12	1
17	13	1
17	14	0
17	15	1
17	16	1
17	17	1
17	18	1
17	19	1
17	20	1
17	21	1
17	22	1
17	23	1
17	24	0
17	25	1
17	26	1
17	27	1
17	28	0
17	29	1
17	30	1
17	31	1
17	32	1
17	33	1
17	34	1
17	35	1
17	36	0
17	37	1
17	38	1
17	39	1
17	40	0
18	1	0
18	2	0
18	3	1
18	4	0
18	5	0
18	6	1
18	7	0
18	8	1
18	9	1
18	10	0
18	11	1
18	12	1
18	13	1
18	14	0
18	15	1
18	16	0
18	17	1
18	18	1
18	19	1
18	20	1
18	21	1
18	22	0
18	23	1
18	24	0
18	25	1
18	26	1
18	27	1
18	28	0
18	29	1
18	30	0
18	31	1
18	32	1
18	33	1
18	34	1
18	35	0
18	36	0
18	37	1
18	38	0
18	39	0
18	40	0
19	1	1
19	2	0
19	3	1
19	4	0
19	5	1
19	6	1
19	7	1
19	8	1
19	9	1
19	10	0
19	11	0
19	12	1
19	13	0
19	14	0
19	15	1
19	16	1
19	17	1
19	18	1
19	19	0
19	20	1
19	21	1
19	22	1
19	23	1
19	24	0
19	25	1
19	26	1
19	27	1
19	28	0
19	29	0
19	30	1
19	31	0
19	32	1
19	33	1
19	34	1
19	35	1
19	36	0
19	37	1
19	38	1
19	39	0
19	40	0
20	1	1
20	2	0
20	3	0
20	4	0
20	5	0
20	6	0
20	7	1
20	8	0
20	9	0
20	10	0
20	11	1
20	12	0
20	13	1
20	14	0
20	15	1
20	16	0
20	17	0
20	18	0
20	19	1
20	20	0
20	21	0
20	22	0
20	23	1
20	24	0
20	25	0
20	26	1
20	27	1
20	28	0
20	29	1
20	30	1
20	31	1
20	32	0
20	33	0
20	34	0
20	35	0
20	36	0
20	37	0
20	38	1
20	39	1
20	40	0
21	1	0
21	2	0
21	3	1
21	4	0
21	5	1
21	6	1
21	7	0
21	8	1
21	9	1
21	10	0
21	11	1
21	12	1
21	13	1
21	14	0
21	15	0
21	16	1
21	17	1
21	18	1
21	19	1
21	20	1
21	21	1
21	22	1
21	23	0
21	24	0
21	25	1
21	26	0
21	27	0
21	28	0
21	29	1
21	30	0
21	31	1
21	32	1
21	33	1
21	34	1
21	35	1
21	36	0
21	37	1
21	38	0
21	39	1
21	40	0
22	1	1
22	2	0
22	3	0
22	4	0
22	5	0
22	6	1
22	7	1
22	8	1
22	9	0
22	10	0
22	11	0
22	12	0
22	13	0
22	14	0
22	15	1
22	16	1
22	17	0
22	18	1
22	19	0
22	20	1
22	21	1
22	22	0
22	23	0
22	24	0
22	25	1
22	26	1
22	27	1
22	28	0
22	29	0
22	30	1
22	31	0
22	32	1
22	33	1
22	34	1
22	35	1
22	36	0
22	37	0
22	38	0
22	39	0
22	40	0
23	1	1
23	2	0
23	3	1
23	4	0
23	5	1
23	6	0
23	7	1
23	8	1
23	9	1
23	10	0
23	11	1
23	12	1
23	13	1
23	14	0
23	15	1
23	16	1
23	17	1
23	18	0
23	19	1
23	20	0
23	21	0
23	22	1
23	23	1
23	24	0
23	25	0
23	26	1
23	27	1
23	28	0
23	29	1
23	30	1
23	31	1
23	32	1
23	33	1
23	34	0
23	35	1
23	36	0
23	37	1
23	38	1
23	39	1
23	40	0
24	1	0
24	2	0
24	3	1
24	4	0
24	5	1
24	6	1
24	7	0
24	8	1
24	9	1
24	10	0
24	11	1
24	12	1
24	13	1
24	14	0
24	15	0
24	16	1
24	17	1
24	18	1
24	19	1
24	20	1
24	21	1
24	22	1
24	23	0
24	24	0
24	25	1
24	26	0
24	27	0
24	28	0
24	29	1
24	30	0
24	31	1
24	32	1
24	33	1
24	34	1
24	35	1
24	36	0
24	37	1
24	38	0
24	39	1
24	40	0
25	1	1
25	2	0
25	3	1
25	4	0
25	5	1
25	6	0
25	7	1
25	8	1
25	9	1
25	10	0
25	11	1
25	12	1
25	13	1
25	14	0
25	15	1
25	16	1
25	17	1
25	18	0
25	19	1
25	20	0
25	21	0
25	22	1
25	23	1
25	24	0
25	25	0
25	26	1
25	27	1
25	28	0
25	29	1
25	30	1
25	31	1
25	32	1
25	33	1
25	34	0
25	35	1
25	36	0
25	37	1
25	38	1
25	39	1
25	40	0
26	1	0
26	2	0
26	3	0
26	4	0
26	5	1
26	6	1
26	7	0
26	8	0
26	9	0
26	10	0
26	11	1
26	12	1
26	13	1
26	14	0
26	15	0
26	16	0
26	17	0
26	18	1
26	19	1
26	20	1
26	21	1
26	22	0
26	23	0
26	24	0
26	25	1
26	26	0
26	27	0
26	28	0
26	29	1
26	30	0
26	31	1
26	32	1
26	33	1
26	34	1
26	35	0
26	36	0
26	37	1
26	38	0
26	39	1
26	40	0
27	1	1
27	2	0
27	3	1
27	4	0
27	5	0
27	6	1
27	7	1
27	8	1
27	9	1
27	10	0
27	11	1
27	12	0
27	13	1
27	14	0
27	15	1
27	16	1
27	17	1
27	18	1
27	19	1
27	20	1
27	21	1
27	22	1
27	23	1
27	24	0
27	25	1
27	26	1
27	27	1
27	28	0
27	29	1
27	30	1
27	31	1
27	32	0
27	33	0
27	34	1
27	35	1
27	36	0
27	37	0
27	38	1
27	39	1
27	40	0
28	1	1
28	2	0
28	3	1
28	4	0
28	5	1
28	6	0
28	7	0
28	8	1
28	9	1
28	10	0
28	11	1
28	12	1
28	13	1
28	14	0
28	15	1
28	16	1
28	17	0
28	18	0
28	19	1
28	20	0
28	21	0
28	22	1
28	23	0
28	24	0
28	25	0
28	26	1
28	27	1
28	28	0
28	29	0
28	30	1
28	31	1
28	32	1
28	33	1
28	34	0
28	35	1
28	36	0
28	37	0
28	38	0
28	39	1
28	40	0
29	1	1
29	2	0
29	3	1
29	4	0
29	5	1
29	6	1
29	7	1
29	8	1
29	9	1
29	10	0
29	11	1
29	12	1
29	13	1
29	14	0
29	15	1
29	16	1
29	17	1
29	18	1
29	19	1
29	20	1
29	21	1
29	22	1
29	23	1
29	24	0
29	25	1
29	26	1
29	27	1
29	28	0
29	29	1
29	30	1
29	31	1
29	32	1
29	33	1
29	34	1
29	35	1
29	36	0
29	37	1
29	38	1
29	39	1
29	40	0
30	1	0
30	2	1
30	3	0
30	4	0
30	5	1
30	6	1
30	7	0
30	8	0
30	9	0
30	10	0
30	11	1
30	12	1
30	13	1
30	14	1
30	15	0
30	16	0
30	17	0
30	18	1
30	19	0
30	20	1
30	21	1
30	22	0
30	23	0
30	24	1
30	25	1
30	26	0
30	27	0
30	28	1
30	29	1
30	30	0
30	31	1
30	32	1
30	33	1
30	34	1
30	35	0
30	36	0
30	37	1
30	38	0
30	39	0
30	40	0
31	1	1
31	2	0
31	3	0
31	4	0
31	5	0
31	6	1
31	7	1
31	8	1
31	9	0
31	10	0
31	11	1
31	12	0
31	13	1
31	14	0
31	15	1
31	16	1
31	17	0
31	18	1
31	19	0
31	20	1
31	21	1
31	22	0
31	23	0
31	24	0
31	25	1
31	26	1
31	27	1
31	28	0
31	29	1
31	30	1
31	31	1
31	32	1
31	33	1
31	34	1
31	35	1
31	36	0
31	37	0
31	38	0
31	39	0
31	40	0
32	1	1
32	2	1
32	3	1
32	4	1
32	5	1
32	6	1
32	7	1
32	8	1
32	9	1
32	10	1
32	11	1
32	12	1
32	13	1
32	14	1
32	15	1
32	16	1
32	17	1
32	18	1
32	19	1
32	20	1
32	21	1
32	22	1
32	23	1
32	24	1
32	25	1
32	26	1
32	27	1
32	28	1
32	29	1
32	30	1
32	31	1
32	32	1
32	33	1
32	34	1
32	35	1
32	36	1
32	37	1
32	38	1
32	39	1
32	40	1
33	1	1
33	2	0
33	3	1
33	4	0
33	5	0
33	6	0
33	7	1
33	8	1
33	9	0
33	10	0
33	11	1
33	12	0
33	13	1
33	14	0
33	15	1
33	16	0
33	17	1
33	18	0
33	19	0
33	20	0
33	21	0
33	22	1
33	23	1
33	24	0
33	25	0
33	26	1
33	27	1
33	28	0
33	29	0
33	30	1
33	31	0
33	32	1
33	33	1
33	34	0
33	35	1
33	36	0
33	37	0
33	38	1
33	39	1
33	40	0
34	1	1
34	2	0
34	3	1
34	4	0
34	5	1
34	6	1
34	7	1
34	8	1
34	9	1
34	10	0
34	11	1
34	12	1
34	13	1
34	14	0
34	15	1
34	16	1
34	17	1
34	18	1
34	19	1
34	20	1
34	21	1
34	22	1
34	23	1
34	24	0
34	25	1
34	26	1
34	27	1
34	28	0
34	29	1
34	30	1
34	31	1
34	32	1
34	33	1
34	34	1
34	35	1
34	36	0
34	37	1
34	38	1
34	39	1
34	40	0
35	1	1
35	2	0
35	3	1
35	4	0
35	5	1
35	6	1
35	7	1
35	8	1
35	9	1
35	10	0
35	11	1
35	12	1
35	13	1
35	14	0
35	15	1
35	16	1
35	17	1
35	18	1
35	19	1
35	20	1
35	21	1
35	22	1
35	23	1
35	24	0
35	25	1
35	26	1
35	27	1
35	28	0
35	29	1
35	30	1
35	31	1
35	32	1
35	33	1
35	34	1
35	35	1
35	36	0
35	37	1
35	38	1
35	39	1
35	40	0
36	1	0
36	2	0
36	3	1
36	4	0
36	5	1
36	6	1
36	7	0
36	8	1
36	9	1
36	10	0
36	11	1
36	12	1
36	13	1
36	14	0
36	15	0
36	16	1
36	17	1
36	18	1
36	19	1
36	20	1
36	21	1
36	22	1
36	23	0
36	24	0
36	25	1
36	26	0
36	27	0
36	28	0
36	29	1
36	30	0
36	31	1
36	32	1
36	33	1
36	34	1
36	35	1
36	36	0
36	37	1
36	38	0
36	39	1
36	40	0
37	1	1
37	2	0
37	3	0
37	4	0
37	5	0
37	6	1
37	7	1
37	8	0
37	9	0
37	10	0
37	11	1
37	12	0
37	13	1
37	14	0
37	15	1
37	16	0
37	17	0
37	18	1
37	19	1
37	20	1
37	21	1
37	22	0
37	23	1
37	24	0
37	25	1
37	26	1
37	27	1
37	28	0
37	29	1
37	30	1
37	31	1
37	32	0
37	33	0
37	34	1
37	35	0
37	36	0
37	37	0
37	38	1
37	39	1
37	40	0
38	1	1
38	2	0
38	3	1
38	4	0
38	5	1
38	6	1
38	7	1
38	8	1
38	9	1
38	10	0
38	11	1
38	12	1
38	13	1
38	14	0
38	15	1
38	16	1
38	17	1
38	18	1
38	19	1
38	20	1
38	21	1
38	22	1
38	23	1
38	24	0
38	25	1
38	26	1
38	27	1
38	28	0
38	29	1
38	30	1
38	31	1
38	32	1
38	33	1
38	34	1
38	35	1
38	36	0
38	37	1
38	38	1
38	39	1
38	40	0
39	1	1
39	2	0
39	3	1
39	4	0
39	5	0
39	6	1
39	7	1
39	8	1
39	9	1
39	10	0
39	11	1
39	12	0
39	13	1
39	14	0
39	15	1
39	16	1
39	17	1
39	18	1
39	19	1
39	20	1
39	21	1
39	22	1
39	23	1
39	24	0
39	25	1
39	26	1
39	27	1
39	28	0
39	29	1
39	30	1
39	31	1
39	32	0
39	33	0
39	34	1
39	35	1
39	36	0
39	37	0
39	38	1
39	39	1
39	40	0
40	1	0
40	2	1
40	3	0
40	4	1
40	5	1
40	6	1
40	7	0
40	8	0
40	9	0
40	10	1
40	11	1
40	12	1
40	13	1
40	14	1
40	15	0
40	16	0
40	17	0
40	18	1
40	19	1
40	20	1
40	21	1
40	22	0
40	23	0
40	24	1
40	25	1
40	26	0
40	27	0
40	28	1
40	29	1
40	30	0
40	31	1
40	32	1
40	33	1
40	34	1
40	35	0
40	36	1
40	37	1
40	38	0
40	39	1
40	40	1
41	1	1
41	2	1
41	3	1
41	4	1
41	5	0
41	6	0
41	7	1
41	8	1
41	9	1
41	10	1
41	11	1
41	12	0
41	13	1
41	14	1
41	15	1
41	16	1
41	17	1
41	18	0
41	19	1
41	20	0
41	21	0
41	22	1
41	23	1
41	24	1
41	25	0
41	26	1
41	27	1
41	28	1
41	29	1
41	30	1
41	31	1
41	32	0
41	33	0
41	34	0
41	35	1
41	36	1
41	37	0
41	38	1
41	39	1
41	40	1
42	1	1
42	2	0
42	3	1
42	4	0
42	5	0
42	6	0
42	7	1
42	8	1
42	9	1
42	10	0
42	11	1
42	12	0
42	13	1
42	14	0
42	15	1
42	16	1
42	17	1
42	18	0
42	19	1
42	20	0
42	21	0
42	22	1
42	23	1
42	24	0
42	25	0
42	26	1
42	27	1
42	28	0
42	29	1
42	30	1
42	31	1
42	32	0
42	33	0
42	34	0
42	35	1
42	36	0
42	37	0
42	38	1
42	39	1
42	40	0
43	1	1
43	2	0
43	3	0
43	4	0
43	5	0
43	6	1
43	7	1
43	8	1
43	9	0
43	10	1
43	11	1
43	12	0
43	13	1
43	14	1
43	15	1
43	16	1
43	17	0
43	18	1
43	19	0
43	20	1
43	21	1
43	22	0
43	23	0
43	24	1
43	25	1
43	26	1
43	27	1
43	28	1
43	29	1
43	30	1
43	31	1
43	32	1
43	33	1
43	34	1
43	35	1
43	36	0
43	37	0
43	38	0
43	39	0
43	40	1
44	1	1
44	2	0
44	3	1
44	4	0
44	5	0
44	6	1
44	7	1
44	8	1
44	9	1
44	10	0
44	11	1
44	12	0
44	13	1
44	14	0
44	15	1
44	16	1
44	17	1
44	18	1
44	19	1
44	20	1
44	21	1
44	22	1
44	23	1
44	24	0
44	25	1
44	26	1
44	27	1
44	28	0
44	29	1
44	30	1
44	31	1
44	32	0
44	33	0
44	34	1
44	35	1
44	36	0
44	37	0
44	38	1
44	39	1
44	40	0
45	1	0
45	2	0
45	3	1
45	4	0
45	5	1
45	6	1
45	7	0
45	8	1
45	9	1
45	10	0
45	11	1
45	12	1
45	13	1
45	14	0
45	15	0
45	16	1
45	17	0
45	18	1
45	19	1
45	20	1
45	21	0
45	22	1
45	23	0
45	24	0
45	25	1
45	26	0
45	27	0
45	28	0
45	29	0
45	30	0
45	31	1
45	32	1
45	33	1
45	34	1
45	35	1
45	36	0
45	37	0
45	38	0
45	39	1
45	40	0
46	1	1
46	2	0
46	3	0
46	4	0
46	5	0
46	6	1
46	7	1
46	8	1
46	9	0
46	10	1
46	11	1
46	12	0
46	13	1
46	14	1
46	15	1
46	16	1
46	17	0
46	18	1
46	19	0
46	20	1
46	21	1
46	22	0
46	23	0
46	24	1
46	25	1
46	26	1
46	27	1
46	28	1
46	29	1
46	30	1
46	31	1
46	32	1
46	33	1
46	34	1
46	35	1
46	36	0
46	37	0
46	38	0
46	39	0
46	40	1
47	1	0
47	2	0
47	3	0
47	4	0
47	5	1
47	6	1
47	7	0
47	8	0
47	9	0
47	10	0
47	11	1
47	12	1
47	13	1
47	14	0
47	15	0
47	16	0
47	17	0
47	18	1
47	19	1
47	20	1
47	21	1
47	22	0
47	23	0
47	24	0
47	25	1
47	26	0
47	27	0
47	28	0
47	29	1
47	30	0
47	31	1
47	32	1
47	33	1
47	34	1
47	35	0
47	36	0
47	37	1
47	38	0
47	39	1
47	40	0
48	1	1
48	2	1
48	3	1
48	4	1
48	5	0
48	6	0
48	7	1
48	8	1
48	9	1
48	10	1
48	11	1
48	12	0
48	13	1
48	14	1
48	15	1
48	16	1
48	17	1
48	18	0
48	19	1
48	20	0
48	21	0
48	22	1
48	23	1
48	24	1
48	25	0
48	26	1
48	27	1
48	28	1
48	29	1
48	30	1
48	31	1
48	32	0
48	33	0
48	34	0
48	35	1
48	36	1
48	37	0
48	38	1
48	39	1
48	40	1
49	1	0
49	2	0
49	3	1
49	4	0
49	5	1
49	6	1
49	7	0
49	8	1
49	9	1
49	10	0
49	11	1
49	12	1
49	13	1
49	14	0
49	15	0
49	16	1
49	17	1
49	18	1
49	19	1
49	20	1
49	21	1
49	22	1
49	23	0
49	24	0
49	25	1
49	26	0
49	27	0
49	28	0
49	29	1
49	30	0
49	31	1
49	32	1
49	33	1
49	34	1
49	35	1
49	36	0
49	37	1
49	38	0
49	39	1
49	40	0
50	1	1
50	2	0
50	3	1
50	4	0
50	5	1
50	6	1
50	7	1
50	8	1
50	9	1
50	10	0
50	11	1
50	12	1
50	13	1
50	14	0
50	15	1
50	16	1
50	17	1
50	18	1
50	19	1
50	20	1
50	21	1
50	22	1
50	23	1
50	24	0
50	25	1
50	26	1
50	27	1
50	28	0
50	29	1
50	30	1
50	31	1
50	32	1
50	33	1
50	34	1
50	35	1
50	36	0
50	37	1
50	38	1
50	39	1
50	40	0
51	1	1
51	2	0
51	3	1
51	4	0
51	5	0
51	6	0
51	7	1
51	8	1
51	9	1
51	10	0
51	11	1
51	12	0
51	13	1
51	14	0
51	15	1
51	16	1
51	17	1
51	18	0
51	19	1
51	20	0
51	21	0
51	22	1
51	23	1
51	24	0
51	25	0
51	26	1
51	27	1
51	28	0
51	29	1
51	30	1
51	31	1
51	32	0
51	33	0
51	34	0
51	35	1
51	36	0
51	37	0
51	38	1
51	39	1
51	40	0
52	1	1
52	2	0
52	3	1
52	4	0
52	5	0
52	6	1
52	7	1
52	8	1
52	9	1
52	10	0
52	11	1
52	12	0
52	13	1
52	14	0
52	15	1
52	16	1
52	17	1
52	18	1
52	19	1
52	20	1
52	21	1
52	22	1
52	23	1
52	24	0
52	25	1
52	26	1
52	27	1
52	28	0
52	29	1
52	30	1
52	31	1
52	32	0
52	33	0
52	34	1
52	35	1
52	36	0
52	37	0
52	38	1
52	39	1
52	40	0
53	1	1
53	2	0
53	3	1
53	4	0
53	5	0
53	6	0
53	7	1
53	8	1
53	9	1
53	10	0
53	11	1
53	12	0
53	13	1
53	14	0
53	15	1
53	16	1
53	17	1
53	18	0
53	19	1
53	20	0
53	21	0
53	22	1
53	23	1
53	24	0
53	25	0
53	26	1
53	27	1
53	28	0
53	29	1
53	30	1
53	31	1
53	32	0
53	33	0
53	34	0
53	35	1
53	36	0
53	37	0
53	38	1
53	39	1
53	40	0
54	1	1
54	2	0
54	3	1
54	4	0
54	5	1
54	6	0
54	7	1
54	8	1
54	9	0
54	10	0
54	11	1
54	12	1
54	13	1
54	14	0
54	15	1
54	16	0
54	17	0
54	18	0
54	19	0
54	20	0
54	21	0
54	22	0
54	23	1
54	24	0
54	25	0
54	26	1
54	27	1
54	28	0
54	29	1
54	30	1
54	31	1
54	32	1
54	33	1
54	34	0
54	35	0
54	36	0
54	37	1
54	38	1
54	39	0
54	40	0
55	1	0
55	2	0
55	3	1
55	4	0
55	5	1
55	6	1
55	7	0
55	8	1
55	9	1
55	10	0
55	11	1
55	12	1
55	13	1
55	14	0
55	15	0
55	16	1
55	17	1
55	18	1
55	19	1
55	20	1
55	21	1
55	22	1
55	23	0
55	24	0
55	25	1
55	26	0
55	27	0
55	28	0
55	29	1
55	30	0
55	31	1
55	32	1
55	33	1
55	34	1
55	35	1
55	36	0
55	37	1
55	38	0
55	39	1
55	40	0
56	1	1
56	2	0
56	3	1
56	4	0
56	5	1
56	6	0
56	7	1
56	8	1
56	9	1
56	10	0
56	11	1
56	12	1
56	13	1
56	14	0
56	15	1
56	16	1
56	17	1
56	18	0
56	19	1
56	20	0
56	21	0
56	22	1
56	23	1
56	24	0
56	25	0
56	26	1
56	27	1
56	28	0
56	29	1
56	30	1
56	31	1
56	32	1
56	33	1
56	34	0
56	35	1
56	36	0
56	37	1
56	38	1
56	39	1
56	40	0
57	1	0
57	2	0
57	3	0
57	4	0
57	5	1
57	6	1
57	7	0
57	8	0
57	9	0
57	10	0
57	11	1
57	12	1
57	13	1
57	14	0
57	15	0
57	16	0
57	17	0
57	18	1
57	19	1
57	20	1
57	21	1
57	22	0
57	23	0
57	24	0
57	25	1
57	26	0
57	27	0
57	28	0
57	29	1
57	30	0
57	31	1
57	32	1
57	33	1
57	34	1
57	35	0
57	36	0
57	37	1
57	38	0
57	39	1
57	40	0
58	1	0
58	2	0
58	3	1
58	4	0
58	5	0
58	6	0
58	7	0
58	8	1
58	9	1
58	10	0
58	11	1
58	12	1
58	13	1
58	14	0
58	15	1
58	16	0
58	17	1
58	18	0
58	19	1
58	20	0
58	21	0
58	22	0
58	23	1
58	24	0
58	25	0
58	26	1
58	27	1
58	28	0
58	29	1
58	30	0
58	31	1
58	32	1
58	33	1
58	34	0
58	35	0
58	36	0
58	37	1
58	38	0
58	39	0
58	40	0
59	1	1
59	2	0
59	3	1
59	4	0
59	5	0
59	6	1
59	7	1
59	8	1
59	9	1
59	10	0
