p	r	C_pr
18	27	80
18	28	80
18	29	50
18	30	60
18	31	80
18	32	60
18	33	60
18	34	50
18	35	80
18	36	80
19	1	80
19	2	50
19	3	70
19	4	50
19	5	50
19	6	70
19	7	60
19	8	70
19	9	60
19	10	70
19	11	70
19	12	60
19	13	50
19	14	50
19	15	60
19	16	50
19	17	60
19	18	50
19	19	50
19	20	60
19	21	70
19	22	80
19	23	60
19	24	60
19	25	50
19	26	60
19	27	100
19	28	100
19	29	50
19	30	80
19	31	60
19	32	60
19	33	60
19	34	70
19	35	60
19	36	60
20	1	70
20	2	70
20	3	70
20	4	70
20	5	50
20	6	70
20	7	50
20	8	50
20	9	50
20	10	50
20	11	50
20	12	50
20	13	50
20	14	50
20	15	50
20	16	50
20	17	50
20	18	50
20	19	50
20	20	70
20	21	50
20	22	70
20	23	50
20	24	70
20	25	50
20	26	50
20	27	50
20	28	70
20	29	50
20	30	50
20	31	50
20	32	50
20	33	70
20	34	50
20	35	50
20	36	50
21	1	80
21	2	50
21	3	70
21	4	50
21	5	50
21	6	50
21	7	80
21	8	50
21	9	80
21	10	50
21	11	50
21	12	60
21	13	50
21	14	70
21	15	60
21	16	70
21	17	80
21	18	70
21	19	50
21	20	60
21	21	50
21	22	60
21	23	80
21	24	80
21	25	50
21	26	60
21	27	80
21	28	80
21	29	50
21	30	60
21	31	80
21	32	60
21	33	60
21	34	50
21	35	80
21	36	80
22	1	70
22	2	70
22	3	70
22	4	70
22	5	50
22	6	70
22	7	50
22	8	50
22	9	50
22	10	50
22	11	50
22	12	50
22	13	50
22	14	50
22	15	50
22	16	50
22	17	50
22	18	50
22	19	50
22	20	70
22	21	50
22	22	70
22	23	50
22	24	70
22	25	50
22	26	50
22	27	50
22	28	70
22	29	50
22	30	50
22	31	50
22	32	50
22	33	70
22	34	50
22	35	50
22	36	50
23	1	80
23	2	50
23	3	70
23	4	50
23	5	50
23	6	50
23	7	80
23	8	50
23	9	80
23	10	50
23	11	50
23	12	60
23	13	50
23	14	70
23	15	60
23	16	70
23	17	80
23	18	70
23	19	50
23	20	60
23	21	50
23	22	60
23	23	80
23	24	80
23	25	50
23	26	60
23	27	80
23	28	80
23	29	50
23	30	60
23	31	80
23	32	60
23	33	60
23	34	50
23	35	80
23	36	80
24	1	70
24	2	50
24	3	70
24	4	50
24	5	50
24	6	70
24	7	50
24	8	70
24	9	50
24	10	50
24	11	50
24	12	50
24	13	50
24	14	50
24	15	50
24	16	50
24	17	50
24	18	50
24	19	50
24	20	50
24	21	50
24	22	70
24	23	50
24	24	50
24	25	50
24	26	50
24	27	70
24	28	70
24	29	50
24	30	70
24	31	50
24	32	50
24	33	50
24	34	70
24	35	50
24	36	50
25	1	70
25	2	70
25	3	70
25	4	70
25	5	50
25	6	70
25	7	50
25	8	50
25	9	50
25	10	70
25	11	70
25	12	50
25	13	50
25	14	50
25	15	50
25	16	50
25	17	50
25	18	50
25	19	50
25	20	70
25	21	70
25	22	70
25	23	50
25	24	70
25	25	50
25	26	50
25	27	70
25	28	90
25	29	50
25	30	50
25	31	50
25	32	50
25	33	70
25	34	50
25	35	50
25	36	50
26	1	50
26	2	50
26	3	50
26	4	50
26	5	70
26	6	70
26	7	70
26	8	50
26	9	70
26	10	50
26	11	50
26	12	50
26	13	50
26	14	70
26	15	50
26	16	50
26	17	50
26	18	50
26	19	70
26	20	50
26	21	50
26	22	70
26	23	70
26	24	50
26	25	50
26	26	50
26	27	50
26	28	50
26	29	50
26	30	70
26	31	50
26	32	50
26	33	50
26	34	50
26	35	70
26	36	70
27	1	80
27	2	70
27	3	70
27	4	70
27	5	50
27	6	70
27	7	60
27	8	50
27	9	60
27	10	50
27	11	50
27	12	60
27	13	50
27	14	50
27	15	60
27	16	50
27	17	60
27	18	50
27	19	50
27	20	80
27	21	50
27	22	80
27	23	60
27	24	80
27	25	50
27	26	60
27	27	60
27	28	80
27	29	50
27	30	60
27	31	60
27	32	60
27	33	80
27	34	50
27	35	60
27	36	60
28	1	80
28	2	50
28	3	70
28	4	50
28	5	50
28	6	70
28	7	60
28	8	70
28	9	60
28	10	50
28	11	50
28	12	60
28	13	50
28	14	50
28	15	60
28	16	50
28	17	60
28	18	50
28	19	50
28	20	60
28	21	50
28	22	80
28	23	60
28	24	60
28	25	50
28	26	60
28	27	80
28	28	80
28	29	50
28	30	80
28	31	60
28	32	60
28	33	60
28	34	70
28	35	60
28	36	60
29	1	70
29	2	50
29	3	70
29	4	50
29	5	50
29	6	50
29	7	70
29	8	50
29	9	70
29	10	50
29	11	50
29	12	50
29	13	50
29	14	70
29	15	50
29	16	70
29	17	70
29	18	70
29	19	50
29	20	50
29	21	50
29	22	50
29	23	70
29	24	70
29	25	50
29	26	50
29	27	70
29	28	70
29	29	50
29	30	50
29	31	70
29	32	50
29	33	50
29	34	50
29	35	70
29	36	70
30	1	70
30	2	70
30	3	70
30	4	70
30	5	50
30	6	70
30	7	50
30	8	50
30	9	50
30	10	50
30	11	50
30	12	50
30	13	50
30	14	50
30	15	50
30	16	50
30	17	50
30	18	50
30	19	50
30	20	70
30	21	50
30	22	70
30	23	50
30	24	70
30	25	50
30	26	50
30	27	50
30	28	70
30	29	50
30	30	50
30	31	50
30	32	50
30	33	70
30	34	50
30	35	50
30	36	50
31	1	70
31	2	50
31	3	70
31	4	50
31	5	50
31	6	50
31	7	70
31	8	50
31	9	70
31	10	50
31	11	50
31	12	50
31	13	50
31	14	70
31	15	50
31	16	70
31	17	70
31	18	70
31	19	50
31	20	50
31	21	50
31	22	50
31	23	70
31	24	70
31	25	50
31	26	50
31	27	70
31	28	70
31	29	50
31	30	50
31	31	70
31	32	50
31	33	50
31	34	50
31	35	70
31	36	70
32	1	50
32	2	50
32	3	50
32	4	50
32	5	70
32	6	70
32	7	70
32	8	50
32	9	70
32	10	50
32	11	50
32	12	50
32	13	50
32	14	70
32	15	50
32	16	50
32	17	50
32	18	50
32	19	70
32	20	50
32	21	50
32	22	70
32	23	70
32	24	50
32	25	50
32	26	50
32	27	50
32	28	50
32	29	50
32	30	70
32	31	50
32	32	50
32	33	50
32	34	50
32	35	70
32	36	70
33	1	50
33	2	50
33	3	50
33	4	50
33	5	70
33	6	70
33	7	70
33	8	50
33	9	70
33	10	50
33	11	50
33	12	50
33	13	50
33	14	70
33	15	50
33	16	50
33	17	50
33	18	50
33	19	70
33	20	50
33	21	50
33	22	70
33	23	70
33	24	50
33	25	50
33	26	50
33	27	50
33	28	50
33	29	50
33	30	70
33	31	50
33	32	50
33	33	50
33	34	50
33	35	70
33	36	70
34	1	60
34	2	50
34	3	50
34	4	50
34	5	50
34	6	50
34	7	80
34	8	50
34	9	60
34	10	50
34	11	50
34	12	60
34	13	50
34	14	70
34	15	60
34	16	50
34	17	80
34	18	70
34	19	70
34	20	60
34	21	50
34	22	60
34	23	80
34	24	80
34	25	50
34	26	60
34	27	60
34	28	60
34	29	50
34	30	60
34	31	80
34	32	60
34	33	80
34	34	50
34	35	60
34	36	80
35	1	50
35	2	50
35	3	50
35	4	50
35	5	50
35	6	50
35	7	70
35	8	50
35	9	50
35	10	50
35	11	50
35	12	50
35	13	50
35	14	70
35	15	50
35	16	50
35	17	70
35	18	70
35	19	70
35	20	50
35	21	50
35	22	50
35	23	70
35	24	70
35	25	50
35	26	50
35	27	50
35	28	50
35	29	50
35	30	50
35	31	70
35	32	50
35	33	70
35	34	50
35	35	50
35	36	70
36	1	70
36	2	50
36	3	70
36	4	50
36	5	50
36	6	70
36	7	50
36	8	70
36	9	50
36	10	50
36	11	50
36	12	50
36	13	50
36	14	50
36	15	50
36	16	50
36	17	50
36	18	50
36	19	50
36	20	50
36	21	50
36	22	70
36	23	50
36	24	50
36	25	50
36	26	50
36	27	70
36	28	70
36	29	50
36	30	70
36	31	50
36	32	50
36	33	50
36	34	70
36	35	50
36	36	50
37	1	100
37	2	50
37	3	90
37	4	50
37	5	70
37	6	70
37	7	80
37	8	90
37	9	60
37	10	50
37	11	50
37	12	60
37	13	70
37	14	70
37	15	60
37	16	70
37	17	80
37	18	70
37	19	50
37	20	80
37	21	50
37	22	80
37	23	60
37	24	80
37	25	50
37	26	60
37	27	80
37	28	80
37	29	50
37	30	100
37	31	60
37	32	60
37	33	60
37	34	70
37	35	60
37	36	60
38	1	70
38	2	50
38	3	70
38	4	50
38	5	50
38	6	70
38	7	50
38	8	70
38	9	50
38	10	70
38	11	70
38	12	50
38	13	50
38	14	50
38	15	50
38	16	50
38	17	50
38	18	50
38	19	50
38	20	50
38	21	70
38	22	70
38	23	50
38	24	50
38	25	50
38	26	50
38	27	90
38	28	90
38	29	50
38	30	70
38	31	50
38	32	50
38	33	50
38	34	70
38	35	50
38	36	50
39	1	60
39	2	50
39	3	50
39	4	50
39	5	70
39	6	70
39	7	80
39	8	50
39	9	80
39	10	50
39	11	50
39	12	60
39	13	50
39	14	70
39	15	60
39	16	50
39	17	60
39	18	50
39	19	70
39	20	60
39	21	50
39	22	80
39	23	80
39	24	60
39	25	50
39	26	60
39	27	60
39	28	60
39	29	50
39	30	80
39	31	60
39	32	60
39	33	60
39	34	50
39	35	80
39	36	80
40	1	80
40	2	50
40	3	70
40	4	50
40	5	50
40	6	50
40	7	80
40	8	50
40	9	80
40	10	70
40	11	70
40	12	60
40	13	50
40	14	70
40	15	60
40	16	70
40	17	80
40	18	70
40	19	50
40	20	60
40	21	70
40	22	60
40	23	80
40	24	80
40	25	50
40	26	60
40	27	100
40	28	100
40	29	50
40	30	60
40	31	80
40	32	60
40	33	60
40	34	50
40	35	80
40	36	80
41	1	70
41	2	50
41	3	70
41	4	50
41	5	50
41	6	50
41	7	70
41	8	50
41	9	70
41	10	50
41	11	50
41	12	50
41	13	50
41	14	70
41	15	50
41	16	70
41	17	70
41	18	70
41	19	50
41	20	50
41	21	50
41	22	50
41	23	70
41	24	70
41	25	50
41	26	50
41	27	70
41	28	70
41	29	50
41	30	50
41	31	70
41	32	50
41	33	50
41	34	50
41	35	70
41	36	70
42	1	70
42	2	70
42	3	70
42	4	70
42	5	50
42	6	90
42	7	50
42	8	50
42	9	50
42	10	50
42	11	50
42	12	50
42	13	50
42	14	50
42	15	50
42	16	50
42	17	50
42	18	50
42	19	70
42	20	70
42	21	50
42	22	90
42	23	50
42	24	70
42	25	50
42	26	70
42	27	50
42	28	70
42	29	50
42	30	50
42	31	50
42	32	50
42	33	70
42	34	50
42	35	50
42	36	50
43	1	70
43	2	70
43	3	70
43	4	70
43	5	50
43	6	70
43	7	50
43	8	50
43	9	50
43	10	70
43	11	70
43	12	50
43	13	50
43	14	50
43	15	50
43	16	50
43	17	50
43	18	50
43	19	50
43	20	70
43	21	70
43	22	70
43	23	50
43	24	70
43	25	50
43	26	50
43	27	70
43	28	90
43	29	50
43	30	50
43	31	50
43	32	50
43	33	70
43	34	50
43	35	50
43	36	50
44	1	80
44	2	70
44	3	70
44	4	70
44	5	50
44	6	70
44	7	60
44	8	50
44	9	60
44	10	50
44	11	50
44	12	60
44	13	50
44	14	50
44	15	60
44	16	50
44	17	60
44	18	50
44	19	50
44	20	80
44	21	50
44	22	80
44	23	60
44	24	80
44	25	50
44	26	60
44	27	60
44	28	80
44	29	50
44	30	60
44	31	60
44	32	60
44	33	80
44	34	50
44	35	60
44	36	60
45	1	60
45	2	50
45	3	50
45	4	50
45	5	70
45	6	70
45	7	80
45	8	50
45	9	80
45	10	70
45	11	70
45	12	60
45	13	50
45	14	70
45	15	60
45	16	50
45	17	60
45	18	50
45	19	70
45	20	60
45	21	70
45	22	80
45	23	80
45	24	60
45	25	50
45	26	60
45	27	80
45	28	80
45	29	50
45	30	80
45	31	60
45	32	60
45	33	60
45	34	50
45	35	80
45	36	80
46	1	80
46	2	50
46	3	70
46	4	50
46	5	50
46	6	50
46	7	80
46	8	50
46	9	80
46	10	50
46	11	50
46	12	60
46	13	50
46	14	70
46	15	60
46	16	70
46	17	80
46	18	70
46	19	50
46	20	60
46	21	50
46	22	60
46	23	80
46	24	80
46	25	50
46	26	60
46	27	80
46	28	80
46	29	50
46	30	60
46	31	80
46	32	60
46	33	60
46	34	50
46	35	80
46	36	80
47	1	60
47	2	50
47	3	50
47	4	50
47	5	70
47	6	70
47	7	80
47	8	50
47	9	80
47	10	50
47	11	50
47	12	60
47	13	50
47	14	70
47	15	60
47	16	50
47	17	60
47	18	50
47	19	70
47	20	60
47	21	50
47	22	80
47	23	80
47	24	60
47	25	50
47	26	60
47	27	60
47	28	60
47	29	50
47	30	80
47	31	60
47	32	60
47	33	60
47	34	50
47	35	80
47	36	80
48	1	60
48	2	50
48	3	50
48	4	50
48	5	50
48	6	50
48	7	60
48	8	50
48	9	60
48	10	50
48	11	50
48	12	60
48	13	50
48	14	50
48	15	60
48	16	50
48	17	60
48	18	50
48	19	50
48	20	60
48	21	50
48	22	60
48	23	60
48	24	60
48	25	50
48	26	60
48	27	60
48	28	60
48	29	50
48	30	60
48	31	60
48	32	60
48	33	60
48	34	50
48	35	60
48	36	60
49	1	70
49	2	50
49	3	70
49	4	50
49	5	50
49	6	50
49	7	70
49	8	50
49	9	70
49	10	50
49	11	50
49	12	50
49	13	50
49	14	70
49	15	50
49	16	70
49	17	70
49	18	70
49	19	50
49	20	50
49	21	50
49	22	50
49	23	70
49	24	70
49	25	50
49	26	50
49	27	70
49	28	70
49	29	50
49	30	50
49	31	70
49	32	50
49	33	50
49	34	50
49	35	70
49	36	70
50	1	80
50	2	50
50	3	70
50	4	50
50	5	50
50	6	50
50	7	80
50	8	50
50	9	80
50	10	70
50	11	70
50	12	60
50	13	50
50	14	70
50	15	60
50	16	70
50	17	80
50	18	70
50	19	50
50	20	60
50	21	70
50	22	60
50	23	80
50	24	80
50	25	50
50	26	60
50	27	100
50	28	100
50	29	50
50	30	60
50	31	80
50	32	60
50	33	60
50	34	50
50	35	80
50	36	80
51	1	70
51	2	70
51	3	70
51	4	70
51	5	50
51	6	70
51	7	50
51	8	50
51	9	50
51	10	70
51	11	70
51	12	50
51	13	50
51	14	50
51	15	50
51	16	50
51	17	50
51	18	50
51	19	50
51	20	70
51	21	70
51	22	70
51	23	50
51	24	70
51	25	50
51	26	50
51	27	70
51	28	90
51	29	50
51	30	50
51	31	50
51	32	50
51	33	70
51	34	50
51	35	50
51	36	50
52	1	50
52	2	50
52	3	50
52	4	50
52	5	70
52	6	70
52	7	70
52	8	50
52	9	70
52	10	50
52	11	50
52	12	50
52	13	50
52	14	70
52	15	50
52	16	50
52	17	50
52	18	50
52	19	70
52	20	50
52	21	50
52	22	70
52	23	70
52	24	50
52	25	50
52	26	50
52	27	50
52	28	50
52	29	50
52	30	70
52	31	50
52	32	50
52	33	50
52	34	50
52	35	70
52	36	70
53	1	60
53	2	50
53	3	50
53	4	50
53	5	50
53	6	50
53	7	80
53	8	50
53	9	60
53	10	50
53	11	50
53	12	60
53	13	50
53	14	70
53	15	60
53	16	50
53	17	80
53	18	70
53	19	70
53	20	60
53	21	50
53	22	60
53	23	80
53	24	80
53	25	50
53	26	60
53	27	60
53	28	60
53	29	50
53	30	60
53	31	80
53	32	60
53	33	80
53	34	50
53	35	60
53	36	80
54	1	80
54	2	70
54	3	70
54	4	70
54	5	50
54	6	70
54	7	60
54	8	50
54	9	60
54	10	50
54	11	50
54	12	60
54	13	50
54	14	50
54	15	60
54	16	50
54	17	60
54	18	50
54	19	50
54	20	80
54	21	50
54	22	80
54	23	60
54	24	80
54	25	50
54	26	60
54	27	60
54	28	80
54	29	50
54	30	60
54	31	60
54	32	60
54	33	80
54	34	50
54	35	60
54	36	60
55	1	80
55	2	70
55	3	70
55	4	70
55	5	50
55	6	70
55	7	60
55	8	50
55	9	60
55	10	50
55	11	50
55	12	60
55	13	50
55	14	50
55	15	60
55	16	50
55	17	60
55	18	50
55	19	50
55	20	80
55	21	50
55	22	80
55	23	60
55	24	80
55	25	50
55	26	60
55	27	60
55	28	80
55	29	50
55	30	60
55	31	60
55	32	60
55	33	80
55	34	50
55	35	60
55	36	60
56	1	80
56	2	70
56	3	70
56	4	70
56	5	50
56	6	70
56	7	60
56	8	50
56	9	60
56	10	50
56	11	50
56	12	60
56	13	50
56	14	50
56	15	60
56	16	50
56	17	60
56	18	50
56	19	50
56	20	80
56	21	50
56	22	80
56	23	60
56	24	80
56	25	50
56	26	60
56	27	60
56	28	80
56	29	50
56	30	60
56	31	60
56	32	60
56	33	80
56	34	50
56	35	60
56	36	60
57	1	50
57	2	50
57	3	50
57	4	50
57	5	70
57	6	70
57	7	70
57	8	50
57	9	70
57	10	50
57	11	50
57	12	50
57	13	50
57	14	70
57	15	50
57	16	50
57	17	50
57	18	50
57	19	70
57	20	50
57	21	50
57	22	70
57	23	70
57	24	50
57	25	50
57	26	50
57	27	50
57	28	50
57	29	50
57	30	70
57	31	50
57	32	50
57	33	50
57	34	50
57	35	70
57	36	70
58	1	70
58	2	50
58	3	70
58	4	50
58	5	50
58	6	70
58	7	50
58	8	70
58	9	70
58	10	50
58	11	50
58	12	70
58	13	50
58	14	50
58	15	70
58	16	50
58	17	50
58	18	50
58	19	50
58	20	50
58	21	50
58	22	70
58	23	50
58	24	50
58	25	50
58	26	50
58	27	70
58	28	70
58	29	50
58	30	70
58	31	50
58	32	70
58	33	50
58	34	90
58	35	50
58	36	70
59	1	60
59	2	50
59	3	50
59	4	50
59	5	70
59	6	70
59	7	80
59	8	50
59	9	80
59	10	50
59	11	50
59	12	60
59	13	50
59	14	70
59	15	60
59	16	50
59	17	60
59	18	50
59	19	70
59	20	60
59	21	50
59	22	80
59	23	80
59	24	60
59	25	50
59	26	60
59	27	60
59	28	60
59	29	50
59	30	80
59	31	60
59	32	60
59	33	60
59	34	50
59	35	80
59	36	80
60	1	80
60	2	50
60	3	70
60	4	50
60	5	50
60	6	50
60	7	80
60	8	50
60	9	80
60	10	70
60	11	70
60	12	60
60	13	50
60	14	70
60	15	60
60	16	70
60	17	80
60	18	70
60	19	50
60	20	60
60	21	70
60	22	60
60	23	80
60	24	80
60	25	50
60	26	60
60	27	100
60	28	100
60	29	50
60	30	60
60	31	80
60	32	60
60	33	60
60	34	50
60	35	80
60	36	80
61	1	60
61	2	50
61	3	50
61	4	50
61	5	50
61	6	50
61	7	80
61	8	50
61	9	60
61	10	70
61	11	70
61	12	60
61	13	50
61	14	70
61	15	60
61	16	50
61	17	80
61	18	70
61	19	70
61	20	60
61	21	70
61	22	60
61	23	80
61	24	80
61	25	50
61	26	60
61	27	80
61	28	80
61	29	50
61	30	60
61	31	80
61	32	60
61	33	80
61	34	50
61	35	60
61	36	80
62	1	80
62	2	70
62	3	70
62	4	70
62	5	50
62	6	70
62	7	60
62	8	50
62	9	60
62	10	50
62	11	50
62	12	60
62	13	50
62	14	50
62	15	60
62	16	50
62	17	60
62	18	50
62	19	50
62	20	80
62	21	50
62	22	80
62	23	60
62	24	80
62	25	50
62	26	60
62	27	60
62	28	80
62	29	50
62	30	60
62	31	60
62	32	60
62	33	80
62	34	50
62	35	60
62	36	60
63	1	60
63	2	50
63	3	50
63	4	50
63	5	70
63	6	70
63	7	80
63	8	50
63	9	80
63	10	50
63	11	50
63	12	60
63	13	50
63	14	70
63	15	60
63	16	50
63	17	60
63	18	50
63	19	70
63	20	60
63	21	50
63	22	80
63	23	80
63	24	60
63	25	50
63	26	60
63	27	60
63	28	60
63	29	50
63	30	80
63	31	60
63	32	60
63	33	60
63	34	50
63	35	80
63	36	80
64	1	70
64	2	50
64	3	70
64	4	50
64	5	50
64	6	70
64	7	50
64	8	70
64	9	50
64	10	70
64	11	70
64	12	50
64	13	50
64	14	50
64	15	50
64	16	50
64	17	50
64	18	50
64	19	50
64	20	50
64	21	70
64	22	70
64	23	50
64	24	50
64	25	50
64	26	50
64	27	90
64	28	90
64	29	50
64	30	70
64	31	50
64	32	50
64	33	50
64	34	70
64	35	50
64	36	50
65	1	60
65	2	50
65	3	50
65	4	50
65	5	70
65	6	70
65	7	80
65	8	50
65	9	80
65	10	50
65	11	50
65	12	60
65	13	50
65	14	70
65	15	60
65	16	50
65	17	60
65	18	50
65	19	70
65	20	60
65	21	50
65	22	80
65	23	80
65	24	60
65	25	50
65	26	60
