p	Fe	Ma
203	1	0
204	0	1
205	0	1
206	0	1
207	1	0
208	0	1
209	0	1
210	1	0
211	0	1
212	1	0
213	0	1
214	1	0
215	1	0
216	0	1
217	0	1
218	0	1
219	1	0
220	0	1
221	0	1
222	1	0
223	1	0
224	0	1
225	0	1
226	0	1
227	1	0
228	0	1
229	1	0
230	0	1
231	1	0
232	1	0
233	0	1
234	0	1
235	1	0
236	1	0
237	0	1
238	0	1
239	0	1
240	1	0
241	1	0
242	0	1
243	0	1
244	0	1
245	1	0
246	1	0
247	1	0
248	1	0
249	0	1
250	1	0
251	0	1
252	0	1
253	1	0
254	1	0
255	0	1
256	0	1
257	1	0
258	0	1
259	1	0
260	0	1
261	0	1
262	1	0
263	0	1
264	1	0
265	0	1
266	1	0
267	1	0
268	0	1
269	0	1
270	0	1
271	1	0
272	1	0
273	0	1
274	1	0
275	1	0
276	0	1
277	0	1
278	0	1
279	1	0
280	1	0
281	0	1
282	1	0
283	1	0
284	0	1
285	0	1
286	0	1
287	1	0
288	0	1
289	0	1
290	1	0
291	1	0
292	1	0
293	0	1
294	1	0
295	1	0
296	0	1
297	1	0
298	0	1
299	1	0
300	0	1
301	0	1
302	0	1
303	0	1
304	1	0
305	1	0
306	1	0
307	0	1
308	0	1
309	0	1
310	1	0
311	1	0
312	1	0
313	0	1
314	1	0
315	0	1
316	1	0
317	1	0
318	0	1
319	0	1
320	0	1
321	0	1
322	1	0
323	0	1
324	1	0
325	0	1
326	1	0
327	0	1
328	1	0
329	1	0
330	1	0
331	1	0
332	0	1
333	1	0
334	1	0
335	1	0
336	1	0
337	0	1
338	1	0
339	1	0
340	1	0
341	1	0
342	1	0
343	1	0
344	0	1
345	0	1
346	0	1
347	0	1
348	1	0
349	1	0
350	1	0
351	1	0
352	1	0
353	1	0
354	1	0
355	1	0
356	0	1
357	0	1
358	0	1
359	1	0
360	0	1
361	0	1
362	1	0
363	0	1
364	1	0
365	1	0
366	1	0
367	1	0
368	0	1
369	1	0
370	0	1
371	0	1
372	1	0
373	1	0
374	0	1
375	0	1
376	1	0
377	0	1
378	1	0
379	1	0
380	1	0
381	0	1
382	0	1
383	1	0
384	0	1
385	0	1
386	1	0
387	0	1
388	1	0
389	0	1
390	1	0
391	1	0
392	0	1
393	1	0
394	1	0
395	0	1
396	0	1
397	1	0
398	0	1
399	1	0
400	0	1
401	1	0
402	1	0
403	1	0
404	1	0
405	1	0
406	1	0
407	1	0
408	0	1
409	0	1
410	0	1
411	1	0
412	1	0
413	0	1
414	0	1
415	0	1
416	0	1
417	0	1
418	1	0
419	0	1
420	0	1
421	1	0
422	1	0
423	1	0
424	1	0
425	0	1
426	0	1
427	0	1
428	0	1
429	1	0
430	0	1
431	0	1
432	0	1
433	1	0
434	0	1
435	0	1
436	1	0
437	0	1
438	1	0
439	1	0
440	1	0
441	1	0
442	1	0
443	0	1
444	1	0
445	1	0
446	0	1
447	0	1
448	1	0
449	0	1
450	0	1
451	0	1
452	0	1
453	1	0
454	0	1
455	1	0
456	0	1
457	0	1
458	1	0
459	1	0
460	0	1
461	1	0
462	0	1
463	1	0
464	0	1
465	1	0
466	0	1
467	1	0
468	0	1
469	0	1
470	0	1
471	0	1
472	0	1
473	1	0
474	1	0
475	0	1
476	0	1
477	1	0
478	0	1
479	0	1
480	1	0
481	1	0
482	1	0
483	0	1
484	1	0
485	1	0
486	0	1
487	1	0
488	1	0
489	0	1
490	0	1
491	0	1
492	1	0
493	1	0
494	0	1
495	0	1
496	0	1
497	1	0
498	0	1
499	1	0
500	0	1
501	0	1
502	0	1
503	1	0
504	1	0
505	0	1
506	0	1
507	0	1
508	0	1
509	0	1
510	1	0
511	1	0
512	1	0
513	0	1
514	0	1
515	0	1
516	0	1
517	0	1
518	1	0
519	1	0
520	1	0
521	1	0
522	1	0
523	1	0
524	1	0
525	1	0
526	0	1
527	0	1
528	1	0
529	0	1
530	0	1
531	1	0
532	0	1
533	0	1
534	0	1
535	0	1
536	1	0
537	1	0
538	0	1
539	1	0
540	0	1
541	0	1
542	0	1
543	1	0
544	0	1
545	0	1
546	0	1
547	1	0
548	0	1
549	1	0
550	0	1
551	1	0
552	0	1
553	0	1
554	1	0
555	0	1
556	1	0
557	0	1
558	0	1
559	0	1
560	0	1
561	0	1
562	1	0
563	1	0
564	0	1
565	0	1
566	1	0
567	0	1
568	0	1
569	0	1
570	1	0
571	1	0
572	1	0
573	0	1
574	0	1
575	0	1
576	0	1
577	0	1
578	0	1
579	1	0
580	0	1
581	0	1
582	1	0
583	1	0
584	1	0
585	1	0
586	0	1
587	1	0
588	1	0
589	0	1
590	1	0
591	0	1
592	1	0
593	0	1
594	1	0
595	1	0
596	1	0
597	1	0
598	1	0
599	1	0
600	0	1
601	1	0
602	0	1
603	0	1
604	0	1
605	0	1
606	1	0
607	1	0
608	1	0
609	0	1
610	0	1
611	1	0
612	0	1
613	0	1
614	1	0
615	1	0
616	1	0
617	1	0
618	0	1
619	0	1
620	1	0
621	0	1
622	0	1
623	0	1
624	1	0
