p	r	C_pr
5	10	70
5	11	90
5	12	0
5	13	110
5	14	70
5	15	70
5	16	90
5	17	70
5	18	70
5	19	50
5	20	50
5	21	90
5	22	90
5	23	0
5	24	90
5	25	50
5	26	90
5	27	70
5	28	90
5	29	70
5	30	70
5	31	70
5	32	40
5	33	20
5	34	70
5	35	70
5	36	70
5	37	70
5	38	50
5	39	40
5	40	70
6	1	70
6	2	70
6	3	70
6	4	90
6	5	120
6	6	50
6	7	60
6	8	50
6	9	90
6	10	50
6	11	110
6	12	30
6	13	90
6	14	70
6	15	70
6	16	100
6	17	80
6	18	70
6	19	70
6	20	70
6	21	80
6	22	90
6	23	0
6	24	80
6	25	50
6	26	90
6	27	70
6	28	80
6	29	70
6	30	50
6	31	70
6	32	60
6	33	30
6	34	80
6	35	60
6	36	50
6	37	70
6	38	80
6	39	50
6	40	50
7	1	50
7	2	50
7	3	90
7	4	90
7	5	80
7	6	80
7	7	60
7	8	0
7	9	90
7	10	70
7	11	70
7	12	60
7	13	90
7	14	50
7	15	50
7	16	60
7	17	10
7	18	50
7	19	50
7	20	70
7	21	60
7	22	50
7	23	50
7	24	80
7	25	50
7	26	70
7	27	50
7	28	80
7	29	20
7	30	70
7	31	0
7	32	90
7	33	80
7	34	10
7	35	80
7	36	50
7	37	0
7	38	10
7	39	80
7	40	70
8	1	70
8	2	90
8	3	90
8	4	110
8	5	70
8	6	60
8	7	70
8	8	90
8	9	70
8	10	90
8	11	70
8	12	0
8	13	110
8	14	70
8	15	70
8	16	90
8	17	70
8	18	70
8	19	50
8	20	50
8	21	90
8	22	90
8	23	20
8	24	70
8	25	70
8	26	110
8	27	70
8	28	90
8	29	90
8	30	70
8	31	70
8	32	20
8	33	60
8	34	110
8	35	70
8	36	70
8	37	90
8	38	70
8	39	60
8	40	70
9	1	70
9	2	50
9	3	70
9	4	50
9	5	60
9	6	80
9	7	100
9	8	30
9	9	50
9	10	80
9	11	50
9	12	60
9	13	50
9	14	70
9	15	50
9	16	100
9	17	30
9	18	100
9	19	60
9	20	50
9	21	100
9	22	90
9	23	80
9	24	60
9	25	50
9	26	50
9	27	100
9	28	60
9	29	20
9	30	60
9	31	20
9	32	50
9	33	80
9	34	50
9	35	60
9	36	80
9	37	20
9	38	10
9	39	80
9	40	70
10	1	70
10	2	110
10	3	90
10	4	110
10	5	100
10	6	70
10	7	80
10	8	90
10	9	70
10	10	90
10	11	90
10	12	10
10	13	130
10	14	70
10	15	90
10	16	120
10	17	80
10	18	70
10	19	50
10	20	50
10	21	120
10	22	110
10	23	20
10	24	100
10	25	70
10	26	130
10	27	70
10	28	120
10	29	90
10	30	70
10	31	70
10	32	40
10	33	70
10	34	120
10	35	80
10	36	70
10	37	90
10	38	80
10	39	70
10	40	70
11	1	50
11	2	50
11	3	70
11	4	70
11	5	60
11	6	10
11	7	60
11	8	60
11	9	70
11	10	80
11	11	50
11	12	10
11	13	70
11	14	50
11	15	50
11	16	60
11	17	60
11	18	60
11	19	60
11	20	70
11	21	60
11	22	50
11	23	10
11	24	80
11	25	50
11	26	50
11	27	60
11	28	80
11	29	50
11	30	80
11	31	50
11	32	20
11	33	10
11	34	60
11	35	80
11	36	60
11	37	50
11	38	60
11	39	10
11	40	70
12	1	70
12	2	70
12	3	50
12	4	90
12	5	90
12	6	40
12	7	50
12	8	70
12	9	70
12	10	50
12	11	90
12	12	20
12	13	70
12	14	70
12	15	70
12	16	90
12	17	70
12	18	70
12	19	70
12	20	70
12	21	70
12	22	110
12	23	0
12	24	70
12	25	50
12	26	90
12	27	70
12	28	90
12	29	50
12	30	50
12	31	70
12	32	40
12	33	0
12	34	90
12	35	50
12	36	50
12	37	70
12	38	70
12	39	20
12	40	50
13	1	50
13	2	70
13	3	110
13	4	70
13	5	120
13	6	30
13	7	80
13	8	60
13	9	70
13	10	100
13	11	110
13	12	30
13	13	110
13	14	50
13	15	70
13	16	100
13	17	60
13	18	80
13	19	80
13	20	50
13	21	100
13	22	90
13	23	30
13	24	100
13	25	50
13	26	90
13	27	80
13	28	100
13	29	90
13	30	80
13	31	50
13	32	40
13	33	50
13	34	80
13	35	80
13	36	60
13	37	50
13	38	80
13	39	30
13	40	90
14	1	70
14	2	70
14	3	90
14	4	70
14	5	100
14	6	100
14	7	60
14	8	0
14	9	70
14	10	70
14	11	90
14	12	60
14	13	110
14	14	70
14	15	70
14	16	100
14	17	30
14	18	70
14	19	50
14	20	50
14	21	80
14	22	90
14	23	50
14	24	100
14	25	50
14	26	90
14	27	70
14	28	100
14	29	20
14	30	70
14	31	20
14	32	90
14	33	80
14	34	30
14	35	80
14	36	50
14	37	20
14	38	10
14	39	100
14	40	70
15	1	80
15	2	70
15	3	100
15	4	100
15	5	80
15	6	120
15	7	80
15	8	30
15	9	70
15	10	80
15	11	70
15	12	60
15	13	80
15	14	80
15	15	80
15	16	100
15	17	30
15	18	100
15	19	60
15	20	60
15	21	80
15	22	110
15	23	100
15	24	60
15	25	80
15	26	110
15	27	100
15	28	80
15	29	60
15	30	60
15	31	30
15	32	70
15	33	120
15	34	70
15	35	60
15	36	60
15	37	20
15	38	10
15	39	100
15	40	80
16	1	70
16	2	50
16	3	70
16	4	70
16	5	50
16	6	40
16	7	50
16	8	70
16	9	50
16	10	70
16	11	50
16	12	0
16	13	70
16	14	70
16	15	50
16	16	70
16	17	70
16	18	70
16	19	50
16	20	50
16	21	50
16	22	90
16	23	0
16	24	70
16	25	50
16	26	70
16	27	70
16	28	90
16	29	50
16	30	70
16	31	70
16	32	0
16	33	0
16	34	90
16	35	70
16	36	50
16	37	70
16	38	50
16	39	20
16	40	70
17	1	70
17	2	70
17	3	50
17	4	70
17	5	50
17	6	70
17	7	50
17	8	0
17	9	50
17	10	70
17	11	50
17	12	50
17	13	70
17	14	70
17	15	50
17	16	90
17	17	20
17	18	70
17	19	50
17	20	50
17	21	70
17	22	70
17	23	50
17	24	50
17	25	50
17	26	50
17	27	70
17	28	50
17	29	0
17	30	50
17	31	20
17	32	50
17	33	70
17	34	40
17	35	50
17	36	50
17	37	40
17	38	20
17	39	90
17	40	50
18	1	70
18	2	70
18	3	50
18	4	70
18	5	60
18	6	80
18	7	80
18	8	20
18	9	50
18	10	70
18	11	50
18	12	60
18	13	70
18	14	70
18	15	50
18	16	100
18	17	30
18	18	70
18	19	50
18	20	50
18	21	100
18	22	70
18	23	50
18	24	60
18	25	50
18	26	50
18	27	70
18	28	60
18	29	0
18	30	50
18	31	20
18	32	50
18	33	80
18	34	50
18	35	60
18	36	70
18	37	40
18	38	30
18	39	100
18	40	50
19	1	60
19	2	70
19	3	120
19	4	140
19	5	80
19	6	100
19	7	80
19	8	30
19	9	90
19	10	120
19	11	70
19	12	60
19	13	120
19	14	60
19	15	60
19	16	100
19	17	10
19	18	80
19	19	60
19	20	80
19	21	100
19	22	90
19	23	80
19	24	80
19	25	60
19	26	90
19	27	80
19	28	100
19	29	40
19	30	80
19	31	10
19	32	90
19	33	120
19	34	70
19	35	80
19	36	60
19	37	20
19	38	30
19	39	100
19	40	100
20	1	70
20	2	70
20	3	110
20	4	90
20	5	80
20	6	120
20	7	100
20	8	40
20	9	70
20	10	90
20	11	70
20	12	60
20	13	90
20	14	70
20	15	70
20	16	100
20	17	30
20	18	90
20	19	50
20	20	50
20	21	100
20	22	110
20	23	90
20	24	80
20	25	70
20	26	110
20	27	90
20	28	100
20	29	60
20	30	70
20	31	20
20	32	70
20	33	120
20	34	70
20	35	80
20	36	70
20	37	20
20	38	10
20	39	100
20	40	90
21	1	70
21	2	50
21	3	90
21	4	70
21	5	80
21	6	50
21	7	80
21	8	70
21	9	70
21	10	70
21	11	70
21	12	10
21	13	90
21	14	70
21	15	50
21	16	80
21	17	80
21	18	70
21	19	50
21	20	50
21	21	80
21	22	70
21	23	0
21	24	80
21	25	50
21	26	70
21	27	70
21	28	80
21	29	70
21	30	70
21	31	70
21	32	20
21	33	30
21	34	80
21	35	80
21	36	70
21	37	70
21	38	60
21	39	50
21	40	70
22	1	60
22	2	90
22	3	100
22	4	120
22	5	80
22	6	30
22	7	80
22	8	80
22	9	70
22	10	120
22	11	70
22	12	10
22	13	120
22	14	60
22	15	80
22	16	120
22	17	60
22	18	80
22	19	60
22	20	80
22	21	120
22	22	110
22	23	30
22	24	100
22	25	60
22	26	90
22	27	80
22	28	120
22	29	70
22	30	80
22	31	60
22	32	40
22	33	50
22	34	120
22	35	80
22	36	60
22	37	70
22	38	80
22	39	30
22	40	100
23	1	70
23	2	70
23	3	90
23	4	110
23	5	80
23	6	70
23	7	60
23	8	70
23	9	70
23	10	90
23	11	70
23	12	10
23	13	110
23	14	70
23	15	50
23	16	100
23	17	80
23	18	70
23	19	50
23	20	50
23	21	80
23	22	90
23	23	0
23	24	80
23	25	50
23	26	90
23	27	70
23	28	100
23	29	70
23	30	70
23	31	70
23	32	20
23	33	50
23	34	120
23	35	80
23	36	50
23	37	90
23	38	80
23	39	70
23	40	70
24	1	70
24	2	90
24	3	90
24	4	70
24	5	70
24	6	20
24	7	90
24	8	70
24	9	50
24	10	110
24	11	70
24	12	0
24	13	110
24	14	70
24	15	70
24	16	130
24	17	70
24	18	90
24	19	50
24	20	50
24	21	130
24	22	110
24	23	20
24	24	90
24	25	50
24	26	70
24	27	90
24	28	90
24	29	70
24	30	70
24	31	70
24	32	20
24	33	40
24	34	110
24	35	70
24	36	70
24	37	90
24	38	70
24	39	40
24	40	90
25	1	70
25	2	110
25	3	90
25	4	90
25	5	90
25	6	40
25	7	70
25	8	70
25	9	70
25	10	90
25	11	90
25	12	0
25	13	130
25	14	70
25	15	90
25	16	110
25	17	70
25	18	70
25	19	50
25	20	50
25	21	110
25	22	90
25	23	20
25	24	90
25	25	70
25	26	110
25	27	70
25	28	90
25	29	90
25	30	70
25	31	70
25	32	40
25	33	60
25	34	90
25	35	70
25	36	70
25	37	90
25	38	70
25	39	60
25	40	70
26	1	80
26	2	70
26	3	100
26	4	80
26	5	80
26	6	100
26	7	100
26	8	50
26	9	50
26	10	100
26	11	70
26	12	60
26	13	100
26	14	80
26	15	80
26	16	120
26	17	30
26	18	100
26	19	60
26	20	60
26	21	120
26	22	130
26	23	80
26	24	100
26	25	60
26	26	90
26	27	100
26	28	120
26	29	20
26	30	80
26	31	30
26	32	70
26	33	80
26	34	70
26	35	80
26	36	80
26	37	20
26	38	10
26	39	80
26	40	100
27	1	70
27	2	50
27	3	70
27	4	50
27	5	60
27	6	30
27	7	80
27	8	70
27	9	50
27	10	70
27	11	50
27	12	10
27	13	70
27	14	70
27	15	50
27	16	80
27	17	80
27	18	70
27	19	50
27	20	50
27	21	80
27	22	70
27	23	0
27	24	80
27	25	50
27	26	50
27	27	70
27	28	80
27	29	50
27	30	70
27	31	70
27	32	0
27	33	10
27	34	80
27	35	80
27	36	70
27	37	70
27	38	60
27	39	30
27	40	70
28	1	80
28	2	90
28	3	120
28	4	120
28	5	80
28	6	70
28	7	100
28	8	100
28	9	70
28	10	120
28	11	70
28	12	10
28	13	120
28	14	80
28	15	80
28	16	120
28	17	80
28	18	100
28	19	60
28	20	60
28	21	120
28	22	110
28	23	50
28	24	80
28	25	80
28	26	110
28	27	100
28	28	100
28	29	110
28	30	80
28	31	80
28	32	20
28	33	90
28	34	140
28	35	80
28	36	80
28	37	90
28	38	80
28	39	70
28	40	100
29	1	70
29	2	70
29	3	70
29	4	70
29	5	100
29	6	50
29	7	80
29	8	80
29	9	70
29	10	60
29	11	90
29	12	10
29	13	90
29	14	70
29	15	70
29	16	100
29	17	80
29	18	80
29	19	60
29	20	50
29	21	100
29	22	90
29	23	10
29	24	80
29	25	50
29	26	90
29	27	80
29	28	80
29	29	70
29	30	60
29	31	70
29	32	40
29	33	30
29	34	80
29	35	60
29	36	80
29	37	70
29	38	60
29	39	50
29	40	50
30	1	70
30	2	90
30	3	50
30	4	70
30	5	70
30	6	70
30	7	50
30	8	0
30	9	50
30	10	70
30	11	70
30	12	50
30	13	90
30	14	70
30	15	70
30	16	110
30	17	20
30	18	70
30	19	50
30	20	50
30	21	90
30	22	90
30	23	50
30	24	70
30	25	50
30	26	70
30	27	70
30	28	70
30	29	0
30	30	50
30	31	20
30	32	70
30	33	70
30	34	40
30	35	50
30	36	50
30	37	40
30	38	20
30	39	90
30	40	50
31	1	70
31	2	70
31	3	70
31	4	70
31	5	70
31	6	90
31	7	50
31	8	0
31	9	70
31	10	50
31	11	70
31	12	50
31	13	70
31	14	70
31	15	70
31	16	70
31	17	20
31	18	70
31	19	50
31	20	50
31	21	50
31	22	70
31	23	70
31	24	50
31	25	70
31	26	90
31	27	70
31	28	50
31	29	40
31	30	50
31	31	20
31	32	70
31	33	90
31	34	20
31	35	50
31	36	50
31	37	20
31	38	0
31	39	90
31	40	50
32	1	80
32	2	90
32	3	100
32	4	100
32	5	100
32	6	50
32	7	60
32	8	60
32	9	70
32	10	100
32	11	90
32	12	10
32	13	140
32	14	80
32	15	80
32	16	120
32	17	80
32	18	80
32	19	60
32	20	60
32	21	100
32	22	90
32	23	10
32	24	100
32	25	60
32	26	90
32	27	80
32	28	100
32	29	70
32	30	80
32	31	80
32	32	40
32	33	50
32	34	100
32	35	80
32	36	60
32	37	90
32	38	80
32	39	70
32	40	80
33	1	70
33	2	50
33	3	70
33	4	50
33	5	60
33	6	80
33	7	60
33	8	10
33	9	50
33	10	80
33	11	50
33	12	60
33	13	70
33	14	70
33	15	50
33	16	80
33	17	30
33	18	80
33	19	60
33	20	50
33	21	60
33	22	70
33	23	60
33	24	80
33	25	50
33	26	50
33	27	80
33	28	80
33	29	0
33	30	80
33	31	20
33	32	50
33	33	60
33	34	30
33	35	80
33	36	60
33	37	20
33	38	10
33	39	80
33	40	70
34	1	80
34	2	70
34	3	100
34	4	100
34	5	80
34	6	50
34	7	60
34	8	60
34	9	70
34	10	100
34	11	70
34	12	10
34	13	120
34	14	80
34	15	60
34	16	100
34	17	80
34	18	80
34	19	60
34	20	60
34	21	80
34	22	70
34	23	10
34	24	80
34	25	60
34	26	70
34	27	80
34	28	80
34	29	70
34	30	80
34	31	80
34	32	20
34	33	50
34	34	100
34	35	80
34	36	60
34	37	90
34	38	80
34	39	70
34	40	80
35	1	70
35	2	70
35	3	110
35	4	90
35	5	100
35	6	120
35	7	100
35	8	40
35	9	70
35	10	90
35	11	90
35	12	60
35	13	110
35	14	70
35	15	70
35	16	120
35	17	30
35	18	90
35	19	50
35	20	50
35	21	120
35	22	130
35	23	70
35	24	100
35	25	50
35	26	110
35	27	90
35	28	120
35	29	40
35	30	70
35	31	20
35	32	90
35	33	100
35	34	70
35	35	80
35	36	70
35	37	20
35	38	10
35	39	100
35	40	90
36	1	60
36	2	70
36	3	120
36	4	100
36	5	120
36	6	100
36	7	80
36	8	30
36	9	70
36	10	100
36	11	110
36	12	80
36	13	120
36	14	60
36	15	80
36	16	100
36	17	10
36	18	80
36	19	80
36	20	60
36	21	100
36	22	110
36	23	80
36	24	100
36	25	60
36	26	110
36	27	80
36	28	120
36	29	40
36	30	80
36	31	10
36	32	90
36	33	100
36	34	50
36	35	80
36	36	60
36	37	0
36	38	30
36	39	80
36	40	100
37	1	70
37	2	90
37	3	90
37	4	90
37	5	100
37	6	100
37	7	80
37	8	10
37	9	70
37	10	100
37	11	90
37	12	60
37	13	110
37	14	70
37	15	70
37	16	140
37	17	30
37	18	100
37	19	60
37	20	50
37	21	120
37	22	110
37	23	80
37	24	80
37	25	50
37	26	90
37	27	100
37	28	80
37	29	40
37	30	60
37	31	20
37	32	90
37	33	120
37	34	70
37	35	60
37	36	60
37	37	40
37	38	30
37	39	120
37	40	70
38	1	70
38	2	90
38	3	90
38	4	90
38	5	100
38	6	100
38	7	60
38	8	10
38	9	70
38	10	100
38	11	90
38	12	60
38	13	130
38	14	70
38	15	70
38	16	120
38	17	30
38	18	80
38	19	60
38	20	50
38	21	100
38	22	90
38	23	60
38	24	100
38	25	50
38	26	90
38	27	80
38	28	100
38	29	20
38	30	80
38	31	20
38	32	90
38	33	100
38	34	50
38	35	80
38	36	60
38	37	40
38	38	30
38	39	120
38	40	70
39	1	70
39	2	70
39	3	70
39	4	70
39	5	60
39	6	50
39	7	80
39	8	100
39	9	50
39	10	80
39	11	50
39	12	10
39	13	70
39	14	70
39	15	70
39	16	80
39	17	80
39	18	80
39	19	60
39	20	50
39	21	80
39	22	90
39	23	30
39	24	80
39	25	70
39	26	90
39	27	80
39	28	100
39	29	70
39	30	80
39	31	70
39	32	0
39	33	30
39	34	100
39	35	80
39	36	80
39	37	70
39	38	60
39	39	30
39	40	70
40	1	70
40	2	90
40	3	90
40	4	90
40	5	60
40	6	100
40	7	100
40	8	40
40	9	50
40	10	110
40	11	50
40	12	60
40	13	90
40	14	70
40	15	70
40	16	120
40	17	30
40	18	90
40	19	50
40	20	50
40	21	120
40	22	110
40	23	90
40	24	80
40	25	70
40	26	90
40	27	90
40	28	100
40	29	40
40	30	70
40	31	20
40	32	50
40	33	120
40	34	90
40	35	80
40	36	70
40	37	40
40	38	30
40	39	100
40	40	90
41	1	50
41	2	70
41	3	110
41	4	110
41	5	100
41	6	50
41	7	100
41	8	100
41	9	90
41	10	100
41	11	90
41	12	10
41	13	110
41	14	50
41	15	70
41	16	100
41	17	60
41	18	80
41	19	60
41	20	70
41	21	120
41	22	110
41	23	30
41	24	100
41	25	50
41	26	110
41	27	80
41	28	120
41	29	90
41	30	80
41	31	50
41	32	60
41	33	50
41	34	100
41	35	80
41	36	80
41	37	50
41	38	60
41	39	30
41	40	90
42	1	70
42	2	70
42	3	50
42	4	90
42	5	70
42	6	20
42	7	50
42	8	50
42	9	70
42	10	70
42	11	70
42	12	20
42	13	70
42	14	70
42	15	50
42	16	90
42	17	70
42	18	70
42	19	70
42	20	70
42	21	70
42	22	70
42	23	0
42	24	50
42	25	50
42	26	50
42	27	70
42	28	50
42	29	50
42	30	50
42	31	70
42	32	20
42	33	20
42	34	90
42	35	50
42	36	50
42	37	90
42	38	90
42	39	40
42	40	50
43	1	70
43	2	70
43	3	90
43	4	110
43	5	80
43	6	70
43	7	60
43	8	70
43	9	70
43	10	90
43	11	70
43	12	10
43	13	110
43	14	70
43	15	50
43	16	100
43	17	80
43	18	70
43	19	50
43	20	50
43	21	80
43	22	90
43	23	0
43	24	80
43	25	50
43	26	90
43	27	70
43	28	100
43	29	70
43	30	70
43	31	70
43	32	20
43	33	50
43	34	120
43	35	80
43	36	50
43	37	90
43	38	80
43	39	70
43	40	70
44	1	50
44	2	70
44	3	70
44	4	70
44	5	70
44	6	50
44	7	50
44	8	0
44	9	70
44	10	70
44	11	70
44	12	50
44	13	90
44	14	50
44	15	70
44	16	70
44	17	0
44	18	50
44	19	50
44	20	70
44	21	70
44	22	70
44	23	50
44	24	90
44	25	50
44	26	70
44	27	50
44	28	90
44	29	0
44	30	70
44	31	0
44	32	90
44	33	50
44	34	0
44	35	70
44	36	50
44	37	0
44	38	0
44	39	50
44	40	70
45	1	70
45	2	70
45	3	110
45	4	90
45	5	80
45	6	70
45	7	100
45	8	90
45	9	70
45	10	90
45	11	70
45	12	10
45	13	90
45	14	70
45	15	70
45	16	100
45	17	80
45	18	90
45	19	50
45	20	50
45	21	100
45	22	110
45	23	40
45	24	80
45	25	70
45	26	110
45	27	90
45	28	100
45	29	110
45	30	70
45	31	70
45	32	20
45	33	70
45	34	120
45	35	80
45	36	70
45	37	70
45	38	60
45	39	50
45	40	90
46	1	80
46	2	70
46	3	80
46	4	120
46	5	120
46	6	120
46	7	60
46	8	30
46	9	90
46	10	60
46	11	110
46	12	80
46	13	100
46	14	80
46	15	80
46	16	100
46	17	30
46	18	80
46	19	80
46	20	80
46	21	80
46	22	110
46	23	60
46	24	80
46	25	60
46	26	110
46	27	80
46	28	100
46	29	20
46	30	60
46	31	30
46	32	110
46	33	80
46	34	50
46	35	60
46	36	60
46	37	20
46	38	30
46	39	100
46	40	60
47	1	70
47	2	90
47	3	70
47	4	90
47	5	70
47	6	90
47	7	50
47	8	20
47	9	50
47	10	90
47	11	70
47	12	50
47	13	110
47	14	70
47	15	70
47	16	110
47	17	20
47	18	70
47	19	50
47	20	50
47	21	90
47	22	110
47	23	50
47	24	90
47	25	50
47	26	90
47	27	70
47	28	110
47	29	0
47	30	70
47	31	20
47	32	70
47	33	70
47	34	60
47	35	70
47	36	50
47	37	40
47	38	20
47	39	90
47	40	70
48	1	50
48	2	70
48	3	70
48	4	90
48	5	70
48	6	20
48	7	70
48	8	90
48	9	70
48	10	70
48	11	70
48	12	0
48	13	90
48	14	50
48	15	70
48	16	70
48	17	50
48	18	50
48	19	50
48	20	70
48	21	90
48	22	90
48	23	0
48	24	90
48	25	50
48	26	90
48	27	50
48	28	110
48	29	50
48	30	70
48	31	50
48	32	40
48	33	0
48	34	70
48	35	70
48	36	70
48	37	50
48	38	50
48	39	0
48	40	70
49	1	70
49	2	70
49	3	70
49	4	90
49	5	50
49	6	40
49	7	50
49	8	70
49	9	50
49	10	90
49	11	50
49	12	0
49	13	90
49	14	70
49	15	50
49	16	90
49	17	70
49	18	70
49	19	50
49	20	50
49	21	70
49	22	90
49	23	0
49	24	70
49	25	50
49	26	70
49	27	70
49	28	90
49	29	50
49	30	70
49	31	70
49	32	0
49	33	20
49	34	110
49	35	70
49	36	50
49	37	90
49	38	70
49	39	40
49	40	70
50	1	60
50	2	90
50	3	100
50	4	120
50	5	120
50	6	100
50	7	60
50	8	30
50	9	70
50	10	100
50	11	110
50	12	80
50	13	140
50	14	60
50	15	80
50	16	100
50	17	10
50	18	60
50	19	80
50	20	60
50	21	100
50	22	90
50	23	60
50	24	100
50	25	60
50	26	110
50	27	60
50	28	120
50	29	20
50	30	80
50	31	10
50	32	90
50	33	100
50	34	50
50	35	80
50	36	60
50	37	20
50	38	50
50	39	100
50	40	80
51	1	80
51	2	70
51	3	120
51	4	100
51	5	100
51	6	70
51	7	80
51	8	80
51	9	70
51	10	100
51	11	90
51	12	10
51	13	120
51	14	80
51	15	80
51	16	120
51	17	80
51	18	100
51	19	60
51	20	60
51	21	100
51	22	130
51	23	30
51	24	100
51	25	60
51	26	110
51	27	100
51	28	120
51	29	90
51	30	80
51	31	80
51	32	40
51	33	50
51	34	120
51	35	80
51	36	60
51	37	70
51	38	60
51	39	50
51	40	100
52	1	70
52	2	110
52	3	90
52	4	110
52	5	90
52	6	60
52	7	70
52	8	90
52	9	70
52	10	90
52	11	90
52	12	0
52	13	130
52	14	70
52	15	90
52	16	110
52	17	70
52	18	70
52	19	50
52	20	50
52	21	110
52	22	110
52	23	20
52	24	90
52	25	70
52	26	130
52	27	70
52	28	110
52	29	90
52	30	70
52	31	70
52	32	40
52	33	60
52	34	110
52	35	70
52	36	70
52	37	90
52	38	70
52	39	60
52	40	70
53	1	70
53	2	90
53	3	50
53	4	70
53	5	80
53	6	80
53	7	60
53	8	0
53	9	50
53	10	70
53	11	70
53	12	60
53	13	90
53	14	70
53	15	70
53	16	120
53	17	30
53	18	70
53	19	50
53	20	50
53	21	100
53	22	90
53	23	50
53	24	80
53	25	50
53	26	70
53	27	70
53	28	80
53	29	0
53	30	50
53	31	20
53	32	70
53	33	80
53	34	50
53	35	60
53	36	50
53	37	40
53	38	30
53	39	100
53	40	50
54	1	50
54	2	70
54	3	90
54	4	110
54	5	90
54	6	40
54	7	70
54	8	90
54	9	90
54	10	70
54	11	90
54	12	0
54	13	110
54	14	50
54	15	70
54	16	70
54	17	50
54	18	50
54	19	50
54	20	70
54	21	90
54	22	90
54	23	0
54	24	90
54	25	50
54	26	110
54	27	50
54	28	110
54	29	70
54	30	70
54	31	50
54	32	60
54	33	20
54	34	70
54	35	70
54	36	70
54	37	50
54	38	50
54	39	20
54	40	70
55	1	50
55	2	70
55	3	110
55	4	90
55	5	100
55	6	30
55	7	80
55	8	60
55	9	90
55	10	100
55	11	90
55	12	10
55	13	110
55	14	50
55	15	70
55	16	100
55	17	60
55	18	80
55	19	60
55	20	70
55	21	100
55	22	90
55	23	30
55	24	100
55	25	50
55	26	90
55	27	80
55	28	100
55	29	90
55	30	80
55	31	50
55	32	60
55	33	50
55	34	80
55	35	80
55	36	60
55	37	50
55	38	60
55	39	30
55	40	90
56	1	60
56	2	90
56	3	100
56	4	120
56	5	80
56	6	30
56	7	100
56	8	100
56	9	70
56	10	120
56	11	70
56	12	10
56	13	120
56	14	60
56	15	80
56	16	120
56	17	60
56	18	80
56	19	60
56	20	80
56	21	140
56	22	110
56	23	30
56	24	100
56	25	60
56	26	90
56	27	80
56	28	120
56	29	70
56	30	80
56	31	60
56	32	40
56	33	50
56	34	120
56	35	80
56	36	80
56	37	70
56	38	80
56	39	30
56	40	100
57	1	70
57	2	50
57	3	90
57	4	90
57	5	70
57	6	60
57	7	90
57	8	90
57	9	70
57	10	70
57	11	70
57	12	0
57	13	70
57	14	70
57	15	50
57	16	90
57	17	70
57	18	90
57	19	50
57	20	50
57	21	90
57	22	110
57	23	20
57	24	50
57	25	50
57	26	90
57	27	90
57	28	70
57	29	90
57	30	50
57	31	70
57	32	20
57	33	40
57	34	110
57	35	50
57	36	70
57	37	70
57	38	50
57	39	40
57	40	70
58	1	70
58	2	110
58	3	110
58	4	90
58	5	100
58	6	50
58	7	100
58	8	80
58	9	70
58	10	120
58	11	90
58	12	10
58	13	130
58	14	70
58	15	90
58	16	140
58	17	80
58	18	100
58	19	60
58	20	50
58	21	140
58	22	110
58	23	50
58	24	100
58	25	70
58	26	110
58	27	100
58	28	100
58	29	110
58	30	80
58	31	70
58	32	40
58	33	90
58	34	120
58	35	80
58	36	80
58	37	90
58	38	80
58	39	70
58	40	90
59	1	70
59	2	70
59	3	90
59	4	70
59	5	80
59	6	100
59	7	80
59	8	10
59	9	70
59	10	80
