p	r	R_p
7	15	0
7	16	0
7	17	0
7	18	0
7	19	1
7	20	0
7	21	0
7	22	1
7	23	0
7	24	0
7	25	0
7	26	1
7	27	0
7	28	0
7	29	0
7	30	0
7	31	0
7	32	0
7	33	0
7	34	0
7	35	0
7	36	0
8	1	1
8	2	0
8	3	1
8	4	0
8	5	1
8	6	0
8	7	1
8	8	1
8	9	0
8	10	0
8	11	0
8	12	0
8	13	1
8	14	1
8	15	0
8	16	1
8	17	1
8	18	1
8	19	0
8	20	1
8	21	0
8	22	0
8	23	0
8	24	1
8	25	0
8	26	0
8	27	0
8	28	0
8	29	0
8	30	1
8	31	0
8	32	0
8	33	0
8	34	0
8	35	0
8	36	0
9	1	1
9	2	0
9	3	1
9	4	0
9	5	1
9	6	0
9	7	1
9	8	1
9	9	0
9	10	0
9	11	0
9	12	0
9	13	1
9	14	1
9	15	0
9	16	1
9	17	1
9	18	1
9	19	0
9	20	1
9	21	0
9	22	0
9	23	0
9	24	1
9	25	0
9	26	0
9	27	0
9	28	0
9	29	0
9	30	1
9	31	0
9	32	0
9	33	0
9	34	0
9	35	0
9	36	0
10	1	1
10	2	0
10	3	1
10	4	0
10	5	1
10	6	0
10	7	1
10	8	1
10	9	0
10	10	0
10	11	0
10	12	0
10	13	1
10	14	1
10	15	0
10	16	1
10	17	1
10	18	1
10	19	0
10	20	1
10	21	0
10	22	0
10	23	0
10	24	1
10	25	0
10	26	0
10	27	0
10	28	0
10	29	0
10	30	1
10	31	0
10	32	0
10	33	0
10	34	0
10	35	0
10	36	0
11	1	0
11	2	0
11	3	0
11	4	1
11	5	0
11	6	0
11	7	0
11	8	0
11	9	0
11	10	1
11	11	1
11	12	0
11	13	0
11	14	0
11	15	0
11	16	0
11	17	0
11	18	0
11	19	0
11	20	0
11	21	1
11	22	0
11	23	1
11	24	0
11	25	0
11	26	0
11	27	1
11	28	1
11	29	0
11	30	0
11	31	0
11	32	0
11	33	0
11	34	0
11	35	1
11	36	0
12	1	1
12	2	0
12	3	1
12	4	0
12	5	1
12	6	0
12	7	1
12	8	1
12	9	0
12	10	1
12	11	1
12	12	0
12	13	1
12	14	1
12	15	0
12	16	1
12	17	1
12	18	1
12	19	0
12	20	1
12	21	1
12	22	0
12	23	0
12	24	1
12	25	0
12	26	0
12	27	1
12	28	1
12	29	0
12	30	1
12	31	0
12	32	0
12	33	0
12	34	0
12	35	0
12	36	0
13	1	0
13	2	0
13	3	0
13	4	0
13	5	0
13	6	0
13	7	0
13	8	0
13	9	1
13	10	0
13	11	0
13	12	1
13	13	0
13	14	0
13	15	1
13	16	0
13	17	0
13	18	0
13	19	0
13	20	0
13	21	0
13	22	0
13	23	0
13	24	0
13	25	0
13	26	0
13	27	0
13	28	0
13	29	0
13	30	0
13	31	0
13	32	1
13	33	0
13	34	1
13	35	0
13	36	1
14	1	0
14	2	1
14	3	0
14	4	0
14	5	0
14	6	0
14	7	0
14	8	0
14	9	0
14	10	0
14	11	0
14	12	0
14	13	0
14	14	0
14	15	0
14	16	0
14	17	0
14	18	0
14	19	0
14	20	0
14	21	0
14	22	0
14	23	0
14	24	0
14	25	1
14	26	0
14	27	0
14	28	0
14	29	1
14	30	0
14	31	1
14	32	0
14	33	1
14	34	0
14	35	0
14	36	0
15	1	0
15	2	0
15	3	0
15	4	0
15	5	0
15	6	1
15	7	0
15	8	0
15	9	1
15	10	0
15	11	0
15	12	1
15	13	0
15	14	0
15	15	1
15	16	0
15	17	0
15	18	0
15	19	1
15	20	0
15	21	0
15	22	1
15	23	0
15	24	0
15	25	0
15	26	1
15	27	0
15	28	0
15	29	0
15	30	0
15	31	0
15	32	1
15	33	0
15	34	1
15	35	0
15	36	1
16	1	0
16	2	0
16	3	0
16	4	0
16	5	0
16	6	0
16	7	0
16	8	0
16	9	1
16	10	0
16	11	0
16	12	1
16	13	0
16	14	0
16	15	1
16	16	0
16	17	0
16	18	0
16	19	0
16	20	0
16	21	0
16	22	0
16	23	0
16	24	0
16	25	0
16	26	0
16	27	0
16	28	0
16	29	0
16	30	0
16	31	0
16	32	1
16	33	0
16	34	1
16	35	0
16	36	1
17	1	1
17	2	0
17	3	1
17	4	0
17	5	1
17	6	0
17	7	1
17	8	1
17	9	0
17	10	0
17	11	0
17	12	0
17	13	1
17	14	1
17	15	0
17	16	1
17	17	1
17	18	1
17	19	0
17	20	1
17	21	0
17	22	0
17	23	0
17	24	1
17	25	0
17	26	0
17	27	0
17	28	0
17	29	0
17	30	1
17	31	0
17	32	0
17	33	0
17	34	0
17	35	0
17	36	0
18	1	1
18	2	0
18	3	1
18	4	0
18	5	1
18	6	0
18	7	1
18	8	1
18	9	0
18	10	0
18	11	0
18	12	0
18	13	1
18	14	1
18	15	0
18	16	1
18	17	1
18	18	1
18	19	0
18	20	1
18	21	0
18	22	0
18	23	0
18	24	1
18	25	0
18	26	0
18	27	0
18	28	0
18	29	0
18	30	1
18	31	0
18	32	0
18	33	0
18	34	0
18	35	0
18	36	0
19	1	0
19	2	0
19	3	0
19	4	1
19	5	0
19	6	0
19	7	0
19	8	0
19	9	0
19	10	1
19	11	1
19	12	0
19	13	0
19	14	0
19	15	0
19	16	0
19	17	0
19	18	0
19	19	0
19	20	0
19	21	1
19	22	0
19	23	1
19	24	0
19	25	0
19	26	0
19	27	1
19	28	1
19	29	0
19	30	0
19	31	0
19	32	0
19	33	0
19	34	0
19	35	1
19	36	0
20	1	1
20	2	0
20	3	1
20	4	0
20	5	1
20	6	0
20	7	1
20	8	1
20	9	0
20	10	0
20	11	0
20	12	0
20	13	1
20	14	1
20	15	0
20	16	1
20	17	1
20	18	1
20	19	0
20	20	1
20	21	0
20	22	0
20	23	0
20	24	1
20	25	0
20	26	0
20	27	0
20	28	0
20	29	0
20	30	1
20	31	0
20	32	0
20	33	0
20	34	0
20	35	0
20	36	0
21	1	1
21	2	0
21	3	1
21	4	0
21	5	1
21	6	0
21	7	1
21	8	1
21	9	0
21	10	0
21	11	0
21	12	0
21	13	1
21	14	1
21	15	0
21	16	1
21	17	1
21	18	1
21	19	0
21	20	1
21	21	0
21	22	0
21	23	0
21	24	1
21	25	0
21	26	0
21	27	0
21	28	0
21	29	0
21	30	1
21	31	0
21	32	0
21	33	0
21	34	0
21	35	0
21	36	0
22	1	1
22	2	0
22	3	1
22	4	0
22	5	1
22	6	0
22	7	1
22	8	1
22	9	0
22	10	0
22	11	0
22	12	0
22	13	1
22	14	1
22	15	0
22	16	1
22	17	1
22	18	1
22	19	0
22	20	1
22	21	0
22	22	0
22	23	0
22	24	1
22	25	0
22	26	0
22	27	0
22	28	0
22	29	0
22	30	1
22	31	0
22	32	0
22	33	0
22	34	0
22	35	0
22	36	0
23	1	1
23	2	0
23	3	1
23	4	0
23	5	1
23	6	0
23	7	1
23	8	1
23	9	0
23	10	0
23	11	0
23	12	0
23	13	1
23	14	1
23	15	0
23	16	1
23	17	1
23	18	1
23	19	0
23	20	1
23	21	0
23	22	0
23	23	0
23	24	1
23	25	0
23	26	0
23	27	0
23	28	0
23	29	0
23	30	1
23	31	0
23	32	0
23	33	0
23	34	0
23	35	0
23	36	0
24	1	0
24	2	1
24	3	0
24	4	0
24	5	0
24	6	0
24	7	0
24	8	0
24	9	0
24	10	0
24	11	0
24	12	0
24	13	0
24	14	0
24	15	0
24	16	0
24	17	0
24	18	0
24	19	0
24	20	0
24	21	0
24	22	0
24	23	0
24	24	0
24	25	1
24	26	0
24	27	0
24	28	0
24	29	1
24	30	0
24	31	1
24	32	0
24	33	1
24	34	0
24	35	0
24	36	0
25	1	1
25	2	0
25	3	1
25	4	0
25	5	1
25	6	0
25	7	1
25	8	1
25	9	0
25	10	1
25	11	1
25	12	0
25	13	1
25	14	1
25	15	0
25	16	1
25	17	1
25	18	1
25	19	0
25	20	1
25	21	1
25	22	0
25	23	0
25	24	1
25	25	0
25	26	0
25	27	1
25	28	1
25	29	0
25	30	1
25	31	0
25	32	0
25	33	0
25	34	0
25	35	0
25	36	0
26	1	0
26	2	0
26	3	0
26	4	0
26	5	0
26	6	0
26	7	0
26	8	0
26	9	0
26	10	1
26	11	1
26	12	0
26	13	0
26	14	0
26	15	0
26	16	0
26	17	0
26	18	0
26	19	0
26	20	0
26	21	1
26	22	0
26	23	0
26	24	0
26	25	0
26	26	0
26	27	1
26	28	1
26	29	0
26	30	0
26	31	0
26	32	0
26	33	0
26	34	0
26	35	0
26	36	0
27	1	1
27	2	0
27	3	1
27	4	0
27	5	1
27	6	0
27	7	1
27	8	1
27	9	0
27	10	0
27	11	0
27	12	0
27	13	1
27	14	1
27	15	0
27	16	1
27	17	1
27	18	1
27	19	0
27	20	1
27	21	0
27	22	0
27	23	0
27	24	1
27	25	0
27	26	0
27	27	0
27	28	0
27	29	0
27	30	1
27	31	0
27	32	0
27	33	0
27	34	0
27	35	0
27	36	0
28	1	1
28	2	0
28	3	1
28	4	0
28	5	1
28	6	0
28	7	1
28	8	1
28	9	0
28	10	0
28	11	0
28	12	0
28	13	1
28	14	1
28	15	0
28	16	1
28	17	1
28	18	1
28	19	0
28	20	1
28	21	0
28	22	0
28	23	0
28	24	1
28	25	0
28	26	0
28	27	0
28	28	0
28	29	0
28	30	1
28	31	0
28	32	0
28	33	0
28	34	0
28	35	0
28	36	0
29	1	1
29	2	0
29	3	1
29	4	0
29	5	1
29	6	0
29	7	1
29	8	1
29	9	0
29	10	0
29	11	0
29	12	0
29	13	1
29	14	1
29	15	0
29	16	1
29	17	1
29	18	1
29	19	0
29	20	1
29	21	0
29	22	0
29	23	0
29	24	1
29	25	0
29	26	0
29	27	0
29	28	0
29	29	0
29	30	1
29	31	0
29	32	0
29	33	0
29	34	0
29	35	0
29	36	0
30	1	0
30	2	0
30	3	0
30	4	0
30	5	0
30	6	0
30	7	0
30	8	0
30	9	1
30	10	0
30	11	0
30	12	1
30	13	0
30	14	0
30	15	1
30	16	0
30	17	0
30	18	0
30	19	0
30	20	0
30	21	0
30	22	0
30	23	0
30	24	0
30	25	0
30	26	0
30	27	0
30	28	0
30	29	0
30	30	0
30	31	0
30	32	1
30	33	0
30	34	1
30	35	0
30	36	1
31	1	0
31	2	1
31	3	0
31	4	0
31	5	0
31	6	0
31	7	0
31	8	0
31	9	0
31	10	0
31	11	0
31	12	0
31	13	0
31	14	0
31	15	0
31	16	0
31	17	0
31	18	0
31	19	0
31	20	0
31	21	0
31	22	0
31	23	0
31	24	0
31	25	1
31	26	0
31	27	0
31	28	0
31	29	1
31	30	0
31	31	1
31	32	0
31	33	1
31	34	0
31	35	0
31	36	0
32	1	0
32	2	0
32	3	0
32	4	0
32	5	0
32	6	1
32	7	0
32	8	0
32	9	0
32	10	0
32	11	0
32	12	0
32	13	0
32	14	0
32	15	0
32	16	0
32	17	0
32	18	0
32	19	1
32	20	0
32	21	0
32	22	1
32	23	0
32	24	0
32	25	0
32	26	1
32	27	0
32	28	0
32	29	0
32	30	0
32	31	0
32	32	0
32	33	0
32	34	0
32	35	0
32	36	0
33	1	0
33	2	0
33	3	0
33	4	1
33	5	0
33	6	0
33	7	0
33	8	0
33	9	0
33	10	0
33	11	0
33	12	0
33	13	0
33	14	0
33	15	0
33	16	0
33	17	0
33	18	0
33	19	0
33	20	0
33	21	0
33	22	0
33	23	1
33	24	0
33	25	0
33	26	0
33	27	0
33	28	0
33	29	0
33	30	0
33	31	0
33	32	0
33	33	0
33	34	0
33	35	1
33	36	0
34	1	1
34	2	0
34	3	1
34	4	0
34	5	1
34	6	0
34	7	1
34	8	1
34	9	0
34	10	0
34	11	0
34	12	0
34	13	1
34	14	1
34	15	0
34	16	1
34	17	1
34	18	1
34	19	0
34	20	1
34	21	0
34	22	0
34	23	0
34	24	1
34	25	0
34	26	0
34	27	0
34	28	0
34	29	0
34	30	1
34	31	0
34	32	0
34	33	0
34	34	0
34	35	0
34	36	0
35	1	0
35	2	0
35	3	0
35	4	0
35	5	0
35	6	0
35	7	0
35	8	0
35	9	1
35	10	0
35	11	0
35	12	1
35	13	0
35	14	0
35	15	1
35	16	0
35	17	0
35	18	0
35	19	0
35	20	0
35	21	0
35	22	0
35	23	0
35	24	0
35	25	0
35	26	0
35	27	0
35	28	0
35	29	0
35	30	0
35	31	0
35	32	1
35	33	0
35	34	1
35	35	0
35	36	1
36	1	1
36	2	0
36	3	1
36	4	0
36	5	1
36	6	0
36	7	1
36	8	1
36	9	0
36	10	0
36	11	0
36	12	0
36	13	1
36	14	1
36	15	0
36	16	1
36	17	1
36	18	1
36	19	0
36	20	1
36	21	0
36	22	0
36	23	0
36	24	1
36	25	0
36	26	0
36	27	0
36	28	0
36	29	0
36	30	1
36	31	0
36	32	0
36	33	0
36	34	0
36	35	0
36	36	0
37	1	1
37	2	1
37	3	1
37	4	0
37	5	1
37	6	0
37	7	1
37	8	1
37	9	0
37	10	0
37	11	0
37	12	0
37	13	1
37	14	1
37	15	0
37	16	1
37	17	1
37	18	1
37	19	0
37	20	1
37	21	0
37	22	0
37	23	0
37	24	1
37	25	1
37	26	0
37	27	0
37	28	0
37	29	1
37	30	1
37	31	1
37	32	0
37	33	1
37	34	0
37	35	0
37	36	0
38	1	0
38	2	0
38	3	0
38	4	1
38	5	0
38	6	0
38	7	0
38	8	0
38	9	0
38	10	1
38	11	1
38	12	0
38	13	0
38	14	0
38	15	0
38	16	0
38	17	0
38	18	0
38	19	0
38	20	0
38	21	1
38	22	0
38	23	1
38	24	0
38	25	0
38	26	0
38	27	1
38	28	1
38	29	0
38	30	0
38	31	0
38	32	0
38	33	0
38	34	0
38	35	1
38	36	0
39	1	1
39	2	0
39	3	1
39	4	0
39	5	1
39	6	0
39	7	1
39	8	1
39	9	0
39	10	0
39	11	0
39	12	0
39	13	1
39	14	1
39	15	0
39	16	1
39	17	1
39	18	1
39	19	0
39	20	1
39	21	0
39	22	0
39	23	0
39	24	1
39	25	0
39	26	0
39	27	0
39	28	0
39	29	0
39	30	1
39	31	0
39	32	0
39	33	0
39	34	0
39	35	0
39	36	0
40	1	1
40	2	0
40	3	1
40	4	0
40	5	1
40	6	0
40	7	1
40	8	1
40	9	0
40	10	1
40	11	1
40	12	0
40	13	1
40	14	1
40	15	0
40	16	1
40	17	1
40	18	1
40	19	0
40	20	1
40	21	1
40	22	0
40	23	0
40	24	1
40	25	0
40	26	0
40	27	1
40	28	1
40	29	0
40	30	1
40	31	0
40	32	0
40	33	0
40	34	0
40	35	0
40	36	0
41	1	1
41	2	0
41	3	1
41	4	0
41	5	1
41	6	0
41	7	1
41	8	1
41	9	0
41	10	0
41	11	0
41	12	0
41	13	1
41	14	1
41	15	0
41	16	1
41	17	1
41	18	1
41	19	0
41	20	1
41	21	0
41	22	0
41	23	0
41	24	1
41	25	0
41	26	0
41	27	0
41	28	0
41	29	0
41	30	1
41	31	0
41	32	0
41	33	0
41	34	0
41	35	0
41	36	0
42	1	0
42	2	0
42	3	0
42	4	0
42	5	0
42	6	1
42	7	0
42	8	0
42	9	1
42	10	0
42	11	0
42	12	1
42	13	0
42	14	0
42	15	1
42	16	0
42	17	0
42	18	0
42	19	1
42	20	0
42	21	0
42	22	1
42	23	0
42	24	0
42	25	0
42	26	1
42	27	0
42	28	0
42	29	0
42	30	0
42	31	0
42	32	1
42	33	0
42	34	1
42	35	0
42	36	1
43	1	1
43	2	0
43	3	1
43	4	0
43	5	1
43	6	0
43	7	1
43	8	1
43	9	0
43	10	1
43	11	1
43	12	0
43	13	1
43	14	1
43	15	0
43	16	1
43	17	1
43	18	1
43	19	0
43	20	1
43	21	1
43	22	0
43	23	0
43	24	1
43	25	0
43	26	0
43	27	1
43	28	1
43	29	0
43	30	1
43	31	0
43	32	0
43	33	0
43	34	0
43	35	0
43	36	0
44	1	1
44	2	0
44	3	1
44	4	0
44	5	1
44	6	0
44	7	1
44	8	1
44	9	0
44	10	0
44	11	0
44	12	0
44	13	1
44	14	1
44	15	0
44	16	1
44	17	1
44	18	1
44	19	0
44	20	1
44	21	0
44	22	0
44	23	0
44	24	1
44	25	0
44	26	0
44	27	0
44	28	0
44	29	0
44	30	1
44	31	0
44	32	0
44	33	0
44	34	0
44	35	0
44	36	0
45	1	0
45	2	0
45	3	0
45	4	1
45	5	0
45	6	0
45	7	0
45	8	0
45	9	0
45	10	1
45	11	1
45	12	0
45	13	0
45	14	0
45	15	0
45	16	0
45	17	0
45	18	0
45	19	0
45	20	0
45	21	1
45	22	0
45	23	1
45	24	0
45	25	0
45	26	0
45	27	1
45	28	1
45	29	0
45	30	0
45	31	0
45	32	0
45	33	0
45	34	0
45	35	1
45	36	0
46	1	1
46	2	0
46	3	1
46	4	0
46	5	1
46	6	0
46	7	1
46	8	1
46	9	0
46	10	0
46	11	0
46	12	0
46	13	1
46	14	1
46	15	0
46	16	1
46	17	1
46	18	1
46	19	0
46	20	1
46	21	0
46	22	0
46	23	0
46	24	1
46	25	0
46	26	0
46	27	0
46	28	0
46	29	0
46	30	1
46	31	0
46	32	0
46	33	0
46	34	0
46	35	0
46	36	0
47	1	1
47	2	0
47	3	1
47	4	0
47	5	1
47	6	0
47	7	1
47	8	1
47	9	0
47	10	0
47	11	0
47	12	0
47	13	1
47	14	1
47	15	0
47	16	1
47	17	1
47	18	1
47	19	0
47	20	1
47	21	0
47	22	0
47	23	0
47	24	1
47	25	0
47	26	0
47	27	0
47	28	0
47	29	0
47	30	1
47	31	0
47	32	0
47	33	0
47	34	0
47	35	0
47	36	0
48	1	1
48	2	0
48	3	1
48	4	0
48	5	1
48	6	0
48	7	1
48	8	1
48	9	0
48	10	0
48	11	0
48	12	0
48	13	1
48	14	1
48	15	0
48	16	1
48	17	1
48	18	1
48	19	0
48	20	1
48	21	0
48	22	0
48	23	0
48	24	1
48	25	0
48	26	0
48	27	0
48	28	0
48	29	0
48	30	1
48	31	0
48	32	0
48	33	0
48	34	0
48	35	0
48	36	0
49	1	1
49	2	0
49	3	1
49	4	0
49	5	1
49	6	0
49	7	1
49	8	1
49	9	0
49	10	0
49	11	0
49	12	0
49	13	1
49	14	1
49	15	0
49	16	1
49	17	1
49	18	1
49	19	0
49	20	1
49	21	0
49	22	0
49	23	0
49	24	1
49	25	0
49	26	0
49	27	0
49	28	0
49	29	0
49	30	1
49	31	0
49	32	0
49	33	0
49	34	0
49	35	0
49	36	0
50	1	1
50	2	0
50	3	1
50	4	0
50	5	1
50	6	0
50	7	1
50	8	1
50	9	0
50	10	1
50	11	1
50	12	0
50	13	1
50	14	1
50	15	0
50	16	1
50	17	1
50	18	1
50	19	0
50	20	1
50	21	1
50	22	0
50	23	0
50	24	1
50	25	0
50	26	0
50	27	1
50	28	1
50	29	0
50	30	1
50	31	0
50	32	0
50	33	0
50	34	0
50	35	0
50	36	0
51	1	1
51	2	0
51	3	1
51	4	0
51	5	1
51	6	0
51	7	1
51	8	1
51	9	0
51	10	1
51	11	1
51	12	0
51	13	1
51	14	1
51	15	0
51	16	1
51	17	1
51	18	1
51	19	0
51	20	1
51	21	1
51	22	0
51	23	0
51	24	1
51	25	0
51	26	0
51	27	1
51	28	1
51	29	0
51	30	1
51	31	0
51	32	0
51	33	0
51	34	0
51	35	0
51	36	0
52	1	0
52	2	0
52	3	0
52	4	0
52	5	0
52	6	0
52	7	0
52	8	0
52	9	1
52	10	0
52	11	0
52	12	1
52	13	0
52	14	0
52	15	1
52	16	0
52	17	0
52	18	0
52	19	0
52	20	0
52	21	0
52	22	0
52	23	0
52	24	0
52	25	0
52	26	0
52	27	0
52	28	0
52	29	0
52	30	0
52	31	0
52	32	1
52	33	0
52	34	1
52	35	0
52	36	1
53	1	1
53	2	0
53	3	1
53	4	0
53	5	1
53	6	0
53	7	1
53	8	1
53	9	0
53	10	0
53	11	0
53	12	0
53	13	1
53	14	1
53	15	0
53	16	1
53	17	1
53	18	1
53	19	0
53	20	1
53	21	0
53	22	0
53	23	0
53	24	1
53	25	0
53	26	0
53	27	0
53	28	0
53	29	0
53	30	1
53	31	0
53	32	0
53	33	0
53	34	0
53	35	0
53	36	0
54	1	0
54	2	0
54	3	0
54	4	0
54	5	0
54	6	0
54	7	0
54	8	0
54	9	1
54	10	0
54	11	0
54	12	1
54	13	0
54	14	0
54	15	1
54	16	0
54	17	0
54	18	0
54	19	0
54	20	0
54	21	0
54	22	0
54	23	0
54	24	0
54	25	0
54	26	0
54	27	0
54	28	0
54	29	0
54	30	0
54	31	0
54	32	1
54	33	0
54	34	1
54	35	0
54	36	1
55	1	0
55	2	0
55	3	0
55	4	0
55	5	0
55	6	0
55	7	0
55	8	0
55	9	1
55	10	0
55	11	0
55	12	1
55	13	0
55	14	0
55	15	1
55	16	0
55	17	0
55	18	0
55	19	0
55	20	0
55	21	0
55	22	0
55	23	0
55	24	0
55	25	0
55	26	0
55	27	0
55	28	0
55	29	0
55	30	0
55	31	0
55	32	1
55	33	0
55	34	1
55	35	0
55	36	1
56	1	1
56	2	0
56	3	1
56	4	0
56	5	1
56	6	0
56	7	1
56	8	1
56	9	0
56	10	0
56	11	0
56	12	0
56	13	1
56	14	1
56	15	0
56	16	1
56	17	1
56	18	1
56	19	0
56	20	1
56	21	0
56	22	0
56	23	0
56	24	1
56	25	0
56	26	0
56	27	0
56	28	0
56	29	0
56	30	1
56	31	0
56	32	0
56	33	0
56	34	0
56	35	0
56	36	0
57	1	0
57	2	0
57	3	0
57	4	0
57	5	0
57	6	0
57	7	0
57	8	0
57	9	0
57	10	1
57	11	1
57	12	0
57	13	0
57	14	0
57	15	0
57	16	0
57	17	0
57	18	0
57	19	0
57	20	0
57	21	1
57	22	0
57	23	0
57	24	0
57	25	0
57	26	0
57	27	1
57	28	1
57	29	0
57	30	0
57	31	0
57	32	0
57	33	0
57	34	0
57	35	0
57	36	0
58	1	0
58	2	0
58	3	0
58	4	0
58	5	0
58	6	1
58	7	0
58	8	0
58	9	1
58	10	0
58	11	0
58	12	1
58	13	0
58	14	0
58	15	1
58	16	0
58	17	0
58	18	0
58	19	1
58	20	0
58	21	0
58	22	1
58	23	0
58	24	0
58	25	0
58	26	1
58	27	0
58	28	0
58	29	0
58	30	0
58	31	0
58	32	1
58	33	0
58	34	1
58	35	0
58	36	1
59	1	1
59	2	0
59	3	1
59	4	0
59	5	1
59	6	0
59	7	1
59	8	1
59	9	0
59	10	0
59	11	0
59	12	0
59	13	1
59	14	1
59	15	0
59	16	1
59	17	1
59	18	1
59	19	0
59	20	1
59	21	0
59	22	0
59	23	0
59	24	1
59	25	0
59	26	0
59	27	0
59	28	0
59	29	0
59	30	1
59	31	0
59	32	0
59	33	0
59	34	0
59	35	0
59	36	0
60	1	0
60	2	0
60	3	0
60	4	1
60	5	0
60	6	0
60	7	0
60	8	0
60	9	0
60	10	1
60	11	1
60	12	0
60	13	0
60	14	0
60	15	0
60	16	0
60	17	0
60	18	0
60	19	0
60	20	0
60	21	1
60	22	0
60	23	1
60	24	0
60	25	0
60	26	0
60	27	1
60	28	1
60	29	0
60	30	0
60	31	0
60	32	0
60	33	0
60	34	0
60	35	1
60	36	0
61	1	1
61	2	0
61	3	1
61	4	0
61	5	1
61	6	0
61	7	1
61	8	1
61	9	0
61	10	1
61	11	1
61	12	0
61	13	1
61	14	1
61	15	0
61	16	1
61	17	1
61	18	1
61	19	0
61	20	1
61	21	1
61	22	0
61	23	0
61	24	1
61	25	0
61	26	0
61	27	1
61	28	1
61	29	0
61	30	1
61	31	0
61	32	0
61	33	0
61	34	0
61	35	0
61	36	0
62	1	1
62	2	0
62	3	1
62	4	0
62	5	1
62	6	0
62	7	1
62	8	1
62	9	0
62	10	0
62	11	0
62	12	0
62	13	1
62	14	1
62	15	0
62	16	1
62	17	1
62	18	1
62	19	0
62	20	1
62	21	0
62	22	0
62	23	0
62	24	1
62	25	0
62	26	0
62	27	0
62	28	0
62	29	0
62	30	1
62	31	0
62	32	0
62	33	0
62	34	0
62	35	0
62	36	0
63	1	1
63	2	0
63	3	1
63	4	0
63	5	1
63	6	0
63	7	1
63	8	1
63	9	0
63	10	0
63	11	0
63	12	0
63	13	1
63	14	1
63	15	0
63	16	1
63	17	1
63	18	1
63	19	0
63	20	1
63	21	0
63	22	0
63	23	0
63	24	1
63	25	0
63	26	0
63	27	0
63	28	0
63	29	0
63	30	1
63	31	0
63	32	0
63	33	0
63	34	0
63	35	0
63	36	0
64	1	0
64	2	0
64	3	0
64	4	1
64	5	0
64	6	0
64	7	0
64	8	0
64	9	0
64	10	1
64	11	1
64	12	0
64	13	0
64	14	0
64	15	0
64	16	0
64	17	0
64	18	0
64	19	0
64	20	0
64	21	1
64	22	0
64	23	1
64	24	0
64	25	0
64	26	0
64	27	1
64	28	1
64	29	0
64	30	0
64	31	0
64	32	0
64	33	0
64	34	0
64	35	1
64	36	0
65	1	1
65	2	0
65	3	1
65	4	0
65	5	1
65	6	0
65	7	1
65	8	1
65	9	0
65	10	0
65	11	0
65	12	0
65	13	1
65	14	1
65	15	0
65	16	1
65	17	1
65	18	1
65	19	0
65	20	1
65	21	0
65	22	0
65	23	0
65	24	1
65	25	0
65	26	0
