p	Fe	Ma
203	1	0
204	1	0
205	1	0
206	1	0
207	0	1
208	0	1
209	1	0
210	0	1
211	1	0
212	1	0
213	1	0
214	1	0
215	0	1
216	1	0
217	0	1
218	0	1
219	0	1
220	0	1
221	0	1
222	0	1
223	0	1
224	1	0
225	1	0
226	0	1
227	1	0
228	0	1
229	1	0
230	0	1
231	0	1
232	1	0
233	1	0
234	1	0
235	0	1
236	1	0
237	1	0
238	1	0
239	0	1
240	1	0
241	0	1
242	1	0
243	1	0
244	0	1
245	0	1
246	1	0
247	0	1
248	1	0
249	1	0
250	1	0
251	1	0
252	0	1
253	1	0
254	1	0
255	1	0
256	1	0
257	0	1
258	0	1
259	1	0
260	0	1
261	1	0
262	0	1
263	1	0
264	0	1
265	0	1
266	1	0
267	0	1
268	0	1
269	1	0
270	1	0
271	1	0
272	0	1
273	1	0
274	1	0
275	0	1
276	1	0
277	0	1
278	0	1
279	1	0
280	1	0
281	0	1
282	1	0
283	0	1
284	1	0
285	0	1
286	1	0
287	1	0
288	1	0
289	0	1
290	1	0
291	0	1
292	1	0
293	1	0
294	1	0
295	1	0
296	0	1
297	1	0
298	1	0
299	0	1
300	0	1
301	0	1
302	0	1
303	0	1
304	1	0
305	1	0
306	0	1
307	1	0
308	0	1
309	1	0
310	1	0
311	0	1
312	1	0
313	0	1
314	0	1
315	0	1
316	0	1
317	0	1
318	1	0
319	0	1
320	0	1
321	1	0
322	0	1
323	0	1
324	1	0
325	0	1
326	0	1
327	0	1
328	0	1
329	1	0
330	0	1
331	0	1
332	0	1
333	1	0
334	0	1
335	1	0
336	0	1
337	0	1
338	1	0
339	1	0
340	1	0
341	0	1
342	0	1
343	1	0
344	1	0
345	1	0
346	0	1
347	1	0
348	1	0
349	1	0
350	1	0
351	0	1
352	0	1
353	1	0
354	0	1
355	0	1
356	1	0
357	1	0
358	1	0
359	1	0
360	1	0
361	0	1
362	1	0
363	0	1
364	1	0
365	1	0
366	1	0
367	1	0
368	0	1
369	0	1
370	1	0
371	0	1
372	0	1
373	1	0
374	0	1
375	1	0
376	0	1
377	1	0
378	0	1
379	0	1
380	0	1
381	0	1
382	1	0
383	0	1
384	0	1
385	0	1
386	1	0
387	1	0
388	1	0
389	0	1
390	1	0
391	0	1
392	0	1
393	0	1
394	1	0
395	0	1
396	1	0
397	1	0
398	0	1
399	0	1
400	0	1
401	0	1
402	0	1
403	0	1
404	0	1
405	0	1
406	0	1
407	0	1
408	1	0
409	0	1
410	0	1
411	1	0
412	0	1
413	0	1
414	0	1
415	0	1
416	0	1
417	1	0
418	0	1
419	0	1
420	0	1
421	0	1
422	0	1
423	0	1
424	1	0
425	0	1
426	0	1
427	0	1
428	1	0
429	1	0
430	0	1
431	0	1
432	1	0
433	0	1
434	0	1
435	1	0
436	1	0
437	1	0
438	0	1
439	1	0
440	0	1
441	0	1
442	0	1
443	0	1
444	0	1
445	0	1
446	1	0
447	0	1
448	0	1
449	1	0
450	1	0
451	1	0
452	0	1
453	0	1
454	1	0
455	1	0
456	1	0
457	1	0
458	0	1
459	1	0
460	1	0
461	0	1
462	0	1
463	1	0
464	0	1
465	1	0
466	0	1
467	1	0
468	1	0
469	0	1
470	0	1
471	1	0
472	1	0
473	1	0
474	1	0
475	1	0
476	1	0
477	1	0
478	1	0
479	0	1
480	0	1
481	0	1
482	1	0
483	0	1
484	0	1
485	0	1
486	0	1
487	0	1
488	1	0
489	1	0
490	0	1
491	1	0
492	1	0
493	0	1
494	0	1
495	0	1
496	1	0
497	0	1
498	1	0
499	0	1
500	0	1
501	1	0
502	0	1
503	0	1
504	1	0
505	0	1
506	0	1
507	1	0
508	1	0
509	1	0
510	0	1
511	1	0
512	0	1
513	0	1
514	1	0
515	0	1
516	1	0
517	1	0
518	1	0
519	0	1
520	0	1
521	0	1
522	1	0
523	1	0
524	0	1
525	1	0
526	1	0
527	0	1
528	0	1
529	1	0
530	0	1
531	1	0
532	1	0
533	1	0
534	1	0
535	0	1
536	0	1
537	1	0
538	0	1
539	1	0
540	1	0
541	1	0
542	0	1
543	0	1
544	1	0
545	0	1
546	0	1
547	1	0
548	0	1
549	0	1
550	1	0
551	1	0
552	1	0
553	1	0
554	1	0
555	0	1
556	1	0
557	1	0
558	0	1
559	0	1
560	1	0
561	1	0
562	0	1
563	0	1
564	1	0
565	1	0
566	0	1
567	0	1
568	0	1
569	0	1
570	1	0
571	1	0
572	0	1
573	0	1
574	0	1
575	0	1
576	1	0
577	1	0
578	1	0
579	1	0
580	1	0
581	0	1
582	0	1
583	0	1
584	1	0
585	1	0
586	1	0
587	0	1
588	1	0
589	1	0
590	1	0
591	1	0
592	1	0
593	0	1
594	1	0
595	0	1
596	0	1
597	1	0
598	0	1
599	1	0
600	0	1
601	0	1
602	0	1
603	1	0
604	1	0
605	1	0
606	0	1
607	0	1
608	0	1
609	1	0
610	1	0
611	1	0
612	0	1
613	0	1
614	1	0
615	0	1
616	1	0
617	1	0
618	1	0
619	0	1
620	1	0
621	0	1
622	0	1
623	0	1
624	1	0
625	0	1
626	0	1
627	1	0
628	0	1
629	1	0
630	0	1
631	0	1
632	1	0
633	1	0
634	0	1
635	1	0
636	1	0
637	1	0
638	0	1
639	0	1
640	1	0
641	1	0
642	0	1
643	1	0
644	0	1
645	0	1
646	1	0
647	1	0
648	1	0
649	1	0
650	1	0
651	0	1
652	1	0
653	1	0
654	1	0
655	1	0
656	1	0
657	1	0
658	0	1
659	0	1
660	1	0
661	1	0
662	1	0
663	0	1
664	1	0
665	1	0
666	1	0
667	1	0
668	0	1
669	1	0
670	0	1
671	1	0
672	1	0
673	1	0
674	0	1
675	0	1
676	0	1
677	0	1
678	0	1
679	1	0
680	0	1
681	0	1
682	1	0
683	0	1
684	0	1
685	0	1
686	1	0
687	0	1
688	0	1
689	0	1
690	1	0
691	0	1
692	1	0
693	1	0
694	0	1
695	1	0
696	1	0
697	1	0
698	0	1
699	0	1
700	0	1
701	1	0
702	0	1
703	1	0
704	0	1
705	0	1
706	0	1
707	0	1
708	1	0
709	0	1
710	1	0
711	0	1
712	0	1
713	0	1
714	1	0
715	0	1
716	1	0
717	0	1
718	0	1
719	0	1
720	1	0
721	0	1
722	1	0
723	1	0
724	0	1
725	1	0
726	1	0
727	0	1
728	0	1
729	0	1
730	1	0
731	1	0
732	1	0
733	0	1
734	1	0
735	1	0
736	0	1
737	0	1
738	0	1
739	1	0
740	0	1
741	1	0
742	0	1
743	0	1
744	0	1
745	1	0
746	1	0
747	1	0
748	0	1
749	0	1
750	1	0
751	0	1
752	1	0
753	0	1
754	0	1
755	0	1
756	0	1
757	0	1
758	1	0
759	0	1
760	1	0
761	1	0
762	0	1
763	1	0
764	0	1
765	0	1
766	0	1
767	0	1
768	1	0
769	0	1
770	1	0
771	0	1
772	1	0
773	0	1
774	0	1
775	0	1
776	1	0
777	0	1
778	0	1
779	1	0
780	0	1
781	1	0
782	0	1
783	0	1
784	0	1
785	0	1
786	0	1
787	1	0
788	0	1
789	1	0
790	0	1
791	0	1
792	1	0
793	0	1
794	1	0
795	0	1
796	0	1
797	0	1
798	1	0
799	0	1
800	0	1
801	0	1
802	1	0
803	0	1
804	1	0
805	1	0
806	1	0
807	1	0
808	0	1
809	0	1
810	1	0
811	1	0
812	0	1
813	1	0
814	0	1
815	1	0
816	0	1
817	1	0
818	0	1
819	0	1
820	0	1
821	0	1
822	1	0
823	0	1
824	1	0
825	1	0
826	0	1
827	1	0
828	1	0
829	1	0
830	0	1
831	1	0
832	1	0
833	1	0
834	1	0
835	1	0
836	1	0
837	0	1
838	1	0
839	1	0
840	1	0
841	1	0
842	0	1
843	1	0
844	1	0
845	0	1
846	1	0
847	0	1
848	0	1
849	0	1
850	0	1
851	0	1
852	0	1
853	1	0
854	1	0
855	1	0
856	1	0
857	0	1
858	0	1
859	0	1
860	1	0
861	0	1
862	0	1
863	1	0
864	1	0
865	0	1
866	1	0
867	0	1
868	1	0
869	1	0
870	0	1
871	0	1
872	1	0
873	0	1
874	0	1
875	1	0
876	1	0
877	0	1
878	1	0
879	0	1
880	0	1
881	1	0
882	1	0
883	0	1
884	0	1
885	1	0
886	0	1
887	1	0
888	0	1
889	0	1
890	0	1
891	0	1
892	0	1
893	0	1
894	1	0
895	0	1
896	1	0
897	0	1
898	1	0
899	1	0
900	0	1
901	0	1
902	0	1
903	0	1
904	0	1
905	0	1
906	0	1
907	1	0
908	1	0
909	0	1
910	0	1
911	1	0
912	0	1
913	1	0
914	1	0
915	1	0
916	1	0
917	0	1
918	1	0
919	1	0
920	0	1
921	1	0
922	1	0
923	0	1
924	1	0
925	0	1
926	0	1
927	0	1
928	0	1
929	1	0
930	1	0
931	1	0
932	1	0
933	0	1
934	0	1
935	0	1
936	0	1
937	0	1
938	0	1
939	1	0
940	0	1
941	0	1
942	0	1
943	0	1
944	1	0
945	0	1
946	0	1
947	0	1
948	0	1
949	1	0
950	0	1
951	1	0
952	0	1
953	0	1
954	0	1
955	1	0
956	1	0
957	1	0
958	0	1
959	1	0
960	0	1
961	0	1
962	1	0
963	0	1
964	1	0
965	0	1
966	1	0
967	1	0
968	1	0
969	1	0
970	0	1
971	1	0
972	1	0
973	1	0
974	1	0
975	0	1
976	1	0
977	0	1
978	1	0
979	0	1
980	0	1
981	1	0
982	0	1
983	1	0
984	0	1
985	0	1
986	0	1
987	0	1
988	1	0
989	0	1
990	0	1
991	1	0
992	0	1
993	1	0
994	1	0
995	0	1
996	0	1
997	0	1
998	0	1
999	1	0
1000	1	0
