p	ad_min	ad_max
280	21	21
281	31	31
282	5	13
283	18	18
284	35	35
285	3	3
286	14	20
287	16	16
288	4	30
289	34	44
290	22	22
291	11	20
292	24	24
293	18	27
294	11	18
295	1	1
296	43	49
297	21	50
298	9	9
299	4	4
300	33	55
301	14	14
302	45	45
303	5	29
304	30	30
305	1	35
306	23	36
307	3	3
308	11	11
309	49	52
310	35	35
311	22	22
312	37	45
313	39	39
314	32	50
315	40	40
316	49	49
317	29	29
318	18	18
319	27	27
320	7	33
321	10	17
322	27	27
323	8	49
324	39	39
325	0	9
326	20	20
327	15	15
328	42	42
329	41	41
330	40	41
331	40	46
332	8	10
333	7	7
334	40	40
335	5	5
336	47	47
337	39	48
338	28	34
339	22	26
340	28	28
341	17	17
342	32	32
343	6	24
344	47	47
345	32	32
346	16	16
347	9	9
348	17	36
349	6	6
350	6	10
351	21	21
352	41	41
353	37	49
354	24	25
355	9	9
356	38	38
357	34	34
358	45	50
359	32	48
360	54	54
361	40	40
362	38	38
363	54	55
364	0	0
365	22	22
366	5	5
367	34	38
368	38	38
369	6	7
370	28	28
371	35	35
372	12	12
373	31	31
374	19	19
375	54	54
376	34	34
377	55	55
378	30	30
379	5	55
380	23	41
381	22	42
382	13	25
383	0	16
384	9	40
385	2	2
386	23	38
387	6	25
388	11	11
389	5	5
390	55	55
391	0	37
392	48	52
393	22	34
394	4	4
395	18	20
396	45	46
397	50	50
398	49	52
399	2	2
400	15	42
401	47	47
402	13	13
403	23	24
404	29	29
405	48	51
406	40	40
407	5	20
408	43	47
409	8	40
410	40	41
411	49	49
412	41	42
413	20	41
414	45	45
415	45	46
416	22	22
417	52	52
418	31	48
419	39	49
420	23	29
421	13	43
422	46	49
423	16	16
424	54	54
425	7	7
426	38	38
427	5	5
428	22	22
429	28	28
430	32	32
431	13	35
432	7	7
433	39	39
434	34	39
435	41	43
436	9	9
437	52	55
438	54	54
439	14	41
440	49	49
441	33	41
442	25	41
443	6	6
444	30	42
445	24	24
446	7	7
447	50	50
448	19	19
449	22	22
450	0	48
451	27	27
452	21	30
453	15	16
454	9	20
455	13	15
456	22	22
457	17	39
458	23	24
459	36	48
460	14	14
461	9	9
462	47	47
463	15	18
464	26	26
465	45	48
466	39	39
467	43	43
468	21	45
469	30	30
470	45	45
471	21	48
472	47	47
473	27	27
474	34	42
475	46	46
476	12	44
477	0	41
478	31	31
479	23	50
480	0	32
481	15	15
482	27	37
483	11	11
484	8	8
485	52	52
486	4	4
487	50	50
488	34	34
489	50	50
490	33	33
491	12	12
492	34	34
493	48	48
494	5	5
495	49	49
496	38	38
497	2	21
498	40	40
499	44	52
500	46	46
501	53	53
502	18	32
503	30	41
504	14	14
505	54	54
506	39	39
507	31	31
508	3	3
509	31	51
510	39	49
511	54	54
512	49	49
513	44	47
514	10	10
515	52	52
516	40	45
517	4	33
518	11	11
519	27	27
520	11	11
521	49	53
522	3	3
523	19	48
524	19	19
525	7	38
526	23	23
527	46	46
528	27	41
529	3	3
530	0	0
531	40	40
532	41	41
533	50	50
534	19	19
535	16	16
536	48	48
537	15	21
538	41	41
539	37	38
540	31	34
541	47	47
542	22	22
543	5	15
544	55	55
545	45	45
546	10	10
547	55	55
548	11	25
549	48	49
550	10	14
551	24	37
552	1	45
553	52	52
554	4	4
555	3	18
556	7	45
557	55	55
558	39	40
559	43	43
560	14	29
561	54	54
562	42	44
563	14	46
564	33	39
565	19	28
566	34	34
567	20	22
568	31	47
569	47	48
570	10	10
571	1	44
572	17	17
573	35	36
574	6	6
575	9	11
576	7	29
577	55	55
578	13	13
579	20	28
580	9	21
581	19	47
582	5	5
583	45	45
584	32	46
585	36	40
586	32	32
587	31	31
588	44	48
589	20	20
590	38	38
591	5	42
592	40	46
593	53	53
594	53	53
595	16	31
596	15	15
597	8	8
598	45	45
599	12	12
600	51	51
601	17	34
602	5	5
603	36	37
604	28	32
605	39	45
606	55	55
607	6	6
608	34	34
609	20	20
610	33	52
611	30	36
612	37	37
613	21	45
614	41	41
615	52	52
616	17	17
617	28	51
618	52	52
619	46	55
620	33	45
621	23	34
622	30	30
623	12	12
624	19	19
625	9	9
626	44	48
627	31	45
628	43	43
629	24	45
630	42	50
631	3	40
632	14	24
633	37	39
634	24	24
635	42	42
636	16	16
637	10	35
638	32	32
639	50	50
640	52	52
641	54	54
642	4	4
643	32	38
644	21	51
645	11	29
646	28	28
647	9	9
648	16	31
649	18	18
650	10	21
651	15	42
652	11	52
653	10	10
654	25	25
655	1	1
656	7	7
657	30	36
658	12	12
659	51	52
660	29	45
661	1	7
662	29	29
663	38	50
664	40	50
665	32	32
666	36	39
667	27	27
668	16	16
669	10	10
670	49	52
671	26	26
672	33	44
673	11	39
674	18	35
675	40	40
676	20	20
677	53	53
678	55	55
679	33	33
680	15	15
681	41	48
682	10	10
683	28	38
684	45	45
685	31	49
686	44	44
687	29	44
688	15	23
689	31	48
690	37	52
691	53	53
692	41	52
693	12	12
694	45	45
695	19	44
696	27	27
697	35	35
698	47	47
699	4	14
700	3	5
701	7	39
702	3	3
703	49	49
704	4	4
705	35	35
706	25	25
707	37	55
708	26	36
709	5	9
710	26	26
711	21	21
712	55	55
713	42	50
714	41	41
715	33	33
716	34	47
717	28	28
718	6	6
719	11	11
720	30	30
721	46	48
722	47	47
723	5	5
724	41	41
725	50	50
726	9	21
727	1	1
728	52	52
729	53	53
730	36	36
731	55	55
732	47	47
733	3	3
734	47	48
735	18	18
736	17	17
737	37	37
738	32	44
739	7	36
740	10	25
741	28	45
742	32	42
743	42	42
744	0	0
745	44	45
746	21	21
747	41	41
748	28	30
749	36	47
750	9	9
751	8	8
752	15	15
753	25	25
754	0	0
755	17	17
756	28	28
757	52	52
758	20	20
759	37	44
760	42	42
761	48	52
762	40	42
763	53	53
764	24	42
765	21	21
766	37	37
767	43	46
768	4	4
769	10	10
770	18	18
771	49	49
772	34	42
773	18	18
774	46	47
775	18	31
776	41	47
777	4	4
778	45	45
779	30	30
780	20	23
781	21	39
782	20	31
783	8	8
784	43	45
785	41	41
786	54	54
787	4	4
788	26	26
789	38	49
790	46	48
791	35	35
792	55	55
793	44	44
794	23	33
795	45	45
796	39	39
797	19	25
798	38	46
799	52	52
800	22	52
801	28	28
802	36	36
803	2	2
804	17	17
805	22	22
806	2	28
807	36	36
808	40	49
809	4	14
810	42	42
811	1	38
812	24	24
813	30	46
814	3	25
815	22	22
816	7	7
817	48	49
818	11	17
819	37	37
820	47	47
821	17	17
822	6	19
823	46	48
824	38	38
825	17	17
826	42	42
827	24	24
828	54	54
829	38	38
830	30	49
831	11	20
832	0	47
833	37	37
834	26	26
835	9	48
836	37	37
837	53	53
838	52	53
839	44	45
840	16	37
841	55	55
842	51	51
843	44	45
844	26	28
845	52	52
846	2	2
847	5	5
848	21	21
849	1	23
850	55	55
851	32	32
852	43	43
853	25	38
854	53	53
855	20	28
856	9	9
857	0	0
858	13	13
859	37	53
860	8	25
861	27	27
862	44	47
863	40	40
864	32	32
865	49	49
866	8	9
867	52	52
868	49	49
869	7	7
870	3	3
871	7	17
872	51	51
873	31	44
874	28	41
875	8	49
876	37	39
877	17	17
878	8	8
879	55	55
880	52	52
881	1	1
882	8	42
883	30	42
884	31	43
885	40	50
886	40	40
887	19	24
888	19	46
889	26	26
890	41	41
891	41	45
892	12	12
893	17	40
894	22	22
895	28	28
896	12	12
897	26	26
898	2	2
899	29	29
900	12	42
901	30	30
902	41	42
903	3	3
904	11	11
905	18	48
906	37	37
907	24	24
908	9	14
909	28	28
910	4	31
911	28	28
912	12	13
913	36	44
914	40	40
915	34	34
916	43	43
917	39	42
918	44	44
919	15	15
920	38	48
921	26	26
922	30	30
923	23	38
924	30	30
925	16	19
926	13	41
927	38	38
928	6	6
929	50	50
930	22	31
931	34	34
932	50	51
933	29	29
934	36	36
935	11	11
936	38	38
937	0	35
938	38	41
939	46	50
940	34	34
941	44	44
942	33	33
943	35	35
944	13	13
945	0	0
946	16	16
947	13	13
948	13	13
949	26	51
950	47	47
951	50	52
952	37	37
953	5	5
954	0	54
955	39	47
956	16	40
957	10	12
958	43	47
959	35	35
960	21	21
961	21	36
962	2	2
963	12	25
964	22	22
965	36	39
966	15	16
967	2	33
968	31	41
969	28	28
970	35	45
971	53	53
972	35	41
973	14	14
974	48	48
975	39	39
976	12	44
977	55	55
978	18	18
979	51	51
980	8	15
981	45	46
982	9	9
983	23	29
984	4	23
985	29	29
986	50	50
987	49	49
988	53	53
989	29	35
990	47	49
991	13	21
992	32	45
993	46	47
994	45	47
995	31	31
996	42	43
997	20	44
998	42	44
999	51	51
1000	54	54
